Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,88;12;0|88;12;0|,0.0|0.0|,88;12;0|88;12;0|,83;15;2|83;15;2|,83;15;2|83;15;2|,100|100|,0;0;0|0;0;0|,100|100|,83;15;2|83;15;2|,83;15;2|83;15;2|,100|100|,100|100|
1,100|100|,83;15;2|83;15;2|,0.0|0.0|,83;15;2|83;15;2|,76;21;3|76;21;3|,76;21;3|76;21;3|,100|100|,0;0;0|0;0;0|,100|100|,76;21;3|76;21;3|,76;21;3|76;21;3|,100|100|,100|100|
2,100|100|,76;21;3|76;21;3|,0.0|0.0|,76;21;3|76;21;3|,67;27;6|67;27;6|,67;27;6|67;27;6|,100|100|,0;0;0|0;0;0|,100|100|,67;27;6|67;27;6|,67;27;6|67;27;6|,100|100|,100|100|
3,100|100|,67;27;6|67;27;6|,0.0|0.0|,67;27;6|67;27;6|,63;29;8|63;29;8|,63;29;8|63;29;8|,100|100|,0;0;0|0;0;0|,100|100|,63;29;8|63;29;8|,63;29;8|63;29;8|,100|100|,100|100|
4,100|100|,63;29;8|63;29;8|,0.0|0.0|,63;29;8|63;29;8|,58;31;11|58;31;11|,58;31;11|58;31;11|,100|100|,0;0;0|0;0;0|,100|100|,58;31;11|58;31;11|,58;31;11|58;31;11|,100|100|,100|100|
5,100|100|,58;31;11|58;31;11|,0.0|0.0|,58;31;11|58;31;11|,48;36;16|48;36;16|,48;36;16|48;36;16|,100|100|,0;0;0|0;0;0|,100|100|,48;36;16|48;36;16|,48;36;16|48;36;16|,100|100|,100|100|
6,100|100|,48;36;16|48;36;16|,0.0|0.0|,48;36;16|48;36;16|,41;39;20|41;39;20|,41;39;20|41;39;20|,100|100|,0;0;0|0;0;0|,100|100|,41;39;20|41;39;20|,41;39;20|41;39;20|,100|100|,100|100|
7,100|100|,41;39;20|41;39;20|,0.0|0.0|,41;39;20|41;39;20|,29;44;27|29;44;27|,29;44;27|29;44;27|,100|100|,0;0;0|0;0;0|,100|100|,29;44;27|29;44;27|,29;44;27|29;44;27|,100|100|,100|100|
8,100|100|,29;44;27|29;44;27|,0.0|0.0|,29;44;27|29;44;27|,36;33;31|36;33;31|,36;33;31|36;33;31|,100|100|,0;0;0|0;0;0|,100|100|,36;33;31|36;33;31|,36;33;31|36;33;31|,100|100|,100|100|
9,100|100|,36;33;31|36;33;31|,0.0|0.0|,36;33;31|36;33;31|,41;32;27|41;32;27|,41;32;27|41;32;27|,100|100|,0;0;0|0;0;0|,100|100|,41;32;27|41;32;27|,41;32;27|41;32;27|,100|100|,100|100|
