Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,89;0;11;0|89;0;11;0|,0.0|0.0|,89;0;11;0|89;0;11;0|,86;3;6;5|86;3;6;5|,86;3;6;5|86;3;6;5|,100|100|,0;0;0;0|0;0;0;0|,100|100|,86;3;6;5|86;3;6;5|,86;3;6;5|86;3;6;5|,100|100|,100|100|
1,100|100|,86;3;6;5|86;3;6;5|,0.0|0.0|,86;3;6;5|86;3;6;5|,84;4;6;6|84;4;6;6|,84;4;6;6|84;4;6;6|,100|100|,0;0;0;0|0;0;0;0|,100|100|,84;4;6;6|84;4;6;6|,84;4;6;6|84;4;6;6|,100|100|,100|100|
2,100|100|,84;4;6;6|84;4;6;6|,0.0|0.0|,84;4;6;6|84;4;6;6|,83;3;8;6|83;3;8;6|,83;3;8;6|83;3;8;6|,100|100|,0;0;0;0|0;0;0;0|,100|100|,83;3;8;6|83;3;8;6|,83;3;8;6|83;3;8;6|,100|100|,100|100|
3,100|100|,83;3;8;6|83;3;8;6|,0.0|0.0|,83;3;8;6|83;3;8;6|,78;8;4;10|78;8;4;10|,78;8;4;10|78;8;4;10|,100|100|,0;0;0;0|0;0;0;0|,100|100|,78;8;4;10|78;8;4;10|,78;8;4;10|78;8;4;10|,100|100|,100|100|
4,100|100|,78;8;4;10|78;8;4;10|,0.0|0.0|,78;8;4;10|78;8;4;10|,77;5;7;11|77;5;7;11|,77;5;7;11|77;5;7;11|,100|100|,0;0;0;0|0;0;0;0|,100|100|,77;5;7;11|77;5;7;11|,77;5;7;11|77;5;7;11|,100|100|,100|100|
5,100|100|,77;5;7;11|77;5;7;11|,0.0|0.0|,77;5;7;11|77;5;7;11|,76;2;11;11|76;2;11;11|,76;2;11;11|76;2;11;11|,100|100|,0;0;0;0|0;0;0;0|,100|100|,76;2;11;11|76;2;11;11|,76;2;11;11|76;2;11;11|,100|100|,100|100|
6,100|100|,76;2;11;11|76;2;11;11|,0.0|0.0|,76;2;11;11|76;2;11;11|,68;10;8;14|68;10;8;14|,68;10;8;14|68;10;8;14|,100|100|,0;0;0;0|0;0;0;0|,100|100|,68;10;8;14|68;10;8;14|,68;10;8;14|68;10;8;14|,100|100|,100|100|
7,100|100|,68;10;8;14|68;10;8;14|,0.0|0.0|,68;10;8;14|68;10;8;14|,67;10;7;16|67;10;7;16|,67;10;7;16|67;10;7;16|,100|100|,0;0;0;0|0;0;0;0|,100|100|,67;10;7;16|67;10;7;16|,67;10;7;16|67;10;7;16|,100|100|,100|100|
8,100|100|,67;10;7;16|67;10;7;16|,0.0|0.0|,67;10;7;16|67;10;7;16|,64;11;5;20|64;11;5;20|,64;11;5;20|64;11;5;20|,100|100|,0;0;0;0|0;0;0;0|,100|100|,64;11;5;20|64;11;5;20|,64;11;5;20|64;11;5;20|,100|100|,100|100|
9,100|100|,64;11;5;20|64;11;5;20|,0.0|0.0|,64;11;5;20|64;11;5;20|,62;8;10;20|62;8;10;20|,62;8;10;20|62;8;10;20|,100|100|,0;0;0;0|0;0;0;0|,100|100|,62;8;10;20|62;8;10;20|,62;8;10;20|62;8;10;20|,100|100|,100|100|
