Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,90;10;0|90;10;0|,0.0|0.0|,90;10;0|90;10;0|,81;18;1|81;18;1|,81;18;1|81;18;1|,100|100|,0;0;0|0;0;0|,100|100|,81;18;1|81;18;1|,81;18;1|81;18;1|,100|100|,100|100|
1,100|100|,81;18;1|81;18;1|,0.0|0.0|,81;18;1|81;18;1|,72;23;5|72;23;5|,72;23;5|72;23;5|,100|100|,0;0;0|0;0;0|,100|100|,72;23;5|72;23;5|,72;23;5|72;23;5|,100|100|,100|100|
2,100|100|,72;23;5|72;23;5|,0.0|0.0|,72;23;5|72;23;5|,64;25;11|64;25;11|,64;25;11|64;25;11|,100|100|,0;0;0|0;0;0|,100|100|,64;25;11|64;25;11|,64;25;11|64;25;11|,100|100|,100|100|
3,100|100|,64;25;11|64;25;11|,0.0|0.0|,64;25;11|64;25;11|,57;26;17|57;26;17|,57;26;17|57;26;17|,100|100|,0;0;0|0;0;0|,100|100|,57;26;17|57;26;17|,57;26;17|57;26;17|,100|100|,100|100|
4,100|100|,57;26;17|57;26;17|,0.0|0.0|,57;26;17|57;26;17|,48;27;25|48;27;25|,48;27;25|48;27;25|,100|100|,0;0;0|0;0;0|,100|100|,48;27;25|48;27;25|,48;27;25|48;27;25|,100|100|,100|100|
5,100|100|,48;27;25|48;27;25|,0.0|0.0|,48;27;25|48;27;25|,40;32;28|40;32;28|,40;32;28|40;32;28|,100|100|,0;0;0|0;0;0|,100|100|,40;32;28|40;32;28|,40;32;28|40;32;28|,100|100|,100|100|
6,100|100|,40;32;28|40;32;28|,0.0|0.0|,40;32;28|40;32;28|,35;30;35|35;30;35|,35;30;35|35;30;35|,100|100|,0;0;0|0;0;0|,100|100|,35;30;35|35;30;35|,35;30;35|35;30;35|,100|100|,100|100|
7,100|100|,35;30;35|35;30;35|,0.0|0.0|,35;30;35|35;30;35|,27;31;42|27;31;42|,27;31;42|27;31;42|,100|100|,0;0;0|0;0;0|,100|100|,27;31;42|27;31;42|,27;31;42|27;31;42|,100|100|,100|100|
8,100|100|,27;31;42|27;31;42|,0.0|0.0|,27;31;42|27;31;42|,20;30;50|20;30;50|,20;30;50|20;30;50|,100|100|,0;0;0|0;0;0|,100|100|,20;30;50|20;30;50|,20;30;50|20;30;50|,100|100|,100|100|
9,100|100|,20;30;50|20;30;50|,0.0|0.0|,20;30;50|20;30;50|,17;29;54|17;29;54|,17;29;54|17;29;54|,100|100|,0;0;0|0;0;0|,100|100|,17;29;54|17;29;54|,17;29;54|17;29;54|,100|100|,100|100|
10,100|100|,17;29;54|17;29;54|,0.0|0.0|,17;29;54|17;29;54|,14;28;58|14;28;58|,14;28;58|14;28;58|,100|100|,0;0;0|0;0;0|,100|100|,14;28;58|14;28;58|,14;28;58|14;28;58|,100|100|,100|100|
11,100|100|,14;28;58|14;28;58|,0.0|0.0|,14;28;58|14;28;58|,12;26;62|12;26;62|,12;26;62|12;26;62|,100|100|,0;0;0|0;0;0|,100|100|,12;26;62|12;26;62|,12;26;62|12;26;62|,100|100|,100|100|
12,100|100|,12;26;62|12;26;62|,0.0|0.0|,12;26;62|12;26;62|,9;23;68|9;23;68|,9;23;68|9;23;68|,100|100|,0;0;0|0;0;0|,100|100|,9;23;68|9;23;68|,9;23;68|9;23;68|,100|100|,100|100|
13,100|100|,9;23;68|9;23;68|,0.0|0.0|,9;23;68|9;23;68|,9;22;69|9;22;69|,9;22;69|9;22;69|,100|100|,0;0;0|0;0;0|,100|100|,9;22;69|9;22;69|,9;22;69|9;22;69|,100|100|,100|100|
14,100|100|,9;22;69|9;22;69|,0.0|0.0|,9;22;69|9;22;69|,8;20;72|8;20;72|,8;20;72|8;20;72|,100|100|,0;0;0|0;0;0|,100|100|,8;20;72|8;20;72|,8;20;72|8;20;72|,100|100|,100|100|
15,100|100|,8;20;72|8;20;72|,0.0|0.0|,8;20;72|8;20;72|,8;16;76|8;16;76|,8;16;76|8;16;76|,100|100|,0;0;0|0;0;0|,100|100|,8;16;76|8;16;76|,8;16;76|8;16;76|,100|100|,100|100|
16,100|100|,8;16;76|8;16;76|,0.0|0.0|,8;16;76|8;16;76|,8;11;81|8;11;81|,8;11;81|8;11;81|,100|100|,0;0;0|0;0;0|,100|100|,8;11;81|8;11;81|,8;11;81|8;11;81|,100|100|,100|100|
17,100|100|,8;11;81|8;11;81|,0.0|0.0|,8;11;81|8;11;81|,8;8;84|8;8;84|,8;8;84|8;8;84|,100|100|,0;0;0|0;0;0|,100|100|,8;8;84|8;8;84|,8;8;84|8;8;84|,100|100|,100|100|
18,100|100|,8;8;84|8;8;84|,0.0|0.0|,8;8;84|8;8;84|,8;6;86|8;6;86|,8;6;86|8;6;86|,100|100|,0;0;0|0;0;0|,100|100|,8;6;86|8;6;86|,8;6;86|8;6;86|,100|100|,100|100|
