Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,88;12;0|88;12;0|,0.0|0.0|,88;12;0|88;12;0|,78;18;4|78;18;4|,78;18;4|78;18;4|,100|100|,0;0;0|0;0;0|,100|100|,78;18;4|78;18;4|,78;18;4|78;18;4|,100|100|,100|100|
1,100|100|,78;18;4|78;18;4|,0.0|0.0|,78;18;4|78;18;4|,71;22;7|71;22;7|,71;22;7|71;22;7|,100|100|,0;0;0|0;0;0|,100|100|,71;22;7|71;22;7|,71;22;7|71;22;7|,100|100|,100|100|
2,100|100|,71;22;7|71;22;7|,0.0|0.0|,71;22;7|71;22;7|,56;32;12|56;32;12|,56;32;12|56;32;12|,100|100|,0;0;0|0;0;0|,100|100|,56;32;12|56;32;12|,56;32;12|56;32;12|,100|100|,100|100|
3,100|100|,56;32;12|56;32;12|,0.0|0.0|,56;32;12|56;32;12|,48;31;21|48;31;21|,48;31;21|48;31;21|,100|100|,0;0;0|0;0;0|,100|100|,48;31;21|48;31;21|,48;31;21|48;31;21|,100|100|,100|100|
4,100|100|,48;31;21|48;31;21|,0.0|0.0|,48;31;21|48;31;21|,43;33;24|43;33;24|,43;33;24|43;33;24|,100|100|,0;0;0|0;0;0|,100|100|,43;33;24|43;33;24|,43;33;24|43;33;24|,100|100|,100|100|
5,100|100|,43;33;24|43;33;24|,0.0|0.0|,43;33;24|43;33;24|,43;37;20|43;37;20|,43;37;20|43;37;20|,100|100|,0;0;0|0;0;0|,100|100|,43;37;20|43;37;20|,43;37;20|43;37;20|,100|100|,100|100|
6,100|100|,43;37;20|43;37;20|,0.0|0.0|,43;37;20|43;37;20|,45;35;20|45;35;20|,45;35;20|45;35;20|,100|100|,0;0;0|0;0;0|,100|100|,45;35;20|45;35;20|,45;35;20|45;35;20|,100|100|,100|100|
7,100|100|,45;35;20|45;35;20|,0.0|0.0|,45;35;20|45;35;20|,38;40;22|38;40;22|,38;40;22|38;40;22|,100|100|,0;0;0|0;0;0|,100|100|,38;40;22|38;40;22|,38;40;22|38;40;22|,100|100|,100|100|
8,100|100|,38;40;22|38;40;22|,0.0|0.0|,38;40;22|38;40;22|,33;46;21|33;46;21|,33;46;21|33;46;21|,100|100|,0;0;0|0;0;0|,100|100|,33;46;21|33;46;21|,33;46;21|33;46;21|,100|100|,100|100|
9,100|100|,33;46;21|33;46;21|,0.0|0.0|,33;46;21|33;46;21|,31;45;24|31;45;24|,31;45;24|31;45;24|,100|100|,0;0;0|0;0;0|,100|100|,31;45;24|31;45;24|,31;45;24|31;45;24|,100|100|,100|100|
10,100|100|,31;45;24|31;45;24|,0.0|0.0|,31;45;24|31;45;24|,30;37;33|30;37;33|,30;37;33|30;37;33|,100|100|,0;0;0|0;0;0|,100|100|,30;37;33|30;37;33|,30;37;33|30;37;33|,100|100|,100|100|
11,100|100|,30;37;33|30;37;33|,0.0|0.0|,30;37;33|30;37;33|,30;33;37|30;33;37|,30;33;37|30;33;37|,100|100|,0;0;0|0;0;0|,100|100|,30;33;37|30;33;37|,30;33;37|30;33;37|,100|100|,100|100|
12,100|100|,30;33;37|30;33;37|,0.0|0.0|,30;33;37|30;33;37|,34;28;38|34;28;38|,34;28;38|34;28;38|,100|100|,0;0;0|0;0;0|,100|100|,34;28;38|34;28;38|,34;28;38|34;28;38|,100|100|,100|100|
13,100|100|,34;28;38|34;28;38|,0.0|0.0|,34;28;38|34;28;38|,36;27;37|36;27;37|,36;27;37|36;27;37|,100|100|,0;0;0|0;0;0|,100|100|,36;27;37|36;27;37|,36;27;37|36;27;37|,100|100|,100|100|
