Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,84;16;0|84;16;0|,0.0|0.0|,84;16;0|84;16;0|,79;18;3|79;18;3|,79;18;3|79;18;3|,100|100|,0;0;0|0;0;0|,100|100|,79;18;3|79;18;3|,79;18;3|79;18;3|,100|100|,100|100|
1,100|100|,79;18;3|79;18;3|,0.0|0.0|,79;18;3|79;18;3|,69;26;5|69;26;5|,69;26;5|69;26;5|,100|100|,0;0;0|0;0;0|,100|100|,69;26;5|69;26;5|,69;26;5|69;26;5|,100|100|,100|100|
2,100|100|,69;26;5|69;26;5|,0.0|0.0|,69;26;5|69;26;5|,60;28;12|60;28;12|,60;28;12|60;28;12|,100|100|,0;0;0|0;0;0|,100|100|,60;28;12|60;28;12|,60;28;12|60;28;12|,100|100|,100|100|
3,100|100|,60;28;12|60;28;12|,0.0|0.0|,60;28;12|60;28;12|,51;33;16|51;33;16|,51;33;16|51;33;16|,100|100|,0;0;0|0;0;0|,100|100|,51;33;16|51;33;16|,51;33;16|51;33;16|,100|100|,100|100|
4,100|100|,51;33;16|51;33;16|,0.0|0.0|,51;33;16|51;33;16|,42;36;22|42;36;22|,42;36;22|42;36;22|,100|100|,0;0;0|0;0;0|,100|100|,42;36;22|42;36;22|,42;36;22|42;36;22|,100|100|,100|100|
5,100|100|,42;36;22|42;36;22|,0.0|0.0|,42;36;22|42;36;22|,35;32;33|35;32;33|,35;32;33|35;32;33|,100|100|,0;0;0|0;0;0|,100|100|,35;32;33|35;32;33|,35;32;33|35;32;33|,100|100|,100|100|
6,100|100|,35;32;33|35;32;33|,0.0|0.0|,35;32;33|35;32;33|,29;33;38|29;33;38|,29;33;38|29;33;38|,100|100|,0;0;0|0;0;0|,100|100|,29;33;38|29;33;38|,29;33;38|29;33;38|,100|100|,100|100|
7,100|100|,29;33;38|29;33;38|,0.0|0.0|,29;33;38|29;33;38|,22;33;45|22;33;45|,22;33;45|22;33;45|,100|100|,0;0;0|0;0;0|,100|100|,22;33;45|22;33;45|,22;33;45|22;33;45|,100|100|,100|100|
8,100|100|,22;33;45|22;33;45|,0.0|0.0|,22;33;45|22;33;45|,18;31;51|18;31;51|,18;31;51|18;31;51|,100|100|,0;0;0|0;0;0|,100|100|,18;31;51|18;31;51|,18;31;51|18;31;51|,100|100|,100|100|
9,100|100|,18;31;51|18;31;51|,0.0|0.0|,18;31;51|18;31;51|,13;28;59|13;28;59|,13;28;59|13;28;59|,100|100|,0;0;0|0;0;0|,100|100|,13;28;59|13;28;59|,13;28;59|13;28;59|,100|100|,100|100|
10,100|100|,13;28;59|13;28;59|,0.0|0.0|,13;28;59|13;28;59|,12;22;66|12;22;66|,12;22;66|12;22;66|,100|100|,0;0;0|0;0;0|,100|100|,12;22;66|12;22;66|,12;22;66|12;22;66|,100|100|,100|100|
11,100|100|,12;22;66|12;22;66|,0.0|0.0|,12;22;66|12;22;66|,11;18;71|11;18;71|,11;18;71|11;18;71|,100|100|,0;0;0|0;0;0|,100|100|,11;18;71|11;18;71|,11;18;71|11;18;71|,100|100|,100|100|
12,100|100|,11;18;71|11;18;71|,0.0|0.0|,11;18;71|11;18;71|,11;17;72|11;17;72|,11;17;72|11;17;72|,100|100|,0;0;0|0;0;0|,100|100|,11;17;72|11;17;72|,11;17;72|11;17;72|,100|100|,100|100|
13,100|100|,11;17;72|11;17;72|,0.0|0.0|,11;17;72|11;17;72|,10;14;76|10;14;76|,10;14;76|10;14;76|,100|100|,0;0;0|0;0;0|,100|100|,10;14;76|10;14;76|,10;14;76|10;14;76|,100|100|,100|100|
14,100|100|,10;14;76|10;14;76|,0.0|0.0|,10;14;76|10;14;76|,10;10;80|10;10;80|,10;10;80|10;10;80|,100|100|,0;0;0|0;0;0|,100|100|,10;10;80|10;10;80|,10;10;80|10;10;80|,100|100|,100|100|
