Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,92;8;0|92;8;0|,0.0|0.0|,92;8;0|92;8;0|,85;12;3|85;12;3|,85;12;3|85;12;3|,100|100|,0;0;0|0;0;0|,100|100|,85;12;3|85;12;3|,85;12;3|85;12;3|,100|100|,100|100|
1,100|100|,85;12;3|85;12;3|,0.0|0.0|,85;12;3|85;12;3|,75;22;3|75;22;3|,75;22;3|75;22;3|,100|100|,0;0;0|0;0;0|,100|100|,75;22;3|75;22;3|,75;22;3|75;22;3|,100|100|,100|100|
2,100|100|,75;22;3|75;22;3|,0.0|0.0|,75;22;3|75;22;3|,68;21;11|68;21;11|,68;21;11|68;21;11|,100|100|,0;0;0|0;0;0|,100|100|,68;21;11|68;21;11|,68;21;11|68;21;11|,100|100|,100|100|
3,100|100|,68;21;11|68;21;11|,0.0|0.0|,68;21;11|68;21;11|,59;29;12|59;29;12|,59;29;12|59;29;12|,100|100|,0;0;0|0;0;0|,100|100|,59;29;12|59;29;12|,59;29;12|59;29;12|,100|100|,100|100|
4,100|100|,59;29;12|59;29;12|,0.0|0.0|,59;29;12|59;29;12|,54;36;10|54;36;10|,54;36;10|54;36;10|,100|100|,0;0;0|0;0;0|,100|100|,54;36;10|54;36;10|,54;36;10|54;36;10|,100|100|,100|100|
5,100|100|,54;36;10|54;36;10|,0.0|0.0|,54;36;10|54;36;10|,47;40;13|47;40;13|,47;40;13|47;40;13|,100|100|,0;0;0|0;0;0|,100|100|,47;40;13|47;40;13|,47;40;13|47;40;13|,100|100|,100|100|
6,100|100|,47;40;13|47;40;13|,0.0|0.0|,47;40;13|47;40;13|,43;37;20|43;37;20|,43;37;20|43;37;20|,100|100|,0;0;0|0;0;0|,100|100|,43;37;20|43;37;20|,43;37;20|43;37;20|,100|100|,100|100|
7,100|100|,43;37;20|43;37;20|,0.0|0.0|,43;37;20|43;37;20|,35;42;23|35;42;23|,35;42;23|35;42;23|,100|100|,0;0;0|0;0;0|,100|100|,35;42;23|35;42;23|,35;42;23|35;42;23|,100|100|,100|100|
8,100|100|,35;42;23|35;42;23|,0.0|0.0|,35;42;23|35;42;23|,31;41;28|31;41;28|,31;41;28|31;41;28|,100|100|,0;0;0|0;0;0|,100|100|,31;41;28|31;41;28|,31;41;28|31;41;28|,100|100|,100|100|
9,100|100|,31;41;28|31;41;28|,0.0|0.0|,31;41;28|31;41;28|,33;37;30|33;37;30|,33;37;30|33;37;30|,100|100|,0;0;0|0;0;0|,100|100|,33;37;30|33;37;30|,33;37;30|33;37;30|,100|100|,100|100|
10,100|100|,33;37;30|33;37;30|,0.0|0.0|,33;37;30|33;37;30|,38;32;30|38;32;30|,38;32;30|38;32;30|,100|100|,0;0;0|0;0;0|,100|100|,38;32;30|38;32;30|,38;32;30|38;32;30|,100|100|,100|100|
11,100|100|,38;32;30|38;32;30|,0.0|0.0|,38;32;30|38;32;30|,34;35;31|34;35;31|,34;35;31|34;35;31|,100|100|,0;0;0|0;0;0|,100|100|,34;35;31|34;35;31|,34;35;31|34;35;31|,100|100|,100|100|
12,100|100|,34;35;31|34;35;31|,0.0|0.0|,34;35;31|34;35;31|,37;33;30|37;33;30|,37;33;30|37;33;30|,100|100|,0;0;0|0;0;0|,100|100|,37;33;30|37;33;30|,37;33;30|37;33;30|,100|100|,100|100|
13,100|100|,37;33;30|37;33;30|,0.0|0.0|,37;33;30|37;33;30|,37;32;31|37;32;31|,37;32;31|37;32;31|,100|100|,0;0;0|0;0;0|,100|100|,37;32;31|37;32;31|,37;32;31|37;32;31|,100|100|,100|100|
