Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,88;0;12;0|88;0;12;0|,88;0;12;0|88;0;12;0|,79;9;7;5|79;9;7;5|,79;9;7;5|79;9;7;5|,100|100|,0;0;0;0|0;0;0;0|,100|100|,79;9;7;5|79;9;7;5|,79;9;7;5|79;9;7;5|,100|100|,100|100|
1,100|100|,79;9;7;5|79;9;7;5|,79;9;7;5|79;9;7;5|,77;7;9;7|77;7;9;7|,77;7;9;7|77;7;9;7|,100|100|,0;0;0;0|0;0;0;0|,100|100|,77;7;9;7|77;7;9;7|,77;7;9;7|77;7;9;7|,100|100|,100|100|
2,100|100|,77;7;9;7|77;7;9;7|,77;7;9;7|77;7;9;7|,73;7;12;8|73;7;12;8|,73;7;12;8|73;7;12;8|,100|100|,0;0;0;0|0;0;0;0|,100|100|,73;7;12;8|73;7;12;8|,73;7;12;8|73;7;12;8|,100|100|,100|100|
3,100|100|,73;7;12;8|73;7;12;8|,73;7;12;8|73;7;12;8|,68;7;16;9|68;7;16;9|,68;7;16;9|68;7;16;9|,100|100|,0;0;0;0|0;0;0;0|,100|100|,68;7;16;9|68;7;16;9|,68;7;16;9|68;7;16;9|,100|100|,100|100|
4,100|100|,68;7;16;9|68;7;16;9|,68;7;16;9|68;7;16;9|,65;5;18;12|65;5;18;12|,65;5;18;12|65;5;18;12|,100|100|,0;0;0;0|0;0;0;0|,100|100|,65;5;18;12|65;5;18;12|,65;5;18;12|65;5;18;12|,100|100|,100|100|
5,100|100|,65;5;18;12|65;5;18;12|,65;5;18;12|65;5;18;12|,63;7;16;14|63;7;16;14|,63;7;16;14|63;7;16;14|,100|100|,0;0;0;0|0;0;0;0|,100|100|,63;7;16;14|63;7;16;14|,63;7;16;14|63;7;16;14|,100|100|,100|100|
6,100|100|,63;7;16;14|63;7;16;14|,63;7;16;14|63;7;16;14|,60;8;12;20|60;8;12;20|,60;8;12;20|60;8;12;20|,100|100|,0;0;0;0|0;0;0;0|,100|100|,60;8;12;20|60;8;12;20|,60;8;12;20|60;8;12;20|,100|100|,100|100|
7,100|100|,60;8;12;20|60;8;12;20|,60;8;12;20|60;8;12;20|,58;7;10;25|58;7;10;25|,58;7;10;25|58;7;10;25|,100|100|,0;0;0;0|0;0;0;0|,100|100|,58;7;10;25|58;7;10;25|,58;7;10;25|58;7;10;25|,100|100|,100|100|
8,100|100|,58;7;10;25|58;7;10;25|,58;7;10;25|58;7;10;25|,53;10;10;27|53;10;10;27|,53;10;10;27|53;10;10;27|,100|100|,0;0;0;0|0;0;0;0|,100|100|,53;10;10;27|53;10;10;27|,53;10;10;27|53;10;10;27|,100|100|,100|100|
9,100|100|,53;10;10;27|53;10;10;27|,53;10;10;27|53;10;10;27|,51;8;11;30|51;8;11;30|,51;8;11;30|51;8;11;30|,100|100|,0;0;0;0|0;0;0;0|,100|100|,51;8;11;30|51;8;11;30|,51;8;11;30|51;8;11;30|,100|100|,100|100|
10,100|100|,51;8;11;30|51;8;11;30|,51;8;11;30|51;8;11;30|,48;6;13;33|48;6;13;33|,48;6;13;33|48;6;13;33|,100|100|,0;0;0;0|0;0;0;0|,100|100|,48;6;13;33|48;6;13;33|,48;6;13;33|48;6;13;33|,100|100|,100|100|
11,100|100|,48;6;13;33|48;6;13;33|,48;6;13;33|48;6;13;33|,47;3;15;35|47;3;15;35|,47;3;15;35|47;3;15;35|,100|100|,0;0;0;0|0;0;0;0|,100|100|,47;3;15;35|47;3;15;35|,47;3;15;35|47;3;15;35|,100|100|,100|100|
12,100|100|,47;3;15;35|47;3;15;35|,47;3;15;35|47;3;15;35|,45;4;12;39|45;4;12;39|,45;4;12;39|45;4;12;39|,100|100|,0;0;0;0|0;0;0;0|,100|100|,45;4;12;39|45;4;12;39|,45;4;12;39|45;4;12;39|,100|100|,100|100|
13,100|100|,45;4;12;39|45;4;12;39|,45;4;12;39|45;4;12;39|,42;5;11;42|42;5;11;42|,42;5;11;42|42;5;11;42|,100|100|,0;0;0;0|0;0;0;0|,100|100|,42;5;11;42|42;5;11;42|,42;5;11;42|42;5;11;42|,100|100|,100|100|
14,100|100|,42;5;11;42|42;5;11;42|,42;5;11;42|42;5;11;42|,40;5;10;45|40;5;10;45|,40;5;10;45|40;5;10;45|,100|100|,0;0;0;0|0;0;0;0|,100|100|,40;5;10;45|40;5;10;45|,40;5;10;45|40;5;10;45|,100|100|,100|100|
15,100|100|,40;5;10;45|40;5;10;45|,40;5;10;45|40;5;10;45|,40;3;12;45|40;3;12;45|,40;3;12;45|40;3;12;45|,100|100|,0;0;0;0|0;0;0;0|,100|100|,40;3;12;45|40;3;12;45|,40;3;12;45|40;3;12;45|,100|100|,100|100|
16,100|100|,40;3;12;45|40;3;12;45|,40;3;12;45|40;3;12;45|,36;6;11;47|36;6;11;47|,36;6;11;47|36;6;11;47|,100|100|,0;0;0;0|0;0;0;0|,100|100|,36;6;11;47|36;6;11;47|,36;6;11;47|36;6;11;47|,100|100|,100|100|
17,100|100|,36;6;11;47|36;6;11;47|,36;6;11;47|36;6;11;47|,35;5;12;48|35;5;12;48|,35;5;12;48|35;5;12;48|,100|100|,0;0;0;0|0;0;0;0|,100|100|,35;5;12;48|35;5;12;48|,35;5;12;48|35;5;12;48|,100|100|,100|100|
18,100|100|,35;5;12;48|35;5;12;48|,35;5;12;48|35;5;12;48|,31;9;8;52|31;9;8;52|,31;9;8;52|31;9;8;52|,100|100|,0;0;0;0|0;0;0;0|,100|100|,31;9;8;52|31;9;8;52|,31;9;8;52|31;9;8;52|,100|100|,100|100|
19,100|100|,31;9;8;52|31;9;8;52|,31;9;8;52|31;9;8;52|,28;5;14;53|28;5;14;53|,28;5;14;53|28;5;14;53|,100|100|,0;0;0;0|0;0;0;0|,100|100|,28;5;14;53|28;5;14;53|,28;5;14;53|28;5;14;53|,100|100|,100|100|
20,100|100|,28;5;14;53|28;5;14;53|,28;5;14;53|28;5;14;53|,27;6;13;54|27;6;13;54|,27;6;13;54|27;6;13;54|,100|100|,0;0;0;0|0;0;0;0|,100|100|,27;6;13;54|27;6;13;54|,27;6;13;54|27;6;13;54|,100|100|,100|100|
