Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,94;0;6;0|94;0;6;0|,0.0|0.0|,94;0;6;0|94;0;6;0|,93;1;6;0|93;1;6;0|,93;1;6;0|93;1;6;0|,100|100|,0;0;0;0|0;0;0;0|,100|100|,93;1;6;0|93;1;6;0|,93;1;6;0|93;1;6;0|,100|100|,100|100|
1,100|100|,93;1;6;0|93;1;6;0|,0.0|0.0|,93;1;6;0|93;1;6;0|,93;0;7;0|93;0;7;0|,93;0;7;0|93;0;7;0|,100|100|,0;0;0;0|0;0;0;0|,100|100|,93;0;7;0|93;0;7;0|,93;0;7;0|93;0;7;0|,100|100|,100|100|
2,100|100|,93;0;7;0|93;0;7;0|,0.0|0.0|,93;0;7;0|93;0;7;0|,90;3;5;2|90;3;5;2|,90;3;5;2|90;3;5;2|,100|100|,0;0;0;0|0;0;0;0|,100|100|,90;3;5;2|90;3;5;2|,90;3;5;2|90;3;5;2|,100|100|,100|100|
3,100|100|,90;3;5;2|90;3;5;2|,0.0|0.0|,90;3;5;2|90;3;5;2|,88;4;5;3|88;4;5;3|,88;4;5;3|88;4;5;3|,100|100|,0;0;0;0|0;0;0;0|,100|100|,88;4;5;3|88;4;5;3|,88;4;5;3|88;4;5;3|,100|100|,100|100|
4,100|100|,88;4;5;3|88;4;5;3|,0.0|0.0|,88;4;5;3|88;4;5;3|,86;2;8;4|86;2;8;4|,86;2;8;4|86;2;8;4|,100|100|,0;0;0;0|0;0;0;0|,100|100|,86;2;8;4|86;2;8;4|,86;2;8;4|86;2;8;4|,100|100|,100|100|
5,100|100|,86;2;8;4|86;2;8;4|,0.0|0.0|,86;2;8;4|86;2;8;4|,80;6;8;6|80;6;8;6|,80;6;8;6|80;6;8;6|,100|100|,0;0;0;0|0;0;0;0|,100|100|,80;6;8;6|80;6;8;6|,80;6;8;6|80;6;8;6|,100|100|,100|100|
6,100|100|,80;6;8;6|80;6;8;6|,0.0|0.0|,80;6;8;6|80;6;8;6|,77;6;9;8|77;6;9;8|,77;6;9;8|77;6;9;8|,100|100|,0;0;0;0|0;0;0;0|,100|100|,77;6;9;8|77;6;9;8|,77;6;9;8|77;6;9;8|,100|100|,100|100|
7,100|100|,77;6;9;8|77;6;9;8|,0.0|0.0|,77;6;9;8|77;6;9;8|,75;4;11;10|75;4;11;10|,75;4;11;10|75;4;11;10|,100|100|,0;0;0;0|0;0;0;0|,100|100|,75;4;11;10|75;4;11;10|,75;4;11;10|75;4;11;10|,100|100|,100|100|
8,100|100|,75;4;11;10|75;4;11;10|,0.0|0.0|,75;4;11;10|75;4;11;10|,71;5;10;14|71;5;10;14|,71;5;10;14|71;5;10;14|,100|100|,0;0;0;0|0;0;0;0|,100|100|,71;5;10;14|71;5;10;14|,71;5;10;14|71;5;10;14|,100|100|,100|100|
9,100|100|,71;5;10;14|71;5;10;14|,0.0|0.0|,71;5;10;14|71;5;10;14|,70;5;10;15|70;5;10;15|,70;5;10;15|70;5;10;15|,100|100|,0;0;0;0|0;0;0;0|,100|100|,70;5;10;15|70;5;10;15|,70;5;10;15|70;5;10;15|,100|100|,100|100|
10,100|100|,70;5;10;15|70;5;10;15|,0.0|0.0|,70;5;10;15|70;5;10;15|,68;2;15;15|68;2;15;15|,68;2;15;15|68;2;15;15|,100|100|,0;0;0;0|0;0;0;0|,100|100|,68;2;15;15|68;2;15;15|,68;2;15;15|68;2;15;15|,100|100|,100|100|
11,100|100|,68;2;15;15|68;2;15;15|,0.0|0.0|,68;2;15;15|68;2;15;15|,62;8;13;17|62;8;13;17|,62;8;13;17|62;8;13;17|,100|100|,0;0;0;0|0;0;0;0|,100|100|,62;8;13;17|62;8;13;17|,62;8;13;17|62;8;13;17|,100|100|,100|100|
12,100|100|,62;8;13;17|62;8;13;17|,0.0|0.0|,62;8;13;17|62;8;13;17|,56;9;15;20|56;9;15;20|,56;9;15;20|56;9;15;20|,100|100|,0;0;0;0|0;0;0;0|,100|100|,56;9;15;20|56;9;15;20|,56;9;15;20|56;9;15;20|,100|100|,100|100|
13,100|100|,56;9;15;20|56;9;15;20|,0.0|0.0|,56;9;15;20|56;9;15;20|,53;3;21;23|53;3;21;23|,53;3;21;23|53;3;21;23|,100|100|,0;0;0;0|0;0;0;0|,100|100|,53;3;21;23|53;3;21;23|,53;3;21;23|53;3;21;23|,100|100|,100|100|
14,100|100|,53;3;21;23|53;3;21;23|,0.0|0.0|,53;3;21;23|53;3;21;23|,46;8;17;29|46;8;17;29|,46;8;17;29|46;8;17;29|,100|100|,0;0;0;0|0;0;0;0|,100|100|,46;8;17;29|46;8;17;29|,46;8;17;29|46;8;17;29|,100|100|,100|100|
15,100|100|,46;8;17;29|46;8;17;29|,0.0|0.0|,46;8;17;29|46;8;17;29|,43;7;18;32|43;7;18;32|,43;7;18;32|43;7;18;32|,100|100|,0;0;0;0|0;0;0;0|,100|100|,43;7;18;32|43;7;18;32|,43;7;18;32|43;7;18;32|,100|100|,100|100|
16,100|100|,43;7;18;32|43;7;18;32|,0.0|0.0|,43;7;18;32|43;7;18;32|,36;11;20;33|36;11;20;33|,36;11;20;33|36;11;20;33|,100|100|,0;0;0;0|0;0;0;0|,100|100|,36;11;20;33|36;11;20;33|,36;11;20;33|36;11;20;33|,100|100|,100|100|
17,100|100|,36;11;20;33|36;11;20;33|,0.0|0.0|,36;11;20;33|36;11;20;33|,33;7;27;33|33;7;27;33|,33;7;27;33|33;7;27;33|,100|100|,0;0;0;0|0;0;0;0|,100|100|,33;7;27;33|33;7;27;33|,33;7;27;33|33;7;27;33|,100|100|,100|100|
18,100|100|,33;7;27;33|33;7;27;33|,0.0|0.0|,33;7;27;33|33;7;27;33|,27;8;27;38|27;8;27;38|,27;8;27;38|27;8;27;38|,100|100|,0;0;0;0|0;0;0;0|,100|100|,27;8;27;38|27;8;27;38|,27;8;27;38|27;8;27;38|,100|100|,100|100|
19,100|100|,27;8;27;38|27;8;27;38|,0.0|0.0|,27;8;27;38|27;8;27;38|,23;10;23;44|23;10;23;44|,23;10;23;44|23;10;23;44|,100|100|,0;0;0;0|0;0;0;0|,100|100|,23;10;23;44|23;10;23;44|,23;10;23;44|23;10;23;44|,100|100|,100|100|
20,100|100|,23;10;23;44|23;10;23;44|,0.0|0.0|,23;10;23;44|23;10;23;44|,21;8;25;46|21;8;25;46|,21;8;25;46|21;8;25;46|,100|100|,0;0;0;0|0;0;0;0|,100|100|,21;8;25;46|21;8;25;46|,21;8;25;46|21;8;25;46|,100|100|,100|100|
21,100|100|,21;8;25;46|21;8;25;46|,0.0|0.0|,21;8;25;46|21;8;25;46|,16;10;26;48|16;10;26;48|,16;10;26;48|16;10;26;48|,100|100|,0;0;0;0|0;0;0;0|,100|100|,16;10;26;48|16;10;26;48|,16;10;26;48|16;10;26;48|,100|100|,100|100|
22,100|100|,16;10;26;48|16;10;26;48|,0.0|0.0|,16;10;26;48|16;10;26;48|,13;8;25;54|13;8;25;54|,13;8;25;54|13;8;25;54|,100|100|,0;0;0;0|0;0;0;0|,100|100|,13;8;25;54|13;8;25;54|,13;8;25;54|13;8;25;54|,100|100|,100|100|
23,100|100|,13;8;25;54|13;8;25;54|,0.0|0.0|,13;8;25;54|13;8;25;54|,10;7;27;56|10;7;27;56|,10;7;27;56|10;7;27;56|,100|100|,0;0;0;0|0;0;0;0|,100|100|,10;7;27;56|10;7;27;56|,10;7;27;56|10;7;27;56|,100|100|,100|100|
