Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,90;10;0|90;10;0|,10.0|10.0|,90;10;0|90;10;0|,84;16;0|84;16;0|,84;16;0|84;16;0|,100|100|,0;0;0|0;0;0|,100|100|,84;16;0|84;16;0|,84;16;0|84;16;0|,100|100|,100|100|
1,100|100|,84;16;0|84;16;0|,10.1|10.1|,84;16;0|84;16;0|,74;26;0|74;26;0|,74;26;0|74;26;0|,100|100|,0;0;0|0;0;0|,100|100|,74;26;0|74;26;0|,74;26;0|74;26;0|,100|100|,100|100|
2,100|100|,74;26;0|74;26;0|,11.18|11.18|,74;26;0|74;26;0|,64;33;3|64;33;3|,64;33;3|64;33;3|,100|100|,0;0;0|0;0;0|,100|100|,64;33;3|64;33;3|,64;33;3|64;33;3|,100|100|,100|100|
3,100|100|,64;33;3|64;33;3|,12.81|12.81|,64;33;3|64;33;3|,54;42;4|54;42;4|,54;42;4|54;42;4|,100|100|,0;0;0|0;0;0|,100|100|,54;42;4|54;42;4|,54;42;4|54;42;4|,100|100|,100|100|
4,100|100|,54;42;4|54;42;4|,15.09|15.09|,54;42;4|54;42;4|,47;45;8|47;45;8|,47;45;8|47;45;8|,100|100|,0;0;0|0;0;0|,100|100|,47;45;8|47;45;8|,47;45;8|47;45;8|,100|100|,100|100|
5,100|100|,47;45;8|47;45;8|,17.32|17.32|,47;45;8|47;45;8|,42;45;13|42;45;13|,42;45;13|42;45;13|,100|100|,0;0;0|0;0;0|,100|100|,42;45;13|42;45;13|,42;45;13|42;45;13|,100|100|,100|100|
6,100|100|,42;45;13|42;45;13|,19.22|19.22|,42;45;13|42;45;13|,36;50;14|36;50;14|,36;50;14|36;50;14|,100|100|,0;0;0|0;0;0|,100|100|,36;50;14|36;50;14|,36;50;14|36;50;14|,100|100|,100|100|
7,100|100|,36;50;14|36;50;14|,21.34|21.34|,36;50;14|36;50;14|,31;51;18|31;51;18|,31;51;18|31;51;18|,100|100|,0;0;0|0;0;0|,100|100|,31;51;18|31;51;18|,31;51;18|31;51;18|,100|100|,100|100|
8,100|100|,31;51;18|31;51;18|,23.24|23.24|,31;51;18|31;51;18|,24;56;20|24;56;20|,24;56;20|24;56;20|,100|100|,0;0;0|0;0;0|,100|100|,24;56;20|24;56;20|,24;56;20|24;56;20|,100|100|,100|100|
9,100|100|,24;56;20|24;56;20|,25.35|25.35|,24;56;20|24;56;20|,19;58;23|19;58;23|,19;58;23|19;58;23|,100|100|,0;0;0|0;0;0|,100|100|,19;58;23|19;58;23|,19;58;23|19;58;23|,100|100|,100|100|
10,100|100|,19;58;23|19;58;23|,27.35|27.35|,19;58;23|19;58;23|,12;63;25|12;63;25|,12;63;25|12;63;25|,100|100|,0;0;0|0;0;0|,100|100|,12;63;25|12;63;25|,12;63;25|12;63;25|,100|100|,100|100|
