Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,94;0;6;0|94;0;6;0|,94;0;6;0|94;0;6;0|,93;1;4;2|93;1;4;2|,93;1;4;2|93;1;4;2|,100|100|,0;0;0;0|0;0;0;0|,100|100|,93;1;4;2|93;1;4;2|,93;1;4;2|93;1;4;2|,100|100|,100|100|
1,100|100|,93;1;4;2|93;1;4;2|,93;1;4;2|93;1;4;2|,91;3;4;2|91;3;4;2|,91;3;4;2|91;3;4;2|,100|100|,0;0;0;0|0;0;0;0|,100|100|,91;3;4;2|91;3;4;2|,91;3;4;2|91;3;4;2|,100|100|,100|100|
2,100|100|,91;3;4;2|91;3;4;2|,91;3;4;2|91;3;4;2|,90;2;6;2|90;2;6;2|,90;2;6;2|90;2;6;2|,100|100|,0;0;0;0|0;0;0;0|,100|100|,90;2;6;2|90;2;6;2|,90;2;6;2|90;2;6;2|,100|100|,100|100|
3,100|100|,90;2;6;2|90;2;6;2|,90;2;6;2|90;2;6;2|,88;2;3;7|88;2;3;7|,88;2;3;7|88;2;3;7|,100|100|,0;0;0;0|0;0;0;0|,100|100|,88;2;3;7|88;2;3;7|,88;2;3;7|88;2;3;7|,100|100|,100|100|
4,100|100|,88;2;3;7|88;2;3;7|,88;2;3;7|88;2;3;7|,87;3;3;7|87;3;3;7|,87;3;3;7|87;3;3;7|,100|100|,0;0;0;0|0;0;0;0|,100|100|,87;3;3;7|87;3;3;7|,87;3;3;7|87;3;3;7|,100|100|,100|100|
5,100|100|,87;3;3;7|87;3;3;7|,87;3;3;7|87;3;3;7|,85;4;3;8|85;4;3;8|,85;4;3;8|85;4;3;8|,100|100|,0;0;0;0|0;0;0;0|,100|100|,85;4;3;8|85;4;3;8|,85;4;3;8|85;4;3;8|,100|100|,100|100|
6,100|100|,85;4;3;8|85;4;3;8|,85;4;3;8|85;4;3;8|,83;4;5;8|83;4;5;8|,83;4;5;8|83;4;5;8|,100|100|,0;0;0;0|0;0;0;0|,100|100|,83;4;5;8|83;4;5;8|,83;4;5;8|83;4;5;8|,100|100|,100|100|
7,100|100|,83;4;5;8|83;4;5;8|,83;4;5;8|83;4;5;8|,82;3;5;10|82;3;5;10|,82;3;5;10|82;3;5;10|,100|100|,0;0;0;0|0;0;0;0|,100|100|,82;3;5;10|82;3;5;10|,82;3;5;10|82;3;5;10|,100|100|,100|100|
8,100|100|,82;3;5;10|82;3;5;10|,82;3;5;10|82;3;5;10|,79;4;7;10|79;4;7;10|,79;4;7;10|79;4;7;10|,100|100|,0;0;0;0|0;0;0;0|,100|100|,79;4;7;10|79;4;7;10|,79;4;7;10|79;4;7;10|,100|100|,100|100|
9,100|100|,79;4;7;10|79;4;7;10|,79;4;7;10|79;4;7;10|,77;4;7;12|77;4;7;12|,77;4;7;12|77;4;7;12|,100|100|,0;0;0;0|0;0;0;0|,100|100|,77;4;7;12|77;4;7;12|,77;4;7;12|77;4;7;12|,100|100|,100|100|
10,100|100|,77;4;7;12|77;4;7;12|,77;4;7;12|77;4;7;12|,73;5;9;13|73;5;9;13|,73;5;9;13|73;5;9;13|,100|100|,0;0;0;0|0;0;0;0|,100|100|,73;5;9;13|73;5;9;13|,73;5;9;13|73;5;9;13|,100|100|,100|100|
11,100|100|,73;5;9;13|73;5;9;13|,73;5;9;13|73;5;9;13|,69;7;10;14|69;7;10;14|,69;7;10;14|69;7;10;14|,100|100|,0;0;0;0|0;0;0;0|,100|100|,69;7;10;14|69;7;10;14|,69;7;10;14|69;7;10;14|,100|100|,100|100|
12,100|100|,69;7;10;14|69;7;10;14|,69;7;10;14|69;7;10;14|,65;9;12;14|65;9;12;14|,65;9;12;14|65;9;12;14|,100|100|,0;0;0;0|0;0;0;0|,100|100|,65;9;12;14|65;9;12;14|,65;9;12;14|65;9;12;14|,100|100|,100|100|
13,100|100|,65;9;12;14|65;9;12;14|,65;9;12;14|65;9;12;14|,59;10;14;17|59;10;14;17|,59;10;14;17|59;10;14;17|,100|100|,0;0;0;0|0;0;0;0|,100|100|,59;10;14;17|59;10;14;17|,59;10;14;17|59;10;14;17|,100|100|,100|100|
14,100|100|,59;10;14;17|59;10;14;17|,59;10;14;17|59;10;14;17|,54;11;17;18|54;11;17;18|,54;11;17;18|54;11;17;18|,100|100|,0;0;0;0|0;0;0;0|,100|100|,54;11;17;18|54;11;17;18|,54;11;17;18|54;11;17;18|,100|100|,100|100|
15,100|100|,54;11;17;18|54;11;17;18|,54;11;17;18|54;11;17;18|,49;12;18;21|49;12;18;21|,49;12;18;21|49;12;18;21|,100|100|,0;0;0;0|0;0;0;0|,100|100|,49;12;18;21|49;12;18;21|,49;12;18;21|49;12;18;21|,100|100|,100|100|
16,100|100|,49;12;18;21|49;12;18;21|,49;12;18;21|49;12;18;21|,45;11;20;24|45;11;20;24|,45;11;20;24|45;11;20;24|,100|100|,0;0;0;0|0;0;0;0|,100|100|,45;11;20;24|45;11;20;24|,45;11;20;24|45;11;20;24|,100|100|,100|100|
17,100|100|,45;11;20;24|45;11;20;24|,45;11;20;24|45;11;20;24|,40;9;21;30|40;9;21;30|,40;9;21;30|40;9;21;30|,100|100|,0;0;0;0|0;0;0;0|,100|100|,40;9;21;30|40;9;21;30|,40;9;21;30|40;9;21;30|,100|100|,100|100|
