Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,88;12;0|88;12;0|,10.0|10.0|,88;12;0|88;12;0|,79;21;0|79;21;0|,79;21;0|79;21;0|,100|100|,0;0;0|0;0;0|,100|100|,79;21;0|79;21;0|,79;21;0|79;21;0|,100|100|,100|100|
1,100|100|,79;21;0|79;21;0|,9.7|9.7|,79;21;0|79;21;0|,72;28;0|72;28;0|,72;28;0|72;28;0|,100|100|,0;0;0|0;0;0|,100|100|,72;28;0|72;28;0|,72;28;0|72;28;0|,100|100|,100|100|
2,100|100|,72;28;0|72;28;0|,10.34|10.34|,72;28;0|72;28;0|,62;38;0|62;38;0|,62;38;0|62;38;0|,100|100|,0;0;0|0;0;0|,100|100|,62;38;0|62;38;0|,62;38;0|62;38;0|,100|100|,100|100|
3,100|100|,62;38;0|62;38;0|,11.59|11.59|,62;38;0|62;38;0|,55;43;2|55;43;2|,55;43;2|55;43;2|,100|100|,0;0;0|0;0;0|,100|100|,55;43;2|55;43;2|,55;43;2|55;43;2|,100|100|,100|100|
4,100|100|,55;43;2|55;43;2|,13.65|13.65|,55;43;2|55;43;2|,47;50;3|47;50;3|,47;50;3|47;50;3|,100|100|,0;0;0|0;0;0|,100|100|,47;50;3|47;50;3|,47;50;3|47;50;3|,100|100|,100|100|
5,100|100|,47;50;3|47;50;3|,15.91|15.91|,47;50;3|47;50;3|,37;57;6|37;57;6|,37;57;6|37;57;6|,100|100|,0;0;0|0;0;0|,100|100|,37;57;6|37;57;6|,37;57;6|37;57;6|,100|100|,100|100|
6,100|100|,37;57;6|37;57;6|,18.52|18.52|,37;57;6|37;57;6|,31;61;8|31;61;8|,31;61;8|31;61;8|,100|100|,0;0;0|0;0;0|,100|100|,31;61;8|31;61;8|,31;61;8|31;61;8|,100|100|,100|100|
7,100|100|,31;61;8|31;61;8|,21.44|21.44|,31;61;8|31;61;8|,22;68;10|22;68;10|,22;68;10|22;68;10|,100|100|,0;0;0|0;0;0|,100|100|,22;68;10|22;68;10|,22;68;10|22;68;10|,100|100|,100|100|
8,100|100|,22;68;10|22;68;10|,24.33|24.33|,22;68;10|22;68;10|,12;72;16|12;72;16|,12;72;16|12;72;16|,100|100|,0;0;0|0;0;0|,100|100|,12;72;16|12;72;16|,12;72;16|12;72;16|,100|100|,100|100|
9,100|100|,12;72;16|12;72;16|,27.48|27.48|,12;72;16|12;72;16|,8;70;22|8;70;22|,8;70;22|8;70;22|,100|100|,0;0;0|0;0;0|,100|100|,8;70;22|8;70;22|,8;70;22|8;70;22|,100|100|,100|100|
10,100|100|,8;70;22|8;70;22|,30.56|30.56|,8;70;22|8;70;22|,5;71;24|5;71;24|,5;71;24|5;71;24|,100|100|,0;0;0|0;0;0|,100|100|,5;71;24|5;71;24|,5;71;24|5;71;24|,100|100|,100|100|
11,100|100|,5;71;24|5;71;24|,32.97|32.97|,5;71;24|5;71;24|,3;68;29|3;68;29|,3;68;29|3;68;29|,100|100|,0;0;0|0;0;0|,100|100|,3;68;29|3;68;29|,3;68;29|3;68;29|,100|100|,100|100|
12,100|100|,3;68;29|3;68;29|,35.13|35.13|,3;68;29|3;68;29|,3;63;34|3;63;34|,3;63;34|3;63;34|,100|100|,0;0;0|0;0;0|,100|100|,3;63;34|3;63;34|,3;63;34|3;63;34|,100|100|,100|100|
