Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2578|1904|1601|1371|1136|885|600|501|377|375|257|223|226|218|109|139|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2578|1904|1601|1371|1136|885|600|501|377|375|257|223|226|218|109|139|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2578|1904|1601|1371|1136|885|600|501|377|375|257|223|226|218|248|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2578|1904|1601|1371|1136|885|600|501|377|375|257|223|226|218|248|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,5020|2578|1904|1601|1371|1136|885|600|501|377|375|257|223|226|218|248|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,5020|2578|1904|1601|1371|1136|885|600|501|377|375|257|223|226|218|248|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,221|1178|532|422|334|257|187|116|87|57|51|39|40|64|85|51|,4799|1400|1372|1179|1037|879|698|484|414|320|324|218|183|162|133|58|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4799|1400|1372|1179|1037|879|698|484|414|320|324|218|183|162|133|58|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4799|1400|1372|1179|1037|879|698|484|414|320|324|218|183|162|133|58|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4799|1400|1372|1179|1037|879|698|484|414|320|324|218|183|162|191|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4799|1400|1372|1179|1037|879|698|484|414|320|324|218|183|162|191|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4477|4799|1400|1372|1179|1037|879|698|484|414|320|324|218|183|162|191|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4477|4799|1400|1372|1179|1037|879|698|484|414|320|324|218|183|162|191|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,224|2253|405|372|302|245|191|137|89|69|48|49|41|53|61|62|,4253|2546|995|1000|877|792|688|561|395|345|272|275|177|130|101|71|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
2,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4253|2546|995|1000|877|792|688|561|395|345|272|275|177|130|101|71|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4253|2546|995|1000|877|792|688|561|395|345|272|275|177|130|101|71|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4253|2546|995|1000|877|792|688|561|395|345|272|275|177|130|172|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4253|2546|995|1000|877|792|688|561|395|345|272|275|177|130|172|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4611|4253|2546|995|1000|877|792|688|561|395|345|272|275|177|130|172|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4611|4253|2546|995|1000|877|792|688|561|395|345|272|275|177|130|172|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,211|1999|741|263|245|201|169|139|101|59|44|43|53|54|46|49|,4400|2254|1805|732|755|676|623|549|460|336|301|229|222|123|84|52|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
3,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4400|2254|1805|732|755|676|623|549|460|336|301|229|222|123|84|52|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4400|2254|1805|732|755|676|623|549|460|336|301|229|222|123|84|52|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4400|2254|1805|732|755|674|623|549|459|336|301|229|222|123|136|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4400|2254|1805|732|755|674|623|549|459|336|301|229|222|123|136|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4626|4400|2254|1805|732|755|674|623|549|459|336|301|229|222|123|136|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4626|4400|2254|1805|732|755|674|623|549|459|336|301|229|222|123|136|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,160|2067|660|497|184|173|143|118|96|73|52|50|45|67|44|33|,4466|2333|1594|1308|548|582|531|505|453|386|284|251|184|155|79|51|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
4,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4466|2333|1594|1308|548|582|531|505|453|386|284|251|184|155|79|51|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4466|2333|1594|1308|548|582|531|505|453|386|284|251|184|155|79|51|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4466|2333|1594|1308|548|582|531|505|453|385|284|250|184|155|130|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4466|2333|1594|1308|548|582|531|505|453|385|284|250|184|155|130|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4600|4466|2333|1594|1308|548|582|531|505|453|385|284|250|184|155|130|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4600|4466|2333|1594|1308|548|582|531|505|453|385|284|250|184|155|130|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,105|2099|685|438|335|124|122|103|86|70|52|46|47|52|54|39|,4495|2367|1648|1156|973|424|460|428|419|383|333|238|203|132|101|40|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
5,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4495|2367|1648|1156|973|424|460|428|419|383|333|238|203|132|101|40|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4495|2367|1648|1156|973|424|460|428|419|383|333|238|203|132|101|40|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4495|2366|1648|1156|973|424|460|428|418|383|333|238|203|132|141|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4495|2366|1648|1156|973|424|460|428|418|383|333|238|203|132|141|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4597|4495|2366|1648|1156|973|424|460|428|418|383|333|238|203|132|141|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4597|4495|2366|1648|1156|973|424|460|428|418|383|333|238|203|132|141|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,62|2138|705|458|298|236|92|87|84|62|48|56|51|62|51|43|,4535|2357|1661|1190|858|737|332|373|344|356|335|277|187|141|81|58|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
6,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4535|2357|1661|1190|858|737|332|373|344|356|335|277|187|141|81|58|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4535|2357|1661|1190|858|737|332|373|344|356|335|277|187|141|81|58|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4535|2357|1661|1190|858|737|332|373|344|354|335|277|186|141|139|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4535|2357|1661|1190|858|737|332|373|344|354|335|277|186|141|139|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4600|4535|2357|1661|1190|858|737|332|373|344|354|335|277|186|141|139|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4600|4535|2357|1661|1190|858|737|332|373|344|354|335|277|186|141|139|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,92|2165|711|471|312|215|164|64|65|57|46|56|54|52|53|39|,4508|2370|1646|1190|878|643|573|268|308|287|308|279|223|134|88|42|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
7,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4508|2370|1646|1190|878|643|573|268|308|287|308|279|223|134|88|42|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4508|2370|1646|1190|878|643|573|268|308|287|308|279|223|134|88|42|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4508|2369|1645|1185|875|642|571|268|308|287|307|279|223|134|130|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4508|2369|1645|1185|875|642|571|268|308|287|307|279|223|134|130|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4594|4508|2369|1645|1185|875|642|571|268|308|287|307|279|223|134|130|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4594|4508|2369|1645|1185|875|642|571|268|308|287|307|279|223|134|130|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,57|2134|704|459|311|206|145|115|47|52|39|51|55|61|45|35|,4537|2374|1665|1186|874|669|497|456|221|256|248|256|224|162|89|53|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
8,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4537|2374|1665|1186|874|669|497|456|221|256|248|256|224|162|89|53|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4537|2374|1665|1186|874|669|497|456|221|256|248|256|224|162|89|53|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4537|2372|1665|1186|874|669|496|455|221|256|248|254|224|162|142|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4537|2372|1665|1186|874|669|496|455|221|256|248|254|224|162|142|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4540|4537|2372|1665|1186|874|669|496|455|221|256|248|254|224|162|142|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4540|4537|2372|1665|1186|874|669|496|455|221|256|248|254|224|162|142|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,64|2143|704|461|310|208|152|101|84|37|35|40|46|66|61|41|,4476|2394|1668|1204|876|666|517|395|371|184|221|208|208|158|101|48|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
9,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4476|2394|1668|1204|876|666|517|395|371|184|221|208|208|158|101|48|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4476|2394|1668|1204|876|666|517|395|371|184|221|208|208|158|101|48|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4476|2391|1664|1202|874|665|514|395|370|184|220|206|208|158|149|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4476|2391|1664|1202|874|665|514|395|370|184|220|206|208|158|149|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4533|4476|2391|1664|1202|874|665|514|395|370|184|220|206|208|158|149|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4533|4476|2391|1664|1202|874|665|514|395|370|184|220|206|208|158|149|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,48|2126|721|464|320|212|154|104|67|64|21|35|41|57|53|45|,4485|2350|1670|1200|882|662|511|410|328|306|163|185|165|151|105|56|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
