Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,93;0;7;0|93;0;7;0|,93;0;7;0|93;0;7;0|,89;4;6;1|89;4;6;1|,89;4;6;1|89;4;6;1|,100|100|,0;0;0;0|0;0;0;0|,100|100|,89;4;6;1|89;4;6;1|,89;4;6;1|89;4;6;1|,100|100|,100|100|
1,100|100|,89;4;6;1|89;4;6;1|,89;4;6;1|89;4;6;1|,89;1;8;2|89;1;8;2|,89;1;8;2|89;1;8;2|,100|100|,0;0;0;0|0;0;0;0|,100|100|,89;1;8;2|89;1;8;2|,89;1;8;2|89;1;8;2|,100|100|,100|100|
2,100|100|,89;1;8;2|89;1;8;2|,89;1;8;2|89;1;8;2|,86;4;6;4|86;4;6;4|,86;4;6;4|86;4;6;4|,100|100|,0;0;0;0|0;0;0;0|,100|100|,86;4;6;4|86;4;6;4|,86;4;6;4|86;4;6;4|,100|100|,100|100|
3,100|100|,86;4;6;4|86;4;6;4|,86;4;6;4|86;4;6;4|,86;2;7;5|86;2;7;5|,86;2;7;5|86;2;7;5|,100|100|,0;0;0;0|0;0;0;0|,100|100|,86;2;7;5|86;2;7;5|,86;2;7;5|86;2;7;5|,100|100|,100|100|
4,100|100|,86;2;7;5|86;2;7;5|,86;2;7;5|86;2;7;5|,83;3;8;6|83;3;8;6|,83;3;8;6|83;3;8;6|,100|100|,0;0;0;0|0;0;0;0|,100|100|,83;3;8;6|83;3;8;6|,83;3;8;6|83;3;8;6|,100|100|,100|100|
5,100|100|,83;3;8;6|83;3;8;6|,83;3;8;6|83;3;8;6|,82;2;9;7|82;2;9;7|,82;2;9;7|82;2;9;7|,100|100|,0;0;0;0|0;0;0;0|,100|100|,82;2;9;7|82;2;9;7|,82;2;9;7|82;2;9;7|,100|100|,100|100|
6,100|100|,82;2;9;7|82;2;9;7|,82;2;9;7|82;2;9;7|,78;5;10;7|78;5;10;7|,78;5;10;7|78;5;10;7|,100|100|,0;0;0;0|0;0;0;0|,100|100|,78;5;10;7|78;5;10;7|,78;5;10;7|78;5;10;7|,100|100|,100|100|
7,100|100|,78;5;10;7|78;5;10;7|,78;5;10;7|78;5;10;7|,73;6;12;9|73;6;12;9|,73;6;12;9|73;6;12;9|,100|100|,0;0;0;0|0;0;0;0|,100|100|,73;6;12;9|73;6;12;9|,73;6;12;9|73;6;12;9|,100|100|,100|100|
8,100|100|,73;6;12;9|73;6;12;9|,73;6;12;9|73;6;12;9|,70;4;16;10|70;4;16;10|,70;4;16;10|70;4;16;10|,100|100|,0;0;0;0|0;0;0;0|,100|100|,70;4;16;10|70;4;16;10|,70;4;16;10|70;4;16;10|,100|100|,100|100|
9,100|100|,70;4;16;10|70;4;16;10|,70;4;16;10|70;4;16;10|,65;7;14;14|65;7;14;14|,65;7;14;14|65;7;14;14|,100|100|,0;0;0;0|0;0;0;0|,100|100|,65;7;14;14|65;7;14;14|,65;7;14;14|65;7;14;14|,100|100|,100|100|
10,100|100|,65;7;14;14|65;7;14;14|,65;7;14;14|65;7;14;14|,59;10;13;18|59;10;13;18|,59;10;13;18|59;10;13;18|,100|100|,0;0;0;0|0;0;0;0|,100|100|,59;10;13;18|59;10;13;18|,59;10;13;18|59;10;13;18|,100|100|,100|100|
11,100|100|,59;10;13;18|59;10;13;18|,59;10;13;18|59;10;13;18|,53;12;17;18|53;12;17;18|,53;12;17;18|53;12;17;18|,100|100|,0;0;0;0|0;0;0;0|,100|100|,53;12;17;18|53;12;17;18|,53;12;17;18|53;12;17;18|,100|100|,100|100|
12,100|100|,53;12;17;18|53;12;17;18|,53;12;17;18|53;12;17;18|,45;11;22;22|45;11;22;22|,45;11;22;22|45;11;22;22|,100|100|,0;0;0;0|0;0;0;0|,100|100|,45;11;22;22|45;11;22;22|,45;11;22;22|45;11;22;22|,100|100|,100|100|
13,100|100|,45;11;22;22|45;11;22;22|,45;11;22;22|45;11;22;22|,40;10;25;25|40;10;25;25|,40;10;25;25|40;10;25;25|,100|100|,0;0;0;0|0;0;0;0|,100|100|,40;10;25;25|40;10;25;25|,40;10;25;25|40;10;25;25|,100|100|,100|100|
14,100|100|,40;10;25;25|40;10;25;25|,40;10;25;25|40;10;25;25|,33;11;27;29|33;11;27;29|,33;11;27;29|33;11;27;29|,100|100|,0;0;0;0|0;0;0;0|,100|100|,33;11;27;29|33;11;27;29|,33;11;27;29|33;11;27;29|,100|100|,100|100|
15,100|100|,33;11;27;29|33;11;27;29|,33;11;27;29|33;11;27;29|,30;9;26;35|30;9;26;35|,30;9;26;35|30;9;26;35|,100|100|,0;0;0;0|0;0;0;0|,100|100|,30;9;26;35|30;9;26;35|,30;9;26;35|30;9;26;35|,100|100|,100|100|
