Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,89;11;0|89;11;0|,10.0|10.0|,89;11;0|89;11;0|,87;11;2|87;11;2|,87;11;2|87;11;2|,100|100|,0;0;0|0;0;0|,100|100|,87;11;2|87;11;2|,87;11;2|87;11;2|,100|100|,100|100|
1,100|100|,87;11;2|87;11;2|,9.6|9.6|,87;11;2|87;11;2|,83;15;2|83;15;2|,83;15;2|83;15;2|,100|100|,0;0;0|0;0;0|,100|100|,83;15;2|83;15;2|,83;15;2|83;15;2|,100|100|,100|100|
2,100|100|,83;15;2|83;15;2|,9.26|9.26|,83;15;2|83;15;2|,81;17;2|81;17;2|,81;17;2|81;17;2|,100|100|,0;0;0|0;0;0|,100|100|,81;17;2|81;17;2|,81;17;2|81;17;2|,100|100|,100|100|
3,100|100|,81;17;2|81;17;2|,9.37|9.37|,81;17;2|81;17;2|,75;21;4|75;21;4|,75;21;4|75;21;4|,100|100|,0;0;0|0;0;0|,100|100|,75;21;4|75;21;4|,75;21;4|75;21;4|,100|100|,100|100|
4,100|100|,75;21;4|75;21;4|,9.67|9.67|,75;21;4|75;21;4|,67;29;4|67;29;4|,67;29;4|67;29;4|,100|100|,0;0;0|0;0;0|,100|100|,67;29;4|67;29;4|,67;29;4|67;29;4|,100|100|,100|100|
5,100|100|,67;29;4|67;29;4|,10.32|10.32|,67;29;4|67;29;4|,58;38;4|58;38;4|,58;38;4|58;38;4|,100|100|,0;0;0|0;0;0|,100|100|,58;38;4|58;38;4|,58;38;4|58;38;4|,100|100|,100|100|
6,100|100|,58;38;4|58;38;4|,11.67|11.67|,58;38;4|58;38;4|,50;45;5|50;45;5|,50;45;5|50;45;5|,100|100|,0;0;0|0;0;0|,100|100|,50;45;5|50;45;5|,50;45;5|50;45;5|,100|100|,100|100|
7,100|100|,50;45;5|50;45;5|,13.72|13.72|,50;45;5|50;45;5|,43;50;7|43;50;7|,43;50;7|43;50;7|,100|100|,0;0;0|0;0;0|,100|100|,43;50;7|43;50;7|,43;50;7|43;50;7|,100|100|,100|100|
8,100|100|,43;50;7|43;50;7|,16.16|16.16|,43;50;7|43;50;7|,39;51;10|39;51;10|,39;51;10|39;51;10|,100|100|,0;0;0|0;0;0|,100|100|,39;51;10|39;51;10|,39;51;10|39;51;10|,100|100|,100|100|
9,100|100|,39;51;10|39;51;10|,18.74|18.74|,39;51;10|39;51;10|,33;55;12|33;55;12|,33;55;12|33;55;12|,100|100|,0;0;0|0;0;0|,100|100|,33;55;12|33;55;12|,33;55;12|33;55;12|,100|100|,100|100|
10,100|100|,33;55;12|33;55;12|,21.03|21.03|,33;55;12|33;55;12|,26;60;14|26;60;14|,26;60;14|26;60;14|,100|100|,0;0;0|0;0;0|,100|100|,26;60;14|26;60;14|,26;60;14|26;60;14|,100|100|,100|100|
11,100|100|,26;60;14|26;60;14|,23.37|23.37|,26;60;14|26;60;14|,21;59;20|21;59;20|,21;59;20|21;59;20|,100|100|,0;0;0|0;0;0|,100|100|,21;59;20|21;59;20|,21;59;20|21;59;20|,100|100|,100|100|
