Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,91;9;0|91;9;0|,0.0|0.0|,91;9;0|91;9;0|,85;6;9|85;6;9|,85;6;9|85;6;9|,100|100|,0;0;0|0;0;0|,100|100|,85;6;9|85;6;9|,85;6;9|85;6;9|,100|100|,100|100|
1,100|100|,85;6;9|85;6;9|,0.0|0.0|,85;6;9|85;6;9|,83;2;15|83;2;15|,83;2;15|83;2;15|,100|100|,0;0;0|0;0;0|,100|100|,83;2;15|83;2;15|,83;2;15|83;2;15|,100|100|,100|100|
2,100|100|,83;2;15|83;2;15|,0.0|0.0|,83;2;15|83;2;15|,83;0;17|83;0;17|,83;0;17|83;0;17|,100|100|,0;0;0|0;0;0|,100|100|,83;0;17|83;0;17|,83;0;17|83;0;17|,100|100|,100|100|
3,100|100|,83;0;17|83;0;17|,0.0|0.0|,83;0;17|83;0;17|,83;0;17|83;0;17|,83;0;17|83;0;17|,100|100|,0;0;0|0;0;0|,100|100|,83;0;17|83;0;17|,83;0;17|83;0;17|,100|100|,100|100|
4,100|100|,83;0;17|83;0;17|,0.0|0.0|,83;0;17|83;0;17|,83;0;17|83;0;17|,83;0;17|83;0;17|,100|100|,0;0;0|0;0;0|,100|100|,83;0;17|83;0;17|,83;0;17|83;0;17|,100|100|,100|100|
5,100|100|,83;0;17|83;0;17|,0.0|0.0|,83;0;17|83;0;17|,83;0;17|83;0;17|,83;0;17|83;0;17|,100|100|,0;0;0|0;0;0|,100|100|,83;0;17|83;0;17|,83;0;17|83;0;17|,100|100|,100|100|
6,100|100|,83;0;17|83;0;17|,0.0|0.0|,83;0;17|83;0;17|,83;0;17|83;0;17|,83;0;17|83;0;17|,100|100|,0;0;0|0;0;0|,100|100|,83;0;17|83;0;17|,83;0;17|83;0;17|,100|100|,100|100|
7,100|100|,83;0;17|83;0;17|,0.0|0.0|,83;0;17|83;0;17|,83;0;17|83;0;17|,83;0;17|83;0;17|,100|100|,0;0;0|0;0;0|,100|100|,83;0;17|83;0;17|,83;0;17|83;0;17|,100|100|,100|100|
8,100|100|,83;0;17|83;0;17|,0.0|0.0|,83;0;17|83;0;17|,83;0;17|83;0;17|,83;0;17|83;0;17|,100|100|,0;0;0|0;0;0|,100|100|,83;0;17|83;0;17|,83;0;17|83;0;17|,100|100|,100|100|
9,100|100|,83;0;17|83;0;17|,0.0|0.0|,83;0;17|83;0;17|,83;0;17|83;0;17|,83;0;17|83;0;17|,100|100|,0;0;0|0;0;0|,100|100|,83;0;17|83;0;17|,83;0;17|83;0;17|,100|100|,100|100|
10,100|100|,83;0;17|83;0;17|,0.0|0.0|,83;0;17|83;0;17|,83;0;17|83;0;17|,83;0;17|83;0;17|,100|100|,0;0;0|0;0;0|,100|100|,83;0;17|83;0;17|,83;0;17|83;0;17|,100|100|,100|100|
