Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,94;6;0|94;6;0|,0.0|0.0|,94;6;0|94;6;0|,92;5;3|92;5;3|,92;5;3|92;5;3|,100|100|,0;0;0|0;0;0|,100|100|,92;5;3|92;5;3|,92;5;3|92;5;3|,100|100|,100|100|
1,100|100|,92;5;3|92;5;3|,0.0|0.0|,92;5;3|92;5;3|,88;9;3|88;9;3|,88;9;3|88;9;3|,100|100|,0;0;0|0;0;0|,100|100|,88;9;3|88;9;3|,88;9;3|88;9;3|,100|100|,100|100|
2,100|100|,88;9;3|88;9;3|,0.0|0.0|,88;9;3|88;9;3|,87;10;3|87;10;3|,87;10;3|87;10;3|,100|100|,0;0;0|0;0;0|,100|100|,87;10;3|87;10;3|,87;10;3|87;10;3|,100|100|,100|100|
3,100|100|,87;10;3|87;10;3|,0.0|0.0|,87;10;3|87;10;3|,81;14;5|81;14;5|,81;14;5|81;14;5|,100|100|,0;0;0|0;0;0|,100|100|,81;14;5|81;14;5|,81;14;5|81;14;5|,100|100|,100|100|
4,100|100|,81;14;5|81;14;5|,0.0|0.0|,81;14;5|81;14;5|,76;16;8|76;16;8|,76;16;8|76;16;8|,100|100|,0;0;0|0;0;0|,100|100|,76;16;8|76;16;8|,76;16;8|76;16;8|,100|100|,100|100|
5,100|100|,76;16;8|76;16;8|,0.0|0.0|,76;16;8|76;16;8|,68;18;14|68;18;14|,68;18;14|68;18;14|,100|100|,0;0;0|0;0;0|,100|100|,68;18;14|68;18;14|,68;18;14|68;18;14|,100|100|,100|100|
6,100|100|,68;18;14|68;18;14|,0.0|0.0|,68;18;14|68;18;14|,59;23;18|59;23;18|,59;23;18|59;23;18|,100|100|,0;0;0|0;0;0|,100|100|,59;23;18|59;23;18|,59;23;18|59;23;18|,100|100|,100|100|
7,100|100|,59;23;18|59;23;18|,0.0|0.0|,59;23;18|59;23;18|,51;28;21|51;28;21|,51;28;21|51;28;21|,100|100|,0;0;0|0;0;0|,100|100|,51;28;21|51;28;21|,51;28;21|51;28;21|,100|100|,100|100|
8,100|100|,51;28;21|51;28;21|,0.0|0.0|,51;28;21|51;28;21|,48;23;29|48;23;29|,48;23;29|48;23;29|,100|100|,0;0;0|0;0;0|,100|100|,48;23;29|48;23;29|,48;23;29|48;23;29|,100|100|,100|100|
9,100|100|,48;23;29|48;23;29|,0.0|0.0|,48;23;29|48;23;29|,45;24;31|45;24;31|,45;24;31|45;24;31|,100|100|,0;0;0|0;0;0|,100|100|,45;24;31|45;24;31|,45;24;31|45;24;31|,100|100|,100|100|
10,100|100|,45;24;31|45;24;31|,0.0|0.0|,45;24;31|45;24;31|,37;25;38|37;25;38|,37;25;38|37;25;38|,100|100|,0;0;0|0;0;0|,100|100|,37;25;38|37;25;38|,37;25;38|37;25;38|,100|100|,100|100|
11,100|100|,37;25;38|37;25;38|,0.0|0.0|,37;25;38|37;25;38|,31;26;43|31;26;43|,31;26;43|31;26;43|,100|100|,0;0;0|0;0;0|,100|100|,31;26;43|31;26;43|,31;26;43|31;26;43|,100|100|,100|100|
12,100|100|,31;26;43|31;26;43|,0.0|0.0|,31;26;43|31;26;43|,29;22;49|29;22;49|,29;22;49|29;22;49|,100|100|,0;0;0|0;0;0|,100|100|,29;22;49|29;22;49|,29;22;49|29;22;49|,100|100|,100|100|
13,100|100|,29;22;49|29;22;49|,0.0|0.0|,29;22;49|29;22;49|,24;23;53|24;23;53|,24;23;53|24;23;53|,100|100|,0;0;0|0;0;0|,100|100|,24;23;53|24;23;53|,24;23;53|24;23;53|,100|100|,100|100|
14,100|100|,24;23;53|24;23;53|,0.0|0.0|,24;23;53|24;23;53|,21;25;54|21;25;54|,21;25;54|21;25;54|,100|100|,0;0;0|0;0;0|,100|100|,21;25;54|21;25;54|,21;25;54|21;25;54|,100|100|,100|100|
15,100|100|,21;25;54|21;25;54|,0.0|0.0|,21;25;54|21;25;54|,17;20;63|17;20;63|,17;20;63|17;20;63|,100|100|,0;0;0|0;0;0|,100|100|,17;20;63|17;20;63|,17;20;63|17;20;63|,100|100|,100|100|
16,100|100|,17;20;63|17;20;63|,0.0|0.0|,17;20;63|17;20;63|,14;17;69|14;17;69|,14;17;69|14;17;69|,100|100|,0;0;0|0;0;0|,100|100|,14;17;69|14;17;69|,14;17;69|14;17;69|,100|100|,100|100|
17,100|100|,14;17;69|14;17;69|,0.0|0.0|,14;17;69|14;17;69|,12;14;74|12;14;74|,12;14;74|12;14;74|,100|100|,0;0;0|0;0;0|,100|100|,12;14;74|12;14;74|,12;14;74|12;14;74|,100|100|,100|100|
18,100|100|,12;14;74|12;14;74|,0.0|0.0|,12;14;74|12;14;74|,12;10;78|12;10;78|,12;10;78|12;10;78|,100|100|,0;0;0|0;0;0|,100|100|,12;10;78|12;10;78|,12;10;78|12;10;78|,100|100|,100|100|
19,100|100|,12;10;78|12;10;78|,0.0|0.0|,12;10;78|12;10;78|,11;8;81|11;8;81|,11;8;81|11;8;81|,100|100|,0;0;0|0;0;0|,100|100|,11;8;81|11;8;81|,11;8;81|11;8;81|,100|100|,100|100|
20,100|100|,11;8;81|11;8;81|,0.0|0.0|,11;8;81|11;8;81|,11;7;82|11;7;82|,11;7;82|11;7;82|,100|100|,0;0;0|0;0;0|,100|100|,11;7;82|11;7;82|,11;7;82|11;7;82|,100|100|,100|100|
21,100|100|,11;7;82|11;7;82|,0.0|0.0|,11;7;82|11;7;82|,11;7;82|11;7;82|,11;7;82|11;7;82|,100|100|,0;0;0|0;0;0|,100|100|,11;7;82|11;7;82|,11;7;82|11;7;82|,100|100|,100|100|
22,100|100|,11;7;82|11;7;82|,0.0|0.0|,11;7;82|11;7;82|,10;8;82|10;8;82|,10;8;82|10;8;82|,100|100|,0;0;0|0;0;0|,100|100|,10;8;82|10;8;82|,10;8;82|10;8;82|,100|100|,100|100|
