Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,93;7;0|93;7;0|,0.0|0.0|,93;7;0|93;7;0|,87;11;2|87;11;2|,87;11;2|87;11;2|,100|100|,0;0;0|0;0;0|,100|100|,87;11;2|87;11;2|,87;11;2|87;11;2|,100|100|,100|100|
1,100|100|,87;11;2|87;11;2|,0.0|0.0|,87;11;2|87;11;2|,83;14;3|83;14;3|,83;14;3|83;14;3|,100|100|,0;0;0|0;0;0|,100|100|,83;14;3|83;14;3|,83;14;3|83;14;3|,100|100|,100|100|
2,100|100|,83;14;3|83;14;3|,0.0|0.0|,83;14;3|83;14;3|,74;20;6|74;20;6|,74;20;6|74;20;6|,100|100|,0;0;0|0;0;0|,100|100|,74;20;6|74;20;6|,74;20;6|74;20;6|,100|100|,100|100|
3,100|100|,74;20;6|74;20;6|,0.0|0.0|,74;20;6|74;20;6|,69;22;9|69;22;9|,69;22;9|69;22;9|,100|100|,0;0;0|0;0;0|,100|100|,69;22;9|69;22;9|,69;22;9|69;22;9|,100|100|,100|100|
4,100|100|,69;22;9|69;22;9|,0.0|0.0|,69;22;9|69;22;9|,58;29;13|58;29;13|,58;29;13|58;29;13|,100|100|,0;0;0|0;0;0|,100|100|,58;29;13|58;29;13|,58;29;13|58;29;13|,100|100|,100|100|
5,100|100|,58;29;13|58;29;13|,0.0|0.0|,58;29;13|58;29;13|,51;31;18|51;31;18|,51;31;18|51;31;18|,100|100|,0;0;0|0;0;0|,100|100|,51;31;18|51;31;18|,51;31;18|51;31;18|,100|100|,100|100|
6,100|100|,51;31;18|51;31;18|,0.0|0.0|,51;31;18|51;31;18|,40;34;26|40;34;26|,40;34;26|40;34;26|,100|100|,0;0;0|0;0;0|,100|100|,40;34;26|40;34;26|,40;34;26|40;34;26|,100|100|,100|100|
7,100|100|,40;34;26|40;34;26|,0.0|0.0|,40;34;26|40;34;26|,32;35;33|32;35;33|,32;35;33|32;35;33|,100|100|,0;0;0|0;0;0|,100|100|,32;35;33|32;35;33|,32;35;33|32;35;33|,100|100|,100|100|
8,100|100|,32;35;33|32;35;33|,0.0|0.0|,32;35;33|32;35;33|,25;33;42|25;33;42|,25;33;42|25;33;42|,100|100|,0;0;0|0;0;0|,100|100|,25;33;42|25;33;42|,25;33;42|25;33;42|,100|100|,100|100|
9,100|100|,25;33;42|25;33;42|,0.0|0.0|,25;33;42|25;33;42|,22;28;50|22;28;50|,22;28;50|22;28;50|,100|100|,0;0;0|0;0;0|,100|100|,22;28;50|22;28;50|,22;28;50|22;28;50|,100|100|,100|100|
10,100|100|,22;28;50|22;28;50|,0.0|0.0|,22;28;50|22;28;50|,17;27;56|17;27;56|,17;27;56|17;27;56|,100|100|,0;0;0|0;0;0|,100|100|,17;27;56|17;27;56|,17;27;56|17;27;56|,100|100|,100|100|
11,100|100|,17;27;56|17;27;56|,0.0|0.0|,17;27;56|17;27;56|,17;23;60|17;23;60|,17;23;60|17;23;60|,100|100|,0;0;0|0;0;0|,100|100|,17;23;60|17;23;60|,17;23;60|17;23;60|,100|100|,100|100|
12,100|100|,17;23;60|17;23;60|,0.0|0.0|,17;23;60|17;23;60|,16;17;67|16;17;67|,16;17;67|16;17;67|,100|100|,0;0;0|0;0;0|,100|100|,16;17;67|16;17;67|,16;17;67|16;17;67|,100|100|,100|100|
13,100|100|,16;17;67|16;17;67|,0.0|0.0|,16;17;67|16;17;67|,15;14;71|15;14;71|,15;14;71|15;14;71|,100|100|,0;0;0|0;0;0|,100|100|,15;14;71|15;14;71|,15;14;71|15;14;71|,100|100|,100|100|
14,100|100|,15;14;71|15;14;71|,0.0|0.0|,15;14;71|15;14;71|,12;13;75|12;13;75|,12;13;75|12;13;75|,100|100|,0;0;0|0;0;0|,100|100|,12;13;75|12;13;75|,12;13;75|12;13;75|,100|100|,100|100|
15,100|100|,12;13;75|12;13;75|,0.0|0.0|,12;13;75|12;13;75|,11;13;76|11;13;76|,11;13;76|11;13;76|,100|100|,0;0;0|0;0;0|,100|100|,11;13;76|11;13;76|,11;13;76|11;13;76|,100|100|,100|100|
