Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,91;9;0|91;9;0|,0.0|0.0|,91;9;0|91;9;0|,80;18;2|80;18;2|,80;18;2|80;18;2|,100|100|,0;0;0|0;0;0|,100|100|,80;18;2|80;18;2|,80;18;2|80;18;2|,100|100|,100|100|
1,100|100|,80;18;2|80;18;2|,0.0|0.0|,80;18;2|80;18;2|,72;19;9|72;19;9|,72;19;9|72;19;9|,100|100|,0;0;0|0;0;0|,100|100|,72;19;9|72;19;9|,72;19;9|72;19;9|,100|100|,100|100|
2,100|100|,72;19;9|72;19;9|,0.0|0.0|,72;19;9|72;19;9|,69;19;12|69;19;12|,69;19;12|69;19;12|,100|100|,0;0;0|0;0;0|,100|100|,69;19;12|69;19;12|,69;19;12|69;19;12|,100|100|,100|100|
3,100|100|,69;19;12|69;19;12|,0.0|0.0|,69;19;12|69;19;12|,61;20;19|61;20;19|,61;20;19|61;20;19|,100|100|,0;0;0|0;0;0|,100|100|,61;20;19|61;20;19|,61;20;19|61;20;19|,100|100|,100|100|
4,100|100|,61;20;19|61;20;19|,0.0|0.0|,61;20;19|61;20;19|,57;16;27|57;16;27|,57;16;27|57;16;27|,100|100|,0;0;0|0;0;0|,100|100|,57;16;27|57;16;27|,57;16;27|57;16;27|,100|100|,100|100|
5,100|100|,57;16;27|57;16;27|,0.0|0.0|,57;16;27|57;16;27|,52;18;30|52;18;30|,52;18;30|52;18;30|,100|100|,0;0;0|0;0;0|,100|100|,52;18;30|52;18;30|,52;18;30|52;18;30|,100|100|,100|100|
6,100|100|,52;18;30|52;18;30|,0.0|0.0|,52;18;30|52;18;30|,46;21;33|46;21;33|,46;21;33|46;21;33|,100|100|,0;0;0|0;0;0|,100|100|,46;21;33|46;21;33|,46;21;33|46;21;33|,100|100|,100|100|
7,100|100|,46;21;33|46;21;33|,0.0|0.0|,46;21;33|46;21;33|,41;22;37|41;22;37|,41;22;37|41;22;37|,100|100|,0;0;0|0;0;0|,100|100|,41;22;37|41;22;37|,41;22;37|41;22;37|,100|100|,100|100|
8,100|100|,41;22;37|41;22;37|,0.0|0.0|,41;22;37|41;22;37|,39;23;38|39;23;38|,39;23;38|39;23;38|,100|100|,0;0;0|0;0;0|,100|100|,39;23;38|39;23;38|,39;23;38|39;23;38|,100|100|,100|100|
9,100|100|,39;23;38|39;23;38|,0.0|0.0|,39;23;38|39;23;38|,36;19;45|36;19;45|,36;19;45|36;19;45|,100|100|,0;0;0|0;0;0|,100|100|,36;19;45|36;19;45|,36;19;45|36;19;45|,100|100|,100|100|
10,100|100|,36;19;45|36;19;45|,0.0|0.0|,36;19;45|36;19;45|,35;17;48|35;17;48|,35;17;48|35;17;48|,100|100|,0;0;0|0;0;0|,100|100|,35;17;48|35;17;48|,35;17;48|35;17;48|,100|100|,100|100|
11,100|100|,35;17;48|35;17;48|,0.0|0.0|,35;17;48|35;17;48|,35;12;53|35;12;53|,35;12;53|35;12;53|,100|100|,0;0;0|0;0;0|,100|100|,35;12;53|35;12;53|,35;12;53|35;12;53|,100|100|,100|100|
12,100|100|,35;12;53|35;12;53|,0.0|0.0|,35;12;53|35;12;53|,34;10;56|34;10;56|,34;10;56|34;10;56|,100|100|,0;0;0|0;0;0|,100|100|,34;10;56|34;10;56|,34;10;56|34;10;56|,100|100|,100|100|
13,100|100|,34;10;56|34;10;56|,0.0|0.0|,34;10;56|34;10;56|,29;12;59|29;12;59|,29;12;59|29;12;59|,100|100|,0;0;0|0;0;0|,100|100|,29;12;59|29;12;59|,29;12;59|29;12;59|,100|100|,100|100|
