Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,93;0;7;0|93;0;7;0|,0.0|0.0|,93;0;7;0|93;0;7;0|,87;6;7;0|87;6;7;0|,87;6;7;0|87;6;7;0|,100|100|,0;0;0;0|0;0;0;0|,100|100|,87;6;7;0|87;6;7;0|,87;6;7;0|87;6;7;0|,100|100|,100|100|
1,100|100|,87;6;7;0|87;6;7;0|,0.0|0.0|,87;6;7;0|87;6;7;0|,80;13;6;1|80;13;6;1|,80;13;6;1|80;13;6;1|,100|100|,0;0;0;0|0;0;0;0|,100|100|,80;13;6;1|80;13;6;1|,80;13;6;1|80;13;6;1|,100|100|,100|100|
2,100|100|,80;13;6;1|80;13;6;1|,0.0|0.0|,80;13;6;1|80;13;6;1|,80;7;12;1|80;7;12;1|,80;7;12;1|80;7;12;1|,100|100|,0;0;0;0|0;0;0;0|,100|100|,80;7;12;1|80;7;12;1|,80;7;12;1|80;7;12;1|,100|100|,100|100|
3,100|100|,80;7;12;1|80;7;12;1|,0.0|0.0|,80;7;12;1|80;7;12;1|,78;5;13;4|78;5;13;4|,78;5;13;4|78;5;13;4|,100|100|,0;0;0;0|0;0;0;0|,100|100|,78;5;13;4|78;5;13;4|,78;5;13;4|78;5;13;4|,100|100|,100|100|
4,100|100|,78;5;13;4|78;5;13;4|,0.0|0.0|,78;5;13;4|78;5;13;4|,72;8;13;7|72;8;13;7|,72;8;13;7|72;8;13;7|,100|100|,0;0;0;0|0;0;0;0|,100|100|,72;8;13;7|72;8;13;7|,72;8;13;7|72;8;13;7|,100|100|,100|100|
5,100|100|,72;8;13;7|72;8;13;7|,0.0|0.0|,72;8;13;7|72;8;13;7|,68;6;13;13|68;6;13;13|,68;6;13;13|68;6;13;13|,100|100|,0;0;0;0|0;0;0;0|,100|100|,68;6;13;13|68;6;13;13|,68;6;13;13|68;6;13;13|,100|100|,100|100|
6,100|100|,68;6;13;13|68;6;13;13|,0.0|0.0|,68;6;13;13|68;6;13;13|,64;7;15;14|64;7;15;14|,64;7;15;14|64;7;15;14|,100|100|,0;0;0;0|0;0;0;0|,100|100|,64;7;15;14|64;7;15;14|,64;7;15;14|64;7;15;14|,100|100|,100|100|
7,100|100|,64;7;15;14|64;7;15;14|,0.0|0.0|,64;7;15;14|64;7;15;14|,57;10;16;17|57;10;16;17|,57;10;16;17|57;10;16;17|,100|100|,0;0;0;0|0;0;0;0|,100|100|,57;10;16;17|57;10;16;17|,57;10;16;17|57;10;16;17|,100|100|,100|100|
8,100|100|,57;10;16;17|57;10;16;17|,0.0|0.0|,57;10;16;17|57;10;16;17|,54;7;18;21|54;7;18;21|,54;7;18;21|54;7;18;21|,100|100|,0;0;0;0|0;0;0;0|,100|100|,54;7;18;21|54;7;18;21|,54;7;18;21|54;7;18;21|,100|100|,100|100|
9,100|100|,54;7;18;21|54;7;18;21|,0.0|0.0|,54;7;18;21|54;7;18;21|,50;9;19;22|50;9;19;22|,50;9;19;22|50;9;19;22|,100|100|,0;0;0;0|0;0;0;0|,100|100|,50;9;19;22|50;9;19;22|,50;9;19;22|50;9;19;22|,100|100|,100|100|
