Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,90;10;0|90;10;0|,10.0|10.0|,90;10;0|90;10;0|,86;14;0|86;14;0|,86;14;0|86;14;0|,100|100|,0;0;0|0;0;0|,100|100|,86;14;0|86;14;0|,86;14;0|86;14;0|,100|100|,100|100|
1,100|100|,86;14;0|86;14;0|,9.5|9.5|,86;14;0|86;14;0|,82;18;0|82;18;0|,82;18;0|82;18;0|,100|100|,0;0;0|0;0;0|,100|100|,82;18;0|82;18;0|,82;18;0|82;18;0|,100|100|,100|100|
2,100|100|,82;18;0|82;18;0|,9.48|9.48|,82;18;0|82;18;0|,74;25;1|74;25;1|,74;25;1|74;25;1|,100|100|,0;0;0|0;0;0|,100|100|,74;25;1|74;25;1|,74;25;1|74;25;1|,100|100|,100|100|
3,100|100|,74;25;1|74;25;1|,9.85|9.85|,74;25;1|74;25;1|,65;32;3|65;32;3|,65;32;3|65;32;3|,100|100|,0;0;0|0;0;0|,100|100|,65;32;3|65;32;3|,65;32;3|65;32;3|,100|100|,100|100|
4,100|100|,65;32;3|65;32;3|,10.88|10.88|,65;32;3|65;32;3|,60;36;4|60;36;4|,60;36;4|60;36;4|,100|100|,0;0;0|0;0;0|,100|100|,60;36;4|60;36;4|,60;36;4|60;36;4|,100|100|,100|100|
5,100|100|,60;36;4|60;36;4|,12.44|12.44|,60;36;4|60;36;4|,53;40;7|53;40;7|,53;40;7|53;40;7|,100|100|,0;0;0|0;0;0|,100|100|,53;40;7|53;40;7|,53;40;7|53;40;7|,100|100|,100|100|
6,100|100|,53;40;7|53;40;7|,14.18|14.18|,53;40;7|53;40;7|,47;46;7|47;46;7|,47;46;7|47;46;7|,100|100|,0;0;0|0;0;0|,100|100|,47;46;7|47;46;7|,47;46;7|47;46;7|,100|100|,100|100|
7,100|100|,47;46;7|47;46;7|,16.05|16.05|,47;46;7|47;46;7|,42;49;9|42;49;9|,42;49;9|42;49;9|,100|100|,0;0;0|0;0;0|,100|100|,42;49;9|42;49;9|,42;49;9|42;49;9|,100|100|,100|100|
8,100|100|,42;49;9|42;49;9|,18.24|18.24|,42;49;9|42;49;9|,32;57;11|32;57;11|,32;57;11|32;57;11|,100|100|,0;0;0|0;0;0|,100|100|,32;57;11|32;57;11|,32;57;11|32;57;11|,100|100|,100|100|
9,100|100|,32;57;11|32;57;11|,20.41|20.41|,32;57;11|32;57;11|,22;65;13|22;65;13|,22;65;13|22;65;13|,100|100|,0;0;0|0;0;0|,100|100|,22;65;13|22;65;13|,22;65;13|22;65;13|,100|100|,100|100|
10,100|100|,22;65;13|22;65;13|,23.05|23.05|,22;65;13|22;65;13|,21;61;18|21;61;18|,21;61;18|21;61;18|,100|100|,0;0;0|0;0;0|,100|100|,21;61;18|21;61;18|,21;61;18|21;61;18|,100|100|,100|100|
11,100|100|,21;61;18|21;61;18|,26.09|26.09|,21;61;18|21;61;18|,16;56;28|16;56;28|,16;56;28|16;56;28|,100|100|,0;0;0|0;0;0|,100|100|,16;56;28|16;56;28|,16;56;28|16;56;28|,100|100|,100|100|
12,100|100|,16;56;28|16;56;28|,28.28|28.28|,16;56;28|16;56;28|,12;57;31|12;57;31|,12;57;31|12;57;31|,100|100|,0;0;0|0;0;0|,100|100|,12;57;31|12;57;31|,12;57;31|12;57;31|,100|100|,100|100|
13,100|100|,12;57;31|12;57;31|,29.63|29.63|,12;57;31|12;57;31|,9;59;32|9;59;32|,9;59;32|9;59;32|,100|100|,0;0;0|0;0;0|,100|100|,9;59;32|9;59;32|,9;59;32|9;59;32|,100|100|,100|100|
