Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,85;15;0|85;15;0|,0.0|0.0|,85;15;0|85;15;0|,79;18;3|79;18;3|,79;18;3|79;18;3|,100|100|,0;0;0|0;0;0|,100|100|,79;18;3|79;18;3|,79;18;3|79;18;3|,100|100|,100|100|
1,100|100|,79;18;3|79;18;3|,0.0|0.0|,79;18;3|79;18;3|,71;21;8|71;21;8|,71;21;8|71;21;8|,100|100|,0;0;0|0;0;0|,100|100|,71;21;8|71;21;8|,71;21;8|71;21;8|,100|100|,100|100|
2,100|100|,71;21;8|71;21;8|,0.0|0.0|,71;21;8|71;21;8|,66;25;9|66;25;9|,66;25;9|66;25;9|,100|100|,0;0;0|0;0;0|,100|100|,66;25;9|66;25;9|,66;25;9|66;25;9|,100|100|,100|100|
3,100|100|,66;25;9|66;25;9|,0.0|0.0|,66;25;9|66;25;9|,59;29;12|59;29;12|,59;29;12|59;29;12|,100|100|,0;0;0|0;0;0|,100|100|,59;29;12|59;29;12|,59;29;12|59;29;12|,100|100|,100|100|
4,100|100|,59;29;12|59;29;12|,0.0|0.0|,59;29;12|59;29;12|,44;38;18|44;38;18|,44;38;18|44;38;18|,100|100|,0;0;0|0;0;0|,100|100|,44;38;18|44;38;18|,44;38;18|44;38;18|,100|100|,100|100|
5,100|100|,44;38;18|44;38;18|,0.0|0.0|,44;38;18|44;38;18|,37;39;24|37;39;24|,37;39;24|37;39;24|,100|100|,0;0;0|0;0;0|,100|100|,37;39;24|37;39;24|,37;39;24|37;39;24|,100|100|,100|100|
6,100|100|,37;39;24|37;39;24|,0.0|0.0|,37;39;24|37;39;24|,31;43;26|31;43;26|,31;43;26|31;43;26|,100|100|,0;0;0|0;0;0|,100|100|,31;43;26|31;43;26|,31;43;26|31;43;26|,100|100|,100|100|
7,100|100|,31;43;26|31;43;26|,0.0|0.0|,31;43;26|31;43;26|,28;44;28|28;44;28|,28;44;28|28;44;28|,100|100|,0;0;0|0;0;0|,100|100|,28;44;28|28;44;28|,28;44;28|28;44;28|,100|100|,100|100|
8,100|100|,28;44;28|28;44;28|,0.0|0.0|,28;44;28|28;44;28|,26;48;26|26;48;26|,26;48;26|26;48;26|,100|100|,0;0;0|0;0;0|,100|100|,26;48;26|26;48;26|,26;48;26|26;48;26|,100|100|,100|100|
9,100|100|,26;48;26|26;48;26|,0.0|0.0|,26;48;26|26;48;26|,30;44;26|30;44;26|,30;44;26|30;44;26|,100|100|,0;0;0|0;0;0|,100|100|,30;44;26|30;44;26|,30;44;26|30;44;26|,100|100|,100|100|
