Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,87;13;0|87;13;0|,10.0|10.0|,87;13;0|87;13;0|,75;24;1|75;24;1|,75;24;1|75;24;1|,100|100|,0;0;0|0;0;0|,100|100|,75;24;1|75;24;1|,75;24;1|75;24;1|,100|100|,100|100|
1,100|100|,75;24;1|75;24;1|,9.8|9.8|,75;24;1|75;24;1|,69;30;1|69;30;1|,69;30;1|69;30;1|,100|100|,0;0;0|0;0;0|,100|100|,69;30;1|69;30;1|,69;30;1|69;30;1|,100|100|,100|100|
2,100|100|,69;30;1|69;30;1|,10.73|10.73|,69;30;1|69;30;1|,64;34;2|64;34;2|,64;34;2|64;34;2|,100|100|,0;0;0|0;0;0|,100|100|,64;34;2|64;34;2|,64;34;2|64;34;2|,100|100|,100|100|
3,100|100|,64;34;2|64;34;2|,12.12|12.12|,64;34;2|64;34;2|,54;44;2|54;44;2|,54;44;2|54;44;2|,100|100|,0;0;0|0;0;0|,100|100|,54;44;2|54;44;2|,54;44;2|54;44;2|,100|100|,100|100|
4,100|100|,54;44;2|54;44;2|,13.7|13.7|,54;44;2|54;44;2|,51;46;3|51;46;3|,51;46;3|51;46;3|,100|100|,0;0;0|0;0;0|,100|100|,51;46;3|51;46;3|,51;46;3|51;46;3|,100|100|,100|100|
5,100|100|,51;46;3|51;46;3|,16.05|16.05|,51;46;3|51;46;3|,42;52;6|42;52;6|,42;52;6|42;52;6|,100|100|,0;0;0|0;0;0|,100|100|,42;52;6|42;52;6|,42;52;6|42;52;6|,100|100|,100|100|
6,100|100|,42;52;6|42;52;6|,18.24|18.24|,42;52;6|42;52;6|,34;60;6|34;60;6|,34;60;6|34;60;6|,100|100|,0;0;0|0;0;0|,100|100|,34;60;6|34;60;6|,34;60;6|34;60;6|,100|100|,100|100|
7,100|100|,34;60;6|34;60;6|,20.7|20.7|,34;60;6|34;60;6|,22;68;10|22;68;10|,22;68;10|22;68;10|,100|100|,0;0;0|0;0;0|,100|100|,22;68;10|22;68;10|,22;68;10|22;68;10|,100|100|,100|100|
8,100|100|,22;68;10|22;68;10|,23.6|23.6|,22;68;10|22;68;10|,15;75;10|15;75;10|,15;75;10|15;75;10|,100|100|,0;0;0|0;0;0|,100|100|,15;75;10|15;75;10|,15;75;10|15;75;10|,100|100|,100|100|
9,100|100|,15;75;10|15;75;10|,26.86|26.86|,15;75;10|15;75;10|,13;73;14|13;73;14|,13;73;14|13;73;14|,100|100|,0;0;0|0;0;0|,100|100|,13;73;14|13;73;14|,13;73;14|13;73;14|,100|100|,100|100|
10,100|100|,13;73;14|13;73;14|,30.33|30.33|,13;73;14|13;73;14|,11;74;15|11;74;15|,11;74;15|11;74;15|,100|100|,0;0;0|0;0;0|,100|100|,11;74;15|11;74;15|,11;74;15|11;74;15|,100|100|,100|100|
11,100|100|,11;74;15|11;74;15|,33.08|33.08|,11;74;15|11;74;15|,11;70;19|11;70;19|,11;70;19|11;70;19|,100|100|,0;0;0|0;0;0|,100|100|,11;70;19|11;70;19|,11;70;19|11;70;19|,100|100|,100|100|
12,100|100|,11;70;19|11;70;19|,35.52|35.52|,11;70;19|11;70;19|,5;76;19|5;76;19|,5;76;19|5;76;19|,100|100|,0;0;0|0;0;0|,100|100|,5;76;19|5;76;19|,5;76;19|5;76;19|,100|100|,100|100|
13,100|100|,5;76;19|5;76;19|,37.19|37.19|,5;76;19|5;76;19|,5;73;22|5;73;22|,5;73;22|5;73;22|,100|100|,0;0;0|0;0;0|,100|100|,5;73;22|5;73;22|,5;73;22|5;73;22|,100|100|,100|100|
14,100|100|,5;73;22|5;73;22|,39.21|39.21|,5;73;22|5;73;22|,3;68;29|3;68;29|,3;68;29|3;68;29|,100|100|,0;0;0|0;0;0|,100|100|,3;68;29|3;68;29|,3;68;29|3;68;29|,100|100|,100|100|
15,100|100|,3;68;29|3;68;29|,40.63|40.63|,3;68;29|3;68;29|,2;66;32|2;66;32|,2;66;32|2;66;32|,100|100|,0;0;0|0;0;0|,100|100|,2;66;32|2;66;32|,2;66;32|2;66;32|,100|100|,100|100|
16,100|100|,2;66;32|2;66;32|,41.34|41.34|,2;66;32|2;66;32|,2;63;35|2;63;35|,2;63;35|2;63;35|,100|100|,0;0;0|0;0;0|,100|100|,2;63;35|2;63;35|,2;63;35|2;63;35|,100|100|,100|100|
17,100|100|,2;63;35|2;63;35|,41.74|41.74|,2;63;35|2;63;35|,2;59;39|2;59;39|,2;59;39|2;59;39|,100|100|,0;0;0|0;0;0|,100|100|,2;59;39|2;59;39|,2;59;39|2;59;39|,100|100|,100|100|
18,100|100|,2;59;39|2;59;39|,41.78|41.78|,2;59;39|2;59;39|,1;59;40|1;59;40|,1;59;40|1;59;40|,100|100|,0;0;0|0;0;0|,100|100|,1;59;40|1;59;40|,1;59;40|1;59;40|,100|100|,100|100|
