Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,89;0;11;0|89;0;11;0|,89;0;11;0|89;0;11;0|,84;5;8;3|84;5;8;3|,84;5;8;3|84;5;8;3|,100|100|,0;0;0;0|0;0;0;0|,100|100|,84;5;8;3|84;5;8;3|,84;5;8;3|84;5;8;3|,100|100|,100|100|
1,100|100|,84;5;8;3|84;5;8;3|,84;5;8;3|84;5;8;3|,81;6;8;5|81;6;8;5|,81;6;8;5|81;6;8;5|,100|100|,0;0;0;0|0;0;0;0|,100|100|,81;6;8;5|81;6;8;5|,81;6;8;5|81;6;8;5|,100|100|,100|100|
2,100|100|,81;6;8;5|81;6;8;5|,81;6;8;5|81;6;8;5|,78;7;9;6|78;7;9;6|,78;7;9;6|78;7;9;6|,100|100|,0;0;0;0|0;0;0;0|,100|100|,78;7;9;6|78;7;9;6|,78;7;9;6|78;7;9;6|,100|100|,100|100|
3,100|100|,78;7;9;6|78;7;9;6|,78;7;9;6|78;7;9;6|,77;6;8;9|77;6;8;9|,77;6;8;9|77;6;8;9|,100|100|,0;0;0;0|0;0;0;0|,100|100|,77;6;8;9|77;6;8;9|,77;6;8;9|77;6;8;9|,100|100|,100|100|
4,100|100|,77;6;8;9|77;6;8;9|,77;6;8;9|77;6;8;9|,73;8;10;9|73;8;10;9|,73;8;10;9|73;8;10;9|,100|100|,0;0;0;0|0;0;0;0|,100|100|,73;8;10;9|73;8;10;9|,73;8;10;9|73;8;10;9|,100|100|,100|100|
5,100|100|,73;8;10;9|73;8;10;9|,73;8;10;9|73;8;10;9|,69;6;13;12|69;6;13;12|,69;6;13;12|69;6;13;12|,100|100|,0;0;0;0|0;0;0;0|,100|100|,69;6;13;12|69;6;13;12|,69;6;13;12|69;6;13;12|,100|100|,100|100|
6,100|100|,69;6;13;12|69;6;13;12|,69;6;13;12|69;6;13;12|,66;8;11;15|66;8;11;15|,66;8;11;15|66;8;11;15|,100|100|,0;0;0;0|0;0;0;0|,100|100|,66;8;11;15|66;8;11;15|,66;8;11;15|66;8;11;15|,100|100|,100|100|
7,100|100|,66;8;11;15|66;8;11;15|,66;8;11;15|66;8;11;15|,61;11;12;16|61;11;12;16|,61;11;12;16|61;11;12;16|,100|100|,0;0;0;0|0;0;0;0|,100|100|,61;11;12;16|61;11;12;16|,61;11;12;16|61;11;12;16|,100|100|,100|100|
8,100|100|,61;11;12;16|61;11;12;16|,61;11;12;16|61;11;12;16|,56;11;14;19|56;11;14;19|,56;11;14;19|56;11;14;19|,100|100|,0;0;0;0|0;0;0;0|,100|100|,56;11;14;19|56;11;14;19|,56;11;14;19|56;11;14;19|,100|100|,100|100|
9,100|100|,56;11;14;19|56;11;14;19|,56;11;14;19|56;11;14;19|,52;8;18;22|52;8;18;22|,52;8;18;22|52;8;18;22|,100|100|,0;0;0;0|0;0;0;0|,100|100|,52;8;18;22|52;8;18;22|,52;8;18;22|52;8;18;22|,100|100|,100|100|
