Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,89;0;11;0|89;0;11;0|,89;0;11;0|89;0;11;0|,87;2;8;3|87;2;8;3|,87;2;8;3|87;2;8;3|,100|100|,0;0;0;0|0;0;0;0|,100|100|,87;2;8;3|87;2;8;3|,87;2;8;3|87;2;8;3|,100|100|,100|100|
1,100|100|,87;2;8;3|87;2;8;3|,87;2;8;3|87;2;8;3|,86;2;7;5|86;2;7;5|,86;2;7;5|86;2;7;5|,100|100|,0;0;0;0|0;0;0;0|,100|100|,86;2;7;5|86;2;7;5|,86;2;7;5|86;2;7;5|,100|100|,100|100|
2,100|100|,86;2;7;5|86;2;7;5|,86;2;7;5|86;2;7;5|,84;4;6;6|84;4;6;6|,84;4;6;6|84;4;6;6|,100|100|,0;0;0;0|0;0;0;0|,100|100|,84;4;6;6|84;4;6;6|,84;4;6;6|84;4;6;6|,100|100|,100|100|
3,100|100|,84;4;6;6|84;4;6;6|,84;4;6;6|84;4;6;6|,82;3;7;8|82;3;7;8|,82;3;7;8|82;3;7;8|,100|100|,0;0;0;0|0;0;0;0|,100|100|,82;3;7;8|82;3;7;8|,82;3;7;8|82;3;7;8|,100|100|,100|100|
4,100|100|,82;3;7;8|82;3;7;8|,82;3;7;8|82;3;7;8|,79;3;8;10|79;3;8;10|,79;3;8;10|79;3;8;10|,100|100|,0;0;0;0|0;0;0;0|,100|100|,79;3;8;10|79;3;8;10|,79;3;8;10|79;3;8;10|,100|100|,100|100|
5,100|100|,79;3;8;10|79;3;8;10|,79;3;8;10|79;3;8;10|,77;4;7;12|77;4;7;12|,77;4;7;12|77;4;7;12|,100|100|,0;0;0;0|0;0;0;0|,100|100|,77;4;7;12|77;4;7;12|,77;4;7;12|77;4;7;12|,100|100|,100|100|
6,100|100|,77;4;7;12|77;4;7;12|,77;4;7;12|77;4;7;12|,75;4;6;15|75;4;6;15|,75;4;6;15|75;4;6;15|,100|100|,0;0;0;0|0;0;0;0|,100|100|,75;4;6;15|75;4;6;15|,75;4;6;15|75;4;6;15|,100|100|,100|100|
7,100|100|,75;4;6;15|75;4;6;15|,75;4;6;15|75;4;6;15|,71;5;7;17|71;5;7;17|,71;5;7;17|71;5;7;17|,100|100|,0;0;0;0|0;0;0;0|,100|100|,71;5;7;17|71;5;7;17|,71;5;7;17|71;5;7;17|,100|100|,100|100|
8,100|100|,71;5;7;17|71;5;7;17|,71;5;7;17|71;5;7;17|,71;4;7;18|71;4;7;18|,71;4;7;18|71;4;7;18|,100|100|,0;0;0;0|0;0;0;0|,100|100|,71;4;7;18|71;4;7;18|,71;4;7;18|71;4;7;18|,100|100|,100|100|
9,100|100|,71;4;7;18|71;4;7;18|,71;4;7;18|71;4;7;18|,71;1;9;19|71;1;9;19|,71;1;9;19|71;1;9;19|,100|100|,0;0;0;0|0;0;0;0|,100|100|,71;1;9;19|71;1;9;19|,71;1;9;19|71;1;9;19|,100|100|,100|100|
10,100|100|,71;1;9;19|71;1;9;19|,71;1;9;19|71;1;9;19|,70;2;7;21|70;2;7;21|,70;2;7;21|70;2;7;21|,100|100|,0;0;0;0|0;0;0;0|,100|100|,70;2;7;21|70;2;7;21|,70;2;7;21|70;2;7;21|,100|100|,100|100|
11,100|100|,70;2;7;21|70;2;7;21|,70;2;7;21|70;2;7;21|,68;2;7;23|68;2;7;23|,68;2;7;23|68;2;7;23|,100|100|,0;0;0;0|0;0;0;0|,100|100|,68;2;7;23|68;2;7;23|,68;2;7;23|68;2;7;23|,100|100|,100|100|
12,100|100|,68;2;7;23|68;2;7;23|,68;2;7;23|68;2;7;23|,66;2;8;24|66;2;8;24|,66;2;8;24|66;2;8;24|,100|100|,0;0;0;0|0;0;0;0|,100|100|,66;2;8;24|66;2;8;24|,66;2;8;24|66;2;8;24|,100|100|,100|100|
13,100|100|,66;2;8;24|66;2;8;24|,66;2;8;24|66;2;8;24|,63;4;8;25|63;4;8;25|,63;4;8;25|63;4;8;25|,100|100|,0;0;0;0|0;0;0;0|,100|100|,63;4;8;25|63;4;8;25|,63;4;8;25|63;4;8;25|,100|100|,100|100|
14,100|100|,63;4;8;25|63;4;8;25|,63;4;8;25|63;4;8;25|,60;6;7;27|60;6;7;27|,60;6;7;27|60;6;7;27|,100|100|,0;0;0;0|0;0;0;0|,100|100|,60;6;7;27|60;6;7;27|,60;6;7;27|60;6;7;27|,100|100|,100|100|
15,100|100|,60;6;7;27|60;6;7;27|,60;6;7;27|60;6;7;27|,59;4;10;27|59;4;10;27|,59;4;10;27|59;4;10;27|,100|100|,0;0;0;0|0;0;0;0|,100|100|,59;4;10;27|59;4;10;27|,59;4;10;27|59;4;10;27|,100|100|,100|100|
16,100|100|,59;4;10;27|59;4;10;27|,59;4;10;27|59;4;10;27|,59;4;8;29|59;4;8;29|,59;4;8;29|59;4;8;29|,100|100|,0;0;0;0|0;0;0;0|,100|100|,59;4;8;29|59;4;8;29|,59;4;8;29|59;4;8;29|,100|100|,100|100|
17,100|100|,59;4;8;29|59;4;8;29|,59;4;8;29|59;4;8;29|,55;7;8;30|55;7;8;30|,55;7;8;30|55;7;8;30|,100|100|,0;0;0;0|0;0;0;0|,100|100|,55;7;8;30|55;7;8;30|,55;7;8;30|55;7;8;30|,100|100|,100|100|
18,100|100|,55;7;8;30|55;7;8;30|,55;7;8;30|55;7;8;30|,55;2;13;30|55;2;13;30|,55;2;13;30|55;2;13;30|,100|100|,0;0;0;0|0;0;0;0|,100|100|,55;2;13;30|55;2;13;30|,55;2;13;30|55;2;13;30|,100|100|,100|100|
19,100|100|,55;2;13;30|55;2;13;30|,55;2;13;30|55;2;13;30|,50;6;12;32|50;6;12;32|,50;6;12;32|50;6;12;32|,100|100|,0;0;0;0|0;0;0;0|,100|100|,50;6;12;32|50;6;12;32|,50;6;12;32|50;6;12;32|,100|100|,100|100|
20,100|100|,50;6;12;32|50;6;12;32|,50;6;12;32|50;6;12;32|,47;7;11;35|47;7;11;35|,47;7;11;35|47;7;11;35|,100|100|,0;0;0;0|0;0;0;0|,100|100|,47;7;11;35|47;7;11;35|,47;7;11;35|47;7;11;35|,100|100|,100|100|
21,100|100|,47;7;11;35|47;7;11;35|,47;7;11;35|47;7;11;35|,43;7;13;37|43;7;13;37|,43;7;13;37|43;7;13;37|,100|100|,0;0;0;0|0;0;0;0|,100|100|,43;7;13;37|43;7;13;37|,43;7;13;37|43;7;13;37|,100|100|,100|100|
22,100|100|,43;7;13;37|43;7;13;37|,43;7;13;37|43;7;13;37|,41;4;14;41|41;4;14;41|,41;4;14;41|41;4;14;41|,100|100|,0;0;0;0|0;0;0;0|,100|100|,41;4;14;41|41;4;14;41|,41;4;14;41|41;4;14;41|,100|100|,100|100|
23,100|100|,41;4;14;41|41;4;14;41|,41;4;14;41|41;4;14;41|,38;5;16;41|38;5;16;41|,38;5;16;41|38;5;16;41|,100|100|,0;0;0;0|0;0;0;0|,100|100|,38;5;16;41|38;5;16;41|,38;5;16;41|38;5;16;41|,100|100|,100|100|
24,100|100|,38;5;16;41|38;5;16;41|,38;5;16;41|38;5;16;41|,34;6;17;43|34;6;17;43|,34;6;17;43|34;6;17;43|,100|100|,0;0;0;0|0;0;0;0|,100|100|,34;6;17;43|34;6;17;43|,34;6;17;43|34;6;17;43|,100|100|,100|100|
25,100|100|,34;6;17;43|34;6;17;43|,34;6;17;43|34;6;17;43|,29;7;20;44|29;7;20;44|,29;7;20;44|29;7;20;44|,100|100|,0;0;0;0|0;0;0;0|,100|100|,29;7;20;44|29;7;20;44|,29;7;20;44|29;7;20;44|,100|100|,100|100|
26,100|100|,29;7;20;44|29;7;20;44|,29;7;20;44|29;7;20;44|,28;3;22;47|28;3;22;47|,28;3;22;47|28;3;22;47|,100|100|,0;0;0;0|0;0;0;0|,100|100|,28;3;22;47|28;3;22;47|,28;3;22;47|28;3;22;47|,100|100|,100|100|
27,100|100|,28;3;22;47|28;3;22;47|,28;3;22;47|28;3;22;47|,24;6;18;52|24;6;18;52|,24;6;18;52|24;6;18;52|,100|100|,0;0;0;0|0;0;0;0|,100|100|,24;6;18;52|24;6;18;52|,24;6;18;52|24;6;18;52|,100|100|,100|100|
28,100|100|,24;6;18;52|24;6;18;52|,24;6;18;52|24;6;18;52|,19;8;15;58|19;8;15;58|,19;8;15;58|19;8;15;58|,100|100|,0;0;0;0|0;0;0;0|,100|100|,19;8;15;58|19;8;15;58|,19;8;15;58|19;8;15;58|,100|100|,100|100|
29,100|100|,19;8;15;58|19;8;15;58|,19;8;15;58|19;8;15;58|,18;3;19;60|18;3;19;60|,18;3;19;60|18;3;19;60|,100|100|,0;0;0;0|0;0;0;0|,100|100|,18;3;19;60|18;3;19;60|,18;3;19;60|18;3;19;60|,100|100|,100|100|
30,100|100|,18;3;19;60|18;3;19;60|,18;3;19;60|18;3;19;60|,18;1;19;62|18;1;19;62|,18;1;19;62|18;1;19;62|,100|100|,0;0;0;0|0;0;0;0|,100|100|,18;1;19;62|18;1;19;62|,18;1;19;62|18;1;19;62|,100|100|,100|100|
31,100|100|,18;1;19;62|18;1;19;62|,18;1;19;62|18;1;19;62|,15;4;18;63|15;4;18;63|,15;4;18;63|15;4;18;63|,100|100|,0;0;0;0|0;0;0;0|,100|100|,15;4;18;63|15;4;18;63|,15;4;18;63|15;4;18;63|,100|100|,100|100|
32,100|100|,15;4;18;63|15;4;18;63|,15;4;18;63|15;4;18;63|,14;3;16;67|14;3;16;67|,14;3;16;67|14;3;16;67|,100|100|,0;0;0;0|0;0;0;0|,100|100|,14;3;16;67|14;3;16;67|,14;3;16;67|14;3;16;67|,100|100|,100|100|
33,100|100|,14;3;16;67|14;3;16;67|,14;3;16;67|14;3;16;67|,11;3;13;73|11;3;13;73|,11;3;13;73|11;3;13;73|,100|100|,0;0;0;0|0;0;0;0|,100|100|,11;3;13;73|11;3;13;73|,11;3;13;73|11;3;13;73|,100|100|,100|100|
34,100|100|,11;3;13;73|11;3;13;73|,11;3;13;73|11;3;13;73|,9;4;12;75|9;4;12;75|,9;4;12;75|9;4;12;75|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;4;12;75|9;4;12;75|,9;4;12;75|9;4;12;75|,100|100|,100|100|
