Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,90;10;0|90;10;0|,10.0|10.0|,90;10;0|90;10;0|,84;15;1|84;15;1|,84;15;1|84;15;1|,100|100|,0;0;0|0;0;0|,100|100|,84;15;1|84;15;1|,84;15;1|84;15;1|,100|100|,100|100|
1,100|100|,84;15;1|84;15;1|,10.0|10.0|,84;15;1|84;15;1|,78;21;1|78;21;1|,78;21;1|78;21;1|,100|100|,0;0;0|0;0;0|,100|100|,78;21;1|78;21;1|,78;21;1|78;21;1|,100|100|,100|100|
2,100|100|,78;21;1|78;21;1|,10.6|10.6|,78;21;1|78;21;1|,70;28;2|70;28;2|,70;28;2|70;28;2|,100|100|,0;0;0|0;0;0|,100|100|,70;28;2|70;28;2|,70;28;2|70;28;2|,100|100|,100|100|
3,100|100|,70;28;2|70;28;2|,11.81|11.81|,70;28;2|70;28;2|,63;33;4|63;33;4|,63;33;4|63;33;4|,100|100|,0;0;0|0;0;0|,100|100|,63;33;4|63;33;4|,63;33;4|63;33;4|,100|100|,100|100|
4,100|100|,63;33;4|63;33;4|,13.34|13.34|,63;33;4|63;33;4|,58;36;6|58;36;6|,58;36;6|58;36;6|,100|100|,0;0;0|0;0;0|,100|100|,58;36;6|58;36;6|,58;36;6|58;36;6|,100|100|,100|100|
5,100|100|,58;36;6|58;36;6|,14.94|14.94|,58;36;6|58;36;6|,51;40;9|51;40;9|,51;40;9|51;40;9|,100|100|,0;0;0|0;0;0|,100|100|,51;40;9|51;40;9|,51;40;9|51;40;9|,100|100|,100|100|
6,100|100|,51;40;9|51;40;9|,16.7|16.7|,51;40;9|51;40;9|,40;49;11|40;49;11|,40;49;11|40;49;11|,100|100|,0;0;0|0;0;0|,100|100|,40;49;11|40;49;11|,40;49;11|40;49;11|,100|100|,100|100|
7,100|100|,40;49;11|40;49;11|,19.09|19.09|,40;49;11|40;49;11|,33;55;12|33;55;12|,33;55;12|33;55;12|,100|100|,0;0;0|0;0;0|,100|100|,33;55;12|33;55;12|,33;55;12|33;55;12|,100|100|,100|100|
8,100|100|,33;55;12|33;55;12|,21.73|21.73|,33;55;12|33;55;12|,31;56;13|31;56;13|,31;56;13|31;56;13|,100|100|,0;0;0|0;0;0|,100|100|,31;56;13|31;56;13|,31;56;13|31;56;13|,100|100|,100|100|
9,100|100|,31;56;13|31;56;13|,24.07|24.07|,31;56;13|31;56;13|,27;59;14|27;59;14|,27;59;14|27;59;14|,100|100|,0;0;0|0;0;0|,100|100|,27;59;14|27;59;14|,27;59;14|27;59;14|,100|100|,100|100|
10,100|100|,27;59;14|27;59;14|,26.36|26.36|,27;59;14|27;59;14|,21;60;19|21;60;19|,21;60;19|21;60;19|,100|100|,0;0;0|0;0;0|,100|100|,21;60;19|21;60;19|,21;60;19|21;60;19|,100|100|,100|100|
