Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,91;9;0|91;9;0|,0.0|0.0|,91;9;0|91;9;0|,89;7;4|89;7;4|,89;7;4|89;7;4|,100|100|,0;0;0|0;0;0|,100|100|,89;7;4|89;7;4|,89;7;4|89;7;4|,100|100|,100|100|
1,100|100|,89;7;4|89;7;4|,0.0|0.0|,89;7;4|89;7;4|,87;9;4|87;9;4|,87;9;4|87;9;4|,100|100|,0;0;0|0;0;0|,100|100|,87;9;4|87;9;4|,87;9;4|87;9;4|,100|100|,100|100|
2,100|100|,87;9;4|87;9;4|,0.0|0.0|,87;9;4|87;9;4|,84;10;6|84;10;6|,84;10;6|84;10;6|,100|100|,0;0;0|0;0;0|,100|100|,84;10;6|84;10;6|,84;10;6|84;10;6|,100|100|,100|100|
3,100|100|,84;10;6|84;10;6|,0.0|0.0|,84;10;6|84;10;6|,85;10;5|85;10;5|,85;10;5|85;10;5|,100|100|,0;0;0|0;0;0|,100|100|,85;10;5|85;10;5|,85;10;5|85;10;5|,100|100|,100|100|
4,100|100|,85;10;5|85;10;5|,0.0|0.0|,85;10;5|85;10;5|,80;13;7|80;13;7|,80;13;7|80;13;7|,100|100|,0;0;0|0;0;0|,100|100|,80;13;7|80;13;7|,80;13;7|80;13;7|,100|100|,100|100|
5,100|100|,80;13;7|80;13;7|,0.0|0.0|,80;13;7|80;13;7|,79;15;6|79;15;6|,79;15;6|79;15;6|,100|100|,0;0;0|0;0;0|,100|100|,79;15;6|79;15;6|,79;15;6|79;15;6|,100|100|,100|100|
6,100|100|,79;15;6|79;15;6|,0.0|0.0|,79;15;6|79;15;6|,75;18;7|75;18;7|,75;18;7|75;18;7|,100|100|,0;0;0|0;0;0|,100|100|,75;18;7|75;18;7|,75;18;7|75;18;7|,100|100|,100|100|
7,100|100|,75;18;7|75;18;7|,0.0|0.0|,75;18;7|75;18;7|,72;22;6|72;22;6|,72;22;6|72;22;6|,100|100|,0;0;0|0;0;0|,100|100|,72;22;6|72;22;6|,72;22;6|72;22;6|,100|100|,100|100|
8,100|100|,72;22;6|72;22;6|,0.0|0.0|,72;22;6|72;22;6|,66;26;8|66;26;8|,66;26;8|66;26;8|,100|100|,0;0;0|0;0;0|,100|100|,66;26;8|66;26;8|,66;26;8|66;26;8|,100|100|,100|100|
9,100|100|,66;26;8|66;26;8|,0.0|0.0|,66;26;8|66;26;8|,59;27;14|59;27;14|,59;27;14|59;27;14|,100|100|,0;0;0|0;0;0|,100|100|,59;27;14|59;27;14|,59;27;14|59;27;14|,100|100|,100|100|
