Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,90;10;0|90;10;0|,10.0|10.0|,90;10;0|90;10;0|,87;13;0|87;13;0|,87;13;0|87;13;0|,100|100|,0;0;0|0;0;0|,100|100|,87;13;0|87;13;0|,87;13;0|87;13;0|,100|100|,100|100|
1,100|100|,87;13;0|87;13;0|,9.5|9.5|,87;13;0|87;13;0|,84;15;1|84;15;1|,84;15;1|84;15;1|,100|100|,0;0;0|0;0;0|,100|100|,84;15;1|84;15;1|,84;15;1|84;15;1|,100|100|,100|100|
2,100|100|,84;15;1|84;15;1|,9.38|9.38|,84;15;1|84;15;1|,80;17;3|80;17;3|,80;17;3|80;17;3|,100|100|,0;0;0|0;0;0|,100|100|,80;17;3|80;17;3|,80;17;3|80;17;3|,100|100|,100|100|
3,100|100|,80;17;3|80;17;3|,9.47|9.47|,80;17;3|80;17;3|,74;22;4|74;22;4|,74;22;4|74;22;4|,100|100|,0;0;0|0;0;0|,100|100|,74;22;4|74;22;4|,74;22;4|74;22;4|,100|100|,100|100|
4,100|100|,74;22;4|74;22;4|,9.75|9.75|,74;22;4|74;22;4|,71;23;6|71;23;6|,71;23;6|71;23;6|,100|100|,0;0;0|0;0;0|,100|100|,71;23;6|71;23;6|,71;23;6|71;23;6|,100|100|,100|100|
5,100|100|,71;23;6|71;23;6|,10.49|10.49|,71;23;6|71;23;6|,70;21;9|70;21;9|,70;21;9|70;21;9|,100|100|,0;0;0|0;0;0|,100|100|,70;21;9|70;21;9|,70;21;9|70;21;9|,100|100|,100|100|
6,100|100|,70;21;9|70;21;9|,11.21|11.21|,70;21;9|70;21;9|,65;24;11|65;24;11|,65;24;11|65;24;11|,100|100|,0;0;0|0;0;0|,100|100|,65;24;11|65;24;11|,65;24;11|65;24;11|,100|100|,100|100|
7,100|100|,65;24;11|65;24;11|,11.63|11.63|,65;24;11|65;24;11|,63;24;13|63;24;13|,63;24;13|63;24;13|,100|100|,0;0;0|0;0;0|,100|100|,63;24;13|63;24;13|,63;24;13|63;24;13|,100|100|,100|100|
8,100|100|,63;24;13|63;24;13|,12.29|12.29|,63;24;13|63;24;13|,59;25;16|59;25;16|,59;25;16|59;25;16|,100|100|,0;0;0|0;0;0|,100|100|,59;25;16|59;25;16|,59;25;16|59;25;16|,100|100|,100|100|
9,100|100|,59;25;16|59;25;16|,12.84|12.84|,59;25;16|59;25;16|,53;30;17|53;30;17|,53;30;17|53;30;17|,100|100|,0;0;0|0;0;0|,100|100|,53;30;17|53;30;17|,53;30;17|53;30;17|,100|100|,100|100|
10,100|100|,53;30;17|53;30;17|,13.42|13.42|,53;30;17|53;30;17|,49;31;20|49;31;20|,49;31;20|49;31;20|,100|100|,0;0;0|0;0;0|,100|100|,49;31;20|49;31;20|,49;31;20|49;31;20|,100|100|,100|100|
11,100|100|,49;31;20|49;31;20|,14.4|14.4|,49;31;20|49;31;20|,43;33;24|43;33;24|,43;33;24|43;33;24|,100|100|,0;0;0|0;0;0|,100|100|,43;33;24|43;33;24|,43;33;24|43;33;24|,100|100|,100|100|
12,100|100|,43;33;24|43;33;24|,15.34|15.34|,43;33;24|43;33;24|,38;35;27|38;35;27|,38;35;27|38;35;27|,100|100|,0;0;0|0;0;0|,100|100|,38;35;27|38;35;27|,38;35;27|38;35;27|,100|100|,100|100|
13,100|100|,38;35;27|38;35;27|,16.34|16.34|,38;35;27|38;35;27|,32;39;29|32;39;29|,32;39;29|32;39;29|,100|100|,0;0;0|0;0;0|,100|100|,32;39;29|32;39;29|,32;39;29|32;39;29|,100|100|,100|100|
14,100|100|,32;39;29|32;39;29|,17.39|17.39|,32;39;29|32;39;29|,25;44;31|25;44;31|,25;44;31|25;44;31|,100|100|,0;0;0|0;0;0|,100|100|,25;44;31|25;44;31|,25;44;31|25;44;31|,100|100|,100|100|
15,100|100|,25;44;31|25;44;31|,18.68|18.68|,25;44;31|25;44;31|,22;43;35|22;43;35|,22;43;35|22;43;35|,100|100|,0;0;0|0;0;0|,100|100|,22;43;35|22;43;35|,22;43;35|22;43;35|,100|100|,100|100|
16,100|100|,22;43;35|22;43;35|,20.28|20.28|,22;43;35|22;43;35|,20;45;35|20;45;35|,20;45;35|20;45;35|,100|100|,0;0;0|0;0;0|,100|100|,20;45;35|20;45;35|,20;45;35|20;45;35|,100|100|,100|100|
17,100|100|,20;45;35|20;45;35|,21.54|21.54|,20;45;35|20;45;35|,18;45;37|18;45;37|,18;45;37|18;45;37|,100|100|,0;0;0|0;0;0|,100|100|,18;45;37|18;45;37|,18;45;37|18;45;37|,100|100|,100|100|
18,100|100|,18;45;37|18;45;37|,22.81|22.81|,18;45;37|18;45;37|,11;48;41|11;48;41|,11;48;41|11;48;41|,100|100|,0;0;0|0;0;0|,100|100|,11;48;41|11;48;41|,11;48;41|11;48;41|,100|100|,100|100|
19,100|100|,11;48;41|11;48;41|,23.89|23.89|,11;48;41|11;48;41|,8;49;43|8;49;43|,8;49;43|8;49;43|,100|100|,0;0;0|0;0;0|,100|100|,8;49;43|8;49;43|,8;49;43|8;49;43|,100|100|,100|100|
20,100|100|,8;49;43|8;49;43|,25.1|25.1|,8;49;43|8;49;43|,4;52;44|4;52;44|,4;52;44|4;52;44|,100|100|,0;0;0|0;0;0|,100|100|,4;52;44|4;52;44|,4;52;44|4;52;44|,100|100|,100|100|
21,100|100|,4;52;44|4;52;44|,26.24|26.24|,4;52;44|4;52;44|,3;50;47|3;50;47|,3;50;47|3;50;47|,100|100|,0;0;0|0;0;0|,100|100|,3;50;47|3;50;47|,3;50;47|3;50;47|,100|100|,100|100|
22,100|100|,3;50;47|3;50;47|,27.5|27.5|,3;50;47|3;50;47|,3;45;52|3;45;52|,3;45;52|3;45;52|,100|100|,0;0;0|0;0;0|,100|100|,3;45;52|3;45;52|,3;45;52|3;45;52|,100|100|,100|100|
23,100|100|,3;45;52|3;45;52|,28.38|28.38|,3;45;52|3;45;52|,3;43;54|3;43;54|,3;43;54|3;43;54|,100|100|,0;0;0|0;0;0|,100|100|,3;43;54|3;43;54|,3;43;54|3;43;54|,100|100|,100|100|
24,100|100|,3;43;54|3;43;54|,28.62|28.62|,3;43;54|3;43;54|,3;40;57|3;40;57|,3;40;57|3;40;57|,100|100|,0;0;0|0;0;0|,100|100|,3;40;57|3;40;57|,3;40;57|3;40;57|,100|100|,100|100|
25,100|100|,3;40;57|3;40;57|,28.63|28.63|,3;40;57|3;40;57|,2;39;59|2;39;59|,2;39;59|2;39;59|,100|100|,0;0;0|0;0;0|,100|100|,2;39;59|2;39;59|,2;39;59|2;39;59|,100|100|,100|100|
26,100|100|,2;39;59|2;39;59|,28.33|28.33|,2;39;59|2;39;59|,1;38;61|1;38;61|,1;38;61|1;38;61|,100|100|,0;0;0|0;0;0|,100|100|,1;38;61|1;38;61|,1;38;61|1;38;61|,100|100|,100|100|
27,100|100|,1;38;61|1;38;61|,27.98|27.98|,1;38;61|1;38;61|,1;38;61|1;38;61|,1;38;61|1;38;61|,100|100|,0;0;0|0;0;0|,100|100|,1;38;61|1;38;61|,1;38;61|1;38;61|,100|100|,100|100|
28,100|100|,1;38;61|1;38;61|,27.59|27.59|,1;38;61|1;38;61|,1;37;62|1;37;62|,1;37;62|1;37;62|,100|100|,0;0;0|0;0;0|,100|100|,1;37;62|1;37;62|,1;37;62|1;37;62|,100|100|,100|100|
29,100|100|,1;37;62|1;37;62|,27.25|27.25|,1;37;62|1;37;62|,1;34;65|1;34;65|,1;34;65|1;34;65|,100|100|,0;0;0|0;0;0|,100|100|,1;34;65|1;34;65|,1;34;65|1;34;65|,100|100|,100|100|
30,100|100|,1;34;65|1;34;65|,26.86|26.86|,1;34;65|1;34;65|,1;31;68|1;31;68|,1;31;68|1;31;68|,100|100|,0;0;0|0;0;0|,100|100|,1;31;68|1;31;68|,1;31;68|1;31;68|,100|100|,100|100|
31,100|100|,1;31;68|1;31;68|,26.23|26.23|,1;31;68|1;31;68|,0;31;69|0;31;69|,0;31;69|0;31;69|,100|100|,0;0;0|0;0;0|,100|100|,0;31;69|0;31;69|,0;31;69|0;31;69|,100|100|,100|100|
32,100|100|,0;31;69|0;31;69|,25.4|25.4|,0;31;69|0;31;69|,0;28;72|0;28;72|,0;28;72|0;28;72|,100|100|,0;0;0|0;0;0|,100|100|,0;28;72|0;28;72|,0;28;72|0;28;72|,100|100|,100|100|
33,100|100|,0;28;72|0;28;72|,24.69|24.69|,0;28;72|0;28;72|,0;26;74|0;26;74|,0;26;74|0;26;74|,100|100|,0;0;0|0;0;0|,100|100|,0;26;74|0;26;74|,0;26;74|0;26;74|,100|100|,100|100|
34,100|100|,0;26;74|0;26;74|,23.78|23.78|,0;26;74|0;26;74|,0;25;75|0;25;75|,0;25;75|0;25;75|,100|100|,0;0;0|0;0;0|,100|100|,0;25;75|0;25;75|,0;25;75|0;25;75|,100|100|,100|100|
35,100|100|,0;25;75|0;25;75|,22.82|22.82|,0;25;75|0;25;75|,0;25;75|0;25;75|,0;25;75|0;25;75|,100|100|,0;0;0|0;0;0|,100|100|,0;25;75|0;25;75|,0;25;75|0;25;75|,100|100|,100|100|
36,100|100|,0;25;75|0;25;75|,21.89|21.89|,0;25;75|0;25;75|,0;25;75|0;25;75|,0;25;75|0;25;75|,100|100|,0;0;0|0;0;0|,100|100|,0;25;75|0;25;75|,0;25;75|0;25;75|,100|100|,100|100|
37,100|100|,0;25;75|0;25;75|,21.11|21.11|,0;25;75|0;25;75|,0;24;76|0;24;76|,0;24;76|0;24;76|,100|100|,0;0;0|0;0;0|,100|100|,0;24;76|0;24;76|,0;24;76|0;24;76|,100|100|,100|100|
38,100|100|,0;24;76|0;24;76|,20.44|20.44|,0;24;76|0;24;76|,0;24;76|0;24;76|,0;24;76|0;24;76|,100|100|,0;0;0|0;0;0|,100|100|,0;24;76|0;24;76|,0;24;76|0;24;76|,100|100|,100|100|
39,100|100|,0;24;76|0;24;76|,19.78|19.78|,0;24;76|0;24;76|,0;22;78|0;22;78|,0;22;78|0;22;78|,100|100|,0;0;0|0;0;0|,100|100|,0;22;78|0;22;78|,0;22;78|0;22;78|,100|100|,100|100|
40,100|100|,0;22;78|0;22;78|,19.21|19.21|,0;22;78|0;22;78|,0;21;79|0;21;79|,0;21;79|0;21;79|,100|100|,0;0;0|0;0;0|,100|100|,0;21;79|0;21;79|,0;21;79|0;21;79|,100|100|,100|100|
41,100|100|,0;21;79|0;21;79|,18.53|18.53|,0;21;79|0;21;79|,0;20;80|0;20;80|,0;20;80|0;20;80|,100|100|,0;0;0|0;0;0|,100|100|,0;20;80|0;20;80|,0;20;80|0;20;80|,100|100|,100|100|
42,100|100|,0;20;80|0;20;80|,17.85|17.85|,0;20;80|0;20;80|,0;20;80|0;20;80|,0;20;80|0;20;80|,100|100|,0;0;0|0;0;0|,100|100|,0;20;80|0;20;80|,0;20;80|0;20;80|,100|100|,100|100|
43,100|100|,0;20;80|0;20;80|,17.17|17.17|,0;20;80|0;20;80|,0;19;81|0;19;81|,0;19;81|0;19;81|,100|100|,0;0;0|0;0;0|,100|100|,0;19;81|0;19;81|,0;19;81|0;19;81|,100|100|,100|100|
44,100|100|,0;19;81|0;19;81|,16.6|16.6|,0;19;81|0;19;81|,0;17;83|0;17;83|,0;17;83|0;17;83|,100|100|,0;0;0|0;0;0|,100|100|,0;17;83|0;17;83|,0;17;83|0;17;83|,100|100|,100|100|
45,100|100|,0;17;83|0;17;83|,16.01|16.01|,0;17;83|0;17;83|,0;16;84|0;16;84|,0;16;84|0;16;84|,100|100|,0;0;0|0;0;0|,100|100|,0;16;84|0;16;84|,0;16;84|0;16;84|,100|100|,100|100|
46,100|100|,0;16;84|0;16;84|,15.31|15.31|,0;16;84|0;16;84|,0;15;85|0;15;85|,0;15;85|0;15;85|,100|100|,0;0;0|0;0;0|,100|100|,0;15;85|0;15;85|,0;15;85|0;15;85|,100|100|,100|100|
47,100|100|,0;15;85|0;15;85|,14.61|14.61|,0;15;85|0;15;85|,0;15;85|0;15;85|,0;15;85|0;15;85|,100|100|,0;0;0|0;0;0|,100|100|,0;15;85|0;15;85|,0;15;85|0;15;85|,100|100|,100|100|
