Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,89;11;0|89;11;0|,0.0|0.0|,89;11;0|89;11;0|,86;13;1|86;13;1|,86;13;1|86;13;1|,100|100|,0;0;0|0;0;0|,100|100|,86;13;1|86;13;1|,86;13;1|86;13;1|,100|100|,100|100|
1,100|100|,86;13;1|86;13;1|,0.0|0.0|,86;13;1|86;13;1|,84;12;4|84;12;4|,84;12;4|84;12;4|,100|100|,0;0;0|0;0;0|,100|100|,84;12;4|84;12;4|,84;12;4|84;12;4|,100|100|,100|100|
2,100|100|,84;12;4|84;12;4|,0.0|0.0|,84;12;4|84;12;4|,80;15;5|80;15;5|,80;15;5|80;15;5|,100|100|,0;0;0|0;0;0|,100|100|,80;15;5|80;15;5|,80;15;5|80;15;5|,100|100|,100|100|
3,100|100|,80;15;5|80;15;5|,0.0|0.0|,80;15;5|80;15;5|,73;20;7|73;20;7|,73;20;7|73;20;7|,100|100|,0;0;0|0;0;0|,100|100|,73;20;7|73;20;7|,73;20;7|73;20;7|,100|100|,100|100|
4,100|100|,73;20;7|73;20;7|,0.0|0.0|,73;20;7|73;20;7|,68;21;11|68;21;11|,68;21;11|68;21;11|,100|100|,0;0;0|0;0;0|,100|100|,68;21;11|68;21;11|,68;21;11|68;21;11|,100|100|,100|100|
5,100|100|,68;21;11|68;21;11|,0.0|0.0|,68;21;11|68;21;11|,64;20;16|64;20;16|,64;20;16|64;20;16|,100|100|,0;0;0|0;0;0|,100|100|,64;20;16|64;20;16|,64;20;16|64;20;16|,100|100|,100|100|
6,100|100|,64;20;16|64;20;16|,0.0|0.0|,64;20;16|64;20;16|,54;26;20|54;26;20|,54;26;20|54;26;20|,100|100|,0;0;0|0;0;0|,100|100|,54;26;20|54;26;20|,54;26;20|54;26;20|,100|100|,100|100|
7,100|100|,54;26;20|54;26;20|,0.0|0.0|,54;26;20|54;26;20|,45;26;29|45;26;29|,45;26;29|45;26;29|,100|100|,0;0;0|0;0;0|,100|100|,45;26;29|45;26;29|,45;26;29|45;26;29|,100|100|,100|100|
8,100|100|,45;26;29|45;26;29|,0.0|0.0|,45;26;29|45;26;29|,42;23;35|42;23;35|,42;23;35|42;23;35|,100|100|,0;0;0|0;0;0|,100|100|,42;23;35|42;23;35|,42;23;35|42;23;35|,100|100|,100|100|
9,100|100|,42;23;35|42;23;35|,0.0|0.0|,42;23;35|42;23;35|,35;26;39|35;26;39|,35;26;39|35;26;39|,100|100|,0;0;0|0;0;0|,100|100|,35;26;39|35;26;39|,35;26;39|35;26;39|,100|100|,100|100|
10,100|100|,35;26;39|35;26;39|,0.0|0.0|,35;26;39|35;26;39|,31;26;43|31;26;43|,31;26;43|31;26;43|,100|100|,0;0;0|0;0;0|,100|100|,31;26;43|31;26;43|,31;26;43|31;26;43|,100|100|,100|100|
11,100|100|,31;26;43|31;26;43|,0.0|0.0|,31;26;43|31;26;43|,27;23;50|27;23;50|,27;23;50|27;23;50|,100|100|,0;0;0|0;0;0|,100|100|,27;23;50|27;23;50|,27;23;50|27;23;50|,100|100|,100|100|
12,100|100|,27;23;50|27;23;50|,0.0|0.0|,27;23;50|27;23;50|,25;23;52|25;23;52|,25;23;52|25;23;52|,100|100|,0;0;0|0;0;0|,100|100|,25;23;52|25;23;52|,25;23;52|25;23;52|,100|100|,100|100|
13,100|100|,25;23;52|25;23;52|,0.0|0.0|,25;23;52|25;23;52|,23;20;57|23;20;57|,23;20;57|23;20;57|,100|100|,0;0;0|0;0;0|,100|100|,23;20;57|23;20;57|,23;20;57|23;20;57|,100|100|,100|100|
14,100|100|,23;20;57|23;20;57|,0.0|0.0|,23;20;57|23;20;57|,20;19;61|20;19;61|,20;19;61|20;19;61|,100|100|,0;0;0|0;0;0|,100|100|,20;19;61|20;19;61|,20;19;61|20;19;61|,100|100|,100|100|
15,100|100|,20;19;61|20;19;61|,0.0|0.0|,20;19;61|20;19;61|,19;16;65|19;16;65|,19;16;65|19;16;65|,100|100|,0;0;0|0;0;0|,100|100|,19;16;65|19;16;65|,19;16;65|19;16;65|,100|100|,100|100|
16,100|100|,19;16;65|19;16;65|,0.0|0.0|,19;16;65|19;16;65|,18;16;66|18;16;66|,18;16;66|18;16;66|,100|100|,0;0;0|0;0;0|,100|100|,18;16;66|18;16;66|,18;16;66|18;16;66|,100|100|,100|100|
17,100|100|,18;16;66|18;16;66|,0.0|0.0|,18;16;66|18;16;66|,15;18;67|15;18;67|,15;18;67|15;18;67|,100|100|,0;0;0|0;0;0|,100|100|,15;18;67|15;18;67|,15;18;67|15;18;67|,100|100|,100|100|
18,100|100|,15;18;67|15;18;67|,0.0|0.0|,15;18;67|15;18;67|,13;17;70|13;17;70|,13;17;70|13;17;70|,100|100|,0;0;0|0;0;0|,100|100|,13;17;70|13;17;70|,13;17;70|13;17;70|,100|100|,100|100|
19,100|100|,13;17;70|13;17;70|,0.0|0.0|,13;17;70|13;17;70|,11;15;74|11;15;74|,11;15;74|11;15;74|,100|100|,0;0;0|0;0;0|,100|100|,11;15;74|11;15;74|,11;15;74|11;15;74|,100|100|,100|100|
20,100|100|,11;15;74|11;15;74|,0.0|0.0|,11;15;74|11;15;74|,10;13;77|10;13;77|,10;13;77|10;13;77|,100|100|,0;0;0|0;0;0|,100|100|,10;13;77|10;13;77|,10;13;77|10;13;77|,100|100|,100|100|
21,100|100|,10;13;77|10;13;77|,0.0|0.0|,10;13;77|10;13;77|,10;11;79|10;11;79|,10;11;79|10;11;79|,100|100|,0;0;0|0;0;0|,100|100|,10;11;79|10;11;79|,10;11;79|10;11;79|,100|100|,100|100|
22,100|100|,10;11;79|10;11;79|,0.0|0.0|,10;11;79|10;11;79|,10;8;82|10;8;82|,10;8;82|10;8;82|,100|100|,0;0;0|0;0;0|,100|100|,10;8;82|10;8;82|,10;8;82|10;8;82|,100|100|,100|100|
23,100|100|,10;8;82|10;8;82|,0.0|0.0|,10;8;82|10;8;82|,10;7;83|10;7;83|,10;7;83|10;7;83|,100|100|,0;0;0|0;0;0|,100|100|,10;7;83|10;7;83|,10;7;83|10;7;83|,100|100|,100|100|
24,100|100|,10;7;83|10;7;83|,0.0|0.0|,10;7;83|10;7;83|,9;8;83|9;8;83|,9;8;83|9;8;83|,100|100|,0;0;0|0;0;0|,100|100|,9;8;83|9;8;83|,9;8;83|9;8;83|,100|100|,100|100|
25,100|100|,9;8;83|9;8;83|,0.0|0.0|,9;8;83|9;8;83|,8;8;84|8;8;84|,8;8;84|8;8;84|,100|100|,0;0;0|0;0;0|,100|100|,8;8;84|8;8;84|,8;8;84|8;8;84|,100|100|,100|100|
26,100|100|,8;8;84|8;8;84|,0.0|0.0|,8;8;84|8;8;84|,7;8;85|7;8;85|,7;8;85|7;8;85|,100|100|,0;0;0|0;0;0|,100|100|,7;8;85|7;8;85|,7;8;85|7;8;85|,100|100|,100|100|
27,100|100|,7;8;85|7;8;85|,0.0|0.0|,7;8;85|7;8;85|,7;6;87|7;6;87|,7;6;87|7;6;87|,100|100|,0;0;0|0;0;0|,100|100|,7;6;87|7;6;87|,7;6;87|7;6;87|,100|100|,100|100|
28,100|100|,7;6;87|7;6;87|,0.0|0.0|,7;6;87|7;6;87|,7;6;87|7;6;87|,7;6;87|7;6;87|,100|100|,0;0;0|0;0;0|,100|100|,7;6;87|7;6;87|,7;6;87|7;6;87|,100|100|,100|100|
29,100|100|,7;6;87|7;6;87|,0.0|0.0|,7;6;87|7;6;87|,7;4;89|7;4;89|,7;4;89|7;4;89|,100|100|,0;0;0|0;0;0|,100|100|,7;4;89|7;4;89|,7;4;89|7;4;89|,100|100|,100|100|
30,100|100|,7;4;89|7;4;89|,0.0|0.0|,7;4;89|7;4;89|,7;3;90|7;3;90|,7;3;90|7;3;90|,100|100|,0;0;0|0;0;0|,100|100|,7;3;90|7;3;90|,7;3;90|7;3;90|,100|100|,100|100|
31,100|100|,7;3;90|7;3;90|,0.0|0.0|,7;3;90|7;3;90|,7;2;91|7;2;91|,7;2;91|7;2;91|,100|100|,0;0;0|0;0;0|,100|100|,7;2;91|7;2;91|,7;2;91|7;2;91|,100|100|,100|100|
32,100|100|,7;2;91|7;2;91|,0.0|0.0|,7;2;91|7;2;91|,7;2;91|7;2;91|,7;2;91|7;2;91|,100|100|,0;0;0|0;0;0|,100|100|,7;2;91|7;2;91|,7;2;91|7;2;91|,100|100|,100|100|
33,100|100|,7;2;91|7;2;91|,0.0|0.0|,7;2;91|7;2;91|,7;1;92|7;1;92|,7;1;92|7;1;92|,100|100|,0;0;0|0;0;0|,100|100|,7;1;92|7;1;92|,7;1;92|7;1;92|,100|100|,100|100|
34,100|100|,7;1;92|7;1;92|,0.0|0.0|,7;1;92|7;1;92|,7;1;92|7;1;92|,7;1;92|7;1;92|,100|100|,0;0;0|0;0;0|,100|100|,7;1;92|7;1;92|,7;1;92|7;1;92|,100|100|,100|100|
35,100|100|,7;1;92|7;1;92|,0.0|0.0|,7;1;92|7;1;92|,7;1;92|7;1;92|,7;1;92|7;1;92|,100|100|,0;0;0|0;0;0|,100|100|,7;1;92|7;1;92|,7;1;92|7;1;92|,100|100|,100|100|
36,100|100|,7;1;92|7;1;92|,0.0|0.0|,7;1;92|7;1;92|,7;1;92|7;1;92|,7;1;92|7;1;92|,100|100|,0;0;0|0;0;0|,100|100|,7;1;92|7;1;92|,7;1;92|7;1;92|,100|100|,100|100|
37,100|100|,7;1;92|7;1;92|,0.0|0.0|,7;1;92|7;1;92|,7;1;92|7;1;92|,7;1;92|7;1;92|,100|100|,0;0;0|0;0;0|,100|100|,7;1;92|7;1;92|,7;1;92|7;1;92|,100|100|,100|100|
38,100|100|,7;1;92|7;1;92|,0.0|0.0|,7;1;92|7;1;92|,7;1;92|7;1;92|,7;1;92|7;1;92|,100|100|,0;0;0|0;0;0|,100|100|,7;1;92|7;1;92|,7;1;92|7;1;92|,100|100|,100|100|
