Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,92;0;8;0|92;0;8;0|,0.0|0.0|,92;0;8;0|92;0;8;0|,88;4;4;4|88;4;4;4|,88;4;4;4|88;4;4;4|,100|100|,0;0;0;0|0;0;0;0|,100|100|,88;4;4;4|88;4;4;4|,88;4;4;4|88;4;4;4|,100|100|,100|100|
1,100|100|,88;4;4;4|88;4;4;4|,0.0|0.0|,88;4;4;4|88;4;4;4|,86;2;8;4|86;2;8;4|,86;2;8;4|86;2;8;4|,100|100|,0;0;0;0|0;0;0;0|,100|100|,86;2;8;4|86;2;8;4|,86;2;8;4|86;2;8;4|,100|100|,100|100|
2,100|100|,86;2;8;4|86;2;8;4|,0.0|0.0|,86;2;8;4|86;2;8;4|,82;5;9;4|82;5;9;4|,82;5;9;4|82;5;9;4|,100|100|,0;0;0;0|0;0;0;0|,100|100|,82;5;9;4|82;5;9;4|,82;5;9;4|82;5;9;4|,100|100|,100|100|
3,100|100|,82;5;9;4|82;5;9;4|,0.0|0.0|,82;5;9;4|82;5;9;4|,80;3;10;7|80;3;10;7|,80;3;10;7|80;3;10;7|,100|100|,0;0;0;0|0;0;0;0|,100|100|,80;3;10;7|80;3;10;7|,80;3;10;7|80;3;10;7|,100|100|,100|100|
4,100|100|,80;3;10;7|80;3;10;7|,0.0|0.0|,80;3;10;7|80;3;10;7|,72;9;11;8|72;9;11;8|,72;9;11;8|72;9;11;8|,100|100|,0;0;0;0|0;0;0;0|,100|100|,72;9;11;8|72;9;11;8|,72;9;11;8|72;9;11;8|,100|100|,100|100|
5,100|100|,72;9;11;8|72;9;11;8|,0.0|0.0|,72;9;11;8|72;9;11;8|,69;9;11;11|69;9;11;11|,69;9;11;11|69;9;11;11|,100|100|,0;0;0;0|0;0;0;0|,100|100|,69;9;11;11|69;9;11;11|,69;9;11;11|69;9;11;11|,100|100|,100|100|
6,100|100|,69;9;11;11|69;9;11;11|,0.0|0.0|,69;9;11;11|69;9;11;11|,66;6;14;14|66;6;14;14|,66;6;14;14|66;6;14;14|,100|100|,0;0;0;0|0;0;0;0|,100|100|,66;6;14;14|66;6;14;14|,66;6;14;14|66;6;14;14|,100|100|,100|100|
7,100|100|,66;6;14;14|66;6;14;14|,0.0|0.0|,66;6;14;14|66;6;14;14|,59;10;15;16|59;10;15;16|,59;10;15;16|59;10;15;16|,100|100|,0;0;0;0|0;0;0;0|,100|100|,59;10;15;16|59;10;15;16|,59;10;15;16|59;10;15;16|,100|100|,100|100|
8,100|100|,59;10;15;16|59;10;15;16|,0.0|0.0|,59;10;15;16|59;10;15;16|,51;12;19;18|51;12;19;18|,51;12;19;18|51;12;19;18|,100|100|,0;0;0;0|0;0;0;0|,100|100|,51;12;19;18|51;12;19;18|,51;12;19;18|51;12;19;18|,100|100|,100|100|
9,100|100|,51;12;19;18|51;12;19;18|,0.0|0.0|,51;12;19;18|51;12;19;18|,45;13;18;24|45;13;18;24|,45;13;18;24|45;13;18;24|,100|100|,0;0;0;0|0;0;0;0|,100|100|,45;13;18;24|45;13;18;24|,45;13;18;24|45;13;18;24|,100|100|,100|100|
10,100|100|,45;13;18;24|45;13;18;24|,0.0|0.0|,45;13;18;24|45;13;18;24|,42;9;24;25|42;9;24;25|,42;9;24;25|42;9;24;25|,100|100|,0;0;0;0|0;0;0;0|,100|100|,42;9;24;25|42;9;24;25|,42;9;24;25|42;9;24;25|,100|100|,100|100|
11,100|100|,42;9;24;25|42;9;24;25|,0.0|0.0|,42;9;24;25|42;9;24;25|,37;8;25;30|37;8;25;30|,37;8;25;30|37;8;25;30|,100|100|,0;0;0;0|0;0;0;0|,100|100|,37;8;25;30|37;8;25;30|,37;8;25;30|37;8;25;30|,100|100|,100|100|
12,100|100|,37;8;25;30|37;8;25;30|,0.0|0.0|,37;8;25;30|37;8;25;30|,34;6;25;35|34;6;25;35|,34;6;25;35|34;6;25;35|,100|100|,0;0;0;0|0;0;0;0|,100|100|,34;6;25;35|34;6;25;35|,34;6;25;35|34;6;25;35|,100|100|,100|100|
13,100|100|,34;6;25;35|34;6;25;35|,0.0|0.0|,34;6;25;35|34;6;25;35|,31;7;25;37|31;7;25;37|,31;7;25;37|31;7;25;37|,100|100|,0;0;0;0|0;0;0;0|,100|100|,31;7;25;37|31;7;25;37|,31;7;25;37|31;7;25;37|,100|100|,100|100|
14,100|100|,31;7;25;37|31;7;25;37|,0.0|0.0|,31;7;25;37|31;7;25;37|,27;6;26;41|27;6;26;41|,27;6;26;41|27;6;26;41|,100|100|,0;0;0;0|0;0;0;0|,100|100|,27;6;26;41|27;6;26;41|,27;6;26;41|27;6;26;41|,100|100|,100|100|
15,100|100|,27;6;26;41|27;6;26;41|,0.0|0.0|,27;6;26;41|27;6;26;41|,24;5;24;47|24;5;24;47|,24;5;24;47|24;5;24;47|,100|100|,0;0;0;0|0;0;0;0|,100|100|,24;5;24;47|24;5;24;47|,24;5;24;47|24;5;24;47|,100|100|,100|100|
16,100|100|,24;5;24;47|24;5;24;47|,0.0|0.0|,24;5;24;47|24;5;24;47|,20;5;23;52|20;5;23;52|,20;5;23;52|20;5;23;52|,100|100|,0;0;0;0|0;0;0;0|,100|100|,20;5;23;52|20;5;23;52|,20;5;23;52|20;5;23;52|,100|100|,100|100|
17,100|100|,20;5;23;52|20;5;23;52|,0.0|0.0|,20;5;23;52|20;5;23;52|,19;4;19;58|19;4;19;58|,19;4;19;58|19;4;19;58|,100|100|,0;0;0;0|0;0;0;0|,100|100|,19;4;19;58|19;4;19;58|,19;4;19;58|19;4;19;58|,100|100|,100|100|
18,100|100|,19;4;19;58|19;4;19;58|,0.0|0.0|,19;4;19;58|19;4;19;58|,16;6;17;61|16;6;17;61|,16;6;17;61|16;6;17;61|,100|100|,0;0;0;0|0;0;0;0|,100|100|,16;6;17;61|16;6;17;61|,16;6;17;61|16;6;17;61|,100|100|,100|100|
19,100|100|,16;6;17;61|16;6;17;61|,0.0|0.0|,16;6;17;61|16;6;17;61|,14;6;14;66|14;6;14;66|,14;6;14;66|14;6;14;66|,100|100|,0;0;0;0|0;0;0;0|,100|100|,14;6;14;66|14;6;14;66|,14;6;14;66|14;6;14;66|,100|100|,100|100|
20,100|100|,14;6;14;66|14;6;14;66|,0.0|0.0|,14;6;14;66|14;6;14;66|,11;6;16;67|11;6;16;67|,11;6;16;67|11;6;16;67|,100|100|,0;0;0;0|0;0;0;0|,100|100|,11;6;16;67|11;6;16;67|,11;6;16;67|11;6;16;67|,100|100|,100|100|
21,100|100|,11;6;16;67|11;6;16;67|,0.0|0.0|,11;6;16;67|11;6;16;67|,10;3;17;70|10;3;17;70|,10;3;17;70|10;3;17;70|,100|100|,0;0;0;0|0;0;0;0|,100|100|,10;3;17;70|10;3;17;70|,10;3;17;70|10;3;17;70|,100|100|,100|100|
22,100|100|,10;3;17;70|10;3;17;70|,0.0|0.0|,10;3;17;70|10;3;17;70|,10;1;16;73|10;1;16;73|,10;1;16;73|10;1;16;73|,100|100|,0;0;0;0|0;0;0;0|,100|100|,10;1;16;73|10;1;16;73|,10;1;16;73|10;1;16;73|,100|100|,100|100|
23,100|100|,10;1;16;73|10;1;16;73|,0.0|0.0|,10;1;16;73|10;1;16;73|,9;2;14;75|9;2;14;75|,9;2;14;75|9;2;14;75|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;2;14;75|9;2;14;75|,9;2;14;75|9;2;14;75|,100|100|,100|100|
24,100|100|,9;2;14;75|9;2;14;75|,0.0|0.0|,9;2;14;75|9;2;14;75|,7;3;11;79|7;3;11;79|,7;3;11;79|7;3;11;79|,100|100|,0;0;0;0|0;0;0;0|,100|100|,7;3;11;79|7;3;11;79|,7;3;11;79|7;3;11;79|,100|100|,100|100|
25,100|100|,7;3;11;79|7;3;11;79|,0.0|0.0|,7;3;11;79|7;3;11;79|,7;2;10;81|7;2;10;81|,7;2;10;81|7;2;10;81|,100|100|,0;0;0;0|0;0;0;0|,100|100|,7;2;10;81|7;2;10;81|,7;2;10;81|7;2;10;81|,100|100|,100|100|
26,100|100|,7;2;10;81|7;2;10;81|,0.0|0.0|,7;2;10;81|7;2;10;81|,7;1;9;83|7;1;9;83|,7;1;9;83|7;1;9;83|,100|100|,0;0;0;0|0;0;0;0|,100|100|,7;1;9;83|7;1;9;83|,7;1;9;83|7;1;9;83|,100|100|,100|100|
27,100|100|,7;1;9;83|7;1;9;83|,0.0|0.0|,7;1;9;83|7;1;9;83|,7;0;10;83|7;0;10;83|,7;0;10;83|7;0;10;83|,100|100|,0;0;0;0|0;0;0;0|,100|100|,7;0;10;83|7;0;10;83|,7;0;10;83|7;0;10;83|,100|100|,100|100|
28,100|100|,7;0;10;83|7;0;10;83|,0.0|0.0|,7;0;10;83|7;0;10;83|,7;0;10;83|7;0;10;83|,7;0;10;83|7;0;10;83|,100|100|,0;0;0;0|0;0;0;0|,100|100|,7;0;10;83|7;0;10;83|,7;0;10;83|7;0;10;83|,100|100|,100|100|
29,100|100|,7;0;10;83|7;0;10;83|,0.0|0.0|,7;0;10;83|7;0;10;83|,6;1;7;86|6;1;7;86|,6;1;7;86|6;1;7;86|,100|100|,0;0;0;0|0;0;0;0|,100|100|,6;1;7;86|6;1;7;86|,6;1;7;86|6;1;7;86|,100|100|,100|100|
30,100|100|,6;1;7;86|6;1;7;86|,0.0|0.0|,6;1;7;86|6;1;7;86|,5;2;5;88|5;2;5;88|,5;2;5;88|5;2;5;88|,100|100|,0;0;0;0|0;0;0;0|,100|100|,5;2;5;88|5;2;5;88|,5;2;5;88|5;2;5;88|,100|100|,100|100|
