Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,90;0;10;0|90;0;10;0|,90;0;10;0|90;0;10;0|,85;5;7;3|85;5;7;3|,85;5;7;3|85;5;7;3|,100|100|,0;0;0;0|0;0;0;0|,100|100|,85;5;7;3|85;5;7;3|,85;5;7;3|85;5;7;3|,100|100|,100|100|
1,100|100|,85;5;7;3|85;5;7;3|,85;5;7;3|85;5;7;3|,80;7;9;4|80;7;9;4|,80;7;9;4|80;7;9;4|,100|100|,0;0;0;0|0;0;0;0|,100|100|,80;7;9;4|80;7;9;4|,80;7;9;4|80;7;9;4|,100|100|,100|100|
2,100|100|,80;7;9;4|80;7;9;4|,80;7;9;4|80;7;9;4|,78;3;11;8|78;3;11;8|,78;3;11;8|78;3;11;8|,100|100|,0;0;0;0|0;0;0;0|,100|100|,78;3;11;8|78;3;11;8|,78;3;11;8|78;3;11;8|,100|100|,100|100|
3,100|100|,78;3;11;8|78;3;11;8|,78;3;11;8|78;3;11;8|,70;9;10;11|70;9;10;11|,70;9;10;11|70;9;10;11|,100|100|,0;0;0;0|0;0;0;0|,100|100|,70;9;10;11|70;9;10;11|,70;9;10;11|70;9;10;11|,100|100|,100|100|
4,100|100|,70;9;10;11|70;9;10;11|,70;9;10;11|70;9;10;11|,67;7;13;13|67;7;13;13|,67;7;13;13|67;7;13;13|,100|100|,0;0;0;0|0;0;0;0|,100|100|,67;7;13;13|67;7;13;13|,67;7;13;13|67;7;13;13|,100|100|,100|100|
5,100|100|,67;7;13;13|67;7;13;13|,67;7;13;13|67;7;13;13|,63;7;16;14|63;7;16;14|,63;7;16;14|63;7;16;14|,100|100|,0;0;0;0|0;0;0;0|,100|100|,63;7;16;14|63;7;16;14|,63;7;16;14|63;7;16;14|,100|100|,100|100|
6,100|100|,63;7;16;14|63;7;16;14|,63;7;16;14|63;7;16;14|,60;5;16;19|60;5;16;19|,60;5;16;19|60;5;16;19|,100|100|,0;0;0;0|0;0;0;0|,100|100|,60;5;16;19|60;5;16;19|,60;5;16;19|60;5;16;19|,100|100|,100|100|
7,100|100|,60;5;16;19|60;5;16;19|,60;5;16;19|60;5;16;19|,52;11;13;24|52;11;13;24|,52;11;13;24|52;11;13;24|,100|100|,0;0;0;0|0;0;0;0|,100|100|,52;11;13;24|52;11;13;24|,52;11;13;24|52;11;13;24|,100|100|,100|100|
8,100|100|,52;11;13;24|52;11;13;24|,52;11;13;24|52;11;13;24|,49;10;12;29|49;10;12;29|,49;10;12;29|49;10;12;29|,100|100|,0;0;0;0|0;0;0;0|,100|100|,49;10;12;29|49;10;12;29|,49;10;12;29|49;10;12;29|,100|100|,100|100|
9,100|100|,49;10;12;29|49;10;12;29|,49;10;12;29|49;10;12;29|,47;8;15;30|47;8;15;30|,47;8;15;30|47;8;15;30|,100|100|,0;0;0;0|0;0;0;0|,100|100|,47;8;15;30|47;8;15;30|,47;8;15;30|47;8;15;30|,100|100|,100|100|
10,100|100|,47;8;15;30|47;8;15;30|,47;8;15;30|47;8;15;30|,43;10;14;33|43;10;14;33|,43;10;14;33|43;10;14;33|,100|100|,0;0;0;0|0;0;0;0|,100|100|,43;10;14;33|43;10;14;33|,43;10;14;33|43;10;14;33|,100|100|,100|100|
11,100|100|,43;10;14;33|43;10;14;33|,43;10;14;33|43;10;14;33|,41;6;16;37|41;6;16;37|,41;6;16;37|41;6;16;37|,100|100|,0;0;0;0|0;0;0;0|,100|100|,41;6;16;37|41;6;16;37|,41;6;16;37|41;6;16;37|,100|100|,100|100|
12,100|100|,41;6;16;37|41;6;16;37|,41;6;16;37|41;6;16;37|,34;10;16;40|34;10;16;40|,34;10;16;40|34;10;16;40|,100|100|,0;0;0;0|0;0;0;0|,100|100|,34;10;16;40|34;10;16;40|,34;10;16;40|34;10;16;40|,100|100|,100|100|
13,100|100|,34;10;16;40|34;10;16;40|,34;10;16;40|34;10;16;40|,29;9;16;46|29;9;16;46|,29;9;16;46|29;9;16;46|,100|100|,0;0;0;0|0;0;0;0|,100|100|,29;9;16;46|29;9;16;46|,29;9;16;46|29;9;16;46|,100|100|,100|100|
14,100|100|,29;9;16;46|29;9;16;46|,29;9;16;46|29;9;16;46|,24;11;15;50|24;11;15;50|,24;11;15;50|24;11;15;50|,100|100|,0;0;0;0|0;0;0;0|,100|100|,24;11;15;50|24;11;15;50|,24;11;15;50|24;11;15;50|,100|100|,100|100|
15,100|100|,24;11;15;50|24;11;15;50|,24;11;15;50|24;11;15;50|,21;6;19;54|21;6;19;54|,21;6;19;54|21;6;19;54|,100|100|,0;0;0;0|0;0;0;0|,100|100|,21;6;19;54|21;6;19;54|,21;6;19;54|21;6;19;54|,100|100|,100|100|
16,100|100|,21;6;19;54|21;6;19;54|,21;6;19;54|21;6;19;54|,17;8;16;59|17;8;16;59|,17;8;16;59|17;8;16;59|,100|100|,0;0;0;0|0;0;0;0|,100|100|,17;8;16;59|17;8;16;59|,17;8;16;59|17;8;16;59|,100|100|,100|100|
17,100|100|,17;8;16;59|17;8;16;59|,17;8;16;59|17;8;16;59|,16;7;13;64|16;7;13;64|,16;7;13;64|16;7;13;64|,100|100|,0;0;0;0|0;0;0;0|,100|100|,16;7;13;64|16;7;13;64|,16;7;13;64|16;7;13;64|,100|100|,100|100|
18,100|100|,16;7;13;64|16;7;13;64|,16;7;13;64|16;7;13;64|,16;4;12;68|16;4;12;68|,16;4;12;68|16;4;12;68|,100|100|,0;0;0;0|0;0;0;0|,100|100|,16;4;12;68|16;4;12;68|,16;4;12;68|16;4;12;68|,100|100|,100|100|
19,100|100|,16;4;12;68|16;4;12;68|,16;4;12;68|16;4;12;68|,16;2;12;70|16;2;12;70|,16;2;12;70|16;2;12;70|,100|100|,0;0;0;0|0;0;0;0|,100|100|,16;2;12;70|16;2;12;70|,16;2;12;70|16;2;12;70|,100|100|,100|100|
20,100|100|,16;2;12;70|16;2;12;70|,16;2;12;70|16;2;12;70|,15;2;12;71|15;2;12;71|,15;2;12;71|15;2;12;71|,100|100|,0;0;0;0|0;0;0;0|,100|100|,15;2;12;71|15;2;12;71|,15;2;12;71|15;2;12;71|,100|100|,100|100|
21,100|100|,15;2;12;71|15;2;12;71|,15;2;12;71|15;2;12;71|,15;1;10;74|15;1;10;74|,15;1;10;74|15;1;10;74|,100|100|,0;0;0;0|0;0;0;0|,100|100|,15;1;10;74|15;1;10;74|,15;1;10;74|15;1;10;74|,100|100|,100|100|
22,100|100|,15;1;10;74|15;1;10;74|,15;1;10;74|15;1;10;74|,15;0;9;76|15;0;9;76|,15;0;9;76|15;0;9;76|,100|100|,0;0;0;0|0;0;0;0|,100|100|,15;0;9;76|15;0;9;76|,15;0;9;76|15;0;9;76|,100|100|,100|100|
23,100|100|,15;0;9;76|15;0;9;76|,15;0;9;76|15;0;9;76|,14;1;8;77|14;1;8;77|,14;1;8;77|14;1;8;77|,100|100|,0;0;0;0|0;0;0;0|,100|100|,14;1;8;77|14;1;8;77|,14;1;8;77|14;1;8;77|,100|100|,100|100|
24,100|100|,14;1;8;77|14;1;8;77|,14;1;8;77|14;1;8;77|,14;1;7;78|14;1;7;78|,14;1;7;78|14;1;7;78|,100|100|,0;0;0;0|0;0;0;0|,100|100|,14;1;7;78|14;1;7;78|,14;1;7;78|14;1;7;78|,100|100|,100|100|
25,100|100|,14;1;7;78|14;1;7;78|,14;1;7;78|14;1;7;78|,14;0;8;78|14;0;8;78|,14;0;8;78|14;0;8;78|,100|100|,0;0;0;0|0;0;0;0|,100|100|,14;0;8;78|14;0;8;78|,14;0;8;78|14;0;8;78|,100|100|,100|100|
26,100|100|,14;0;8;78|14;0;8;78|,14;0;8;78|14;0;8;78|,13;1;3;83|13;1;3;83|,13;1;3;83|13;1;3;83|,100|100|,0;0;0;0|0;0;0;0|,100|100|,13;1;3;83|13;1;3;83|,13;1;3;83|13;1;3;83|,100|100|,100|100|
27,100|100|,13;1;3;83|13;1;3;83|,13;1;3;83|13;1;3;83|,13;0;4;83|13;0;4;83|,13;0;4;83|13;0;4;83|,100|100|,0;0;0;0|0;0;0;0|,100|100|,13;0;4;83|13;0;4;83|,13;0;4;83|13;0;4;83|,100|100|,100|100|
28,100|100|,13;0;4;83|13;0;4;83|,13;0;4;83|13;0;4;83|,13;0;4;83|13;0;4;83|,13;0;4;83|13;0;4;83|,100|100|,0;0;0;0|0;0;0;0|,100|100|,13;0;4;83|13;0;4;83|,13;0;4;83|13;0;4;83|,100|100|,100|100|
29,100|100|,13;0;4;83|13;0;4;83|,13;0;4;83|13;0;4;83|,13;0;2;85|13;0;2;85|,13;0;2;85|13;0;2;85|,100|100|,0;0;0;0|0;0;0;0|,100|100|,13;0;2;85|13;0;2;85|,13;0;2;85|13;0;2;85|,100|100|,100|100|
30,100|100|,13;0;2;85|13;0;2;85|,13;0;2;85|13;0;2;85|,12;1;1;86|12;1;1;86|,12;1;1;86|12;1;1;86|,100|100|,0;0;0;0|0;0;0;0|,100|100|,12;1;1;86|12;1;1;86|,12;1;1;86|12;1;1;86|,100|100|,100|100|
31,100|100|,12;1;1;86|12;1;1;86|,12;1;1;86|12;1;1;86|,12;1;1;86|12;1;1;86|,12;1;1;86|12;1;1;86|,100|100|,0;0;0;0|0;0;0;0|,100|100|,12;1;1;86|12;1;1;86|,12;1;1;86|12;1;1;86|,100|100|,100|100|
32,100|100|,12;1;1;86|12;1;1;86|,12;1;1;86|12;1;1;86|,12;1;1;86|12;1;1;86|,12;1;1;86|12;1;1;86|,100|100|,0;0;0;0|0;0;0;0|,100|100|,12;1;1;86|12;1;1;86|,12;1;1;86|12;1;1;86|,100|100|,100|100|
33,100|100|,12;1;1;86|12;1;1;86|,12;1;1;86|12;1;1;86|,12;0;2;86|12;0;2;86|,12;0;2;86|12;0;2;86|,100|100|,0;0;0;0|0;0;0;0|,100|100|,12;0;2;86|12;0;2;86|,12;0;2;86|12;0;2;86|,100|100|,100|100|
34,100|100|,12;0;2;86|12;0;2;86|,12;0;2;86|12;0;2;86|,12;0;2;86|12;0;2;86|,12;0;2;86|12;0;2;86|,100|100|,0;0;0;0|0;0;0;0|,100|100|,12;0;2;86|12;0;2;86|,12;0;2;86|12;0;2;86|,100|100|,100|100|
