Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,91;9;0|91;9;0|,0.0|0.0|,91;9;0|91;9;0|,86;11;3|86;11;3|,86;11;3|86;11;3|,100|100|,0;0;0|0;0;0|,100|100|,86;11;3|86;11;3|,86;11;3|86;11;3|,100|100|,100|100|
1,100|100|,86;11;3|86;11;3|,0.0|0.0|,86;11;3|86;11;3|,81;12;7|81;12;7|,81;12;7|81;12;7|,100|100|,0;0;0|0;0;0|,100|100|,81;12;7|81;12;7|,81;12;7|81;12;7|,100|100|,100|100|
2,100|100|,81;12;7|81;12;7|,0.0|0.0|,81;12;7|81;12;7|,76;16;8|76;16;8|,76;16;8|76;16;8|,100|100|,0;0;0|0;0;0|,100|100|,76;16;8|76;16;8|,76;16;8|76;16;8|,100|100|,100|100|
3,100|100|,76;16;8|76;16;8|,0.0|0.0|,76;16;8|76;16;8|,73;18;9|73;18;9|,73;18;9|73;18;9|,100|100|,0;0;0|0;0;0|,100|100|,73;18;9|73;18;9|,73;18;9|73;18;9|,100|100|,100|100|
4,100|100|,73;18;9|73;18;9|,0.0|0.0|,73;18;9|73;18;9|,65;23;12|65;23;12|,65;23;12|65;23;12|,100|100|,0;0;0|0;0;0|,100|100|,65;23;12|65;23;12|,65;23;12|65;23;12|,100|100|,100|100|
5,100|100|,65;23;12|65;23;12|,0.0|0.0|,65;23;12|65;23;12|,57;24;19|57;24;19|,57;24;19|57;24;19|,100|100|,0;0;0|0;0;0|,100|100|,57;24;19|57;24;19|,57;24;19|57;24;19|,100|100|,100|100|
6,100|100|,57;24;19|57;24;19|,0.0|0.0|,57;24;19|57;24;19|,51;26;23|51;26;23|,51;26;23|51;26;23|,100|100|,0;0;0|0;0;0|,100|100|,51;26;23|51;26;23|,51;26;23|51;26;23|,100|100|,100|100|
7,100|100|,51;26;23|51;26;23|,0.0|0.0|,51;26;23|51;26;23|,46;24;30|46;24;30|,46;24;30|46;24;30|,100|100|,0;0;0|0;0;0|,100|100|,46;24;30|46;24;30|,46;24;30|46;24;30|,100|100|,100|100|
8,100|100|,46;24;30|46;24;30|,0.0|0.0|,46;24;30|46;24;30|,34;30;36|34;30;36|,34;30;36|34;30;36|,100|100|,0;0;0|0;0;0|,100|100|,34;30;36|34;30;36|,34;30;36|34;30;36|,100|100|,100|100|
9,100|100|,34;30;36|34;30;36|,0.0|0.0|,34;30;36|34;30;36|,27;32;41|27;32;41|,27;32;41|27;32;41|,100|100|,0;0;0|0;0;0|,100|100|,27;32;41|27;32;41|,27;32;41|27;32;41|,100|100|,100|100|
10,100|100|,27;32;41|27;32;41|,0.0|0.0|,27;32;41|27;32;41|,20;29;51|20;29;51|,20;29;51|20;29;51|,100|100|,0;0;0|0;0;0|,100|100|,20;29;51|20;29;51|,20;29;51|20;29;51|,100|100|,100|100|
11,100|100|,20;29;51|20;29;51|,0.0|0.0|,20;29;51|20;29;51|,17;25;58|17;25;58|,17;25;58|17;25;58|,100|100|,0;0;0|0;0;0|,100|100|,17;25;58|17;25;58|,17;25;58|17;25;58|,100|100|,100|100|
12,100|100|,17;25;58|17;25;58|,0.0|0.0|,17;25;58|17;25;58|,12;25;63|12;25;63|,12;25;63|12;25;63|,100|100|,0;0;0|0;0;0|,100|100|,12;25;63|12;25;63|,12;25;63|12;25;63|,100|100|,100|100|
13,100|100|,12;25;63|12;25;63|,0.0|0.0|,12;25;63|12;25;63|,10;24;66|10;24;66|,10;24;66|10;24;66|,100|100|,0;0;0|0;0;0|,100|100|,10;24;66|10;24;66|,10;24;66|10;24;66|,100|100|,100|100|
14,100|100|,10;24;66|10;24;66|,0.0|0.0|,10;24;66|10;24;66|,10;20;70|10;20;70|,10;20;70|10;20;70|,100|100|,0;0;0|0;0;0|,100|100|,10;20;70|10;20;70|,10;20;70|10;20;70|,100|100|,100|100|
15,100|100|,10;20;70|10;20;70|,0.0|0.0|,10;20;70|10;20;70|,8;20;72|8;20;72|,8;20;72|8;20;72|,100|100|,0;0;0|0;0;0|,100|100|,8;20;72|8;20;72|,8;20;72|8;20;72|,100|100|,100|100|
16,100|100|,8;20;72|8;20;72|,0.0|0.0|,8;20;72|8;20;72|,8;13;79|8;13;79|,8;13;79|8;13;79|,100|100|,0;0;0|0;0;0|,100|100|,8;13;79|8;13;79|,8;13;79|8;13;79|,100|100|,100|100|
17,100|100|,8;13;79|8;13;79|,0.0|0.0|,8;13;79|8;13;79|,6;13;81|6;13;81|,6;13;81|6;13;81|,100|100|,0;0;0|0;0;0|,100|100|,6;13;81|6;13;81|,6;13;81|6;13;81|,100|100|,100|100|
18,100|100|,6;13;81|6;13;81|,0.0|0.0|,6;13;81|6;13;81|,6;12;82|6;12;82|,6;12;82|6;12;82|,100|100|,0;0;0|0;0;0|,100|100|,6;12;82|6;12;82|,6;12;82|6;12;82|,100|100|,100|100|
19,100|100|,6;12;82|6;12;82|,0.0|0.0|,6;12;82|6;12;82|,5;12;83|5;12;83|,5;12;83|5;12;83|,100|100|,0;0;0|0;0;0|,100|100|,5;12;83|5;12;83|,5;12;83|5;12;83|,100|100|,100|100|
20,100|100|,5;12;83|5;12;83|,0.0|0.0|,5;12;83|5;12;83|,5;7;88|5;7;88|,5;7;88|5;7;88|,100|100|,0;0;0|0;0;0|,100|100|,5;7;88|5;7;88|,5;7;88|5;7;88|,100|100|,100|100|
