Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,90;10;0|90;10;0|,10.0|10.0|,90;10;0|90;10;0|,86;13;1|86;13;1|,86;13;1|86;13;1|,100|100|,0;0;0|0;0;0|,100|100|,86;13;1|86;13;1|,86;13;1|86;13;1|,100|100|,100|100|
1,100|100|,86;13;1|86;13;1|,9.8|9.8|,86;13;1|86;13;1|,81;18;1|81;18;1|,81;18;1|81;18;1|,100|100|,0;0;0|0;0;0|,100|100|,81;18;1|81;18;1|,81;18;1|81;18;1|,100|100|,100|100|
2,100|100|,81;18;1|81;18;1|,10.13|10.13|,81;18;1|81;18;1|,76;23;1|76;23;1|,76;23;1|76;23;1|,100|100|,0;0;0|0;0;0|,100|100|,76;23;1|76;23;1|,76;23;1|76;23;1|,100|100|,100|100|
3,100|100|,76;23;1|76;23;1|,10.91|10.91|,76;23;1|76;23;1|,68;30;2|68;30;2|,68;30;2|68;30;2|,100|100|,0;0;0|0;0;0|,100|100|,68;30;2|68;30;2|,68;30;2|68;30;2|,100|100|,100|100|
4,100|100|,68;30;2|68;30;2|,12.27|12.27|,68;30;2|68;30;2|,62;35;3|62;35;3|,62;35;3|62;35;3|,100|100|,0;0;0|0;0;0|,100|100|,62;35;3|62;35;3|,62;35;3|62;35;3|,100|100|,100|100|
5,100|100|,62;35;3|62;35;3|,13.93|13.93|,62;35;3|62;35;3|,55;41;4|55;41;4|,55;41;4|55;41;4|,100|100|,0;0;0|0;0;0|,100|100|,55;41;4|55;41;4|,55;41;4|55;41;4|,100|100|,100|100|
6,100|100|,55;41;4|55;41;4|,15.94|15.94|,55;41;4|55;41;4|,43;51;6|43;51;6|,43;51;6|43;51;6|,100|100|,0;0;0|0;0;0|,100|100|,43;51;6|43;51;6|,43;51;6|43;51;6|,100|100|,100|100|
7,100|100|,43;51;6|43;51;6|,18.65|18.65|,43;51;6|43;51;6|,37;56;7|37;56;7|,37;56;7|37;56;7|,100|100|,0;0;0|0;0;0|,100|100|,37;56;7|37;56;7|,37;56;7|37;56;7|,100|100|,100|100|
8,100|100|,37;56;7|37;56;7|,21.45|21.45|,37;56;7|37;56;7|,30;60;10|30;60;10|,30;60;10|30;60;10|,100|100|,0;0;0|0;0;0|,100|100|,30;60;10|30;60;10|,30;60;10|30;60;10|,100|100|,100|100|
9,100|100|,30;60;10|30;60;10|,24.24|24.24|,30;60;10|30;60;10|,21;64;15|21;64;15|,21;64;15|21;64;15|,100|100|,0;0;0|0;0;0|,100|100|,21;64;15|21;64;15|,21;64;15|21;64;15|,100|100|,100|100|
10,100|100|,21;64;15|21;64;15|,27.0|27.0|,21;64;15|21;64;15|,15;66;19|15;66;19|,15;66;19|15;66;19|,100|100|,0;0;0|0;0;0|,100|100|,15;66;19|15;66;19|,15;66;19|15;66;19|,100|100|,100|100|
11,100|100|,15;66;19|15;66;19|,29.55|29.55|,15;66;19|15;66;19|,12;67;21|12;67;21|,12;67;21|12;67;21|,100|100|,0;0;0|0;0;0|,100|100|,12;67;21|12;67;21|,12;67;21|12;67;21|,100|100|,100|100|
12,100|100|,12;67;21|12;67;21|,31.82|31.82|,12;67;21|12;67;21|,9;66;25|9;66;25|,9;66;25|9;66;25|,100|100|,0;0;0|0;0;0|,100|100|,9;66;25|9;66;25|,9;66;25|9;66;25|,100|100|,100|100|
13,100|100|,9;66;25|9;66;25|,33.65|33.65|,9;66;25|9;66;25|,3;68;29|3;68;29|,3;68;29|3;68;29|,100|100|,0;0;0|0;0;0|,100|100|,3;68;29|3;68;29|,3;68;29|3;68;29|,100|100|,100|100|
14,100|100|,3;68;29|3;68;29|,35.4|35.4|,3;68;29|3;68;29|,3;66;31|3;66;31|,3;66;31|3;66;31|,100|100|,0;0;0|0;0;0|,100|100|,3;66;31|3;66;31|,3;66;31|3;66;31|,100|100|,100|100|
15,100|100|,3;66;31|3;66;31|,36.69|36.69|,3;66;31|3;66;31|,1;64;35|1;64;35|,1;64;35|1;64;35|,100|100|,0;0;0|0;0;0|,100|100|,1;64;35|1;64;35|,1;64;35|1;64;35|,100|100|,100|100|
16,100|100|,1;64;35|1;64;35|,37.59|37.59|,1;64;35|1;64;35|,0;63;37|0;63;37|,0;63;37|0;63;37|,100|100|,0;0;0|0;0;0|,100|100|,0;63;37|0;63;37|,0;63;37|0;63;37|,100|100|,100|100|
17,100|100|,0;63;37|0;63;37|,38.25|38.25|,0;63;37|0;63;37|,0;59;41|0;59;41|,0;59;41|0;59;41|,100|100|,0;0;0|0;0;0|,100|100|,0;59;41|0;59;41|,0;59;41|0;59;41|,100|100|,100|100|
