Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,92;0;8;0|92;0;8;0|,92;0;8;0|92;0;8;0|,87;5;8;0|87;5;8;0|,87;5;8;0|87;5;8;0|,100|100|,0;0;0;0|0;0;0;0|,100|100|,87;5;8;0|87;5;8;0|,87;5;8;0|87;5;8;0|,100|100|,100|100|
1,100|100|,87;5;8;0|87;5;8;0|,87;5;8;0|87;5;8;0|,85;4;8;3|85;4;8;3|,85;4;8;3|85;4;8;3|,100|100|,0;0;0;0|0;0;0;0|,100|100|,85;4;8;3|85;4;8;3|,85;4;8;3|85;4;8;3|,100|100|,100|100|
2,100|100|,85;4;8;3|85;4;8;3|,85;4;8;3|85;4;8;3|,84;4;8;4|84;4;8;4|,84;4;8;4|84;4;8;4|,100|100|,0;0;0;0|0;0;0;0|,100|100|,84;4;8;4|84;4;8;4|,84;4;8;4|84;4;8;4|,100|100|,100|100|
3,100|100|,84;4;8;4|84;4;8;4|,84;4;8;4|84;4;8;4|,82;5;9;4|82;5;9;4|,82;5;9;4|82;5;9;4|,100|100|,0;0;0;0|0;0;0;0|,100|100|,82;5;9;4|82;5;9;4|,82;5;9;4|82;5;9;4|,100|100|,100|100|
4,100|100|,82;5;9;4|82;5;9;4|,82;5;9;4|82;5;9;4|,81;4;8;7|81;4;8;7|,81;4;8;7|81;4;8;7|,100|100|,0;0;0;0|0;0;0;0|,100|100|,81;4;8;7|81;4;8;7|,81;4;8;7|81;4;8;7|,100|100|,100|100|
5,100|100|,81;4;8;7|81;4;8;7|,81;4;8;7|81;4;8;7|,78;5;8;9|78;5;8;9|,78;5;8;9|78;5;8;9|,100|100|,0;0;0;0|0;0;0;0|,100|100|,78;5;8;9|78;5;8;9|,78;5;8;9|78;5;8;9|,100|100|,100|100|
6,100|100|,78;5;8;9|78;5;8;9|,78;5;8;9|78;5;8;9|,76;4;11;9|76;4;11;9|,76;4;11;9|76;4;11;9|,100|100|,0;0;0;0|0;0;0;0|,100|100|,76;4;11;9|76;4;11;9|,76;4;11;9|76;4;11;9|,100|100|,100|100|
7,100|100|,76;4;11;9|76;4;11;9|,76;4;11;9|76;4;11;9|,70;9;10;11|70;9;10;11|,70;9;10;11|70;9;10;11|,100|100|,0;0;0;0|0;0;0;0|,100|100|,70;9;10;11|70;9;10;11|,70;9;10;11|70;9;10;11|,100|100|,100|100|
8,100|100|,70;9;10;11|70;9;10;11|,70;9;10;11|70;9;10;11|,66;7;15;12|66;7;15;12|,66;7;15;12|66;7;15;12|,100|100|,0;0;0;0|0;0;0;0|,100|100|,66;7;15;12|66;7;15;12|,66;7;15;12|66;7;15;12|,100|100|,100|100|
9,100|100|,66;7;15;12|66;7;15;12|,66;7;15;12|66;7;15;12|,61;10;14;15|61;10;14;15|,61;10;14;15|61;10;14;15|,100|100|,0;0;0;0|0;0;0;0|,100|100|,61;10;14;15|61;10;14;15|,61;10;14;15|61;10;14;15|,100|100|,100|100|
10,100|100|,61;10;14;15|61;10;14;15|,61;10;14;15|61;10;14;15|,53;11;16;20|53;11;16;20|,53;11;16;20|53;11;16;20|,100|100|,0;0;0;0|0;0;0;0|,100|100|,53;11;16;20|53;11;16;20|,53;11;16;20|53;11;16;20|,100|100|,100|100|
11,100|100|,53;11;16;20|53;11;16;20|,53;11;16;20|53;11;16;20|,51;8;17;24|51;8;17;24|,51;8;17;24|51;8;17;24|,100|100|,0;0;0;0|0;0;0;0|,100|100|,51;8;17;24|51;8;17;24|,51;8;17;24|51;8;17;24|,100|100|,100|100|
12,100|100|,51;8;17;24|51;8;17;24|,51;8;17;24|51;8;17;24|,46;11;18;25|46;11;18;25|,46;11;18;25|46;11;18;25|,100|100|,0;0;0;0|0;0;0;0|,100|100|,46;11;18;25|46;11;18;25|,46;11;18;25|46;11;18;25|,100|100|,100|100|
13,100|100|,46;11;18;25|46;11;18;25|,46;11;18;25|46;11;18;25|,38;13;22;27|38;13;22;27|,38;13;22;27|38;13;22;27|,100|100|,0;0;0;0|0;0;0;0|,100|100|,38;13;22;27|38;13;22;27|,38;13;22;27|38;13;22;27|,100|100|,100|100|
14,100|100|,38;13;22;27|38;13;22;27|,38;13;22;27|38;13;22;27|,35;7;27;31|35;7;27;31|,35;7;27;31|35;7;27;31|,100|100|,0;0;0;0|0;0;0;0|,100|100|,35;7;27;31|35;7;27;31|,35;7;27;31|35;7;27;31|,100|100|,100|100|
15,100|100|,35;7;27;31|35;7;27;31|,35;7;27;31|35;7;27;31|,32;9;25;34|32;9;25;34|,32;9;25;34|32;9;25;34|,100|100|,0;0;0;0|0;0;0;0|,100|100|,32;9;25;34|32;9;25;34|,32;9;25;34|32;9;25;34|,100|100|,100|100|
16,100|100|,32;9;25;34|32;9;25;34|,32;9;25;34|32;9;25;34|,30;6;27;37|30;6;27;37|,30;6;27;37|30;6;27;37|,100|100|,0;0;0;0|0;0;0;0|,100|100|,30;6;27;37|30;6;27;37|,30;6;27;37|30;6;27;37|,100|100|,100|100|
