Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,88;0;12;0|88;0;12;0|,0.0|0.0|,88;0;12;0|88;0;12;0|,81;7;10;2|81;7;10;2|,81;7;10;2|81;7;10;2|,100|100|,0;0;0;0|0;0;0;0|,100|100|,81;7;10;2|81;7;10;2|,81;7;10;2|81;7;10;2|,100|100|,100|100|
1,100|100|,81;7;10;2|81;7;10;2|,0.0|0.0|,81;7;10;2|81;7;10;2|,78;9;11;2|78;9;11;2|,78;9;11;2|78;9;11;2|,100|100|,0;0;0;0|0;0;0;0|,100|100|,78;9;11;2|78;9;11;2|,78;9;11;2|78;9;11;2|,100|100|,100|100|
2,100|100|,78;9;11;2|78;9;11;2|,0.0|0.0|,78;9;11;2|78;9;11;2|,75;8;12;5|75;8;12;5|,75;8;12;5|75;8;12;5|,100|100|,0;0;0;0|0;0;0;0|,100|100|,75;8;12;5|75;8;12;5|,75;8;12;5|75;8;12;5|,100|100|,100|100|
3,100|100|,75;8;12;5|75;8;12;5|,0.0|0.0|,75;8;12;5|75;8;12;5|,70;7;15;8|70;7;15;8|,70;7;15;8|70;7;15;8|,100|100|,0;0;0;0|0;0;0;0|,100|100|,70;7;15;8|70;7;15;8|,70;7;15;8|70;7;15;8|,100|100|,100|100|
4,100|100|,70;7;15;8|70;7;15;8|,0.0|0.0|,70;7;15;8|70;7;15;8|,63;10;17;10|63;10;17;10|,63;10;17;10|63;10;17;10|,100|100|,0;0;0;0|0;0;0;0|,100|100|,63;10;17;10|63;10;17;10|,63;10;17;10|63;10;17;10|,100|100|,100|100|
5,100|100|,63;10;17;10|63;10;17;10|,0.0|0.0|,63;10;17;10|63;10;17;10|,59;10;17;14|59;10;17;14|,59;10;17;14|59;10;17;14|,100|100|,0;0;0;0|0;0;0;0|,100|100|,59;10;17;14|59;10;17;14|,59;10;17;14|59;10;17;14|,100|100|,100|100|
6,100|100|,59;10;17;14|59;10;17;14|,0.0|0.0|,59;10;17;14|59;10;17;14|,56;9;18;17|56;9;18;17|,56;9;18;17|56;9;18;17|,100|100|,0;0;0;0|0;0;0;0|,100|100|,56;9;18;17|56;9;18;17|,56;9;18;17|56;9;18;17|,100|100|,100|100|
7,100|100|,56;9;18;17|56;9;18;17|,0.0|0.0|,56;9;18;17|56;9;18;17|,51;10;19;20|51;10;19;20|,51;10;19;20|51;10;19;20|,100|100|,0;0;0;0|0;0;0;0|,100|100|,51;10;19;20|51;10;19;20|,51;10;19;20|51;10;19;20|,100|100|,100|100|
8,100|100|,51;10;19;20|51;10;19;20|,0.0|0.0|,51;10;19;20|51;10;19;20|,47;9;16;28|47;9;16;28|,47;9;16;28|47;9;16;28|,100|100|,0;0;0;0|0;0;0;0|,100|100|,47;9;16;28|47;9;16;28|,47;9;16;28|47;9;16;28|,100|100|,100|100|
9,100|100|,47;9;16;28|47;9;16;28|,0.0|0.0|,47;9;16;28|47;9;16;28|,39;12;15;34|39;12;15;34|,39;12;15;34|39;12;15;34|,100|100|,0;0;0;0|0;0;0;0|,100|100|,39;12;15;34|39;12;15;34|,39;12;15;34|39;12;15;34|,100|100|,100|100|
10,100|100|,39;12;15;34|39;12;15;34|,0.0|0.0|,39;12;15;34|39;12;15;34|,36;11;16;37|36;11;16;37|,36;11;16;37|36;11;16;37|,100|100|,0;0;0;0|0;0;0;0|,100|100|,36;11;16;37|36;11;16;37|,36;11;16;37|36;11;16;37|,100|100|,100|100|
11,100|100|,36;11;16;37|36;11;16;37|,0.0|0.0|,36;11;16;37|36;11;16;37|,35;8;17;40|35;8;17;40|,35;8;17;40|35;8;17;40|,100|100|,0;0;0;0|0;0;0;0|,100|100|,35;8;17;40|35;8;17;40|,35;8;17;40|35;8;17;40|,100|100|,100|100|
12,100|100|,35;8;17;40|35;8;17;40|,0.0|0.0|,35;8;17;40|35;8;17;40|,31;8;17;44|31;8;17;44|,31;8;17;44|31;8;17;44|,100|100|,0;0;0;0|0;0;0;0|,100|100|,31;8;17;44|31;8;17;44|,31;8;17;44|31;8;17;44|,100|100|,100|100|
13,100|100|,31;8;17;44|31;8;17;44|,0.0|0.0|,31;8;17;44|31;8;17;44|,28;7;15;50|28;7;15;50|,28;7;15;50|28;7;15;50|,100|100|,0;0;0;0|0;0;0;0|,100|100|,28;7;15;50|28;7;15;50|,28;7;15;50|28;7;15;50|,100|100|,100|100|
14,100|100|,28;7;15;50|28;7;15;50|,0.0|0.0|,28;7;15;50|28;7;15;50|,26;6;15;53|26;6;15;53|,26;6;15;53|26;6;15;53|,100|100|,0;0;0;0|0;0;0;0|,100|100|,26;6;15;53|26;6;15;53|,26;6;15;53|26;6;15;53|,100|100|,100|100|
15,100|100|,26;6;15;53|26;6;15;53|,0.0|0.0|,26;6;15;53|26;6;15;53|,25;2;16;57|25;2;16;57|,25;2;16;57|25;2;16;57|,100|100|,0;0;0;0|0;0;0;0|,100|100|,25;2;16;57|25;2;16;57|,25;2;16;57|25;2;16;57|,100|100|,100|100|
16,100|100|,25;2;16;57|25;2;16;57|,0.0|0.0|,25;2;16;57|25;2;16;57|,21;6;14;59|21;6;14;59|,21;6;14;59|21;6;14;59|,100|100|,0;0;0;0|0;0;0;0|,100|100|,21;6;14;59|21;6;14;59|,21;6;14;59|21;6;14;59|,100|100|,100|100|
17,100|100|,21;6;14;59|21;6;14;59|,0.0|0.0|,21;6;14;59|21;6;14;59|,20;4;16;60|20;4;16;60|,20;4;16;60|20;4;16;60|,100|100|,0;0;0;0|0;0;0;0|,100|100|,20;4;16;60|20;4;16;60|,20;4;16;60|20;4;16;60|,100|100|,100|100|
18,100|100|,20;4;16;60|20;4;16;60|,0.0|0.0|,20;4;16;60|20;4;16;60|,19;4;14;63|19;4;14;63|,19;4;14;63|19;4;14;63|,100|100|,0;0;0;0|0;0;0;0|,100|100|,19;4;14;63|19;4;14;63|,19;4;14;63|19;4;14;63|,100|100|,100|100|
19,100|100|,19;4;14;63|19;4;14;63|,0.0|0.0|,19;4;14;63|19;4;14;63|,16;4;13;67|16;4;13;67|,16;4;13;67|16;4;13;67|,100|100|,0;0;0;0|0;0;0;0|,100|100|,16;4;13;67|16;4;13;67|,16;4;13;67|16;4;13;67|,100|100|,100|100|
20,100|100|,16;4;13;67|16;4;13;67|,0.0|0.0|,16;4;13;67|16;4;13;67|,15;2;13;70|15;2;13;70|,15;2;13;70|15;2;13;70|,100|100|,0;0;0;0|0;0;0;0|,100|100|,15;2;13;70|15;2;13;70|,15;2;13;70|15;2;13;70|,100|100|,100|100|
21,100|100|,15;2;13;70|15;2;13;70|,0.0|0.0|,15;2;13;70|15;2;13;70|,15;1;9;75|15;1;9;75|,15;1;9;75|15;1;9;75|,100|100|,0;0;0;0|0;0;0;0|,100|100|,15;1;9;75|15;1;9;75|,15;1;9;75|15;1;9;75|,100|100|,100|100|
22,100|100|,15;1;9;75|15;1;9;75|,0.0|0.0|,15;1;9;75|15;1;9;75|,15;0;9;76|15;0;9;76|,15;0;9;76|15;0;9;76|,100|100|,0;0;0;0|0;0;0;0|,100|100|,15;0;9;76|15;0;9;76|,15;0;9;76|15;0;9;76|,100|100|,100|100|
23,100|100|,15;0;9;76|15;0;9;76|,0.0|0.0|,15;0;9;76|15;0;9;76|,15;0;7;78|15;0;7;78|,15;0;7;78|15;0;7;78|,100|100|,0;0;0;0|0;0;0;0|,100|100|,15;0;7;78|15;0;7;78|,15;0;7;78|15;0;7;78|,100|100|,100|100|
24,100|100|,15;0;7;78|15;0;7;78|,0.0|0.0|,15;0;7;78|15;0;7;78|,15;0;5;80|15;0;5;80|,15;0;5;80|15;0;5;80|,100|100|,0;0;0;0|0;0;0;0|,100|100|,15;0;5;80|15;0;5;80|,15;0;5;80|15;0;5;80|,100|100|,100|100|
25,100|100|,15;0;5;80|15;0;5;80|,0.0|0.0|,15;0;5;80|15;0;5;80|,15;0;3;82|15;0;3;82|,15;0;3;82|15;0;3;82|,100|100|,0;0;0;0|0;0;0;0|,100|100|,15;0;3;82|15;0;3;82|,15;0;3;82|15;0;3;82|,100|100|,100|100|
26,100|100|,15;0;3;82|15;0;3;82|,0.0|0.0|,15;0;3;82|15;0;3;82|,14;1;3;82|14;1;3;82|,14;1;3;82|14;1;3;82|,100|100|,0;0;0;0|0;0;0;0|,100|100|,14;1;3;82|14;1;3;82|,14;1;3;82|14;1;3;82|,100|100|,100|100|
27,100|100|,14;1;3;82|14;1;3;82|,0.0|0.0|,14;1;3;82|14;1;3;82|,14;0;3;83|14;0;3;83|,14;0;3;83|14;0;3;83|,100|100|,0;0;0;0|0;0;0;0|,100|100|,14;0;3;83|14;0;3;83|,14;0;3;83|14;0;3;83|,100|100|,100|100|
28,100|100|,14;0;3;83|14;0;3;83|,0.0|0.0|,14;0;3;83|14;0;3;83|,14;0;2;84|14;0;2;84|,14;0;2;84|14;0;2;84|,100|100|,0;0;0;0|0;0;0;0|,100|100|,14;0;2;84|14;0;2;84|,14;0;2;84|14;0;2;84|,100|100|,100|100|
29,100|100|,14;0;2;84|14;0;2;84|,0.0|0.0|,14;0;2;84|14;0;2;84|,14;0;2;84|14;0;2;84|,14;0;2;84|14;0;2;84|,100|100|,0;0;0;0|0;0;0;0|,100|100|,14;0;2;84|14;0;2;84|,14;0;2;84|14;0;2;84|,100|100|,100|100|
30,100|100|,14;0;2;84|14;0;2;84|,0.0|0.0|,14;0;2;84|14;0;2;84|,14;0;2;84|14;0;2;84|,14;0;2;84|14;0;2;84|,100|100|,0;0;0;0|0;0;0;0|,100|100|,14;0;2;84|14;0;2;84|,14;0;2;84|14;0;2;84|,100|100|,100|100|
31,100|100|,14;0;2;84|14;0;2;84|,0.0|0.0|,14;0;2;84|14;0;2;84|,14;0;2;84|14;0;2;84|,14;0;2;84|14;0;2;84|,100|100|,0;0;0;0|0;0;0;0|,100|100|,14;0;2;84|14;0;2;84|,14;0;2;84|14;0;2;84|,100|100|,100|100|
32,100|100|,14;0;2;84|14;0;2;84|,0.0|0.0|,14;0;2;84|14;0;2;84|,14;0;1;85|14;0;1;85|,14;0;1;85|14;0;1;85|,100|100|,0;0;0;0|0;0;0;0|,100|100|,14;0;1;85|14;0;1;85|,14;0;1;85|14;0;1;85|,100|100|,100|100|
33,100|100|,14;0;1;85|14;0;1;85|,0.0|0.0|,14;0;1;85|14;0;1;85|,14;0;1;85|14;0;1;85|,14;0;1;85|14;0;1;85|,100|100|,0;0;0;0|0;0;0;0|,100|100|,14;0;1;85|14;0;1;85|,14;0;1;85|14;0;1;85|,100|100|,100|100|
34,100|100|,14;0;1;85|14;0;1;85|,0.0|0.0|,14;0;1;85|14;0;1;85|,14;0;1;85|14;0;1;85|,14;0;1;85|14;0;1;85|,100|100|,0;0;0;0|0;0;0;0|,100|100|,14;0;1;85|14;0;1;85|,14;0;1;85|14;0;1;85|,100|100|,100|100|
35,100|100|,14;0;1;85|14;0;1;85|,0.0|0.0|,14;0;1;85|14;0;1;85|,14;0;1;85|14;0;1;85|,14;0;1;85|14;0;1;85|,100|100|,0;0;0;0|0;0;0;0|,100|100|,14;0;1;85|14;0;1;85|,14;0;1;85|14;0;1;85|,100|100|,100|100|
36,100|100|,14;0;1;85|14;0;1;85|,0.0|0.0|,14;0;1;85|14;0;1;85|,14;0;0;86|14;0;0;86|,14;0;0;86|14;0;0;86|,100|100|,0;0;0;0|0;0;0;0|,100|100|,14;0;0;86|14;0;0;86|,14;0;0;86|14;0;0;86|,100|100|,100|100|
37,100|100|,14;0;0;86|14;0;0;86|,0.0|0.0|,14;0;0;86|14;0;0;86|,14;0;0;86|14;0;0;86|,14;0;0;86|14;0;0;86|,100|100|,0;0;0;0|0;0;0;0|,100|100|,14;0;0;86|14;0;0;86|,14;0;0;86|14;0;0;86|,100|100|,100|100|
38,100|100|,14;0;0;86|14;0;0;86|,0.0|0.0|,14;0;0;86|14;0;0;86|,14;0;0;86|14;0;0;86|,14;0;0;86|14;0;0;86|,100|100|,0;0;0;0|0;0;0;0|,100|100|,14;0;0;86|14;0;0;86|,14;0;0;86|14;0;0;86|,100|100|,100|100|
39,100|100|,14;0;0;86|14;0;0;86|,0.0|0.0|,14;0;0;86|14;0;0;86|,14;0;0;86|14;0;0;86|,14;0;0;86|14;0;0;86|,100|100|,0;0;0;0|0;0;0;0|,100|100|,14;0;0;86|14;0;0;86|,14;0;0;86|14;0;0;86|,100|100|,100|100|
40,100|100|,14;0;0;86|14;0;0;86|,0.0|0.0|,14;0;0;86|14;0;0;86|,14;0;0;86|14;0;0;86|,14;0;0;86|14;0;0;86|,100|100|,0;0;0;0|0;0;0;0|,100|100|,14;0;0;86|14;0;0;86|,14;0;0;86|14;0;0;86|,100|100|,100|100|
41,100|100|,14;0;0;86|14;0;0;86|,0.0|0.0|,14;0;0;86|14;0;0;86|,14;0;0;86|14;0;0;86|,14;0;0;86|14;0;0;86|,100|100|,0;0;0;0|0;0;0;0|,100|100|,14;0;0;86|14;0;0;86|,14;0;0;86|14;0;0;86|,100|100|,100|100|
42,100|100|,14;0;0;86|14;0;0;86|,0.0|0.0|,14;0;0;86|14;0;0;86|,14;0;0;86|14;0;0;86|,14;0;0;86|14;0;0;86|,100|100|,0;0;0;0|0;0;0;0|,100|100|,14;0;0;86|14;0;0;86|,14;0;0;86|14;0;0;86|,100|100|,100|100|
43,100|100|,14;0;0;86|14;0;0;86|,0.0|0.0|,14;0;0;86|14;0;0;86|,14;0;0;86|14;0;0;86|,14;0;0;86|14;0;0;86|,100|100|,0;0;0;0|0;0;0;0|,100|100|,14;0;0;86|14;0;0;86|,14;0;0;86|14;0;0;86|,100|100|,100|100|
44,100|100|,14;0;0;86|14;0;0;86|,0.0|0.0|,14;0;0;86|14;0;0;86|,14;0;0;86|14;0;0;86|,14;0;0;86|14;0;0;86|,100|100|,0;0;0;0|0;0;0;0|,100|100|,14;0;0;86|14;0;0;86|,14;0;0;86|14;0;0;86|,100|100|,100|100|
45,100|100|,14;0;0;86|14;0;0;86|,0.0|0.0|,14;0;0;86|14;0;0;86|,14;0;0;86|14;0;0;86|,14;0;0;86|14;0;0;86|,100|100|,0;0;0;0|0;0;0;0|,100|100|,14;0;0;86|14;0;0;86|,14;0;0;86|14;0;0;86|,100|100|,100|100|
