Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,92;0;8;0|92;0;8;0|,92;0;8;0|92;0;8;0|,88;4;5;3|88;4;5;3|,88;4;5;3|88;4;5;3|,100|100|,0;0;0;0|0;0;0;0|,100|100|,88;4;5;3|88;4;5;3|,88;4;5;3|88;4;5;3|,100|100|,100|100|
1,100|100|,88;4;5;3|88;4;5;3|,88;4;5;3|88;4;5;3|,86;3;8;3|86;3;8;3|,86;3;8;3|86;3;8;3|,100|100|,0;0;0;0|0;0;0;0|,100|100|,86;3;8;3|86;3;8;3|,86;3;8;3|86;3;8;3|,100|100|,100|100|
2,100|100|,86;3;8;3|86;3;8;3|,86;3;8;3|86;3;8;3|,83;5;9;3|83;5;9;3|,83;5;9;3|83;5;9;3|,100|100|,0;0;0;0|0;0;0;0|,100|100|,83;5;9;3|83;5;9;3|,83;5;9;3|83;5;9;3|,100|100|,100|100|
3,100|100|,83;5;9;3|83;5;9;3|,83;5;9;3|83;5;9;3|,77;8;9;6|77;8;9;6|,77;8;9;6|77;8;9;6|,100|100|,0;0;0;0|0;0;0;0|,100|100|,77;8;9;6|77;8;9;6|,77;8;9;6|77;8;9;6|,100|100|,100|100|
4,100|100|,77;8;9;6|77;8;9;6|,77;8;9;6|77;8;9;6|,73;7;14;6|73;7;14;6|,73;7;14;6|73;7;14;6|,100|100|,0;0;0;0|0;0;0;0|,100|100|,73;7;14;6|73;7;14;6|,73;7;14;6|73;7;14;6|,100|100|,100|100|
5,100|100|,73;7;14;6|73;7;14;6|,73;7;14;6|73;7;14;6|,69;7;18;6|69;7;18;6|,69;7;18;6|69;7;18;6|,100|100|,0;0;0;0|0;0;0;0|,100|100|,69;7;18;6|69;7;18;6|,69;7;18;6|69;7;18;6|,100|100|,100|100|
6,100|100|,69;7;18;6|69;7;18;6|,69;7;18;6|69;7;18;6|,57;14;23;6|57;14;23;6|,57;14;23;6|57;14;23;6|,100|100|,0;0;0;0|0;0;0;0|,100|100|,57;14;23;6|57;14;23;6|,57;14;23;6|57;14;23;6|,100|100|,100|100|
7,100|100|,57;14;23;6|57;14;23;6|,57;14;23;6|57;14;23;6|,49;13;26;12|49;13;26;12|,49;13;26;12|49;13;26;12|,100|100|,0;0;0;0|0;0;0;0|,100|100|,49;13;26;12|49;13;26;12|,49;13;26;12|49;13;26;12|,100|100|,100|100|
8,100|100|,49;13;26;12|49;13;26;12|,49;13;26;12|49;13;26;12|,44;12;29;15|44;12;29;15|,44;12;29;15|44;12;29;15|,100|100|,0;0;0;0|0;0;0;0|,100|100|,44;12;29;15|44;12;29;15|,44;12;29;15|44;12;29;15|,100|100|,100|100|
9,100|100|,44;12;29;15|44;12;29;15|,44;12;29;15|44;12;29;15|,40;7;33;20|40;7;33;20|,40;7;33;20|40;7;33;20|,100|100|,0;0;0;0|0;0;0;0|,100|100|,40;7;33;20|40;7;33;20|,40;7;33;20|40;7;33;20|,100|100|,100|100|
10,100|100|,40;7;33;20|40;7;33;20|,40;7;33;20|40;7;33;20|,36;9;30;25|36;9;30;25|,36;9;30;25|36;9;30;25|,100|100|,0;0;0;0|0;0;0;0|,100|100|,36;9;30;25|36;9;30;25|,36;9;30;25|36;9;30;25|,100|100|,100|100|
11,100|100|,36;9;30;25|36;9;30;25|,36;9;30;25|36;9;30;25|,34;6;25;35|34;6;25;35|,34;6;25;35|34;6;25;35|,100|100|,0;0;0;0|0;0;0;0|,100|100|,34;6;25;35|34;6;25;35|,34;6;25;35|34;6;25;35|,100|100|,100|100|
12,100|100|,34;6;25;35|34;6;25;35|,34;6;25;35|34;6;25;35|,29;7;25;39|29;7;25;39|,29;7;25;39|29;7;25;39|,100|100|,0;0;0;0|0;0;0;0|,100|100|,29;7;25;39|29;7;25;39|,29;7;25;39|29;7;25;39|,100|100|,100|100|
13,100|100|,29;7;25;39|29;7;25;39|,29;7;25;39|29;7;25;39|,28;4;23;45|28;4;23;45|,28;4;23;45|28;4;23;45|,100|100|,0;0;0;0|0;0;0;0|,100|100|,28;4;23;45|28;4;23;45|,28;4;23;45|28;4;23;45|,100|100|,100|100|
14,100|100|,28;4;23;45|28;4;23;45|,28;4;23;45|28;4;23;45|,25;4;20;51|25;4;20;51|,25;4;20;51|25;4;20;51|,100|100|,0;0;0;0|0;0;0;0|,100|100|,25;4;20;51|25;4;20;51|,25;4;20;51|25;4;20;51|,100|100|,100|100|
15,100|100|,25;4;20;51|25;4;20;51|,25;4;20;51|25;4;20;51|,23;3;19;55|23;3;19;55|,23;3;19;55|23;3;19;55|,100|100|,0;0;0;0|0;0;0;0|,100|100|,23;3;19;55|23;3;19;55|,23;3;19;55|23;3;19;55|,100|100|,100|100|
16,100|100|,23;3;19;55|23;3;19;55|,23;3;19;55|23;3;19;55|,23;2;17;58|23;2;17;58|,23;2;17;58|23;2;17;58|,100|100|,0;0;0;0|0;0;0;0|,100|100|,23;2;17;58|23;2;17;58|,23;2;17;58|23;2;17;58|,100|100|,100|100|
17,100|100|,23;2;17;58|23;2;17;58|,23;2;17;58|23;2;17;58|,22;3;14;61|22;3;14;61|,22;3;14;61|22;3;14;61|,100|100|,0;0;0;0|0;0;0;0|,100|100|,22;3;14;61|22;3;14;61|,22;3;14;61|22;3;14;61|,100|100|,100|100|
18,100|100|,22;3;14;61|22;3;14;61|,22;3;14;61|22;3;14;61|,19;5;13;63|19;5;13;63|,19;5;13;63|19;5;13;63|,100|100|,0;0;0;0|0;0;0;0|,100|100|,19;5;13;63|19;5;13;63|,19;5;13;63|19;5;13;63|,100|100|,100|100|
19,100|100|,19;5;13;63|19;5;13;63|,19;5;13;63|19;5;13;63|,17;4;15;64|17;4;15;64|,17;4;15;64|17;4;15;64|,100|100|,0;0;0;0|0;0;0;0|,100|100|,17;4;15;64|17;4;15;64|,17;4;15;64|17;4;15;64|,100|100|,100|100|
20,100|100|,17;4;15;64|17;4;15;64|,17;4;15;64|17;4;15;64|,15;2;16;67|15;2;16;67|,15;2;16;67|15;2;16;67|,100|100|,0;0;0;0|0;0;0;0|,100|100|,15;2;16;67|15;2;16;67|,15;2;16;67|15;2;16;67|,100|100|,100|100|
21,100|100|,15;2;16;67|15;2;16;67|,15;2;16;67|15;2;16;67|,13;3;16;68|13;3;16;68|,13;3;16;68|13;3;16;68|,100|100|,0;0;0;0|0;0;0;0|,100|100|,13;3;16;68|13;3;16;68|,13;3;16;68|13;3;16;68|,100|100|,100|100|
22,100|100|,13;3;16;68|13;3;16;68|,13;3;16;68|13;3;16;68|,13;1;16;70|13;1;16;70|,13;1;16;70|13;1;16;70|,100|100|,0;0;0;0|0;0;0;0|,100|100|,13;1;16;70|13;1;16;70|,13;1;16;70|13;1;16;70|,100|100|,100|100|
23,100|100|,13;1;16;70|13;1;16;70|,13;1;16;70|13;1;16;70|,12;1;14;73|12;1;14;73|,12;1;14;73|12;1;14;73|,100|100|,0;0;0;0|0;0;0;0|,100|100|,12;1;14;73|12;1;14;73|,12;1;14;73|12;1;14;73|,100|100|,100|100|
24,100|100|,12;1;14;73|12;1;14;73|,12;1;14;73|12;1;14;73|,12;0;11;77|12;0;11;77|,12;0;11;77|12;0;11;77|,100|100|,0;0;0;0|0;0;0;0|,100|100|,12;0;11;77|12;0;11;77|,12;0;11;77|12;0;11;77|,100|100|,100|100|
25,100|100|,12;0;11;77|12;0;11;77|,12;0;11;77|12;0;11;77|,12;0;8;80|12;0;8;80|,12;0;8;80|12;0;8;80|,100|100|,0;0;0;0|0;0;0;0|,100|100|,12;0;8;80|12;0;8;80|,12;0;8;80|12;0;8;80|,100|100|,100|100|
26,100|100|,12;0;8;80|12;0;8;80|,12;0;8;80|12;0;8;80|,12;0;7;81|12;0;7;81|,12;0;7;81|12;0;7;81|,100|100|,0;0;0;0|0;0;0;0|,100|100|,12;0;7;81|12;0;7;81|,12;0;7;81|12;0;7;81|,100|100|,100|100|
27,100|100|,12;0;7;81|12;0;7;81|,12;0;7;81|12;0;7;81|,10;2;6;82|10;2;6;82|,10;2;6;82|10;2;6;82|,100|100|,0;0;0;0|0;0;0;0|,100|100|,10;2;6;82|10;2;6;82|,10;2;6;82|10;2;6;82|,100|100|,100|100|
28,100|100|,10;2;6;82|10;2;6;82|,10;2;6;82|10;2;6;82|,10;2;5;83|10;2;5;83|,10;2;5;83|10;2;5;83|,100|100|,0;0;0;0|0;0;0;0|,100|100|,10;2;5;83|10;2;5;83|,10;2;5;83|10;2;5;83|,100|100|,100|100|
29,100|100|,10;2;5;83|10;2;5;83|,10;2;5;83|10;2;5;83|,10;0;7;83|10;0;7;83|,10;0;7;83|10;0;7;83|,100|100|,0;0;0;0|0;0;0;0|,100|100|,10;0;7;83|10;0;7;83|,10;0;7;83|10;0;7;83|,100|100|,100|100|
30,100|100|,10;0;7;83|10;0;7;83|,10;0;7;83|10;0;7;83|,9;1;6;84|9;1;6;84|,9;1;6;84|9;1;6;84|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;1;6;84|9;1;6;84|,9;1;6;84|9;1;6;84|,100|100|,100|100|
31,100|100|,9;1;6;84|9;1;6;84|,9;1;6;84|9;1;6;84|,9;1;6;84|9;1;6;84|,9;1;6;84|9;1;6;84|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;1;6;84|9;1;6;84|,9;1;6;84|9;1;6;84|,100|100|,100|100|
32,100|100|,9;1;6;84|9;1;6;84|,9;1;6;84|9;1;6;84|,8;1;6;85|8;1;6;85|,8;1;6;85|8;1;6;85|,100|100|,0;0;0;0|0;0;0;0|,100|100|,8;1;6;85|8;1;6;85|,8;1;6;85|8;1;6;85|,100|100|,100|100|
33,100|100|,8;1;6;85|8;1;6;85|,8;1;6;85|8;1;6;85|,8;1;5;86|8;1;5;86|,8;1;5;86|8;1;5;86|,100|100|,0;0;0;0|0;0;0;0|,100|100|,8;1;5;86|8;1;5;86|,8;1;5;86|8;1;5;86|,100|100|,100|100|
