Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,92;0;8;0|92;0;8;0|,0.0|0.0|,92;0;8;0|92;0;8;0|,87;5;5;3|87;5;5;3|,87;5;5;3|87;5;5;3|,100|100|,0;0;0;0|0;0;0;0|,100|100|,87;5;5;3|87;5;5;3|,87;5;5;3|87;5;5;3|,100|100|,100|100|
1,100|100|,87;5;5;3|87;5;5;3|,0.0|0.0|,87;5;5;3|87;5;5;3|,84;6;7;3|84;6;7;3|,84;6;7;3|84;6;7;3|,100|100|,0;0;0;0|0;0;0;0|,100|100|,84;6;7;3|84;6;7;3|,84;6;7;3|84;6;7;3|,100|100|,100|100|
2,100|100|,84;6;7;3|84;6;7;3|,0.0|0.0|,84;6;7;3|84;6;7;3|,82;6;9;3|82;6;9;3|,82;6;9;3|82;6;9;3|,100|100|,0;0;0;0|0;0;0;0|,100|100|,82;6;9;3|82;6;9;3|,82;6;9;3|82;6;9;3|,100|100|,100|100|
3,100|100|,82;6;9;3|82;6;9;3|,0.0|0.0|,82;6;9;3|82;6;9;3|,79;6;8;7|79;6;8;7|,79;6;8;7|79;6;8;7|,100|100|,0;0;0;0|0;0;0;0|,100|100|,79;6;8;7|79;6;8;7|,79;6;8;7|79;6;8;7|,100|100|,100|100|
4,100|100|,79;6;8;7|79;6;8;7|,0.0|0.0|,79;6;8;7|79;6;8;7|,75;8;10;7|75;8;10;7|,75;8;10;7|75;8;10;7|,100|100|,0;0;0;0|0;0;0;0|,100|100|,75;8;10;7|75;8;10;7|,75;8;10;7|75;8;10;7|,100|100|,100|100|
5,100|100|,75;8;10;7|75;8;10;7|,0.0|0.0|,75;8;10;7|75;8;10;7|,69;11;12;8|69;11;12;8|,69;11;12;8|69;11;12;8|,100|100|,0;0;0;0|0;0;0;0|,100|100|,69;11;12;8|69;11;12;8|,69;11;12;8|69;11;12;8|,100|100|,100|100|
6,100|100|,69;11;12;8|69;11;12;8|,0.0|0.0|,69;11;12;8|69;11;12;8|,64;11;14;11|64;11;14;11|,64;11;14;11|64;11;14;11|,100|100|,0;0;0;0|0;0;0;0|,100|100|,64;11;14;11|64;11;14;11|,64;11;14;11|64;11;14;11|,100|100|,100|100|
7,100|100|,64;11;14;11|64;11;14;11|,0.0|0.0|,64;11;14;11|64;11;14;11|,57;10;17;16|57;10;17;16|,57;10;17;16|57;10;17;16|,100|100|,0;0;0;0|0;0;0;0|,100|100|,57;10;17;16|57;10;17;16|,57;10;17;16|57;10;17;16|,100|100|,100|100|
8,100|100|,57;10;17;16|57;10;17;16|,0.0|0.0|,57;10;17;16|57;10;17;16|,54;9;16;21|54;9;16;21|,54;9;16;21|54;9;16;21|,100|100|,0;0;0;0|0;0;0;0|,100|100|,54;9;16;21|54;9;16;21|,54;9;16;21|54;9;16;21|,100|100|,100|100|
9,100|100|,54;9;16;21|54;9;16;21|,0.0|0.0|,54;9;16;21|54;9;16;21|,48;10;15;27|48;10;15;27|,48;10;15;27|48;10;15;27|,100|100|,0;0;0;0|0;0;0;0|,100|100|,48;10;15;27|48;10;15;27|,48;10;15;27|48;10;15;27|,100|100|,100|100|
