Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,89;11;0|89;11;0|,10.0|10.0|,89;11;0|89;11;0|,85;14;1|85;14;1|,85;14;1|85;14;1|,100|100|,0;0;0|0;0;0|,100|100|,85;14;1|85;14;1|,85;14;1|85;14;1|,100|100|,100|100|
1,100|100|,85;14;1|85;14;1|,9.6|9.6|,85;14;1|85;14;1|,82;17;1|82;17;1|,82;17;1|82;17;1|,100|100|,0;0;0|0;0;0|,100|100|,82;17;1|82;17;1|,82;17;1|82;17;1|,100|100|,100|100|
2,100|100|,82;17;1|82;17;1|,9.56|9.56|,82;17;1|82;17;1|,79;20;1|79;20;1|,79;20;1|79;20;1|,100|100|,0;0;0|0;0;0|,100|100|,79;20;1|79;20;1|,79;20;1|79;20;1|,100|100|,100|100|
3,100|100|,79;20;1|79;20;1|,9.83|9.83|,79;20;1|79;20;1|,75;24;1|75;24;1|,75;24;1|75;24;1|,100|100|,0;0;0|0;0;0|,100|100|,75;24;1|75;24;1|,75;24;1|75;24;1|,100|100|,100|100|
4,100|100|,75;24;1|75;24;1|,10.35|10.35|,75;24;1|75;24;1|,66;31;3|66;31;3|,66;31;3|66;31;3|,100|100|,0;0;0|0;0;0|,100|100|,66;31;3|66;31;3|,66;31;3|66;31;3|,100|100|,100|100|
5,100|100|,66;31;3|66;31;3|,11.2|11.2|,66;31;3|66;31;3|,59;36;5|59;36;5|,59;36;5|59;36;5|,100|100|,0;0;0|0;0;0|,100|100|,59;36;5|59;36;5|,59;36;5|59;36;5|,100|100|,100|100|
6,100|100|,59;36;5|59;36;5|,12.62|12.62|,59;36;5|59;36;5|,53;39;8|53;39;8|,53;39;8|53;39;8|,100|100|,0;0;0|0;0;0|,100|100|,53;39;8|53;39;8|,53;39;8|53;39;8|,100|100|,100|100|
7,100|100|,53;39;8|53;39;8|,14.33|14.33|,53;39;8|53;39;8|,44;46;10|44;46;10|,44;46;10|44;46;10|,100|100|,0;0;0|0;0;0|,100|100|,44;46;10|44;46;10|,44;46;10|44;46;10|,100|100|,100|100|
8,100|100|,44;46;10|44;46;10|,16.08|16.08|,44;46;10|44;46;10|,38;48;14|38;48;14|,38;48;14|38;48;14|,100|100|,0;0;0|0;0;0|,100|100|,38;48;14|38;48;14|,38;48;14|38;48;14|,100|100|,100|100|
9,100|100|,38;48;14|38;48;14|,18.27|18.27|,38;48;14|38;48;14|,29;56;15|29;56;15|,29;56;15|29;56;15|,100|100|,0;0;0|0;0;0|,100|100|,29;56;15|29;56;15|,29;56;15|29;56;15|,100|100|,100|100|
10,100|100|,29;56;15|29;56;15|,20.33|20.33|,29;56;15|29;56;15|,20;60;20|20;60;20|,20;60;20|20;60;20|,100|100|,0;0;0|0;0;0|,100|100|,20;60;20|20;60;20|,20;60;20|20;60;20|,100|100|,100|100|
