Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,93;7;0|93;7;0|,0.0|0.0|,93;7;0|93;7;0|,92;7;1|92;7;1|,92;7;1|92;7;1|,100|100|,0;0;0|0;0;0|,100|100|,92;7;1|92;7;1|,92;7;1|92;7;1|,100|100|,100|100|
1,100|100|,92;7;1|92;7;1|,0.0|0.0|,92;7;1|92;7;1|,89;9;2|89;9;2|,89;9;2|89;9;2|,100|100|,0;0;0|0;0;0|,100|100|,89;9;2|89;9;2|,89;9;2|89;9;2|,100|100|,100|100|
2,100|100|,89;9;2|89;9;2|,0.0|0.0|,89;9;2|89;9;2|,85;11;4|85;11;4|,85;11;4|85;11;4|,100|100|,0;0;0|0;0;0|,100|100|,85;11;4|85;11;4|,85;11;4|85;11;4|,100|100|,100|100|
3,100|100|,85;11;4|85;11;4|,0.0|0.0|,85;11;4|85;11;4|,81;13;6|81;13;6|,81;13;6|81;13;6|,100|100|,0;0;0|0;0;0|,100|100|,81;13;6|81;13;6|,81;13;6|81;13;6|,100|100|,100|100|
4,100|100|,81;13;6|81;13;6|,0.0|0.0|,81;13;6|81;13;6|,75;14;11|75;14;11|,75;14;11|75;14;11|,100|100|,0;0;0|0;0;0|,100|100|,75;14;11|75;14;11|,75;14;11|75;14;11|,100|100|,100|100|
5,100|100|,75;14;11|75;14;11|,0.0|0.0|,75;14;11|75;14;11|,73;12;15|73;12;15|,73;12;15|73;12;15|,100|100|,0;0;0|0;0;0|,100|100|,73;12;15|73;12;15|,73;12;15|73;12;15|,100|100|,100|100|
6,100|100|,73;12;15|73;12;15|,0.0|0.0|,73;12;15|73;12;15|,67;15;18|67;15;18|,67;15;18|67;15;18|,100|100|,0;0;0|0;0;0|,100|100|,67;15;18|67;15;18|,67;15;18|67;15;18|,100|100|,100|100|
7,100|100|,67;15;18|67;15;18|,0.0|0.0|,67;15;18|67;15;18|,61;16;23|61;16;23|,61;16;23|61;16;23|,100|100|,0;0;0|0;0;0|,100|100|,61;16;23|61;16;23|,61;16;23|61;16;23|,100|100|,100|100|
8,100|100|,61;16;23|61;16;23|,0.0|0.0|,61;16;23|61;16;23|,57;14;29|57;14;29|,57;14;29|57;14;29|,100|100|,0;0;0|0;0;0|,100|100|,57;14;29|57;14;29|,57;14;29|57;14;29|,100|100|,100|100|
9,100|100|,57;14;29|57;14;29|,0.0|0.0|,57;14;29|57;14;29|,54;14;32|54;14;32|,54;14;32|54;14;32|,100|100|,0;0;0|0;0;0|,100|100|,54;14;32|54;14;32|,54;14;32|54;14;32|,100|100|,100|100|
10,100|100|,54;14;32|54;14;32|,0.0|0.0|,54;14;32|54;14;32|,50;15;35|50;15;35|,50;15;35|50;15;35|,100|100|,0;0;0|0;0;0|,100|100|,50;15;35|50;15;35|,50;15;35|50;15;35|,100|100|,100|100|
11,100|100|,50;15;35|50;15;35|,0.0|0.0|,50;15;35|50;15;35|,48;12;40|48;12;40|,48;12;40|48;12;40|,100|100|,0;0;0|0;0;0|,100|100|,48;12;40|48;12;40|,48;12;40|48;12;40|,100|100|,100|100|
12,100|100|,48;12;40|48;12;40|,0.0|0.0|,48;12;40|48;12;40|,44;13;43|44;13;43|,44;13;43|44;13;43|,100|100|,0;0;0|0;0;0|,100|100|,44;13;43|44;13;43|,44;13;43|44;13;43|,100|100|,100|100|
13,100|100|,44;13;43|44;13;43|,0.0|0.0|,44;13;43|44;13;43|,42;11;47|42;11;47|,42;11;47|42;11;47|,100|100|,0;0;0|0;0;0|,100|100|,42;11;47|42;11;47|,42;11;47|42;11;47|,100|100|,100|100|
14,100|100|,42;11;47|42;11;47|,0.0|0.0|,42;11;47|42;11;47|,39;12;49|39;12;49|,39;12;49|39;12;49|,100|100|,0;0;0|0;0;0|,100|100|,39;12;49|39;12;49|,39;12;49|39;12;49|,100|100|,100|100|
15,100|100|,39;12;49|39;12;49|,0.0|0.0|,39;12;49|39;12;49|,35;15;50|35;15;50|,35;15;50|35;15;50|,100|100|,0;0;0|0;0;0|,100|100|,35;15;50|35;15;50|,35;15;50|35;15;50|,100|100|,100|100|
16,100|100|,35;15;50|35;15;50|,0.0|0.0|,35;15;50|35;15;50|,31;14;55|31;14;55|,31;14;55|31;14;55|,100|100|,0;0;0|0;0;0|,100|100|,31;14;55|31;14;55|,31;14;55|31;14;55|,100|100|,100|100|
17,100|100|,31;14;55|31;14;55|,0.0|0.0|,31;14;55|31;14;55|,31;12;57|31;12;57|,31;12;57|31;12;57|,100|100|,0;0;0|0;0;0|,100|100|,31;12;57|31;12;57|,31;12;57|31;12;57|,100|100|,100|100|
18,100|100|,31;12;57|31;12;57|,0.0|0.0|,31;12;57|31;12;57|,30;9;61|30;9;61|,30;9;61|30;9;61|,100|100|,0;0;0|0;0;0|,100|100|,30;9;61|30;9;61|,30;9;61|30;9;61|,100|100|,100|100|
19,100|100|,30;9;61|30;9;61|,0.0|0.0|,30;9;61|30;9;61|,28;8;64|28;8;64|,28;8;64|28;8;64|,100|100|,0;0;0|0;0;0|,100|100|,28;8;64|28;8;64|,28;8;64|28;8;64|,100|100|,100|100|
20,100|100|,28;8;64|28;8;64|,0.0|0.0|,28;8;64|28;8;64|,25;9;66|25;9;66|,25;9;66|25;9;66|,100|100|,0;0;0|0;0;0|,100|100|,25;9;66|25;9;66|,25;9;66|25;9;66|,100|100|,100|100|
21,100|100|,25;9;66|25;9;66|,0.0|0.0|,25;9;66|25;9;66|,24;8;68|24;8;68|,24;8;68|24;8;68|,100|100|,0;0;0|0;0;0|,100|100|,24;8;68|24;8;68|,24;8;68|24;8;68|,100|100|,100|100|
22,100|100|,24;8;68|24;8;68|,0.0|0.0|,24;8;68|24;8;68|,24;5;71|24;5;71|,24;5;71|24;5;71|,100|100|,0;0;0|0;0;0|,100|100|,24;5;71|24;5;71|,24;5;71|24;5;71|,100|100|,100|100|
23,100|100|,24;5;71|24;5;71|,0.0|0.0|,24;5;71|24;5;71|,24;3;73|24;3;73|,24;3;73|24;3;73|,100|100|,0;0;0|0;0;0|,100|100|,24;3;73|24;3;73|,24;3;73|24;3;73|,100|100|,100|100|
24,100|100|,24;3;73|24;3;73|,0.0|0.0|,24;3;73|24;3;73|,24;3;73|24;3;73|,24;3;73|24;3;73|,100|100|,0;0;0|0;0;0|,100|100|,24;3;73|24;3;73|,24;3;73|24;3;73|,100|100|,100|100|
25,100|100|,24;3;73|24;3;73|,0.0|0.0|,24;3;73|24;3;73|,23;4;73|23;4;73|,23;4;73|23;4;73|,100|100|,0;0;0|0;0;0|,100|100|,23;4;73|23;4;73|,23;4;73|23;4;73|,100|100|,100|100|
26,100|100|,23;4;73|23;4;73|,0.0|0.0|,23;4;73|23;4;73|,23;4;73|23;4;73|,23;4;73|23;4;73|,100|100|,0;0;0|0;0;0|,100|100|,23;4;73|23;4;73|,23;4;73|23;4;73|,100|100|,100|100|
27,100|100|,23;4;73|23;4;73|,0.0|0.0|,23;4;73|23;4;73|,21;6;73|21;6;73|,21;6;73|21;6;73|,100|100|,0;0;0|0;0;0|,100|100|,21;6;73|21;6;73|,21;6;73|21;6;73|,100|100|,100|100|
28,100|100|,21;6;73|21;6;73|,0.0|0.0|,21;6;73|21;6;73|,21;3;76|21;3;76|,21;3;76|21;3;76|,100|100|,0;0;0|0;0;0|,100|100|,21;3;76|21;3;76|,21;3;76|21;3;76|,100|100|,100|100|
29,100|100|,21;3;76|21;3;76|,0.0|0.0|,21;3;76|21;3;76|,20;4;76|20;4;76|,20;4;76|20;4;76|,100|100|,0;0;0|0;0;0|,100|100|,20;4;76|20;4;76|,20;4;76|20;4;76|,100|100|,100|100|
30,100|100|,20;4;76|20;4;76|,0.0|0.0|,20;4;76|20;4;76|,19;4;77|19;4;77|,19;4;77|19;4;77|,100|100|,0;0;0|0;0;0|,100|100|,19;4;77|19;4;77|,19;4;77|19;4;77|,100|100|,100|100|
31,100|100|,19;4;77|19;4;77|,0.0|0.0|,19;4;77|19;4;77|,19;2;79|19;2;79|,19;2;79|19;2;79|,100|100|,0;0;0|0;0;0|,100|100|,19;2;79|19;2;79|,19;2;79|19;2;79|,100|100|,100|100|
32,100|100|,19;2;79|19;2;79|,0.0|0.0|,19;2;79|19;2;79|,19;2;79|19;2;79|,19;2;79|19;2;79|,100|100|,0;0;0|0;0;0|,100|100|,19;2;79|19;2;79|,19;2;79|19;2;79|,100|100|,100|100|
33,100|100|,19;2;79|19;2;79|,0.0|0.0|,19;2;79|19;2;79|,18;2;80|18;2;80|,18;2;80|18;2;80|,100|100|,0;0;0|0;0;0|,100|100|,18;2;80|18;2;80|,18;2;80|18;2;80|,100|100|,100|100|
34,100|100|,18;2;80|18;2;80|,0.0|0.0|,18;2;80|18;2;80|,17;3;80|17;3;80|,17;3;80|17;3;80|,100|100|,0;0;0|0;0;0|,100|100|,17;3;80|17;3;80|,17;3;80|17;3;80|,100|100|,100|100|
