Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,83;17;0|83;17;0|,10.0|10.0|,83;17;0|83;17;0|,77;22;1|77;22;1|,77;22;1|77;22;1|,100|100|,0;0;0|0;0;0|,100|100|,77;22;1|77;22;1|,77;22;1|77;22;1|,100|100|,100|100|
1,100|100|,77;22;1|77;22;1|,10.2|10.2|,77;22;1|77;22;1|,71;27;2|71;27;2|,71;27;2|71;27;2|,100|100|,0;0;0|0;0;0|,100|100|,71;27;2|71;27;2|,71;27;2|71;27;2|,100|100|,100|100|
2,100|100|,71;27;2|71;27;2|,10.87|10.87|,71;27;2|71;27;2|,64;33;3|64;33;3|,64;33;3|64;33;3|,100|100|,0;0;0|0;0;0|,100|100|,64;33;3|64;33;3|,64;33;3|64;33;3|,100|100|,100|100|
3,100|100|,64;33;3|64;33;3|,11.94|11.94|,64;33;3|64;33;3|,54;42;4|54;42;4|,54;42;4|54;42;4|,100|100|,0;0;0|0;0;0|,100|100|,54;42;4|54;42;4|,54;42;4|54;42;4|,100|100|,100|100|
4,100|100|,54;42;4|54;42;4|,13.45|13.45|,54;42;4|54;42;4|,42;51;7|42;51;7|,42;51;7|42;51;7|,100|100|,0;0;0|0;0;0|,100|100|,42;51;7|42;51;7|,42;51;7|42;51;7|,100|100|,100|100|
5,100|100|,42;51;7|42;51;7|,15.63|15.63|,42;51;7|42;51;7|,39;53;8|39;53;8|,39;53;8|39;53;8|,100|100|,0;0;0|0;0;0|,100|100|,39;53;8|39;53;8|,39;53;8|39;53;8|,100|100|,100|100|
6,100|100|,39;53;8|39;53;8|,18.39|18.39|,39;53;8|39;53;8|,30;61;9|30;61;9|,30;61;9|30;61;9|,100|100|,0;0;0|0;0;0|,100|100|,30;61;9|30;61;9|,30;61;9|30;61;9|,100|100|,100|100|
7,100|100|,30;61;9|30;61;9|,20.93|20.93|,30;61;9|30;61;9|,26;59;15|26;59;15|,26;59;15|26;59;15|,100|100|,0;0;0|0;0;0|,100|100|,26;59;15|26;59;15|,26;59;15|26;59;15|,100|100|,100|100|
8,100|100|,26;59;15|26;59;15|,23.89|23.89|,26;59;15|26;59;15|,20;63;17|20;63;17|,20;63;17|20;63;17|,100|100|,0;0;0|0;0;0|,100|100|,20;63;17|20;63;17|,20;63;17|20;63;17|,100|100|,100|100|
9,100|100|,20;63;17|20;63;17|,26.21|26.21|,20;63;17|20;63;17|,10;71;19|10;71;19|,10;71;19|10;71;19|,100|100|,0;0;0|0;0;0|,100|100|,10;71;19|10;71;19|,10;71;19|10;71;19|,100|100|,100|100|
10,100|100|,10;71;19|10;71;19|,28.58|28.58|,10;71;19|10;71;19|,8;69;23|8;69;23|,8;69;23|8;69;23|,100|100|,0;0;0|0;0;0|,100|100|,8;69;23|8;69;23|,8;69;23|8;69;23|,100|100|,100|100|
11,100|100|,8;69;23|8;69;23|,31.39|31.39|,8;69;23|8;69;23|,6;67;27|6;67;27|,6;67;27|6;67;27|,100|100|,0;0;0|0;0;0|,100|100|,6;67;27|6;67;27|,6;67;27|6;67;27|,100|100|,100|100|
12,100|100|,6;67;27|6;67;27|,33.58|33.58|,6;67;27|6;67;27|,6;65;29|6;65;29|,6;65;29|6;65;29|,100|100|,0;0;0|0;0;0|,100|100|,6;65;29|6;65;29|,6;65;29|6;65;29|,100|100|,100|100|
13,100|100|,6;65;29|6;65;29|,35.24|35.24|,6;65;29|6;65;29|,4;60;36|4;60;36|,4;60;36|4;60;36|,100|100|,0;0;0|0;0;0|,100|100|,4;60;36|4;60;36|,4;60;36|4;60;36|,100|100|,100|100|
