Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,95;5;0|95;5;0|,0.0|0.0|,95;5;0|95;5;0|,94;5;1|94;5;1|,94;5;1|94;5;1|,100|100|,0;0;0|0;0;0|,100|100|,94;5;1|94;5;1|,94;5;1|94;5;1|,100|100|,100|100|
1,100|100|,94;5;1|94;5;1|,0.0|0.0|,94;5;1|94;5;1|,92;6;2|92;6;2|,92;6;2|92;6;2|,100|100|,0;0;0|0;0;0|,100|100|,92;6;2|92;6;2|,92;6;2|92;6;2|,100|100|,100|100|
2,100|100|,92;6;2|92;6;2|,0.0|0.0|,92;6;2|92;6;2|,88;10;2|88;10;2|,88;10;2|88;10;2|,100|100|,0;0;0|0;0;0|,100|100|,88;10;2|88;10;2|,88;10;2|88;10;2|,100|100|,100|100|
3,100|100|,88;10;2|88;10;2|,0.0|0.0|,88;10;2|88;10;2|,79;17;4|79;17;4|,79;17;4|79;17;4|,100|100|,0;0;0|0;0;0|,100|100|,79;17;4|79;17;4|,79;17;4|79;17;4|,100|100|,100|100|
4,100|100|,79;17;4|79;17;4|,0.0|0.0|,79;17;4|79;17;4|,74;15;11|74;15;11|,74;15;11|74;15;11|,100|100|,0;0;0|0;0;0|,100|100|,74;15;11|74;15;11|,74;15;11|74;15;11|,100|100|,100|100|
5,100|100|,74;15;11|74;15;11|,0.0|0.0|,74;15;11|74;15;11|,63;22;15|63;22;15|,63;22;15|63;22;15|,100|100|,0;0;0|0;0;0|,100|100|,63;22;15|63;22;15|,63;22;15|63;22;15|,100|100|,100|100|
6,100|100|,63;22;15|63;22;15|,0.0|0.0|,63;22;15|63;22;15|,58;24;18|58;24;18|,58;24;18|58;24;18|,100|100|,0;0;0|0;0;0|,100|100|,58;24;18|58;24;18|,58;24;18|58;24;18|,100|100|,100|100|
7,100|100|,58;24;18|58;24;18|,0.0|0.0|,58;24;18|58;24;18|,48;28;24|48;28;24|,48;28;24|48;28;24|,100|100|,0;0;0|0;0;0|,100|100|,48;28;24|48;28;24|,48;28;24|48;28;24|,100|100|,100|100|
8,100|100|,48;28;24|48;28;24|,0.0|0.0|,48;28;24|48;28;24|,43;33;24|43;33;24|,43;33;24|43;33;24|,100|100|,0;0;0|0;0;0|,100|100|,43;33;24|43;33;24|,43;33;24|43;33;24|,100|100|,100|100|
9,100|100|,43;33;24|43;33;24|,0.0|0.0|,43;33;24|43;33;24|,44;33;23|44;33;23|,44;33;23|44;33;23|,100|100|,0;0;0|0;0;0|,100|100|,44;33;23|44;33;23|,44;33;23|44;33;23|,100|100|,100|100|
10,100|100|,44;33;23|44;33;23|,0.0|0.0|,44;33;23|44;33;23|,41;32;27|41;32;27|,41;32;27|41;32;27|,100|100|,0;0;0|0;0;0|,100|100|,41;32;27|41;32;27|,41;32;27|41;32;27|,100|100|,100|100|
11,100|100|,41;32;27|41;32;27|,0.0|0.0|,41;32;27|41;32;27|,36;32;32|36;32;32|,36;32;32|36;32;32|,100|100|,0;0;0|0;0;0|,100|100|,36;32;32|36;32;32|,36;32;32|36;32;32|,100|100|,100|100|
12,100|100|,36;32;32|36;32;32|,0.0|0.0|,36;32;32|36;32;32|,40;29;31|40;29;31|,40;29;31|40;29;31|,100|100|,0;0;0|0;0;0|,100|100|,40;29;31|40;29;31|,40;29;31|40;29;31|,100|100|,100|100|
13,100|100|,40;29;31|40;29;31|,0.0|0.0|,40;29;31|40;29;31|,46;27;27|46;27;27|,46;27;27|46;27;27|,100|100|,0;0;0|0;0;0|,100|100|,46;27;27|46;27;27|,46;27;27|46;27;27|,100|100|,100|100|
14,100|100|,46;27;27|46;27;27|,0.0|0.0|,46;27;27|46;27;27|,43;29;28|43;29;28|,43;29;28|43;29;28|,100|100|,0;0;0|0;0;0|,100|100|,43;29;28|43;29;28|,43;29;28|43;29;28|,100|100|,100|100|
15,100|100|,43;29;28|43;29;28|,0.0|0.0|,43;29;28|43;29;28|,41;28;31|41;28;31|,41;28;31|41;28;31|,100|100|,0;0;0|0;0;0|,100|100|,41;28;31|41;28;31|,41;28;31|41;28;31|,100|100|,100|100|
16,100|100|,41;28;31|41;28;31|,0.0|0.0|,41;28;31|41;28;31|,39;33;28|39;33;28|,39;33;28|39;33;28|,100|100|,0;0;0|0;0;0|,100|100|,39;33;28|39;33;28|,39;33;28|39;33;28|,100|100|,100|100|
17,100|100|,39;33;28|39;33;28|,0.0|0.0|,39;33;28|39;33;28|,34;32;34|34;32;34|,34;32;34|34;32;34|,100|100|,0;0;0|0;0;0|,100|100|,34;32;34|34;32;34|,34;32;34|34;32;34|,100|100|,100|100|
18,100|100|,34;32;34|34;32;34|,0.0|0.0|,34;32;34|34;32;34|,40;29;31|40;29;31|,40;29;31|40;29;31|,100|100|,0;0;0|0;0;0|,100|100|,40;29;31|40;29;31|,40;29;31|40;29;31|,100|100|,100|100|
19,100|100|,40;29;31|40;29;31|,0.0|0.0|,40;29;31|40;29;31|,37;30;33|37;30;33|,37;30;33|37;30;33|,100|100|,0;0;0|0;0;0|,100|100|,37;30;33|37;30;33|,37;30;33|37;30;33|,100|100|,100|100|
20,100|100|,37;30;33|37;30;33|,0.0|0.0|,37;30;33|37;30;33|,38;34;28|38;34;28|,38;34;28|38;34;28|,100|100|,0;0;0|0;0;0|,100|100|,38;34;28|38;34;28|,38;34;28|38;34;28|,100|100|,100|100|
21,100|100|,38;34;28|38;34;28|,0.0|0.0|,38;34;28|38;34;28|,37;35;28|37;35;28|,37;35;28|37;35;28|,100|100|,0;0;0|0;0;0|,100|100|,37;35;28|37;35;28|,37;35;28|37;35;28|,100|100|,100|100|
22,100|100|,37;35;28|37;35;28|,0.0|0.0|,37;35;28|37;35;28|,37;43;20|37;43;20|,37;43;20|37;43;20|,100|100|,0;0;0|0;0;0|,100|100|,37;43;20|37;43;20|,37;43;20|37;43;20|,100|100|,100|100|
23,100|100|,37;43;20|37;43;20|,0.0|0.0|,37;43;20|37;43;20|,36;39;25|36;39;25|,36;39;25|36;39;25|,100|100|,0;0;0|0;0;0|,100|100|,36;39;25|36;39;25|,36;39;25|36;39;25|,100|100|,100|100|
24,100|100|,36;39;25|36;39;25|,0.0|0.0|,36;39;25|36;39;25|,36;43;21|36;43;21|,36;43;21|36;43;21|,100|100|,0;0;0|0;0;0|,100|100|,36;43;21|36;43;21|,36;43;21|36;43;21|,100|100|,100|100|
25,100|100|,36;43;21|36;43;21|,0.0|0.0|,36;43;21|36;43;21|,32;40;28|32;40;28|,32;40;28|32;40;28|,100|100|,0;0;0|0;0;0|,100|100|,32;40;28|32;40;28|,32;40;28|32;40;28|,100|100|,100|100|
26,100|100|,32;40;28|32;40;28|,0.0|0.0|,32;40;28|32;40;28|,29;45;26|29;45;26|,29;45;26|29;45;26|,100|100|,0;0;0|0;0;0|,100|100|,29;45;26|29;45;26|,29;45;26|29;45;26|,100|100|,100|100|
27,100|100|,29;45;26|29;45;26|,0.0|0.0|,29;45;26|29;45;26|,28;46;26|28;46;26|,28;46;26|28;46;26|,100|100|,0;0;0|0;0;0|,100|100|,28;46;26|28;46;26|,28;46;26|28;46;26|,100|100|,100|100|
28,100|100|,28;46;26|28;46;26|,0.0|0.0|,28;46;26|28;46;26|,27;45;28|27;45;28|,27;45;28|27;45;28|,100|100|,0;0;0|0;0;0|,100|100|,27;45;28|27;45;28|,27;45;28|27;45;28|,100|100|,100|100|
29,100|100|,27;45;28|27;45;28|,0.0|0.0|,27;45;28|27;45;28|,22;38;40|22;38;40|,22;38;40|22;38;40|,100|100|,0;0;0|0;0;0|,100|100|,22;38;40|22;38;40|,22;38;40|22;38;40|,100|100|,100|100|
30,100|100|,22;38;40|22;38;40|,0.0|0.0|,22;38;40|22;38;40|,21;36;43|21;36;43|,21;36;43|21;36;43|,100|100|,0;0;0|0;0;0|,100|100|,21;36;43|21;36;43|,21;36;43|21;36;43|,100|100|,100|100|
31,100|100|,21;36;43|21;36;43|,0.0|0.0|,21;36;43|21;36;43|,26;33;41|26;33;41|,26;33;41|26;33;41|,100|100|,0;0;0|0;0;0|,100|100|,26;33;41|26;33;41|,26;33;41|26;33;41|,100|100|,100|100|
32,100|100|,26;33;41|26;33;41|,0.0|0.0|,26;33;41|26;33;41|,32;31;37|32;31;37|,32;31;37|32;31;37|,100|100|,0;0;0|0;0;0|,100|100|,32;31;37|32;31;37|,32;31;37|32;31;37|,100|100|,100|100|
33,100|100|,32;31;37|32;31;37|,0.0|0.0|,32;31;37|32;31;37|,34;28;38|34;28;38|,34;28;38|34;28;38|,100|100|,0;0;0|0;0;0|,100|100|,34;28;38|34;28;38|,34;28;38|34;28;38|,100|100|,100|100|
34,100|100|,34;28;38|34;28;38|,0.0|0.0|,34;28;38|34;28;38|,38;28;34|38;28;34|,38;28;34|38;28;34|,100|100|,0;0;0|0;0;0|,100|100|,38;28;34|38;28;34|,38;28;34|38;28;34|,100|100|,100|100|
35,100|100|,38;28;34|38;28;34|,0.0|0.0|,38;28;34|38;28;34|,40;25;35|40;25;35|,40;25;35|40;25;35|,100|100|,0;0;0|0;0;0|,100|100|,40;25;35|40;25;35|,40;25;35|40;25;35|,100|100|,100|100|
36,100|100|,40;25;35|40;25;35|,0.0|0.0|,40;25;35|40;25;35|,46;30;24|46;30;24|,46;30;24|46;30;24|,100|100|,0;0;0|0;0;0|,100|100|,46;30;24|46;30;24|,46;30;24|46;30;24|,100|100|,100|100|
37,100|100|,46;30;24|46;30;24|,0.0|0.0|,46;30;24|46;30;24|,42;29;29|42;29;29|,42;29;29|42;29;29|,100|100|,0;0;0|0;0;0|,100|100|,42;29;29|42;29;29|,42;29;29|42;29;29|,100|100|,100|100|
38,100|100|,42;29;29|42;29;29|,0.0|0.0|,42;29;29|42;29;29|,37;35;28|37;35;28|,37;35;28|37;35;28|,100|100|,0;0;0|0;0;0|,100|100|,37;35;28|37;35;28|,37;35;28|37;35;28|,100|100|,100|100|
39,100|100|,37;35;28|37;35;28|,0.0|0.0|,37;35;28|37;35;28|,36;34;30|36;34;30|,36;34;30|36;34;30|,100|100|,0;0;0|0;0;0|,100|100|,36;34;30|36;34;30|,36;34;30|36;34;30|,100|100|,100|100|
40,100|100|,36;34;30|36;34;30|,0.0|0.0|,36;34;30|36;34;30|,40;29;31|40;29;31|,40;29;31|40;29;31|,100|100|,0;0;0|0;0;0|,100|100|,40;29;31|40;29;31|,40;29;31|40;29;31|,100|100|,100|100|
41,100|100|,40;29;31|40;29;31|,0.0|0.0|,40;29;31|40;29;31|,43;28;29|43;28;29|,43;28;29|43;28;29|,100|100|,0;0;0|0;0;0|,100|100|,43;28;29|43;28;29|,43;28;29|43;28;29|,100|100|,100|100|
42,100|100|,43;28;29|43;28;29|,0.0|0.0|,43;28;29|43;28;29|,47;29;24|47;29;24|,47;29;24|47;29;24|,100|100|,0;0;0|0;0;0|,100|100|,47;29;24|47;29;24|,47;29;24|47;29;24|,100|100|,100|100|
43,100|100|,47;29;24|47;29;24|,0.0|0.0|,47;29;24|47;29;24|,42;32;26|42;32;26|,42;32;26|42;32;26|,100|100|,0;0;0|0;0;0|,100|100|,42;32;26|42;32;26|,42;32;26|42;32;26|,100|100|,100|100|
44,100|100|,42;32;26|42;32;26|,0.0|0.0|,42;32;26|42;32;26|,34;36;30|34;36;30|,34;36;30|34;36;30|,100|100|,0;0;0|0;0;0|,100|100|,34;36;30|34;36;30|,34;36;30|34;36;30|,100|100|,100|100|
45,100|100|,34;36;30|34;36;30|,0.0|0.0|,34;36;30|34;36;30|,35;33;32|35;33;32|,35;33;32|35;33;32|,100|100|,0;0;0|0;0;0|,100|100|,35;33;32|35;33;32|,35;33;32|35;33;32|,100|100|,100|100|
46,100|100|,35;33;32|35;33;32|,0.0|0.0|,35;33;32|35;33;32|,38;25;37|38;25;37|,38;25;37|38;25;37|,100|100|,0;0;0|0;0;0|,100|100|,38;25;37|38;25;37|,38;25;37|38;25;37|,100|100|,100|100|
47,100|100|,38;25;37|38;25;37|,0.0|0.0|,38;25;37|38;25;37|,38;21;41|38;21;41|,38;21;41|38;21;41|,100|100|,0;0;0|0;0;0|,100|100|,38;21;41|38;21;41|,38;21;41|38;21;41|,100|100|,100|100|
48,100|100|,38;21;41|38;21;41|,0.0|0.0|,38;21;41|38;21;41|,48;14;38|48;14;38|,48;14;38|48;14;38|,100|100|,0;0;0|0;0;0|,100|100|,48;14;38|48;14;38|,48;14;38|48;14;38|,100|100|,100|100|
49,100|100|,48;14;38|48;14;38|,0.0|0.0|,48;14;38|48;14;38|,50;14;36|50;14;36|,50;14;36|50;14;36|,100|100|,0;0;0|0;0;0|,100|100|,50;14;36|50;14;36|,50;14;36|50;14;36|,100|100|,100|100|
