Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,93;7;0|93;7;0|,10.0|10.0|,93;7;0|93;7;0|,87;13;0|87;13;0|,87;13;0|87;13;0|,100|100|,0;0;0|0;0;0|,100|100|,87;13;0|87;13;0|,87;13;0|87;13;0|,100|100|,100|100|
1,100|100|,87;13;0|87;13;0|,9.2|9.2|,87;13;0|87;13;0|,84;16;0|84;16;0|,84;16;0|84;16;0|,100|100|,0;0;0|0;0;0|,100|100|,84;16;0|84;16;0|,84;16;0|84;16;0|,100|100|,100|100|
2,100|100|,84;16;0|84;16;0|,9.12|9.12|,84;16;0|84;16;0|,76;24;0|76;24;0|,76;24;0|76;24;0|,100|100|,0;0;0|0;0;0|,100|100|,76;24;0|76;24;0|,76;24;0|76;24;0|,100|100|,100|100|
3,100|100|,76;24;0|76;24;0|,9.35|9.35|,76;24;0|76;24;0|,67;31;2|67;31;2|,67;31;2|67;31;2|,100|100|,0;0;0|0;0;0|,100|100|,67;31;2|67;31;2|,67;31;2|67;31;2|,100|100|,100|100|
4,100|100|,67;31;2|67;31;2|,10.35|10.35|,67;31;2|67;31;2|,59;37;4|59;37;4|,59;37;4|59;37;4|,100|100|,0;0;0|0;0;0|,100|100|,59;37;4|59;37;4|,59;37;4|59;37;4|,100|100|,100|100|
5,100|100|,59;37;4|59;37;4|,11.9|11.9|,59;37;4|59;37;4|,51;43;6|51;43;6|,51;43;6|51;43;6|,100|100|,0;0;0|0;0;0|,100|100|,51;43;6|51;43;6|,51;43;6|51;43;6|,100|100|,100|100|
6,100|100|,51;43;6|51;43;6|,13.81|13.81|,51;43;6|51;43;6|,40;53;7|40;53;7|,40;53;7|40;53;7|,100|100|,0;0;0|0;0;0|,100|100|,40;53;7|40;53;7|,40;53;7|40;53;7|,100|100|,100|100|
7,100|100|,40;53;7|40;53;7|,16.04|16.04|,40;53;7|40;53;7|,32;57;11|32;57;11|,32;57;11|32;57;11|,100|100|,0;0;0|0;0;0|,100|100|,32;57;11|32;57;11|,32;57;11|32;57;11|,100|100|,100|100|
8,100|100|,32;57;11|32;57;11|,18.93|18.93|,32;57;11|32;57;11|,25;59;16|25;59;16|,25;59;16|25;59;16|,100|100|,0;0;0|0;0;0|,100|100|,25;59;16|25;59;16|,25;59;16|25;59;16|,100|100|,100|100|
9,100|100|,25;59;16|25;59;16|,21.79|21.79|,25;59;16|25;59;16|,17;65;18|17;65;18|,17;65;18|17;65;18|,100|100|,0;0;0|0;0;0|,100|100|,17;65;18|17;65;18|,17;65;18|17;65;18|,100|100|,100|100|
10,100|100|,17;65;18|17;65;18|,24.43|24.43|,17;65;18|17;65;18|,16;65;19|16;65;19|,16;65;19|16;65;19|,100|100|,0;0;0|0;0;0|,100|100|,16;65;19|16;65;19|,16;65;19|16;65;19|,100|100|,100|100|
11,100|100|,16;65;19|16;65;19|,27.26|27.26|,16;65;19|16;65;19|,13;67;20|13;67;20|,13;67;20|13;67;20|,100|100|,0;0;0|0;0;0|,100|100|,13;67;20|13;67;20|,13;67;20|13;67;20|,100|100|,100|100|
12,100|100|,13;67;20|13;67;20|,29.67|29.67|,13;67;20|13;67;20|,12;61;27|12;61;27|,12;61;27|12;61;27|,100|100|,0;0;0|0;0;0|,100|100|,12;61;27|12;61;27|,12;61;27|12;61;27|,100|100|,100|100|
13,100|100|,12;61;27|12;61;27|,31.92|31.92|,12;61;27|12;61;27|,8;63;29|8;63;29|,8;63;29|8;63;29|,100|100|,0;0;0|0;0;0|,100|100|,8;63;29|8;63;29|,8;63;29|8;63;29|,100|100|,100|100|
14,100|100|,8;63;29|8;63;29|,33.23|33.23|,8;63;29|8;63;29|,6;61;33|6;61;33|,6;61;33|6;61;33|,100|100|,0;0;0|0;0;0|,100|100|,6;61;33|6;61;33|,6;61;33|6;61;33|,100|100|,100|100|
