Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,88;12;0|88;12;0|,0.0|0.0|,88;12;0|88;12;0|,83;14;3|83;14;3|,83;14;3|83;14;3|,100|100|,0;0;0|0;0;0|,100|100|,83;14;3|83;14;3|,83;14;3|83;14;3|,100|100|,100|100|
1,100|100|,83;14;3|83;14;3|,0.0|0.0|,83;14;3|83;14;3|,81;14;5|81;14;5|,81;14;5|81;14;5|,100|100|,0;0;0|0;0;0|,100|100|,81;14;5|81;14;5|,81;14;5|81;14;5|,100|100|,100|100|
2,100|100|,81;14;5|81;14;5|,0.0|0.0|,81;14;5|81;14;5|,74;16;10|74;16;10|,74;16;10|74;16;10|,100|100|,0;0;0|0;0;0|,100|100|,74;16;10|74;16;10|,74;16;10|74;16;10|,100|100|,100|100|
3,100|100|,74;16;10|74;16;10|,0.0|0.0|,74;16;10|74;16;10|,68;23;9|68;23;9|,68;23;9|68;23;9|,100|100|,0;0;0|0;0;0|,100|100|,68;23;9|68;23;9|,68;23;9|68;23;9|,100|100|,100|100|
4,100|100|,68;23;9|68;23;9|,0.0|0.0|,68;23;9|68;23;9|,63;27;10|63;27;10|,63;27;10|63;27;10|,100|100|,0;0;0|0;0;0|,100|100|,63;27;10|63;27;10|,63;27;10|63;27;10|,100|100|,100|100|
5,100|100|,63;27;10|63;27;10|,0.0|0.0|,63;27;10|63;27;10|,55;33;12|55;33;12|,55;33;12|55;33;12|,100|100|,0;0;0|0;0;0|,100|100|,55;33;12|55;33;12|,55;33;12|55;33;12|,100|100|,100|100|
6,100|100|,55;33;12|55;33;12|,0.0|0.0|,55;33;12|55;33;12|,54;26;20|54;26;20|,54;26;20|54;26;20|,100|100|,0;0;0|0;0;0|,100|100|,54;26;20|54;26;20|,54;26;20|54;26;20|,100|100|,100|100|
7,100|100|,54;26;20|54;26;20|,0.0|0.0|,54;26;20|54;26;20|,54;28;18|54;28;18|,54;28;18|54;28;18|,100|100|,0;0;0|0;0;0|,100|100|,54;28;18|54;28;18|,54;28;18|54;28;18|,100|100|,100|100|
8,100|100|,54;28;18|54;28;18|,0.0|0.0|,54;28;18|54;28;18|,49;25;26|49;25;26|,49;25;26|49;25;26|,100|100|,0;0;0|0;0;0|,100|100|,49;25;26|49;25;26|,49;25;26|49;25;26|,100|100|,100|100|
9,100|100|,49;25;26|49;25;26|,0.0|0.0|,49;25;26|49;25;26|,49;22;29|49;22;29|,49;22;29|49;22;29|,100|100|,0;0;0|0;0;0|,100|100|,49;22;29|49;22;29|,49;22;29|49;22;29|,100|100|,100|100|
10,100|100|,49;22;29|49;22;29|,0.0|0.0|,49;22;29|49;22;29|,51;22;27|51;22;27|,51;22;27|51;22;27|,100|100|,0;0;0|0;0;0|,100|100|,51;22;27|51;22;27|,51;22;27|51;22;27|,100|100|,100|100|
11,100|100|,51;22;27|51;22;27|,0.0|0.0|,51;22;27|51;22;27|,48;21;31|48;21;31|,48;21;31|48;21;31|,100|100|,0;0;0|0;0;0|,100|100|,48;21;31|48;21;31|,48;21;31|48;21;31|,100|100|,100|100|
12,100|100|,48;21;31|48;21;31|,0.0|0.0|,48;21;31|48;21;31|,51;15;34|51;15;34|,51;15;34|51;15;34|,100|100|,0;0;0|0;0;0|,100|100|,51;15;34|51;15;34|,51;15;34|51;15;34|,100|100|,100|100|
13,100|100|,51;15;34|51;15;34|,0.0|0.0|,51;15;34|51;15;34|,56;17;27|56;17;27|,56;17;27|56;17;27|,100|100|,0;0;0|0;0;0|,100|100|,56;17;27|56;17;27|,56;17;27|56;17;27|,100|100|,100|100|
14,100|100|,56;17;27|56;17;27|,0.0|0.0|,56;17;27|56;17;27|,56;17;27|56;17;27|,56;17;27|56;17;27|,100|100|,0;0;0|0;0;0|,100|100|,56;17;27|56;17;27|,56;17;27|56;17;27|,100|100|,100|100|
15,100|100|,56;17;27|56;17;27|,0.0|0.0|,56;17;27|56;17;27|,57;18;25|57;18;25|,57;18;25|57;18;25|,100|100|,0;0;0|0;0;0|,100|100|,57;18;25|57;18;25|,57;18;25|57;18;25|,100|100|,100|100|
16,100|100|,57;18;25|57;18;25|,0.0|0.0|,57;18;25|57;18;25|,56;22;22|56;22;22|,56;22;22|56;22;22|,100|100|,0;0;0|0;0;0|,100|100|,56;22;22|56;22;22|,56;22;22|56;22;22|,100|100|,100|100|
17,100|100|,56;22;22|56;22;22|,0.0|0.0|,56;22;22|56;22;22|,50;30;20|50;30;20|,50;30;20|50;30;20|,100|100|,0;0;0|0;0;0|,100|100|,50;30;20|50;30;20|,50;30;20|50;30;20|,100|100|,100|100|
18,100|100|,50;30;20|50;30;20|,0.0|0.0|,50;30;20|50;30;20|,48;30;22|48;30;22|,48;30;22|48;30;22|,100|100|,0;0;0|0;0;0|,100|100|,48;30;22|48;30;22|,48;30;22|48;30;22|,100|100|,100|100|
19,100|100|,48;30;22|48;30;22|,0.0|0.0|,48;30;22|48;30;22|,48;25;27|48;25;27|,48;25;27|48;25;27|,100|100|,0;0;0|0;0;0|,100|100|,48;25;27|48;25;27|,48;25;27|48;25;27|,100|100|,100|100|
20,100|100|,48;25;27|48;25;27|,0.0|0.0|,48;25;27|48;25;27|,50;27;23|50;27;23|,50;27;23|50;27;23|,100|100|,0;0;0|0;0;0|,100|100|,50;27;23|50;27;23|,50;27;23|50;27;23|,100|100|,100|100|
21,100|100|,50;27;23|50;27;23|,0.0|0.0|,50;27;23|50;27;23|,47;31;22|47;31;22|,47;31;22|47;31;22|,100|100|,0;0;0|0;0;0|,100|100|,47;31;22|47;31;22|,47;31;22|47;31;22|,100|100|,100|100|
22,100|100|,47;31;22|47;31;22|,0.0|0.0|,47;31;22|47;31;22|,43;28;29|43;28;29|,43;28;29|43;28;29|,100|100|,0;0;0|0;0;0|,100|100|,43;28;29|43;28;29|,43;28;29|43;28;29|,100|100|,100|100|
23,100|100|,43;28;29|43;28;29|,0.0|0.0|,43;28;29|43;28;29|,45;25;30|45;25;30|,45;25;30|45;25;30|,100|100|,0;0;0|0;0;0|,100|100|,45;25;30|45;25;30|,45;25;30|45;25;30|,100|100|,100|100|
24,100|100|,45;25;30|45;25;30|,0.0|0.0|,45;25;30|45;25;30|,46;26;28|46;26;28|,46;26;28|46;26;28|,100|100|,0;0;0|0;0;0|,100|100|,46;26;28|46;26;28|,46;26;28|46;26;28|,100|100|,100|100|
25,100|100|,46;26;28|46;26;28|,0.0|0.0|,46;26;28|46;26;28|,42;27;31|42;27;31|,42;27;31|42;27;31|,100|100|,0;0;0|0;0;0|,100|100|,42;27;31|42;27;31|,42;27;31|42;27;31|,100|100|,100|100|
26,100|100|,42;27;31|42;27;31|,0.0|0.0|,42;27;31|42;27;31|,39;30;31|39;30;31|,39;30;31|39;30;31|,100|100|,0;0;0|0;0;0|,100|100|,39;30;31|39;30;31|,39;30;31|39;30;31|,100|100|,100|100|
27,100|100|,39;30;31|39;30;31|,0.0|0.0|,39;30;31|39;30;31|,37;30;33|37;30;33|,37;30;33|37;30;33|,100|100|,0;0;0|0;0;0|,100|100|,37;30;33|37;30;33|,37;30;33|37;30;33|,100|100|,100|100|
28,100|100|,37;30;33|37;30;33|,0.0|0.0|,37;30;33|37;30;33|,38;27;35|38;27;35|,38;27;35|38;27;35|,100|100|,0;0;0|0;0;0|,100|100|,38;27;35|38;27;35|,38;27;35|38;27;35|,100|100|,100|100|
29,100|100|,38;27;35|38;27;35|,0.0|0.0|,38;27;35|38;27;35|,38;30;32|38;30;32|,38;30;32|38;30;32|,100|100|,0;0;0|0;0;0|,100|100|,38;30;32|38;30;32|,38;30;32|38;30;32|,100|100|,100|100|
30,100|100|,38;30;32|38;30;32|,0.0|0.0|,38;30;32|38;30;32|,44;32;24|44;32;24|,44;32;24|44;32;24|,100|100|,0;0;0|0;0;0|,100|100|,44;32;24|44;32;24|,44;32;24|44;32;24|,100|100|,100|100|
31,100|100|,44;32;24|44;32;24|,0.0|0.0|,44;32;24|44;32;24|,40;36;24|40;36;24|,40;36;24|40;36;24|,100|100|,0;0;0|0;0;0|,100|100|,40;36;24|40;36;24|,40;36;24|40;36;24|,100|100|,100|100|
32,100|100|,40;36;24|40;36;24|,0.0|0.0|,40;36;24|40;36;24|,36;33;31|36;33;31|,36;33;31|36;33;31|,100|100|,0;0;0|0;0;0|,100|100|,36;33;31|36;33;31|,36;33;31|36;33;31|,100|100|,100|100|
