Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,87;0;13;0|87;0;13;0|,87;0;13;0|87;0;13;0|,83;4;11;2|83;4;11;2|,83;4;11;2|83;4;11;2|,100|100|,0;0;0;0|0;0;0;0|,100|100|,83;4;11;2|83;4;11;2|,83;4;11;2|83;4;11;2|,100|100|,100|100|
1,100|100|,83;4;11;2|83;4;11;2|,83;4;11;2|83;4;11;2|,77;8;11;4|77;8;11;4|,77;8;11;4|77;8;11;4|,100|100|,0;0;0;0|0;0;0;0|,100|100|,77;8;11;4|77;8;11;4|,77;8;11;4|77;8;11;4|,100|100|,100|100|
2,100|100|,77;8;11;4|77;8;11;4|,77;8;11;4|77;8;11;4|,74;6;12;8|74;6;12;8|,74;6;12;8|74;6;12;8|,100|100|,0;0;0;0|0;0;0;0|,100|100|,74;6;12;8|74;6;12;8|,74;6;12;8|74;6;12;8|,100|100|,100|100|
3,100|100|,74;6;12;8|74;6;12;8|,74;6;12;8|74;6;12;8|,72;6;13;9|72;6;13;9|,72;6;13;9|72;6;13;9|,100|100|,0;0;0;0|0;0;0;0|,100|100|,72;6;13;9|72;6;13;9|,72;6;13;9|72;6;13;9|,100|100|,100|100|
4,100|100|,72;6;13;9|72;6;13;9|,72;6;13;9|72;6;13;9|,64;9;17;10|64;9;17;10|,64;9;17;10|64;9;17;10|,100|100|,0;0;0;0|0;0;0;0|,100|100|,64;9;17;10|64;9;17;10|,64;9;17;10|64;9;17;10|,100|100|,100|100|
5,100|100|,64;9;17;10|64;9;17;10|,64;9;17;10|64;9;17;10|,58;11;18;13|58;11;18;13|,58;11;18;13|58;11;18;13|,100|100|,0;0;0;0|0;0;0;0|,100|100|,58;11;18;13|58;11;18;13|,58;11;18;13|58;11;18;13|,100|100|,100|100|
6,100|100|,58;11;18;13|58;11;18;13|,58;11;18;13|58;11;18;13|,50;12;17;21|50;12;17;21|,50;12;17;21|50;12;17;21|,100|100|,0;0;0;0|0;0;0;0|,100|100|,50;12;17;21|50;12;17;21|,50;12;17;21|50;12;17;21|,100|100|,100|100|
7,100|100|,50;12;17;21|50;12;17;21|,50;12;17;21|50;12;17;21|,45;14;15;26|45;14;15;26|,45;14;15;26|45;14;15;26|,100|100|,0;0;0;0|0;0;0;0|,100|100|,45;14;15;26|45;14;15;26|,45;14;15;26|45;14;15;26|,100|100|,100|100|
8,100|100|,45;14;15;26|45;14;15;26|,45;14;15;26|45;14;15;26|,43;10;21;26|43;10;21;26|,43;10;21;26|43;10;21;26|,100|100|,0;0;0;0|0;0;0;0|,100|100|,43;10;21;26|43;10;21;26|,43;10;21;26|43;10;21;26|,100|100|,100|100|
9,100|100|,43;10;21;26|43;10;21;26|,43;10;21;26|43;10;21;26|,42;6;19;33|42;6;19;33|,42;6;19;33|42;6;19;33|,100|100|,0;0;0;0|0;0;0;0|,100|100|,42;6;19;33|42;6;19;33|,42;6;19;33|42;6;19;33|,100|100|,100|100|
10,100|100|,42;6;19;33|42;6;19;33|,42;6;19;33|42;6;19;33|,37;8;20;35|37;8;20;35|,37;8;20;35|37;8;20;35|,100|100|,0;0;0;0|0;0;0;0|,100|100|,37;8;20;35|37;8;20;35|,37;8;20;35|37;8;20;35|,100|100|,100|100|
11,100|100|,37;8;20;35|37;8;20;35|,37;8;20;35|37;8;20;35|,35;4;22;39|35;4;22;39|,35;4;22;39|35;4;22;39|,100|100|,0;0;0;0|0;0;0;0|,100|100|,35;4;22;39|35;4;22;39|,35;4;22;39|35;4;22;39|,100|100|,100|100|
12,100|100|,35;4;22;39|35;4;22;39|,35;4;22;39|35;4;22;39|,34;3;19;44|34;3;19;44|,34;3;19;44|34;3;19;44|,100|100|,0;0;0;0|0;0;0;0|,100|100|,34;3;19;44|34;3;19;44|,34;3;19;44|34;3;19;44|,100|100|,100|100|
13,100|100|,34;3;19;44|34;3;19;44|,34;3;19;44|34;3;19;44|,31;5;18;46|31;5;18;46|,31;5;18;46|31;5;18;46|,100|100|,0;0;0;0|0;0;0;0|,100|100|,31;5;18;46|31;5;18;46|,31;5;18;46|31;5;18;46|,100|100|,100|100|
