Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,94;6;0|94;6;0|,0.0|0.0|,94;6;0|94;6;0|,88;11;1|88;11;1|,88;11;1|88;11;1|,100|100|,0;0;0|0;0;0|,100|100|,88;11;1|88;11;1|,88;11;1|88;11;1|,100|100|,100|100|
1,100|100|,88;11;1|88;11;1|,0.0|0.0|,88;11;1|88;11;1|,84;14;2|84;14;2|,84;14;2|84;14;2|,100|100|,0;0;0|0;0;0|,100|100|,84;14;2|84;14;2|,84;14;2|84;14;2|,100|100|,100|100|
2,100|100|,84;14;2|84;14;2|,0.0|0.0|,84;14;2|84;14;2|,78;19;3|78;19;3|,78;19;3|78;19;3|,100|100|,0;0;0|0;0;0|,100|100|,78;19;3|78;19;3|,78;19;3|78;19;3|,100|100|,100|100|
3,100|100|,78;19;3|78;19;3|,0.0|0.0|,78;19;3|78;19;3|,71;23;6|71;23;6|,71;23;6|71;23;6|,100|100|,0;0;0|0;0;0|,100|100|,71;23;6|71;23;6|,71;23;6|71;23;6|,100|100|,100|100|
4,100|100|,71;23;6|71;23;6|,0.0|0.0|,71;23;6|71;23;6|,60;28;12|60;28;12|,60;28;12|60;28;12|,100|100|,0;0;0|0;0;0|,100|100|,60;28;12|60;28;12|,60;28;12|60;28;12|,100|100|,100|100|
5,100|100|,60;28;12|60;28;12|,0.0|0.0|,60;28;12|60;28;12|,53;27;20|53;27;20|,53;27;20|53;27;20|,100|100|,0;0;0|0;0;0|,100|100|,53;27;20|53;27;20|,53;27;20|53;27;20|,100|100|,100|100|
6,100|100|,53;27;20|53;27;20|,0.0|0.0|,53;27;20|53;27;20|,44;27;29|44;27;29|,44;27;29|44;27;29|,100|100|,0;0;0|0;0;0|,100|100|,44;27;29|44;27;29|,44;27;29|44;27;29|,100|100|,100|100|
7,100|100|,44;27;29|44;27;29|,0.0|0.0|,44;27;29|44;27;29|,39;25;36|39;25;36|,39;25;36|39;25;36|,100|100|,0;0;0|0;0;0|,100|100|,39;25;36|39;25;36|,39;25;36|39;25;36|,100|100|,100|100|
8,100|100|,39;25;36|39;25;36|,0.0|0.0|,39;25;36|39;25;36|,36;22;42|36;22;42|,36;22;42|36;22;42|,100|100|,0;0;0|0;0;0|,100|100|,36;22;42|36;22;42|,36;22;42|36;22;42|,100|100|,100|100|
9,100|100|,36;22;42|36;22;42|,0.0|0.0|,36;22;42|36;22;42|,31;19;50|31;19;50|,31;19;50|31;19;50|,100|100|,0;0;0|0;0;0|,100|100|,31;19;50|31;19;50|,31;19;50|31;19;50|,100|100|,100|100|
10,100|100|,31;19;50|31;19;50|,0.0|0.0|,31;19;50|31;19;50|,28;15;57|28;15;57|,28;15;57|28;15;57|,100|100|,0;0;0|0;0;0|,100|100|,28;15;57|28;15;57|,28;15;57|28;15;57|,100|100|,100|100|
