Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,90;0;10;0|90;0;10;0|,90;0;10;0|90;0;10;0|,88;2;8;2|88;2;8;2|,88;2;8;2|88;2;8;2|,100|100|,0;0;0;0|0;0;0;0|,100|100|,88;2;8;2|88;2;8;2|,88;2;8;2|88;2;8;2|,100|100|,100|100|
1,100|100|,88;2;8;2|88;2;8;2|,88;2;8;2|88;2;8;2|,81;8;7;4|81;8;7;4|,81;8;7;4|81;8;7;4|,100|100|,0;0;0;0|0;0;0;0|,100|100|,81;8;7;4|81;8;7;4|,81;8;7;4|81;8;7;4|,100|100|,100|100|
2,100|100|,81;8;7;4|81;8;7;4|,81;8;7;4|81;8;7;4|,80;9;5;6|80;9;5;6|,80;9;5;6|80;9;5;6|,100|100|,0;0;0;0|0;0;0;0|,100|100|,80;9;5;6|80;9;5;6|,80;9;5;6|80;9;5;6|,100|100|,100|100|
3,100|100|,80;9;5;6|80;9;5;6|,80;9;5;6|80;9;5;6|,80;8;5;7|80;8;5;7|,80;8;5;7|80;8;5;7|,100|100|,0;0;0;0|0;0;0;0|,100|100|,80;8;5;7|80;8;5;7|,80;8;5;7|80;8;5;7|,100|100|,100|100|
4,100|100|,80;8;5;7|80;8;5;7|,80;8;5;7|80;8;5;7|,78;6;8;8|78;6;8;8|,78;6;8;8|78;6;8;8|,100|100|,0;0;0;0|0;0;0;0|,100|100|,78;6;8;8|78;6;8;8|,78;6;8;8|78;6;8;8|,100|100|,100|100|
5,100|100|,78;6;8;8|78;6;8;8|,78;6;8;8|78;6;8;8|,74;9;6;11|74;9;6;11|,74;9;6;11|74;9;6;11|,100|100|,0;0;0;0|0;0;0;0|,100|100|,74;9;6;11|74;9;6;11|,74;9;6;11|74;9;6;11|,100|100|,100|100|
6,100|100|,74;9;6;11|74;9;6;11|,74;9;6;11|74;9;6;11|,74;4;10;12|74;4;10;12|,74;4;10;12|74;4;10;12|,100|100|,0;0;0;0|0;0;0;0|,100|100|,74;4;10;12|74;4;10;12|,74;4;10;12|74;4;10;12|,100|100|,100|100|
7,100|100|,74;4;10;12|74;4;10;12|,74;4;10;12|74;4;10;12|,71;4;11;14|71;4;11;14|,71;4;11;14|71;4;11;14|,100|100|,0;0;0;0|0;0;0;0|,100|100|,71;4;11;14|71;4;11;14|,71;4;11;14|71;4;11;14|,100|100|,100|100|
8,100|100|,71;4;11;14|71;4;11;14|,71;4;11;14|71;4;11;14|,67;5;11;17|67;5;11;17|,67;5;11;17|67;5;11;17|,100|100|,0;0;0;0|0;0;0;0|,100|100|,67;5;11;17|67;5;11;17|,67;5;11;17|67;5;11;17|,100|100|,100|100|
9,100|100|,67;5;11;17|67;5;11;17|,67;5;11;17|67;5;11;17|,65;3;13;19|65;3;13;19|,65;3;13;19|65;3;13;19|,100|100|,0;0;0;0|0;0;0;0|,100|100|,65;3;13;19|65;3;13;19|,65;3;13;19|65;3;13;19|,100|100|,100|100|
10,100|100|,65;3;13;19|65;3;13;19|,65;3;13;19|65;3;13;19|,63;4;13;20|63;4;13;20|,63;4;13;20|63;4;13;20|,100|100|,0;0;0;0|0;0;0;0|,100|100|,63;4;13;20|63;4;13;20|,63;4;13;20|63;4;13;20|,100|100|,100|100|
11,100|100|,63;4;13;20|63;4;13;20|,63;4;13;20|63;4;13;20|,58;7;14;21|58;7;14;21|,58;7;14;21|58;7;14;21|,100|100|,0;0;0;0|0;0;0;0|,100|100|,58;7;14;21|58;7;14;21|,58;7;14;21|58;7;14;21|,100|100|,100|100|
12,100|100|,58;7;14;21|58;7;14;21|,58;7;14;21|58;7;14;21|,55;7;13;25|55;7;13;25|,55;7;13;25|55;7;13;25|,100|100|,0;0;0;0|0;0;0;0|,100|100|,55;7;13;25|55;7;13;25|,55;7;13;25|55;7;13;25|,100|100|,100|100|
13,100|100|,55;7;13;25|55;7;13;25|,55;7;13;25|55;7;13;25|,50;8;16;26|50;8;16;26|,50;8;16;26|50;8;16;26|,100|100|,0;0;0;0|0;0;0;0|,100|100|,50;8;16;26|50;8;16;26|,50;8;16;26|50;8;16;26|,100|100|,100|100|
14,100|100|,50;8;16;26|50;8;16;26|,50;8;16;26|50;8;16;26|,45;9;17;29|45;9;17;29|,45;9;17;29|45;9;17;29|,100|100|,0;0;0;0|0;0;0;0|,100|100|,45;9;17;29|45;9;17;29|,45;9;17;29|45;9;17;29|,100|100|,100|100|
15,100|100|,45;9;17;29|45;9;17;29|,45;9;17;29|45;9;17;29|,41;10;16;33|41;10;16;33|,41;10;16;33|41;10;16;33|,100|100|,0;0;0;0|0;0;0;0|,100|100|,41;10;16;33|41;10;16;33|,41;10;16;33|41;10;16;33|,100|100|,100|100|
16,100|100|,41;10;16;33|41;10;16;33|,41;10;16;33|41;10;16;33|,35;14;13;38|35;14;13;38|,35;14;13;38|35;14;13;38|,100|100|,0;0;0;0|0;0;0;0|,100|100|,35;14;13;38|35;14;13;38|,35;14;13;38|35;14;13;38|,100|100|,100|100|
17,100|100|,35;14;13;38|35;14;13;38|,35;14;13;38|35;14;13;38|,33;10;15;42|33;10;15;42|,33;10;15;42|33;10;15;42|,100|100|,0;0;0;0|0;0;0;0|,100|100|,33;10;15;42|33;10;15;42|,33;10;15;42|33;10;15;42|,100|100|,100|100|
18,100|100|,33;10;15;42|33;10;15;42|,33;10;15;42|33;10;15;42|,31;9;16;44|31;9;16;44|,31;9;16;44|31;9;16;44|,100|100|,0;0;0;0|0;0;0;0|,100|100|,31;9;16;44|31;9;16;44|,31;9;16;44|31;9;16;44|,100|100|,100|100|
19,100|100|,31;9;16;44|31;9;16;44|,31;9;16;44|31;9;16;44|,31;2;20;47|31;2;20;47|,31;2;20;47|31;2;20;47|,100|100|,0;0;0;0|0;0;0;0|,100|100|,31;2;20;47|31;2;20;47|,31;2;20;47|31;2;20;47|,100|100|,100|100|
20,100|100|,31;2;20;47|31;2;20;47|,31;2;20;47|31;2;20;47|,29;2;19;50|29;2;19;50|,29;2;19;50|29;2;19;50|,100|100|,0;0;0;0|0;0;0;0|,100|100|,29;2;19;50|29;2;19;50|,29;2;19;50|29;2;19;50|,100|100|,100|100|
21,100|100|,29;2;19;50|29;2;19;50|,29;2;19;50|29;2;19;50|,27;3;17;53|27;3;17;53|,27;3;17;53|27;3;17;53|,100|100|,0;0;0;0|0;0;0;0|,100|100|,27;3;17;53|27;3;17;53|,27;3;17;53|27;3;17;53|,100|100|,100|100|
22,100|100|,27;3;17;53|27;3;17;53|,27;3;17;53|27;3;17;53|,23;5;17;55|23;5;17;55|,23;5;17;55|23;5;17;55|,100|100|,0;0;0;0|0;0;0;0|,100|100|,23;5;17;55|23;5;17;55|,23;5;17;55|23;5;17;55|,100|100|,100|100|
23,100|100|,23;5;17;55|23;5;17;55|,23;5;17;55|23;5;17;55|,21;5;17;57|21;5;17;57|,21;5;17;57|21;5;17;57|,100|100|,0;0;0;0|0;0;0;0|,100|100|,21;5;17;57|21;5;17;57|,21;5;17;57|21;5;17;57|,100|100|,100|100|
24,100|100|,21;5;17;57|21;5;17;57|,21;5;17;57|21;5;17;57|,20;2;16;62|20;2;16;62|,20;2;16;62|20;2;16;62|,100|100|,0;0;0;0|0;0;0;0|,100|100|,20;2;16;62|20;2;16;62|,20;2;16;62|20;2;16;62|,100|100|,100|100|
25,100|100|,20;2;16;62|20;2;16;62|,20;2;16;62|20;2;16;62|,19;3;15;63|19;3;15;63|,19;3;15;63|19;3;15;63|,100|100|,0;0;0;0|0;0;0;0|,100|100|,19;3;15;63|19;3;15;63|,19;3;15;63|19;3;15;63|,100|100|,100|100|
26,100|100|,19;3;15;63|19;3;15;63|,19;3;15;63|19;3;15;63|,16;6;13;65|16;6;13;65|,16;6;13;65|16;6;13;65|,100|100|,0;0;0;0|0;0;0;0|,100|100|,16;6;13;65|16;6;13;65|,16;6;13;65|16;6;13;65|,100|100|,100|100|
27,100|100|,16;6;13;65|16;6;13;65|,16;6;13;65|16;6;13;65|,15;5;11;69|15;5;11;69|,15;5;11;69|15;5;11;69|,100|100|,0;0;0;0|0;0;0;0|,100|100|,15;5;11;69|15;5;11;69|,15;5;11;69|15;5;11;69|,100|100|,100|100|
28,100|100|,15;5;11;69|15;5;11;69|,15;5;11;69|15;5;11;69|,15;1;11;73|15;1;11;73|,15;1;11;73|15;1;11;73|,100|100|,0;0;0;0|0;0;0;0|,100|100|,15;1;11;73|15;1;11;73|,15;1;11;73|15;1;11;73|,100|100|,100|100|
29,100|100|,15;1;11;73|15;1;11;73|,15;1;11;73|15;1;11;73|,14;1;11;74|14;1;11;74|,14;1;11;74|14;1;11;74|,100|100|,0;0;0;0|0;0;0;0|,100|100|,14;1;11;74|14;1;11;74|,14;1;11;74|14;1;11;74|,100|100|,100|100|
30,100|100|,14;1;11;74|14;1;11;74|,14;1;11;74|14;1;11;74|,12;2;9;77|12;2;9;77|,12;2;9;77|12;2;9;77|,100|100|,0;0;0;0|0;0;0;0|,100|100|,12;2;9;77|12;2;9;77|,12;2;9;77|12;2;9;77|,100|100|,100|100|
31,100|100|,12;2;9;77|12;2;9;77|,12;2;9;77|12;2;9;77|,11;2;9;78|11;2;9;78|,11;2;9;78|11;2;9;78|,100|100|,0;0;0;0|0;0;0;0|,100|100|,11;2;9;78|11;2;9;78|,11;2;9;78|11;2;9;78|,100|100|,100|100|
32,100|100|,11;2;9;78|11;2;9;78|,11;2;9;78|11;2;9;78|,10;2;7;81|10;2;7;81|,10;2;7;81|10;2;7;81|,100|100|,0;0;0;0|0;0;0;0|,100|100|,10;2;7;81|10;2;7;81|,10;2;7;81|10;2;7;81|,100|100|,100|100|
33,100|100|,10;2;7;81|10;2;7;81|,10;2;7;81|10;2;7;81|,10;1;6;83|10;1;6;83|,10;1;6;83|10;1;6;83|,100|100|,0;0;0;0|0;0;0;0|,100|100|,10;1;6;83|10;1;6;83|,10;1;6;83|10;1;6;83|,100|100|,100|100|
34,100|100|,10;1;6;83|10;1;6;83|,10;1;6;83|10;1;6;83|,10;0;4;86|10;0;4;86|,10;0;4;86|10;0;4;86|,100|100|,0;0;0;0|0;0;0;0|,100|100|,10;0;4;86|10;0;4;86|,10;0;4;86|10;0;4;86|,100|100|,100|100|
35,100|100|,10;0;4;86|10;0;4;86|,10;0;4;86|10;0;4;86|,10;0;3;87|10;0;3;87|,10;0;3;87|10;0;3;87|,100|100|,0;0;0;0|0;0;0;0|,100|100|,10;0;3;87|10;0;3;87|,10;0;3;87|10;0;3;87|,100|100|,100|100|
36,100|100|,10;0;3;87|10;0;3;87|,10;0;3;87|10;0;3;87|,10;0;2;88|10;0;2;88|,10;0;2;88|10;0;2;88|,100|100|,0;0;0;0|0;0;0;0|,100|100|,10;0;2;88|10;0;2;88|,10;0;2;88|10;0;2;88|,100|100|,100|100|
37,100|100|,10;0;2;88|10;0;2;88|,10;0;2;88|10;0;2;88|,10;0;2;88|10;0;2;88|,10;0;2;88|10;0;2;88|,100|100|,0;0;0;0|0;0;0;0|,100|100|,10;0;2;88|10;0;2;88|,10;0;2;88|10;0;2;88|,100|100|,100|100|
38,100|100|,10;0;2;88|10;0;2;88|,10;0;2;88|10;0;2;88|,10;0;2;88|10;0;2;88|,10;0;2;88|10;0;2;88|,100|100|,0;0;0;0|0;0;0;0|,100|100|,10;0;2;88|10;0;2;88|,10;0;2;88|10;0;2;88|,100|100|,100|100|
39,100|100|,10;0;2;88|10;0;2;88|,10;0;2;88|10;0;2;88|,10;0;2;88|10;0;2;88|,10;0;2;88|10;0;2;88|,100|100|,0;0;0;0|0;0;0;0|,100|100|,10;0;2;88|10;0;2;88|,10;0;2;88|10;0;2;88|,100|100|,100|100|
40,100|100|,10;0;2;88|10;0;2;88|,10;0;2;88|10;0;2;88|,10;0;2;88|10;0;2;88|,10;0;2;88|10;0;2;88|,100|100|,0;0;0;0|0;0;0;0|,100|100|,10;0;2;88|10;0;2;88|,10;0;2;88|10;0;2;88|,100|100|,100|100|
41,100|100|,10;0;2;88|10;0;2;88|,10;0;2;88|10;0;2;88|,10;0;1;89|10;0;1;89|,10;0;1;89|10;0;1;89|,100|100|,0;0;0;0|0;0;0;0|,100|100|,10;0;1;89|10;0;1;89|,10;0;1;89|10;0;1;89|,100|100|,100|100|
42,100|100|,10;0;1;89|10;0;1;89|,10;0;1;89|10;0;1;89|,10;0;1;89|10;0;1;89|,10;0;1;89|10;0;1;89|,100|100|,0;0;0;0|0;0;0;0|,100|100|,10;0;1;89|10;0;1;89|,10;0;1;89|10;0;1;89|,100|100|,100|100|
43,100|100|,10;0;1;89|10;0;1;89|,10;0;1;89|10;0;1;89|,9;1;1;89|9;1;1;89|,9;1;1;89|9;1;1;89|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;1;1;89|9;1;1;89|,9;1;1;89|9;1;1;89|,100|100|,100|100|
44,100|100|,9;1;1;89|9;1;1;89|,9;1;1;89|9;1;1;89|,9;1;1;89|9;1;1;89|,9;1;1;89|9;1;1;89|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;1;1;89|9;1;1;89|,9;1;1;89|9;1;1;89|,100|100|,100|100|
45,100|100|,9;1;1;89|9;1;1;89|,9;1;1;89|9;1;1;89|,9;0;1;90|9;0;1;90|,9;0;1;90|9;0;1;90|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;0;1;90|9;0;1;90|,9;0;1;90|9;0;1;90|,100|100|,100|100|
46,100|100|,9;0;1;90|9;0;1;90|,9;0;1;90|9;0;1;90|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,100|100|
47,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,100|100|
48,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,100|100|
49,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,100|100|
50,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,100|100|
51,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,100|100|
52,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,100|100|
53,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,100|100|
54,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,100|100|
55,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,100|100|
56,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,100|100|
57,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,100|100|
58,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,100|100|
59,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,100|100|
60,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,100|100|
61,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,100|100|
62,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,100|100|
63,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,100|100|
64,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,100|100|
65,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,100|100|
66,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,100|100|
67,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,100|100|
68,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,100|100|
69,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,100|100|
70,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,100|100|
71,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,100|100|
72,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,100|100|
73,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,100|100|
74,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,100|100|
75,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,100|100|
76,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,100|100|
77,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,100|100|
78,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,100|100|
