Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,89;11;0|89;11;0|,0.0|0.0|,89;11;0|89;11;0|,81;13;6|81;13;6|,81;13;6|81;13;6|,100|100|,0;0;0|0;0;0|,100|100|,81;13;6|81;13;6|,81;13;6|81;13;6|,100|100|,100|100|
1,100|100|,81;13;6|81;13;6|,0.0|0.0|,81;13;6|81;13;6|,77;13;10|77;13;10|,77;13;10|77;13;10|,100|100|,0;0;0|0;0;0|,100|100|,77;13;10|77;13;10|,77;13;10|77;13;10|,100|100|,100|100|
2,100|100|,77;13;10|77;13;10|,0.0|0.0|,77;13;10|77;13;10|,74;17;9|74;17;9|,74;17;9|74;17;9|,100|100|,0;0;0|0;0;0|,100|100|,74;17;9|74;17;9|,74;17;9|74;17;9|,100|100|,100|100|
3,100|100|,74;17;9|74;17;9|,0.0|0.0|,74;17;9|74;17;9|,70;19;11|70;19;11|,70;19;11|70;19;11|,100|100|,0;0;0|0;0;0|,100|100|,70;19;11|70;19;11|,70;19;11|70;19;11|,100|100|,100|100|
4,100|100|,70;19;11|70;19;11|,0.0|0.0|,70;19;11|70;19;11|,66;19;15|66;19;15|,66;19;15|66;19;15|,100|100|,0;0;0|0;0;0|,100|100|,66;19;15|66;19;15|,66;19;15|66;19;15|,100|100|,100|100|
5,100|100|,66;19;15|66;19;15|,0.0|0.0|,66;19;15|66;19;15|,67;16;17|67;16;17|,67;16;17|67;16;17|,100|100|,0;0;0|0;0;0|,100|100|,67;16;17|67;16;17|,67;16;17|67;16;17|,100|100|,100|100|
6,100|100|,67;16;17|67;16;17|,0.0|0.0|,67;16;17|67;16;17|,65;16;19|65;16;19|,65;16;19|65;16;19|,100|100|,0;0;0|0;0;0|,100|100|,65;16;19|65;16;19|,65;16;19|65;16;19|,100|100|,100|100|
7,100|100|,65;16;19|65;16;19|,0.0|0.0|,65;16;19|65;16;19|,62;20;18|62;20;18|,62;20;18|62;20;18|,100|100|,0;0;0|0;0;0|,100|100|,62;20;18|62;20;18|,62;20;18|62;20;18|,100|100|,100|100|
8,100|100|,62;20;18|62;20;18|,0.0|0.0|,62;20;18|62;20;18|,59;25;16|59;25;16|,59;25;16|59;25;16|,100|100|,0;0;0|0;0;0|,100|100|,59;25;16|59;25;16|,59;25;16|59;25;16|,100|100|,100|100|
9,100|100|,59;25;16|59;25;16|,0.0|0.0|,59;25;16|59;25;16|,55;25;20|55;25;20|,55;25;20|55;25;20|,100|100|,0;0;0|0;0;0|,100|100|,55;25;20|55;25;20|,55;25;20|55;25;20|,100|100|,100|100|
10,100|100|,55;25;20|55;25;20|,0.0|0.0|,55;25;20|55;25;20|,51;30;19|51;30;19|,51;30;19|51;30;19|,100|100|,0;0;0|0;0;0|,100|100|,51;30;19|51;30;19|,51;30;19|51;30;19|,100|100|,100|100|
11,100|100|,51;30;19|51;30;19|,0.0|0.0|,51;30;19|51;30;19|,46;32;22|46;32;22|,46;32;22|46;32;22|,100|100|,0;0;0|0;0;0|,100|100|,46;32;22|46;32;22|,46;32;22|46;32;22|,100|100|,100|100|
12,100|100|,46;32;22|46;32;22|,0.0|0.0|,46;32;22|46;32;22|,39;35;26|39;35;26|,39;35;26|39;35;26|,100|100|,0;0;0|0;0;0|,100|100|,39;35;26|39;35;26|,39;35;26|39;35;26|,100|100|,100|100|
13,100|100|,39;35;26|39;35;26|,0.0|0.0|,39;35;26|39;35;26|,36;37;27|36;37;27|,36;37;27|36;37;27|,100|100|,0;0;0|0;0;0|,100|100|,36;37;27|36;37;27|,36;37;27|36;37;27|,100|100|,100|100|
14,100|100|,36;37;27|36;37;27|,0.0|0.0|,36;37;27|36;37;27|,32;37;31|32;37;31|,32;37;31|32;37;31|,100|100|,0;0;0|0;0;0|,100|100|,32;37;31|32;37;31|,32;37;31|32;37;31|,100|100|,100|100|
15,100|100|,32;37;31|32;37;31|,0.0|0.0|,32;37;31|32;37;31|,34;33;33|34;33;33|,34;33;33|34;33;33|,100|100|,0;0;0|0;0;0|,100|100|,34;33;33|34;33;33|,34;33;33|34;33;33|,100|100|,100|100|
16,100|100|,34;33;33|34;33;33|,0.0|0.0|,34;33;33|34;33;33|,35;31;34|35;31;34|,35;31;34|35;31;34|,100|100|,0;0;0|0;0;0|,100|100|,35;31;34|35;31;34|,35;31;34|35;31;34|,100|100|,100|100|
17,100|100|,35;31;34|35;31;34|,0.0|0.0|,35;31;34|35;31;34|,38;29;33|38;29;33|,38;29;33|38;29;33|,100|100|,0;0;0|0;0;0|,100|100|,38;29;33|38;29;33|,38;29;33|38;29;33|,100|100|,100|100|
18,100|100|,38;29;33|38;29;33|,0.0|0.0|,38;29;33|38;29;33|,39;32;29|39;32;29|,39;32;29|39;32;29|,100|100|,0;0;0|0;0;0|,100|100|,39;32;29|39;32;29|,39;32;29|39;32;29|,100|100|,100|100|
19,100|100|,39;32;29|39;32;29|,0.0|0.0|,39;32;29|39;32;29|,41;29;30|41;29;30|,41;29;30|41;29;30|,100|100|,0;0;0|0;0;0|,100|100|,41;29;30|41;29;30|,41;29;30|41;29;30|,100|100|,100|100|
20,100|100|,41;29;30|41;29;30|,0.0|0.0|,41;29;30|41;29;30|,45;31;24|45;31;24|,45;31;24|45;31;24|,100|100|,0;0;0|0;0;0|,100|100|,45;31;24|45;31;24|,45;31;24|45;31;24|,100|100|,100|100|
21,100|100|,45;31;24|45;31;24|,0.0|0.0|,45;31;24|45;31;24|,46;35;19|46;35;19|,46;35;19|46;35;19|,100|100|,0;0;0|0;0;0|,100|100|,46;35;19|46;35;19|,46;35;19|46;35;19|,100|100|,100|100|
22,100|100|,46;35;19|46;35;19|,0.0|0.0|,46;35;19|46;35;19|,38;40;22|38;40;22|,38;40;22|38;40;22|,100|100|,0;0;0|0;0;0|,100|100|,38;40;22|38;40;22|,38;40;22|38;40;22|,100|100|,100|100|
23,100|100|,38;40;22|38;40;22|,0.0|0.0|,38;40;22|38;40;22|,35;41;24|35;41;24|,35;41;24|35;41;24|,100|100|,0;0;0|0;0;0|,100|100|,35;41;24|35;41;24|,35;41;24|35;41;24|,100|100|,100|100|
24,100|100|,35;41;24|35;41;24|,0.0|0.0|,35;41;24|35;41;24|,34;37;29|34;37;29|,34;37;29|34;37;29|,100|100|,0;0;0|0;0;0|,100|100|,34;37;29|34;37;29|,34;37;29|34;37;29|,100|100|,100|100|
25,100|100|,34;37;29|34;37;29|,0.0|0.0|,34;37;29|34;37;29|,36;38;26|36;38;26|,36;38;26|36;38;26|,100|100|,0;0;0|0;0;0|,100|100|,36;38;26|36;38;26|,36;38;26|36;38;26|,100|100|,100|100|
26,100|100|,36;38;26|36;38;26|,0.0|0.0|,36;38;26|36;38;26|,34;34;32|34;34;32|,34;34;32|34;34;32|,100|100|,0;0;0|0;0;0|,100|100|,34;34;32|34;34;32|,34;34;32|34;34;32|,100|100|,100|100|
27,100|100|,34;34;32|34;34;32|,0.0|0.0|,34;34;32|34;34;32|,33;31;36|33;31;36|,33;31;36|33;31;36|,100|100|,0;0;0|0;0;0|,100|100|,33;31;36|33;31;36|,33;31;36|33;31;36|,100|100|,100|100|
28,100|100|,33;31;36|33;31;36|,0.0|0.0|,33;31;36|33;31;36|,36;29;35|36;29;35|,36;29;35|36;29;35|,100|100|,0;0;0|0;0;0|,100|100|,36;29;35|36;29;35|,36;29;35|36;29;35|,100|100|,100|100|
29,100|100|,36;29;35|36;29;35|,0.0|0.0|,36;29;35|36;29;35|,42;22;36|42;22;36|,42;22;36|42;22;36|,100|100|,0;0;0|0;0;0|,100|100|,42;22;36|42;22;36|,42;22;36|42;22;36|,100|100|,100|100|
30,100|100|,42;22;36|42;22;36|,0.0|0.0|,42;22;36|42;22;36|,49;20;31|49;20;31|,49;20;31|49;20;31|,100|100|,0;0;0|0;0;0|,100|100|,49;20;31|49;20;31|,49;20;31|49;20;31|,100|100|,100|100|
31,100|100|,49;20;31|49;20;31|,0.0|0.0|,49;20;31|49;20;31|,53;18;29|53;18;29|,53;18;29|53;18;29|,100|100|,0;0;0|0;0;0|,100|100|,53;18;29|53;18;29|,53;18;29|53;18;29|,100|100|,100|100|
32,100|100|,53;18;29|53;18;29|,0.0|0.0|,53;18;29|53;18;29|,53;18;29|53;18;29|,53;18;29|53;18;29|,100|100|,0;0;0|0;0;0|,100|100|,53;18;29|53;18;29|,53;18;29|53;18;29|,100|100|,100|100|
33,100|100|,53;18;29|53;18;29|,0.0|0.0|,53;18;29|53;18;29|,57;14;29|57;14;29|,57;14;29|57;14;29|,100|100|,0;0;0|0;0;0|,100|100|,57;14;29|57;14;29|,57;14;29|57;14;29|,100|100|,100|100|
34,100|100|,57;14;29|57;14;29|,0.0|0.0|,57;14;29|57;14;29|,54;16;30|54;16;30|,54;16;30|54;16;30|,100|100|,0;0;0|0;0;0|,100|100|,54;16;30|54;16;30|,54;16;30|54;16;30|,100|100|,100|100|
35,100|100|,54;16;30|54;16;30|,0.0|0.0|,54;16;30|54;16;30|,62;18;20|62;18;20|,62;18;20|62;18;20|,100|100|,0;0;0|0;0;0|,100|100|,62;18;20|62;18;20|,62;18;20|62;18;20|,100|100|,100|100|
36,100|100|,62;18;20|62;18;20|,0.0|0.0|,62;18;20|62;18;20|,58;21;21|58;21;21|,58;21;21|58;21;21|,100|100|,0;0;0|0;0;0|,100|100|,58;21;21|58;21;21|,58;21;21|58;21;21|,100|100|,100|100|
37,100|100|,58;21;21|58;21;21|,0.0|0.0|,58;21;21|58;21;21|,58;21;21|58;21;21|,58;21;21|58;21;21|,100|100|,0;0;0|0;0;0|,100|100|,58;21;21|58;21;21|,58;21;21|58;21;21|,100|100|,100|100|
38,100|100|,58;21;21|58;21;21|,0.0|0.0|,58;21;21|58;21;21|,54;26;20|54;26;20|,54;26;20|54;26;20|,100|100|,0;0;0|0;0;0|,100|100|,54;26;20|54;26;20|,54;26;20|54;26;20|,100|100|,100|100|
39,100|100|,54;26;20|54;26;20|,0.0|0.0|,54;26;20|54;26;20|,51;25;24|51;25;24|,51;25;24|51;25;24|,100|100|,0;0;0|0;0;0|,100|100|,51;25;24|51;25;24|,51;25;24|51;25;24|,100|100|,100|100|
40,100|100|,51;25;24|51;25;24|,0.0|0.0|,51;25;24|51;25;24|,46;28;26|46;28;26|,46;28;26|46;28;26|,100|100|,0;0;0|0;0;0|,100|100|,46;28;26|46;28;26|,46;28;26|46;28;26|,100|100|,100|100|
41,100|100|,46;28;26|46;28;26|,0.0|0.0|,46;28;26|46;28;26|,46;31;23|46;31;23|,46;31;23|46;31;23|,100|100|,0;0;0|0;0;0|,100|100|,46;31;23|46;31;23|,46;31;23|46;31;23|,100|100|,100|100|
42,100|100|,46;31;23|46;31;23|,0.0|0.0|,46;31;23|46;31;23|,40;33;27|40;33;27|,40;33;27|40;33;27|,100|100|,0;0;0|0;0;0|,100|100|,40;33;27|40;33;27|,40;33;27|40;33;27|,100|100|,100|100|
