Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,89;0;11;0|89;0;11;0|,0.0|0.0|,89;0;11;0|89;0;11;0|,84;5;9;2|84;5;9;2|,84;5;9;2|84;5;9;2|,100|100|,0;0;0;0|0;0;0;0|,100|100|,84;5;9;2|84;5;9;2|,84;5;9;2|84;5;9;2|,100|100|,100|100|
1,100|100|,84;5;9;2|84;5;9;2|,0.0|0.0|,84;5;9;2|84;5;9;2|,80;6;7;7|80;6;7;7|,80;6;7;7|80;6;7;7|,100|100|,0;0;0;0|0;0;0;0|,100|100|,80;6;7;7|80;6;7;7|,80;6;7;7|80;6;7;7|,100|100|,100|100|
2,100|100|,80;6;7;7|80;6;7;7|,0.0|0.0|,80;6;7;7|80;6;7;7|,79;3;10;8|79;3;10;8|,79;3;10;8|79;3;10;8|,100|100|,0;0;0;0|0;0;0;0|,100|100|,79;3;10;8|79;3;10;8|,79;3;10;8|79;3;10;8|,100|100|,100|100|
3,100|100|,79;3;10;8|79;3;10;8|,0.0|0.0|,79;3;10;8|79;3;10;8|,79;2;10;9|79;2;10;9|,79;2;10;9|79;2;10;9|,100|100|,0;0;0;0|0;0;0;0|,100|100|,79;2;10;9|79;2;10;9|,79;2;10;9|79;2;10;9|,100|100|,100|100|
4,100|100|,79;2;10;9|79;2;10;9|,0.0|0.0|,79;2;10;9|79;2;10;9|,77;2;9;12|77;2;9;12|,77;2;9;12|77;2;9;12|,100|100|,0;0;0;0|0;0;0;0|,100|100|,77;2;9;12|77;2;9;12|,77;2;9;12|77;2;9;12|,100|100|,100|100|
5,100|100|,77;2;9;12|77;2;9;12|,0.0|0.0|,77;2;9;12|77;2;9;12|,77;2;6;15|77;2;6;15|,77;2;6;15|77;2;6;15|,100|100|,0;0;0;0|0;0;0;0|,100|100|,77;2;6;15|77;2;6;15|,77;2;6;15|77;2;6;15|,100|100|,100|100|
6,100|100|,77;2;6;15|77;2;6;15|,0.0|0.0|,77;2;6;15|77;2;6;15|,76;3;6;15|76;3;6;15|,76;3;6;15|76;3;6;15|,100|100|,0;0;0;0|0;0;0;0|,100|100|,76;3;6;15|76;3;6;15|,76;3;6;15|76;3;6;15|,100|100|,100|100|
7,100|100|,76;3;6;15|76;3;6;15|,0.0|0.0|,76;3;6;15|76;3;6;15|,73;4;8;15|73;4;8;15|,73;4;8;15|73;4;8;15|,100|100|,0;0;0;0|0;0;0;0|,100|100|,73;4;8;15|73;4;8;15|,73;4;8;15|73;4;8;15|,100|100|,100|100|
8,100|100|,73;4;8;15|73;4;8;15|,0.0|0.0|,73;4;8;15|73;4;8;15|,69;6;8;17|69;6;8;17|,69;6;8;17|69;6;8;17|,100|100|,0;0;0;0|0;0;0;0|,100|100|,69;6;8;17|69;6;8;17|,69;6;8;17|69;6;8;17|,100|100|,100|100|
9,100|100|,69;6;8;17|69;6;8;17|,0.0|0.0|,69;6;8;17|69;6;8;17|,64;8;9;19|64;8;9;19|,64;8;9;19|64;8;9;19|,100|100|,0;0;0;0|0;0;0;0|,100|100|,64;8;9;19|64;8;9;19|,64;8;9;19|64;8;9;19|,100|100|,100|100|
