Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,93;7;0|93;7;0|,10.0|10.0|,93;7;0|93;7;0|,89;10;1|89;10;1|,89;10;1|89;10;1|,100|100|,0;0;0|0;0;0|,100|100|,89;10;1|89;10;1|,89;10;1|89;10;1|,100|100|,100|100|
1,100|100|,89;10;1|89;10;1|,9.2|9.2|,89;10;1|89;10;1|,85;13;2|85;13;2|,85;13;2|85;13;2|,100|100|,0;0;0|0;0;0|,100|100|,85;13;2|85;13;2|,85;13;2|85;13;2|,100|100|,100|100|
2,100|100|,85;13;2|85;13;2|,8.82|8.82|,85;13;2|85;13;2|,82;16;2|82;16;2|,82;16;2|82;16;2|,100|100|,0;0;0|0;0;0|,100|100|,82;16;2|82;16;2|,82;16;2|82;16;2|,100|100|,100|100|
3,100|100|,82;16;2|82;16;2|,8.8|8.8|,82;16;2|82;16;2|,78;17;5|78;17;5|,78;17;5|78;17;5|,100|100|,0;0;0|0;0;0|,100|100|,78;17;5|78;17;5|,78;17;5|78;17;5|,100|100|,100|100|
4,100|100|,78;17;5|78;17;5|,9.08|9.08|,78;17;5|78;17;5|,71;23;6|71;23;6|,71;23;6|71;23;6|,100|100|,0;0;0|0;0;0|,100|100|,71;23;6|71;23;6|,71;23;6|71;23;6|,100|100|,100|100|
5,100|100|,71;23;6|71;23;6|,9.42|9.42|,71;23;6|71;23;6|,65;29;6|65;29;6|,65;29;6|65;29;6|,100|100|,0;0;0|0;0;0|,100|100|,65;29;6|65;29;6|,65;29;6|65;29;6|,100|100|,100|100|
6,100|100|,65;29;6|65;29;6|,10.3|10.3|,65;29;6|65;29;6|,56;36;8|56;36;8|,56;36;8|56;36;8|,100|100|,0;0;0|0;0;0|,100|100|,56;36;8|56;36;8|,56;36;8|56;36;8|,100|100|,100|100|
7,100|100|,56;36;8|56;36;8|,11.66|11.66|,56;36;8|56;36;8|,49;41;10|49;41;10|,49;41;10|49;41;10|,100|100|,0;0;0|0;0;0|,100|100|,49;41;10|49;41;10|,49;41;10|49;41;10|,100|100|,100|100|
8,100|100|,49;41;10|49;41;10|,13.51|13.51|,49;41;10|49;41;10|,41;46;13|41;46;13|,41;46;13|41;46;13|,100|100|,0;0;0|0;0;0|,100|100|,41;46;13|41;46;13|,41;46;13|41;46;13|,100|100|,100|100|
9,100|100|,41;46;13|41;46;13|,15.58|15.58|,41;46;13|41;46;13|,29;56;15|29;56;15|,29;56;15|29;56;15|,100|100|,0;0;0|0;0;0|,100|100|,29;56;15|29;56;15|,29;56;15|29;56;15|,100|100|,100|100|
