Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,90;10;0|90;10;0|,10.0|10.0|,90;10;0|90;10;0|,84;15;1|84;15;1|,84;15;1|84;15;1|,100|100|,0;0;0|0;0;0|,100|100|,84;15;1|84;15;1|,84;15;1|84;15;1|,100|100|,100|100|
1,100|100|,84;15;1|84;15;1|,10.0|10.0|,84;15;1|84;15;1|,75;24;1|75;24;1|,75;24;1|75;24;1|,100|100|,0;0;0|0;0;0|,100|100|,75;24;1|75;24;1|,75;24;1|75;24;1|,100|100|,100|100|
2,100|100|,75;24;1|75;24;1|,10.9|10.9|,75;24;1|75;24;1|,69;29;2|69;29;2|,69;29;2|69;29;2|,100|100|,0;0;0|0;0;0|,100|100|,69;29;2|69;29;2|,69;29;2|69;29;2|,100|100|,100|100|
3,100|100|,69;29;2|69;29;2|,12.16|12.16|,69;29;2|69;29;2|,61;34;5|61;34;5|,61;34;5|61;34;5|,100|100|,0;0;0|0;0;0|,100|100|,61;34;5|61;34;5|,61;34;5|61;34;5|,100|100|,100|100|
4,100|100|,61;34;5|61;34;5|,13.74|13.74|,61;34;5|61;34;5|,53;40;7|53;40;7|,53;40;7|53;40;7|,100|100|,0;0;0|0;0;0|,100|100|,53;40;7|53;40;7|,53;40;7|53;40;7|,100|100|,100|100|
5,100|100|,53;40;7|53;40;7|,15.68|15.68|,53;40;7|53;40;7|,44;49;7|44;49;7|,44;49;7|44;49;7|,100|100|,0;0;0|0;0;0|,100|100|,44;49;7|44;49;7|,44;49;7|44;49;7|,100|100|,100|100|
6,100|100|,44;49;7|44;49;7|,18.23|18.23|,44;49;7|44;49;7|,34;56;10|34;56;10|,34;56;10|34;56;10|,100|100|,0;0;0|0;0;0|,100|100|,34;56;10|34;56;10|,34;56;10|34;56;10|,100|100|,100|100|
7,100|100|,34;56;10|34;56;10|,21.09|21.09|,34;56;10|34;56;10|,26;60;14|26;60;14|,26;60;14|26;60;14|,100|100|,0;0;0|0;0;0|,100|100|,26;60;14|26;60;14|,26;60;14|26;60;14|,100|100|,100|100|
8,100|100|,26;60;14|26;60;14|,23.93|23.93|,26;60;14|26;60;14|,18;63;19|18;63;19|,18;63;19|18;63;19|,100|100|,0;0;0|0;0;0|,100|100|,18;63;19|18;63;19|,18;63;19|18;63;19|,100|100|,100|100|
9,100|100|,18;63;19|18;63;19|,26.64|26.64|,18;63;19|18;63;19|,15;66;19|15;66;19|,15;66;19|15;66;19|,100|100|,0;0;0|0;0;0|,100|100|,15;66;19|15;66;19|,15;66;19|15;66;19|,100|100|,100|100|
10,100|100|,15;66;19|15;66;19|,29.24|29.24|,15;66;19|15;66;19|,12;65;23|12;65;23|,12;65;23|12;65;23|,100|100|,0;0;0|0;0;0|,100|100|,12;65;23|12;65;23|,12;65;23|12;65;23|,100|100|,100|100|
11,100|100|,12;65;23|12;65;23|,31.36|31.36|,12;65;23|12;65;23|,9;65;26|9;65;26|,9;65;26|9;65;26|,100|100|,0;0;0|0;0;0|,100|100|,9;65;26|9;65;26|,9;65;26|9;65;26|,100|100|,100|100|
12,100|100|,9;65;26|9;65;26|,33.15|33.15|,9;65;26|9;65;26|,8;62;30|8;62;30|,8;62;30|8;62;30|,100|100|,0;0;0|0;0;0|,100|100|,8;62;30|8;62;30|,8;62;30|8;62;30|,100|100|,100|100|
13,100|100|,8;62;30|8;62;30|,34.38|34.38|,8;62;30|8;62;30|,5;61;34|5;61;34|,5;61;34|5;61;34|,100|100|,0;0;0|0;0;0|,100|100|,5;61;34|5;61;34|,5;61;34|5;61;34|,100|100|,100|100|
14,100|100|,5;61;34|5;61;34|,35.32|35.32|,5;61;34|5;61;34|,4;60;36|4;60;36|,4;60;36|4;60;36|,100|100|,0;0;0|0;0;0|,100|100|,4;60;36|4;60;36|,4;60;36|4;60;36|,100|100|,100|100|
15,100|100|,4;60;36|4;60;36|,36.03|36.03|,4;60;36|4;60;36|,3;60;37|3;60;37|,3;60;37|3;60;37|,100|100|,0;0;0|0;0;0|,100|100|,3;60;37|3;60;37|,3;60;37|3;60;37|,100|100|,100|100|
16,100|100|,3;60;37|3;60;37|,36.62|36.62|,3;60;37|3;60;37|,3;56;41|3;56;41|,3;56;41|3;56;41|,100|100|,0;0;0|0;0;0|,100|100|,3;56;41|3;56;41|,3;56;41|3;56;41|,100|100|,100|100|
17,100|100|,3;56;41|3;56;41|,36.73|36.73|,3;56;41|3;56;41|,1;55;44|1;55;44|,1;55;44|1;55;44|,100|100|,0;0;0|0;0;0|,100|100|,1;55;44|1;55;44|,1;55;44|1;55;44|,100|100|,100|100|
18,100|100|,1;55;44|1;55;44|,36.72|36.72|,1;55;44|1;55;44|,1;53;46|1;53;46|,1;53;46|1;53;46|,100|100|,0;0;0|0;0;0|,100|100|,1;53;46|1;53;46|,1;53;46|1;53;46|,100|100|,100|100|
19,100|100|,1;53;46|1;53;46|,36.51|36.51|,1;53;46|1;53;46|,1;52;47|1;52;47|,1;52;47|1;52;47|,100|100|,0;0;0|0;0;0|,100|100|,1;52;47|1;52;47|,1;52;47|1;52;47|,100|100|,100|100|
20,100|100|,1;52;47|1;52;47|,36.23|36.23|,1;52;47|1;52;47|,1;46;53|1;46;53|,1;46;53|1;46;53|,100|100|,0;0;0|0;0;0|,100|100|,1;46;53|1;46;53|,1;46;53|1;46;53|,100|100|,100|100|
