Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,91;0;9;0|91;0;9;0|,91;0;9;0|91;0;9;0|,86;5;6;3|86;5;6;3|,86;5;6;3|86;5;6;3|,100|100|,0;0;0;0|0;0;0;0|,100|100|,86;5;6;3|86;5;6;3|,86;5;6;3|86;5;6;3|,100|100|,100|100|
1,100|100|,86;5;6;3|86;5;6;3|,86;5;6;3|86;5;6;3|,85;2;9;4|85;2;9;4|,85;2;9;4|85;2;9;4|,100|100|,0;0;0;0|0;0;0;0|,100|100|,85;2;9;4|85;2;9;4|,85;2;9;4|85;2;9;4|,100|100|,100|100|
2,100|100|,85;2;9;4|85;2;9;4|,85;2;9;4|85;2;9;4|,82;3;10;5|82;3;10;5|,82;3;10;5|82;3;10;5|,100|100|,0;0;0;0|0;0;0;0|,100|100|,82;3;10;5|82;3;10;5|,82;3;10;5|82;3;10;5|,100|100|,100|100|
3,100|100|,82;3;10;5|82;3;10;5|,82;3;10;5|82;3;10;5|,77;7;10;6|77;7;10;6|,77;7;10;6|77;7;10;6|,100|100|,0;0;0;0|0;0;0;0|,100|100|,77;7;10;6|77;7;10;6|,77;7;10;6|77;7;10;6|,100|100|,100|100|
4,100|100|,77;7;10;6|77;7;10;6|,77;7;10;6|77;7;10;6|,71;12;10;7|71;12;10;7|,71;12;10;7|71;12;10;7|,100|100|,0;0;0;0|0;0;0;0|,100|100|,71;12;10;7|71;12;10;7|,71;12;10;7|71;12;10;7|,100|100|,100|100|
5,100|100|,71;12;10;7|71;12;10;7|,71;12;10;7|71;12;10;7|,67;9;16;8|67;9;16;8|,67;9;16;8|67;9;16;8|,100|100|,0;0;0;0|0;0;0;0|,100|100|,67;9;16;8|67;9;16;8|,67;9;16;8|67;9;16;8|,100|100|,100|100|
6,100|100|,67;9;16;8|67;9;16;8|,67;9;16;8|67;9;16;8|,61;9;16;14|61;9;16;14|,61;9;16;14|61;9;16;14|,100|100|,0;0;0;0|0;0;0;0|,100|100|,61;9;16;14|61;9;16;14|,61;9;16;14|61;9;16;14|,100|100|,100|100|
7,100|100|,61;9;16;14|61;9;16;14|,61;9;16;14|61;9;16;14|,59;7;17;17|59;7;17;17|,59;7;17;17|59;7;17;17|,100|100|,0;0;0;0|0;0;0;0|,100|100|,59;7;17;17|59;7;17;17|,59;7;17;17|59;7;17;17|,100|100|,100|100|
8,100|100|,59;7;17;17|59;7;17;17|,59;7;17;17|59;7;17;17|,56;9;14;21|56;9;14;21|,56;9;14;21|56;9;14;21|,100|100|,0;0;0;0|0;0;0;0|,100|100|,56;9;14;21|56;9;14;21|,56;9;14;21|56;9;14;21|,100|100|,100|100|
9,100|100|,56;9;14;21|56;9;14;21|,56;9;14;21|56;9;14;21|,53;7;15;25|53;7;15;25|,53;7;15;25|53;7;15;25|,100|100|,0;0;0;0|0;0;0;0|,100|100|,53;7;15;25|53;7;15;25|,53;7;15;25|53;7;15;25|,100|100|,100|100|
10,100|100|,53;7;15;25|53;7;15;25|,53;7;15;25|53;7;15;25|,48;11;13;28|48;11;13;28|,48;11;13;28|48;11;13;28|,100|100|,0;0;0;0|0;0;0;0|,100|100|,48;11;13;28|48;11;13;28|,48;11;13;28|48;11;13;28|,100|100|,100|100|
11,100|100|,48;11;13;28|48;11;13;28|,48;11;13;28|48;11;13;28|,44;7;18;31|44;7;18;31|,44;7;18;31|44;7;18;31|,100|100|,0;0;0;0|0;0;0;0|,100|100|,44;7;18;31|44;7;18;31|,44;7;18;31|44;7;18;31|,100|100|,100|100|
12,100|100|,44;7;18;31|44;7;18;31|,44;7;18;31|44;7;18;31|,40;7;14;39|40;7;14;39|,40;7;14;39|40;7;14;39|,100|100|,0;0;0;0|0;0;0;0|,100|100|,40;7;14;39|40;7;14;39|,40;7;14;39|40;7;14;39|,100|100|,100|100|
13,100|100|,40;7;14;39|40;7;14;39|,40;7;14;39|40;7;14;39|,35;6;17;42|35;6;17;42|,35;6;17;42|35;6;17;42|,100|100|,0;0;0;0|0;0;0;0|,100|100|,35;6;17;42|35;6;17;42|,35;6;17;42|35;6;17;42|,100|100|,100|100|
14,100|100|,35;6;17;42|35;6;17;42|,35;6;17;42|35;6;17;42|,34;4;14;48|34;4;14;48|,34;4;14;48|34;4;14;48|,100|100|,0;0;0;0|0;0;0;0|,100|100|,34;4;14;48|34;4;14;48|,34;4;14;48|34;4;14;48|,100|100|,100|100|
15,100|100|,34;4;14;48|34;4;14;48|,34;4;14;48|34;4;14;48|,31;4;14;51|31;4;14;51|,31;4;14;51|31;4;14;51|,100|100|,0;0;0;0|0;0;0;0|,100|100|,31;4;14;51|31;4;14;51|,31;4;14;51|31;4;14;51|,100|100|,100|100|
16,100|100|,31;4;14;51|31;4;14;51|,31;4;14;51|31;4;14;51|,30;4;13;53|30;4;13;53|,30;4;13;53|30;4;13;53|,100|100|,0;0;0;0|0;0;0;0|,100|100|,30;4;13;53|30;4;13;53|,30;4;13;53|30;4;13;53|,100|100|,100|100|
17,100|100|,30;4;13;53|30;4;13;53|,30;4;13;53|30;4;13;53|,28;5;11;56|28;5;11;56|,28;5;11;56|28;5;11;56|,100|100|,0;0;0;0|0;0;0;0|,100|100|,28;5;11;56|28;5;11;56|,28;5;11;56|28;5;11;56|,100|100|,100|100|
18,100|100|,28;5;11;56|28;5;11;56|,28;5;11;56|28;5;11;56|,27;4;9;60|27;4;9;60|,27;4;9;60|27;4;9;60|,100|100|,0;0;0;0|0;0;0;0|,100|100|,27;4;9;60|27;4;9;60|,27;4;9;60|27;4;9;60|,100|100|,100|100|
19,100|100|,27;4;9;60|27;4;9;60|,27;4;9;60|27;4;9;60|,25;2;9;64|25;2;9;64|,25;2;9;64|25;2;9;64|,100|100|,0;0;0;0|0;0;0;0|,100|100|,25;2;9;64|25;2;9;64|,25;2;9;64|25;2;9;64|,100|100|,100|100|
20,100|100|,25;2;9;64|25;2;9;64|,25;2;9;64|25;2;9;64|,24;2;8;66|24;2;8;66|,24;2;8;66|24;2;8;66|,100|100|,0;0;0;0|0;0;0;0|,100|100|,24;2;8;66|24;2;8;66|,24;2;8;66|24;2;8;66|,100|100|,100|100|
21,100|100|,24;2;8;66|24;2;8;66|,24;2;8;66|24;2;8;66|,24;0;8;68|24;0;8;68|,24;0;8;68|24;0;8;68|,100|100|,0;0;0;0|0;0;0;0|,100|100|,24;0;8;68|24;0;8;68|,24;0;8;68|24;0;8;68|,100|100|,100|100|
22,100|100|,24;0;8;68|24;0;8;68|,24;0;8;68|24;0;8;68|,24;0;7;69|24;0;7;69|,24;0;7;69|24;0;7;69|,100|100|,0;0;0;0|0;0;0;0|,100|100|,24;0;7;69|24;0;7;69|,24;0;7;69|24;0;7;69|,100|100|,100|100|
23,100|100|,24;0;7;69|24;0;7;69|,24;0;7;69|24;0;7;69|,22;2;7;69|22;2;7;69|,22;2;7;69|22;2;7;69|,100|100|,0;0;0;0|0;0;0;0|,100|100|,22;2;7;69|22;2;7;69|,22;2;7;69|22;2;7;69|,100|100|,100|100|
24,100|100|,22;2;7;69|22;2;7;69|,22;2;7;69|22;2;7;69|,20;3;7;70|20;3;7;70|,20;3;7;70|20;3;7;70|,100|100|,0;0;0;0|0;0;0;0|,100|100|,20;3;7;70|20;3;7;70|,20;3;7;70|20;3;7;70|,100|100|,100|100|
25,100|100|,20;3;7;70|20;3;7;70|,20;3;7;70|20;3;7;70|,19;2;7;72|19;2;7;72|,19;2;7;72|19;2;7;72|,100|100|,0;0;0;0|0;0;0;0|,100|100|,19;2;7;72|19;2;7;72|,19;2;7;72|19;2;7;72|,100|100|,100|100|
26,100|100|,19;2;7;72|19;2;7;72|,19;2;7;72|19;2;7;72|,19;2;6;73|19;2;6;73|,19;2;6;73|19;2;6;73|,100|100|,0;0;0;0|0;0;0;0|,100|100|,19;2;6;73|19;2;6;73|,19;2;6;73|19;2;6;73|,100|100|,100|100|
27,100|100|,19;2;6;73|19;2;6;73|,19;2;6;73|19;2;6;73|,18;2;6;74|18;2;6;74|,18;2;6;74|18;2;6;74|,100|100|,0;0;0;0|0;0;0;0|,100|100|,18;2;6;74|18;2;6;74|,18;2;6;74|18;2;6;74|,100|100|,100|100|
28,100|100|,18;2;6;74|18;2;6;74|,18;2;6;74|18;2;6;74|,17;1;8;74|17;1;8;74|,17;1;8;74|17;1;8;74|,100|100|,0;0;0;0|0;0;0;0|,100|100|,17;1;8;74|17;1;8;74|,17;1;8;74|17;1;8;74|,100|100|,100|100|
29,100|100|,17;1;8;74|17;1;8;74|,17;1;8;74|17;1;8;74|,16;2;7;75|16;2;7;75|,16;2;7;75|16;2;7;75|,100|100|,0;0;0;0|0;0;0;0|,100|100|,16;2;7;75|16;2;7;75|,16;2;7;75|16;2;7;75|,100|100|,100|100|
30,100|100|,16;2;7;75|16;2;7;75|,16;2;7;75|16;2;7;75|,16;0;9;75|16;0;9;75|,16;0;9;75|16;0;9;75|,100|100|,0;0;0;0|0;0;0;0|,100|100|,16;0;9;75|16;0;9;75|,16;0;9;75|16;0;9;75|,100|100|,100|100|
31,100|100|,16;0;9;75|16;0;9;75|,16;0;9;75|16;0;9;75|,16;0;6;78|16;0;6;78|,16;0;6;78|16;0;6;78|,100|100|,0;0;0;0|0;0;0;0|,100|100|,16;0;6;78|16;0;6;78|,16;0;6;78|16;0;6;78|,100|100|,100|100|
32,100|100|,16;0;6;78|16;0;6;78|,16;0;6;78|16;0;6;78|,16;0;6;78|16;0;6;78|,16;0;6;78|16;0;6;78|,100|100|,0;0;0;0|0;0;0;0|,100|100|,16;0;6;78|16;0;6;78|,16;0;6;78|16;0;6;78|,100|100|,100|100|
33,100|100|,16;0;6;78|16;0;6;78|,16;0;6;78|16;0;6;78|,15;1;6;78|15;1;6;78|,15;1;6;78|15;1;6;78|,100|100|,0;0;0;0|0;0;0;0|,100|100|,15;1;6;78|15;1;6;78|,15;1;6;78|15;1;6;78|,100|100|,100|100|
34,100|100|,15;1;6;78|15;1;6;78|,15;1;6;78|15;1;6;78|,14;2;4;80|14;2;4;80|,14;2;4;80|14;2;4;80|,100|100|,0;0;0;0|0;0;0;0|,100|100|,14;2;4;80|14;2;4;80|,14;2;4;80|14;2;4;80|,100|100|,100|100|
35,100|100|,14;2;4;80|14;2;4;80|,14;2;4;80|14;2;4;80|,14;1;3;82|14;1;3;82|,14;1;3;82|14;1;3;82|,100|100|,0;0;0;0|0;0;0;0|,100|100|,14;1;3;82|14;1;3;82|,14;1;3;82|14;1;3;82|,100|100|,100|100|
36,100|100|,14;1;3;82|14;1;3;82|,14;1;3;82|14;1;3;82|,14;1;3;82|14;1;3;82|,14;1;3;82|14;1;3;82|,100|100|,0;0;0;0|0;0;0;0|,100|100|,14;1;3;82|14;1;3;82|,14;1;3;82|14;1;3;82|,100|100|,100|100|
37,100|100|,14;1;3;82|14;1;3;82|,14;1;3;82|14;1;3;82|,13;1;4;82|13;1;4;82|,13;1;4;82|13;1;4;82|,100|100|,0;0;0;0|0;0;0;0|,100|100|,13;1;4;82|13;1;4;82|,13;1;4;82|13;1;4;82|,100|100|,100|100|
38,100|100|,13;1;4;82|13;1;4;82|,13;1;4;82|13;1;4;82|,13;1;4;82|13;1;4;82|,13;1;4;82|13;1;4;82|,100|100|,0;0;0;0|0;0;0;0|,100|100|,13;1;4;82|13;1;4;82|,13;1;4;82|13;1;4;82|,100|100|,100|100|
39,100|100|,13;1;4;82|13;1;4;82|,13;1;4;82|13;1;4;82|,12;1;5;82|12;1;5;82|,12;1;5;82|12;1;5;82|,100|100|,0;0;0;0|0;0;0;0|,100|100|,12;1;5;82|12;1;5;82|,12;1;5;82|12;1;5;82|,100|100|,100|100|
40,100|100|,12;1;5;82|12;1;5;82|,12;1;5;82|12;1;5;82|,12;1;4;83|12;1;4;83|,12;1;4;83|12;1;4;83|,100|100|,0;0;0;0|0;0;0;0|,100|100|,12;1;4;83|12;1;4;83|,12;1;4;83|12;1;4;83|,100|100|,100|100|
41,100|100|,12;1;4;83|12;1;4;83|,12;1;4;83|12;1;4;83|,11;2;2;85|11;2;2;85|,11;2;2;85|11;2;2;85|,100|100|,0;0;0;0|0;0;0;0|,100|100|,11;2;2;85|11;2;2;85|,11;2;2;85|11;2;2;85|,100|100|,100|100|
42,100|100|,11;2;2;85|11;2;2;85|,11;2;2;85|11;2;2;85|,11;1;2;86|11;1;2;86|,11;1;2;86|11;1;2;86|,100|100|,0;0;0;0|0;0;0;0|,100|100|,11;1;2;86|11;1;2;86|,11;1;2;86|11;1;2;86|,100|100|,100|100|
43,100|100|,11;1;2;86|11;1;2;86|,11;1;2;86|11;1;2;86|,10;1;2;87|10;1;2;87|,10;1;2;87|10;1;2;87|,100|100|,0;0;0;0|0;0;0;0|,100|100|,10;1;2;87|10;1;2;87|,10;1;2;87|10;1;2;87|,100|100|,100|100|
44,100|100|,10;1;2;87|10;1;2;87|,10;1;2;87|10;1;2;87|,10;0;2;88|10;0;2;88|,10;0;2;88|10;0;2;88|,100|100|,0;0;0;0|0;0;0;0|,100|100|,10;0;2;88|10;0;2;88|,10;0;2;88|10;0;2;88|,100|100|,100|100|
45,100|100|,10;0;2;88|10;0;2;88|,10;0;2;88|10;0;2;88|,8;2;2;88|8;2;2;88|,8;2;2;88|8;2;2;88|,100|100|,0;0;0;0|0;0;0;0|,100|100|,8;2;2;88|8;2;2;88|,8;2;2;88|8;2;2;88|,100|100|,100|100|
46,100|100|,8;2;2;88|8;2;2;88|,8;2;2;88|8;2;2;88|,8;2;1;89|8;2;1;89|,8;2;1;89|8;2;1;89|,100|100|,0;0;0;0|0;0;0;0|,100|100|,8;2;1;89|8;2;1;89|,8;2;1;89|8;2;1;89|,100|100|,100|100|
47,100|100|,8;2;1;89|8;2;1;89|,8;2;1;89|8;2;1;89|,8;0;3;89|8;0;3;89|,8;0;3;89|8;0;3;89|,100|100|,0;0;0;0|0;0;0;0|,100|100|,8;0;3;89|8;0;3;89|,8;0;3;89|8;0;3;89|,100|100|,100|100|
48,100|100|,8;0;3;89|8;0;3;89|,8;0;3;89|8;0;3;89|,8;0;2;90|8;0;2;90|,8;0;2;90|8;0;2;90|,100|100|,0;0;0;0|0;0;0;0|,100|100|,8;0;2;90|8;0;2;90|,8;0;2;90|8;0;2;90|,100|100|,100|100|
49,100|100|,8;0;2;90|8;0;2;90|,8;0;2;90|8;0;2;90|,8;0;1;91|8;0;1;91|,8;0;1;91|8;0;1;91|,100|100|,0;0;0;0|0;0;0;0|,100|100|,8;0;1;91|8;0;1;91|,8;0;1;91|8;0;1;91|,100|100|,100|100|
50,100|100|,8;0;1;91|8;0;1;91|,8;0;1;91|8;0;1;91|,8;0;1;91|8;0;1;91|,8;0;1;91|8;0;1;91|,100|100|,0;0;0;0|0;0;0;0|,100|100|,8;0;1;91|8;0;1;91|,8;0;1;91|8;0;1;91|,100|100|,100|100|
51,100|100|,8;0;1;91|8;0;1;91|,8;0;1;91|8;0;1;91|,8;0;1;91|8;0;1;91|,8;0;1;91|8;0;1;91|,100|100|,0;0;0;0|0;0;0;0|,100|100|,8;0;1;91|8;0;1;91|,8;0;1;91|8;0;1;91|,100|100|,100|100|
