Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,85;15;0|85;15;0|,0.0|0.0|,85;15;0|85;15;0|,81;16;3|81;16;3|,81;16;3|81;16;3|,100|100|,0;0;0|0;0;0|,100|100|,81;16;3|81;16;3|,81;16;3|81;16;3|,100|100|,100|100|
1,100|100|,81;16;3|81;16;3|,0.0|0.0|,81;16;3|81;16;3|,76;18;6|76;18;6|,76;18;6|76;18;6|,100|100|,0;0;0|0;0;0|,100|100|,76;18;6|76;18;6|,76;18;6|76;18;6|,100|100|,100|100|
2,100|100|,76;18;6|76;18;6|,0.0|0.0|,76;18;6|76;18;6|,74;19;7|74;19;7|,74;19;7|74;19;7|,100|100|,0;0;0|0;0;0|,100|100|,74;19;7|74;19;7|,74;19;7|74;19;7|,100|100|,100|100|
3,100|100|,74;19;7|74;19;7|,0.0|0.0|,74;19;7|74;19;7|,68;22;10|68;22;10|,68;22;10|68;22;10|,100|100|,0;0;0|0;0;0|,100|100|,68;22;10|68;22;10|,68;22;10|68;22;10|,100|100|,100|100|
4,100|100|,68;22;10|68;22;10|,0.0|0.0|,68;22;10|68;22;10|,54;34;12|54;34;12|,54;34;12|54;34;12|,100|100|,0;0;0|0;0;0|,100|100|,54;34;12|54;34;12|,54;34;12|54;34;12|,100|100|,100|100|
5,100|100|,54;34;12|54;34;12|,0.0|0.0|,54;34;12|54;34;12|,50;29;21|50;29;21|,50;29;21|50;29;21|,100|100|,0;0;0|0;0;0|,100|100|,50;29;21|50;29;21|,50;29;21|50;29;21|,100|100|,100|100|
6,100|100|,50;29;21|50;29;21|,0.0|0.0|,50;29;21|50;29;21|,45;27;28|45;27;28|,45;27;28|45;27;28|,100|100|,0;0;0|0;0;0|,100|100|,45;27;28|45;27;28|,45;27;28|45;27;28|,100|100|,100|100|
7,100|100|,45;27;28|45;27;28|,0.0|0.0|,45;27;28|45;27;28|,48;28;24|48;28;24|,48;28;24|48;28;24|,100|100|,0;0;0|0;0;0|,100|100|,48;28;24|48;28;24|,48;28;24|48;28;24|,100|100|,100|100|
8,100|100|,48;28;24|48;28;24|,0.0|0.0|,48;28;24|48;28;24|,48;26;26|48;26;26|,48;26;26|48;26;26|,100|100|,0;0;0|0;0;0|,100|100|,48;26;26|48;26;26|,48;26;26|48;26;26|,100|100|,100|100|
9,100|100|,48;26;26|48;26;26|,0.0|0.0|,48;26;26|48;26;26|,53;21;26|53;21;26|,53;21;26|53;21;26|,100|100|,0;0;0|0;0;0|,100|100|,53;21;26|53;21;26|,53;21;26|53;21;26|,100|100|,100|100|
10,100|100|,53;21;26|53;21;26|,0.0|0.0|,53;21;26|53;21;26|,54;20;26|54;20;26|,54;20;26|54;20;26|,100|100|,0;0;0|0;0;0|,100|100|,54;20;26|54;20;26|,54;20;26|54;20;26|,100|100|,100|100|
11,100|100|,54;20;26|54;20;26|,0.0|0.0|,54;20;26|54;20;26|,49;28;23|49;28;23|,49;28;23|49;28;23|,100|100|,0;0;0|0;0;0|,100|100|,49;28;23|49;28;23|,49;28;23|49;28;23|,100|100|,100|100|
12,100|100|,49;28;23|49;28;23|,0.0|0.0|,49;28;23|49;28;23|,53;27;20|53;27;20|,53;27;20|53;27;20|,100|100|,0;0;0|0;0;0|,100|100|,53;27;20|53;27;20|,53;27;20|53;27;20|,100|100|,100|100|
13,100|100|,53;27;20|53;27;20|,0.0|0.0|,53;27;20|53;27;20|,49;27;24|49;27;24|,49;27;24|49;27;24|,100|100|,0;0;0|0;0;0|,100|100|,49;27;24|49;27;24|,49;27;24|49;27;24|,100|100|,100|100|
14,100|100|,49;27;24|49;27;24|,0.0|0.0|,49;27;24|49;27;24|,46;30;24|46;30;24|,46;30;24|46;30;24|,100|100|,0;0;0|0;0;0|,100|100|,46;30;24|46;30;24|,46;30;24|46;30;24|,100|100|,100|100|
15,100|100|,46;30;24|46;30;24|,0.0|0.0|,46;30;24|46;30;24|,46;35;19|46;35;19|,46;35;19|46;35;19|,100|100|,0;0;0|0;0;0|,100|100|,46;35;19|46;35;19|,46;35;19|46;35;19|,100|100|,100|100|
16,100|100|,46;35;19|46;35;19|,0.0|0.0|,46;35;19|46;35;19|,36;40;24|36;40;24|,36;40;24|36;40;24|,100|100|,0;0;0|0;0;0|,100|100|,36;40;24|36;40;24|,36;40;24|36;40;24|,100|100|,100|100|
17,100|100|,36;40;24|36;40;24|,0.0|0.0|,36;40;24|36;40;24|,37;34;29|37;34;29|,37;34;29|37;34;29|,100|100|,0;0;0|0;0;0|,100|100|,37;34;29|37;34;29|,37;34;29|37;34;29|,100|100|,100|100|
18,100|100|,37;34;29|37;34;29|,0.0|0.0|,37;34;29|37;34;29|,29;34;37|29;34;37|,29;34;37|29;34;37|,100|100|,0;0;0|0;0;0|,100|100|,29;34;37|29;34;37|,29;34;37|29;34;37|,100|100|,100|100|
19,100|100|,29;34;37|29;34;37|,0.0|0.0|,29;34;37|29;34;37|,30;32;38|30;32;38|,30;32;38|30;32;38|,100|100|,0;0;0|0;0;0|,100|100|,30;32;38|30;32;38|,30;32;38|30;32;38|,100|100|,100|100|
20,100|100|,30;32;38|30;32;38|,0.0|0.0|,30;32;38|30;32;38|,33;35;32|33;35;32|,33;35;32|33;35;32|,100|100|,0;0;0|0;0;0|,100|100|,33;35;32|33;35;32|,33;35;32|33;35;32|,100|100|,100|100|
21,100|100|,33;35;32|33;35;32|,0.0|0.0|,33;35;32|33;35;32|,30;41;29|30;41;29|,30;41;29|30;41;29|,100|100|,0;0;0|0;0;0|,100|100|,30;41;29|30;41;29|,30;41;29|30;41;29|,100|100|,100|100|
