Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,91;9;0|91;9;0|,10.0|10.0|,91;9;0|91;9;0|,85;15;0|85;15;0|,85;15;0|85;15;0|,100|100|,0;0;0|0;0;0|,100|100|,85;15;0|85;15;0|,85;15;0|85;15;0|,100|100|,100|100|
1,100|100|,85;15;0|85;15;0|,9.4|9.4|,85;15;0|85;15;0|,80;19;1|80;19;1|,80;19;1|80;19;1|,100|100|,0;0;0|0;0;0|,100|100|,80;19;1|80;19;1|,80;19;1|80;19;1|,100|100|,100|100|
2,100|100|,80;19;1|80;19;1|,9.49|9.49|,80;19;1|80;19;1|,74;22;4|74;22;4|,74;22;4|74;22;4|,100|100|,0;0;0|0;0;0|,100|100|,74;22;4|74;22;4|,74;22;4|74;22;4|,100|100|,100|100|
3,100|100|,74;22;4|74;22;4|,9.97|9.97|,74;22;4|74;22;4|,63;31;6|63;31;6|,63;31;6|63;31;6|,100|100|,0;0;0|0;0;0|,100|100|,63;31;6|63;31;6|,63;31;6|63;31;6|,100|100|,100|100|
4,100|100|,63;31;6|63;31;6|,10.67|10.67|,63;31;6|63;31;6|,52;41;7|52;41;7|,52;41;7|52;41;7|,100|100|,0;0;0|0;0;0|,100|100|,52;41;7|52;41;7|,52;41;7|52;41;7|,100|100|,100|100|
5,100|100|,52;41;7|52;41;7|,12.17|12.17|,52;41;7|52;41;7|,47;46;7|47;46;7|,47;46;7|47;46;7|,100|100|,0;0;0|0;0;0|,100|100|,47;46;7|47;46;7|,47;46;7|47;46;7|,100|100|,100|100|
6,100|100|,47;46;7|47;46;7|,14.45|14.45|,47;46;7|47;46;7|,38;54;8|38;54;8|,38;54;8|38;54;8|,100|100|,0;0;0|0;0;0|,100|100|,38;54;8|38;54;8|,38;54;8|38;54;8|,100|100|,100|100|
7,100|100|,38;54;8|38;54;8|,16.88|16.88|,38;54;8|38;54;8|,30;56;14|30;56;14|,30;56;14|30;56;14|,100|100|,0;0;0|0;0;0|,100|100|,30;56;14|30;56;14|,30;56;14|30;56;14|,100|100|,100|100|
8,100|100|,30;56;14|30;56;14|,19.75|19.75|,30;56;14|30;56;14|,23;55;22|23;55;22|,23;55;22|23;55;22|,100|100|,0;0;0|0;0;0|,100|100|,23;55;22|23;55;22|,23;55;22|23;55;22|,100|100|,100|100|
9,100|100|,23;55;22|23;55;22|,22.38|22.38|,23;55;22|23;55;22|,18;55;27|18;55;27|,18;55;27|18;55;27|,100|100|,0;0;0|0;0;0|,100|100|,18;55;27|18;55;27|,18;55;27|18;55;27|,100|100|,100|100|
10,100|100|,18;55;27|18;55;27|,24.53|24.53|,18;55;27|18;55;27|,13;59;28|13;59;28|,13;59;28|13;59;28|,100|100|,0;0;0|0;0;0|,100|100|,13;59;28|13;59;28|,13;59;28|13;59;28|,100|100|,100|100|
