Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,92;8;0|92;8;0|,10.0|10.0|,92;8;0|92;8;0|,85;14;1|85;14;1|,85;14;1|85;14;1|,100|100|,0;0;0|0;0;0|,100|100|,85;14;1|85;14;1|,85;14;1|85;14;1|,100|100|,100|100|
1,100|100|,85;14;1|85;14;1|,9.3|9.3|,85;14;1|85;14;1|,75;24;1|75;24;1|,75;24;1|75;24;1|,100|100|,0;0;0|0;0;0|,100|100|,75;24;1|75;24;1|,75;24;1|75;24;1|,100|100|,100|100|
2,100|100|,75;24;1|75;24;1|,9.31|9.31|,75;24;1|75;24;1|,69;28;3|69;28;3|,69;28;3|69;28;3|,100|100|,0;0;0|0;0;0|,100|100|,69;28;3|69;28;3|,69;28;3|69;28;3|,100|100|,100|100|
3,100|100|,69;28;3|69;28;3|,10.31|10.31|,69;28;3|69;28;3|,65;31;4|65;31;4|,65;31;4|65;31;4|,100|100|,0;0;0|0;0;0|,100|100|,65;31;4|65;31;4|,65;31;4|65;31;4|,100|100|,100|100|
4,100|100|,65;31;4|65;31;4|,11.56|11.56|,65;31;4|65;31;4|,57;37;6|57;37;6|,57;37;6|57;37;6|,100|100|,0;0;0|0;0;0|,100|100|,57;37;6|57;37;6|,57;37;6|57;37;6|,100|100|,100|100|
5,100|100|,57;37;6|57;37;6|,12.93|12.93|,57;37;6|57;37;6|,47;43;10|47;43;10|,47;43;10|47;43;10|,100|100|,0;0;0|0;0;0|,100|100|,47;43;10|47;43;10|,47;43;10|47;43;10|,100|100|,100|100|
6,100|100|,47;43;10|47;43;10|,14.69|14.69|,47;43;10|47;43;10|,40;48;12|40;48;12|,40;48;12|40;48;12|,100|100|,0;0;0|0;0;0|,100|100|,40;48;12|40;48;12|,40;48;12|40;48;12|,100|100|,100|100|
7,100|100|,40;48;12|40;48;12|,16.79|16.79|,40;48;12|40;48;12|,34;52;14|34;52;14|,34;52;14|34;52;14|,100|100|,0;0;0|0;0;0|,100|100|,34;52;14|34;52;14|,34;52;14|34;52;14|,100|100|,100|100|
8,100|100|,34;52;14|34;52;14|,19.07|19.07|,34;52;14|34;52;14|,31;53;16|31;53;16|,31;53;16|31;53;16|,100|100|,0;0;0|0;0;0|,100|100|,31;53;16|31;53;16|,31;53;16|31;53;16|,100|100|,100|100|
9,100|100|,31;53;16|31;53;16|,21.41|21.41|,31;53;16|31;53;16|,23;60;17|23;60;17|,23;60;17|23;60;17|,100|100|,0;0;0|0;0;0|,100|100|,23;60;17|23;60;17|,23;60;17|23;60;17|,100|100|,100|100|
10,100|100|,23;60;17|23;60;17|,23.5|23.5|,23;60;17|23;60;17|,19;60;21|19;60;21|,19;60;21|19;60;21|,100|100|,0;0;0|0;0;0|,100|100|,19;60;21|19;60;21|,19;60;21|19;60;21|,100|100|,100|100|
11,100|100|,19;60;21|19;60;21|,25.97|25.97|,19;60;21|19;60;21|,14;61;25|14;61;25|,14;61;25|14;61;25|,100|100|,0;0;0|0;0;0|,100|100|,14;61;25|14;61;25|,14;61;25|14;61;25|,100|100|,100|100|
12,100|100|,14;61;25|14;61;25|,28.08|28.08|,14;61;25|14;61;25|,10;63;27|10;63;27|,10;63;27|10;63;27|,100|100|,0;0;0|0;0;0|,100|100|,10;63;27|10;63;27|,10;63;27|10;63;27|,100|100|,100|100|
13,100|100|,10;63;27|10;63;27|,29.96|29.96|,10;63;27|10;63;27|,8;59;33|8;59;33|,8;59;33|8;59;33|,100|100|,0;0;0|0;0;0|,100|100|,8;59;33|8;59;33|,8;59;33|8;59;33|,100|100|,100|100|
14,100|100|,8;59;33|8;59;33|,31.77|31.77|,8;59;33|8;59;33|,5;61;34|5;61;34|,5;61;34|5;61;34|,100|100|,0;0;0|0;0;0|,100|100|,5;61;34|5;61;34|,5;61;34|5;61;34|,100|100|,100|100|
15,100|100|,5;61;34|5;61;34|,32.9|32.9|,5;61;34|5;61;34|,5;56;39|5;56;39|,5;56;39|5;56;39|,100|100|,0;0;0|0;0;0|,100|100|,5;56;39|5;56;39|,5;56;39|5;56;39|,100|100|,100|100|
16,100|100|,5;56;39|5;56;39|,34.07|34.07|,5;56;39|5;56;39|,3;55;42|3;55;42|,3;55;42|3;55;42|,100|100|,0;0;0|0;0;0|,100|100|,3;55;42|3;55;42|,3;55;42|3;55;42|,100|100|,100|100|
17,100|100|,3;55;42|3;55;42|,34.56|34.56|,3;55;42|3;55;42|,2;53;45|2;53;45|,2;53;45|2;53;45|,100|100|,0;0;0|0;0;0|,100|100|,2;53;45|2;53;45|,2;53;45|2;53;45|,100|100|,100|100|
18,100|100|,2;53;45|2;53;45|,34.87|34.87|,2;53;45|2;53;45|,2;51;47|2;51;47|,2;51;47|2;51;47|,100|100|,0;0;0|0;0;0|,100|100|,2;51;47|2;51;47|,2;51;47|2;51;47|,100|100|,100|100|
19,100|100|,2;51;47|2;51;47|,34.94|34.94|,2;51;47|2;51;47|,2;49;49|2;49;49|,2;49;49|2;49;49|,100|100|,0;0;0|0;0;0|,100|100|,2;49;49|2;49;49|,2;49;49|2;49;49|,100|100|,100|100|
20,100|100|,2;49;49|2;49;49|,34.8|34.8|,2;49;49|2;49;49|,2;48;50|2;48;50|,2;48;50|2;48;50|,100|100|,0;0;0|0;0;0|,100|100|,2;48;50|2;48;50|,2;48;50|2;48;50|,100|100|,100|100|
21,100|100|,2;48;50|2;48;50|,34.48|34.48|,2;48;50|2;48;50|,1;46;53|1;46;53|,1;46;53|1;46;53|,100|100|,0;0;0|0;0;0|,100|100|,1;46;53|1;46;53|,1;46;53|1;46;53|,100|100|,100|100|
22,100|100|,1;46;53|1;46;53|,34.11|34.11|,1;46;53|1;46;53|,1;43;56|1;43;56|,1;43;56|1;43;56|,100|100|,0;0;0|0;0;0|,100|100|,1;43;56|1;43;56|,1;43;56|1;43;56|,100|100|,100|100|
23,100|100|,1;43;56|1;43;56|,33.59|33.59|,1;43;56|1;43;56|,1;39;60|1;39;60|,1;39;60|1;39;60|,100|100|,0;0;0|0;0;0|,100|100|,1;39;60|1;39;60|,1;39;60|1;39;60|,100|100|,100|100|
24,100|100|,1;39;60|1;39;60|,32.85|32.85|,1;39;60|1;39;60|,1;38;61|1;38;61|,1;38;61|1;38;61|,100|100|,0;0;0|0;0;0|,100|100|,1;38;61|1;38;61|,1;38;61|1;38;61|,100|100|,100|100|
25,100|100|,1;38;61|1;38;61|,31.83|31.83|,1;38;61|1;38;61|,1;37;62|1;37;62|,1;37;62|1;37;62|,100|100|,0;0;0|0;0;0|,100|100|,1;37;62|1;37;62|,1;37;62|1;37;62|,100|100|,100|100|
26,100|100|,1;37;62|1;37;62|,30.85|30.85|,1;37;62|1;37;62|,1;35;64|1;35;64|,1;35;64|1;35;64|,100|100|,0;0;0|0;0;0|,100|100|,1;35;64|1;35;64|,1;35;64|1;35;64|,100|100|,100|100|
27,100|100|,1;35;64|1;35;64|,29.92|29.92|,1;35;64|1;35;64|,1;33;66|1;33;66|,1;33;66|1;33;66|,100|100|,0;0;0|0;0;0|,100|100|,1;33;66|1;33;66|,1;33;66|1;33;66|,100|100|,100|100|
28,100|100|,1;33;66|1;33;66|,28.94|28.94|,1;33;66|1;33;66|,1;29;70|1;29;70|,1;29;70|1;29;70|,100|100|,0;0;0|0;0;0|,100|100|,1;29;70|1;29;70|,1;29;70|1;29;70|,100|100|,100|100|
29,100|100|,1;29;70|1;29;70|,27.9|27.9|,1;29;70|1;29;70|,1;29;70|1;29;70|,1;29;70|1;29;70|,100|100|,0;0;0|0;0;0|,100|100|,1;29;70|1;29;70|,1;29;70|1;29;70|,100|100|,100|100|
