Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,89;11;0|89;11;0|,0.0|0.0|,89;11;0|89;11;0|,83;14;3|83;14;3|,83;14;3|83;14;3|,100|100|,0;0;0|0;0;0|,100|100|,83;14;3|83;14;3|,83;14;3|83;14;3|,100|100|,100|100|
1,100|100|,83;14;3|83;14;3|,0.0|0.0|,83;14;3|83;14;3|,81;12;7|81;12;7|,81;12;7|81;12;7|,100|100|,0;0;0|0;0;0|,100|100|,81;12;7|81;12;7|,81;12;7|81;12;7|,100|100|,100|100|
2,100|100|,81;12;7|81;12;7|,0.0|0.0|,81;12;7|81;12;7|,76;14;10|76;14;10|,76;14;10|76;14;10|,100|100|,0;0;0|0;0;0|,100|100|,76;14;10|76;14;10|,76;14;10|76;14;10|,100|100|,100|100|
3,100|100|,76;14;10|76;14;10|,0.0|0.0|,76;14;10|76;14;10|,69;16;15|69;16;15|,69;16;15|69;16;15|,100|100|,0;0;0|0;0;0|,100|100|,69;16;15|69;16;15|,69;16;15|69;16;15|,100|100|,100|100|
4,100|100|,69;16;15|69;16;15|,0.0|0.0|,69;16;15|69;16;15|,62;20;18|62;20;18|,62;20;18|62;20;18|,100|100|,0;0;0|0;0;0|,100|100|,62;20;18|62;20;18|,62;20;18|62;20;18|,100|100|,100|100|
5,100|100|,62;20;18|62;20;18|,0.0|0.0|,62;20;18|62;20;18|,55;22;23|55;22;23|,55;22;23|55;22;23|,100|100|,0;0;0|0;0;0|,100|100|,55;22;23|55;22;23|,55;22;23|55;22;23|,100|100|,100|100|
6,100|100|,55;22;23|55;22;23|,0.0|0.0|,55;22;23|55;22;23|,48;26;26|48;26;26|,48;26;26|48;26;26|,100|100|,0;0;0|0;0;0|,100|100|,48;26;26|48;26;26|,48;26;26|48;26;26|,100|100|,100|100|
7,100|100|,48;26;26|48;26;26|,0.0|0.0|,48;26;26|48;26;26|,45;19;36|45;19;36|,45;19;36|45;19;36|,100|100|,0;0;0|0;0;0|,100|100|,45;19;36|45;19;36|,45;19;36|45;19;36|,100|100|,100|100|
8,100|100|,45;19;36|45;19;36|,0.0|0.0|,45;19;36|45;19;36|,44;17;39|44;17;39|,44;17;39|44;17;39|,100|100|,0;0;0|0;0;0|,100|100|,44;17;39|44;17;39|,44;17;39|44;17;39|,100|100|,100|100|
9,100|100|,44;17;39|44;17;39|,0.0|0.0|,44;17;39|44;17;39|,38;21;41|38;21;41|,38;21;41|38;21;41|,100|100|,0;0;0|0;0;0|,100|100|,38;21;41|38;21;41|,38;21;41|38;21;41|,100|100|,100|100|
10,100|100|,38;21;41|38;21;41|,0.0|0.0|,38;21;41|38;21;41|,32;22;46|32;22;46|,32;22;46|32;22;46|,100|100|,0;0;0|0;0;0|,100|100|,32;22;46|32;22;46|,32;22;46|32;22;46|,100|100|,100|100|
11,100|100|,32;22;46|32;22;46|,0.0|0.0|,32;22;46|32;22;46|,29;19;52|29;19;52|,29;19;52|29;19;52|,100|100|,0;0;0|0;0;0|,100|100|,29;19;52|29;19;52|,29;19;52|29;19;52|,100|100|,100|100|
12,100|100|,29;19;52|29;19;52|,0.0|0.0|,29;19;52|29;19;52|,26;17;57|26;17;57|,26;17;57|26;17;57|,100|100|,0;0;0|0;0;0|,100|100|,26;17;57|26;17;57|,26;17;57|26;17;57|,100|100|,100|100|
13,100|100|,26;17;57|26;17;57|,0.0|0.0|,26;17;57|26;17;57|,24;16;60|24;16;60|,24;16;60|24;16;60|,100|100|,0;0;0|0;0;0|,100|100|,24;16;60|24;16;60|,24;16;60|24;16;60|,100|100|,100|100|
14,100|100|,24;16;60|24;16;60|,0.0|0.0|,24;16;60|24;16;60|,22;13;65|22;13;65|,22;13;65|22;13;65|,100|100|,0;0;0|0;0;0|,100|100|,22;13;65|22;13;65|,22;13;65|22;13;65|,100|100|,100|100|
15,100|100|,22;13;65|22;13;65|,0.0|0.0|,22;13;65|22;13;65|,19;13;68|19;13;68|,19;13;68|19;13;68|,100|100|,0;0;0|0;0;0|,100|100|,19;13;68|19;13;68|,19;13;68|19;13;68|,100|100|,100|100|
16,100|100|,19;13;68|19;13;68|,0.0|0.0|,19;13;68|19;13;68|,16;14;70|16;14;70|,16;14;70|16;14;70|,100|100|,0;0;0|0;0;0|,100|100|,16;14;70|16;14;70|,16;14;70|16;14;70|,100|100|,100|100|
17,100|100|,16;14;70|16;14;70|,0.0|0.0|,16;14;70|16;14;70|,15;10;75|15;10;75|,15;10;75|15;10;75|,100|100|,0;0;0|0;0;0|,100|100|,15;10;75|15;10;75|,15;10;75|15;10;75|,100|100|,100|100|
18,100|100|,15;10;75|15;10;75|,0.0|0.0|,15;10;75|15;10;75|,14;10;76|14;10;76|,14;10;76|14;10;76|,100|100|,0;0;0|0;0;0|,100|100|,14;10;76|14;10;76|,14;10;76|14;10;76|,100|100|,100|100|
19,100|100|,14;10;76|14;10;76|,0.0|0.0|,14;10;76|14;10;76|,14;8;78|14;8;78|,14;8;78|14;8;78|,100|100|,0;0;0|0;0;0|,100|100|,14;8;78|14;8;78|,14;8;78|14;8;78|,100|100|,100|100|
20,100|100|,14;8;78|14;8;78|,0.0|0.0|,14;8;78|14;8;78|,14;8;78|14;8;78|,14;8;78|14;8;78|,100|100|,0;0;0|0;0;0|,100|100|,14;8;78|14;8;78|,14;8;78|14;8;78|,100|100|,100|100|
21,100|100|,14;8;78|14;8;78|,0.0|0.0|,14;8;78|14;8;78|,14;7;79|14;7;79|,14;7;79|14;7;79|,100|100|,0;0;0|0;0;0|,100|100|,14;7;79|14;7;79|,14;7;79|14;7;79|,100|100|,100|100|
22,100|100|,14;7;79|14;7;79|,0.0|0.0|,14;7;79|14;7;79|,14;5;81|14;5;81|,14;5;81|14;5;81|,100|100|,0;0;0|0;0;0|,100|100|,14;5;81|14;5;81|,14;5;81|14;5;81|,100|100|,100|100|
23,100|100|,14;5;81|14;5;81|,0.0|0.0|,14;5;81|14;5;81|,14;4;82|14;4;82|,14;4;82|14;4;82|,100|100|,0;0;0|0;0;0|,100|100|,14;4;82|14;4;82|,14;4;82|14;4;82|,100|100|,100|100|
24,100|100|,14;4;82|14;4;82|,0.0|0.0|,14;4;82|14;4;82|,14;4;82|14;4;82|,14;4;82|14;4;82|,100|100|,0;0;0|0;0;0|,100|100|,14;4;82|14;4;82|,14;4;82|14;4;82|,100|100|,100|100|
25,100|100|,14;4;82|14;4;82|,0.0|0.0|,14;4;82|14;4;82|,13;4;83|13;4;83|,13;4;83|13;4;83|,100|100|,0;0;0|0;0;0|,100|100|,13;4;83|13;4;83|,13;4;83|13;4;83|,100|100|,100|100|
