Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,91;9;0|91;9;0|,0.0|0.0|,91;9;0|91;9;0|,88;12;0|88;12;0|,88;12;0|88;12;0|,100|100|,0;0;0|0;0;0|,100|100|,88;12;0|88;12;0|,88;12;0|88;12;0|,100|100|,100|100|
1,100|100|,88;12;0|88;12;0|,0.0|0.0|,88;12;0|88;12;0|,80;19;1|80;19;1|,80;19;1|80;19;1|,100|100|,0;0;0|0;0;0|,100|100|,80;19;1|80;19;1|,80;19;1|80;19;1|,100|100|,100|100|
2,100|100|,80;19;1|80;19;1|,0.0|0.0|,80;19;1|80;19;1|,75;21;4|75;21;4|,75;21;4|75;21;4|,100|100|,0;0;0|0;0;0|,100|100|,75;21;4|75;21;4|,75;21;4|75;21;4|,100|100|,100|100|
3,100|100|,75;21;4|75;21;4|,0.0|0.0|,75;21;4|75;21;4|,68;25;7|68;25;7|,68;25;7|68;25;7|,100|100|,0;0;0|0;0;0|,100|100|,68;25;7|68;25;7|,68;25;7|68;25;7|,100|100|,100|100|
4,100|100|,68;25;7|68;25;7|,0.0|0.0|,68;25;7|68;25;7|,61;30;9|61;30;9|,61;30;9|61;30;9|,100|100|,0;0;0|0;0;0|,100|100|,61;30;9|61;30;9|,61;30;9|61;30;9|,100|100|,100|100|
5,100|100|,61;30;9|61;30;9|,0.0|0.0|,61;30;9|61;30;9|,50;35;15|50;35;15|,50;35;15|50;35;15|,100|100|,0;0;0|0;0;0|,100|100|,50;35;15|50;35;15|,50;35;15|50;35;15|,100|100|,100|100|
6,100|100|,50;35;15|50;35;15|,0.0|0.0|,50;35;15|50;35;15|,40;39;21|40;39;21|,40;39;21|40;39;21|,100|100|,0;0;0|0;0;0|,100|100|,40;39;21|40;39;21|,40;39;21|40;39;21|,100|100|,100|100|
7,100|100|,40;39;21|40;39;21|,0.0|0.0|,40;39;21|40;39;21|,27;46;27|27;46;27|,27;46;27|27;46;27|,100|100|,0;0;0|0;0;0|,100|100|,27;46;27|27;46;27|,27;46;27|27;46;27|,100|100|,100|100|
8,100|100|,27;46;27|27;46;27|,0.0|0.0|,27;46;27|27;46;27|,19;44;37|19;44;37|,19;44;37|19;44;37|,100|100|,0;0;0|0;0;0|,100|100|,19;44;37|19;44;37|,19;44;37|19;44;37|,100|100|,100|100|
9,100|100|,19;44;37|19;44;37|,0.0|0.0|,19;44;37|19;44;37|,14;40;46|14;40;46|,14;40;46|14;40;46|,100|100|,0;0;0|0;0;0|,100|100|,14;40;46|14;40;46|,14;40;46|14;40;46|,100|100|,100|100|
10,100|100|,14;40;46|14;40;46|,0.0|0.0|,14;40;46|14;40;46|,10;38;52|10;38;52|,10;38;52|10;38;52|,100|100|,0;0;0|0;0;0|,100|100|,10;38;52|10;38;52|,10;38;52|10;38;52|,100|100|,100|100|
11,100|100|,10;38;52|10;38;52|,0.0|0.0|,10;38;52|10;38;52|,8;34;58|8;34;58|,8;34;58|8;34;58|,100|100|,0;0;0|0;0;0|,100|100|,8;34;58|8;34;58|,8;34;58|8;34;58|,100|100|,100|100|
12,100|100|,8;34;58|8;34;58|,0.0|0.0|,8;34;58|8;34;58|,7;31;62|7;31;62|,7;31;62|7;31;62|,100|100|,0;0;0|0;0;0|,100|100|,7;31;62|7;31;62|,7;31;62|7;31;62|,100|100|,100|100|
