Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,92;8;0|92;8;0|,0.0|0.0|,92;8;0|92;8;0|,87;13;0|87;13;0|,87;13;0|87;13;0|,100|100|,0;0;0|0;0;0|,100|100|,87;13;0|87;13;0|,87;13;0|87;13;0|,100|100|,100|100|
1,100|100|,87;13;0|87;13;0|,0.0|0.0|,87;13;0|87;13;0|,82;15;3|82;15;3|,82;15;3|82;15;3|,100|100|,0;0;0|0;0;0|,100|100|,82;15;3|82;15;3|,82;15;3|82;15;3|,100|100|,100|100|
2,100|100|,82;15;3|82;15;3|,0.0|0.0|,82;15;3|82;15;3|,74;22;4|74;22;4|,74;22;4|74;22;4|,100|100|,0;0;0|0;0;0|,100|100|,74;22;4|74;22;4|,74;22;4|74;22;4|,100|100|,100|100|
3,100|100|,74;22;4|74;22;4|,0.0|0.0|,74;22;4|74;22;4|,67;25;8|67;25;8|,67;25;8|67;25;8|,100|100|,0;0;0|0;0;0|,100|100|,67;25;8|67;25;8|,67;25;8|67;25;8|,100|100|,100|100|
4,100|100|,67;25;8|67;25;8|,0.0|0.0|,67;25;8|67;25;8|,53;33;14|53;33;14|,53;33;14|53;33;14|,100|100|,0;0;0|0;0;0|,100|100|,53;33;14|53;33;14|,53;33;14|53;33;14|,100|100|,100|100|
5,100|100|,53;33;14|53;33;14|,0.0|0.0|,53;33;14|53;33;14|,45;37;18|45;37;18|,45;37;18|45;37;18|,100|100|,0;0;0|0;0;0|,100|100|,45;37;18|45;37;18|,45;37;18|45;37;18|,100|100|,100|100|
6,100|100|,45;37;18|45;37;18|,0.0|0.0|,45;37;18|45;37;18|,38;37;25|38;37;25|,38;37;25|38;37;25|,100|100|,0;0;0|0;0;0|,100|100|,38;37;25|38;37;25|,38;37;25|38;37;25|,100|100|,100|100|
7,100|100|,38;37;25|38;37;25|,0.0|0.0|,38;37;25|38;37;25|,33;38;29|33;38;29|,33;38;29|33;38;29|,100|100|,0;0;0|0;0;0|,100|100|,33;38;29|33;38;29|,33;38;29|33;38;29|,100|100|,100|100|
8,100|100|,33;38;29|33;38;29|,0.0|0.0|,33;38;29|33;38;29|,28;35;37|28;35;37|,28;35;37|28;35;37|,100|100|,0;0;0|0;0;0|,100|100|,28;35;37|28;35;37|,28;35;37|28;35;37|,100|100|,100|100|
9,100|100|,28;35;37|28;35;37|,0.0|0.0|,28;35;37|28;35;37|,21;32;47|21;32;47|,21;32;47|21;32;47|,100|100|,0;0;0|0;0;0|,100|100|,21;32;47|21;32;47|,21;32;47|21;32;47|,100|100|,100|100|
10,100|100|,21;32;47|21;32;47|,0.0|0.0|,21;32;47|21;32;47|,21;25;54|21;25;54|,21;25;54|21;25;54|,100|100|,0;0;0|0;0;0|,100|100|,21;25;54|21;25;54|,21;25;54|21;25;54|,100|100|,100|100|
