Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,90;10;0|90;10;0|,10.0|10.0|,90;10;0|90;10;0|,86;14;0|86;14;0|,86;14;0|86;14;0|,100|100|,0;0;0|0;0;0|,100|100|,86;14;0|86;14;0|,86;14;0|86;14;0|,100|100|,100|100|
1,100|100|,86;14;0|86;14;0|,9.9|9.9|,86;14;0|86;14;0|,80;20;0|80;20;0|,80;20;0|80;20;0|,100|100|,0;0;0|0;0;0|,100|100|,80;20;0|80;20;0|,80;20;0|80;20;0|,100|100|,100|100|
2,100|100|,80;20;0|80;20;0|,10.42|10.42|,80;20;0|80;20;0|,76;23;1|76;23;1|,76;23;1|76;23;1|,100|100|,0;0;0|0;0;0|,100|100|,76;23;1|76;23;1|,76;23;1|76;23;1|,100|100|,100|100|
3,100|100|,76;23;1|76;23;1|,11.15|11.15|,76;23;1|76;23;1|,66;33;1|66;33;1|,66;33;1|66;33;1|,100|100|,0;0;0|0;0;0|,100|100|,66;33;1|66;33;1|,66;33;1|66;33;1|,100|100|,100|100|
4,100|100|,66;33;1|66;33;1|,12.78|12.78|,66;33;1|66;33;1|,61;36;3|61;36;3|,61;36;3|61;36;3|,100|100|,0;0;0|0;0;0|,100|100|,61;36;3|61;36;3|,61;36;3|61;36;3|,100|100|,100|100|
5,100|100|,61;36;3|61;36;3|,14.46|14.46|,61;36;3|61;36;3|,52;44;4|52;44;4|,52;44;4|52;44;4|,100|100|,0;0;0|0;0;0|,100|100|,52;44;4|52;44;4|,52;44;4|52;44;4|,100|100|,100|100|
6,100|100|,52;44;4|52;44;4|,16.69|16.69|,52;44;4|52;44;4|,41;53;6|41;53;6|,41;53;6|41;53;6|,100|100|,0;0;0|0;0;0|,100|100|,41;53;6|41;53;6|,41;53;6|41;53;6|,100|100|,100|100|
7,100|100|,41;53;6|41;53;6|,19.49|19.49|,41;53;6|41;53;6|,37;54;9|37;54;9|,37;54;9|37;54;9|,100|100|,0;0;0|0;0;0|,100|100|,37;54;9|37;54;9|,37;54;9|37;54;9|,100|100|,100|100|
8,100|100|,37;54;9|37;54;9|,21.97|21.97|,37;54;9|37;54;9|,27;61;12|27;61;12|,27;61;12|27;61;12|,100|100|,0;0;0|0;0;0|,100|100|,27;61;12|27;61;12|,27;61;12|27;61;12|,100|100|,100|100|
9,100|100|,27;61;12|27;61;12|,24.77|24.77|,27;61;12|27;61;12|,23;63;14|23;63;14|,23;63;14|23;63;14|,100|100|,0;0;0|0;0;0|,100|100|,23;63;14|23;63;14|,23;63;14|23;63;14|,100|100|,100|100|
