Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,90;0;10;0|90;0;10;0|,90;0;10;0|90;0;10;0|,85;5;10;0|85;5;10;0|,85;5;10;0|85;5;10;0|,100|100|,0;0;0;0|0;0;0;0|,100|100|,85;5;10;0|85;5;10;0|,85;5;10;0|85;5;10;0|,100|100|,100|100|
1,100|100|,85;5;10;0|85;5;10;0|,85;5;10;0|85;5;10;0|,81;5;11;3|81;5;11;3|,81;5;11;3|81;5;11;3|,100|100|,0;0;0;0|0;0;0;0|,100|100|,81;5;11;3|81;5;11;3|,81;5;11;3|81;5;11;3|,100|100|,100|100|
2,100|100|,81;5;11;3|81;5;11;3|,81;5;11;3|81;5;11;3|,77;6;12;5|77;6;12;5|,77;6;12;5|77;6;12;5|,100|100|,0;0;0;0|0;0;0;0|,100|100|,77;6;12;5|77;6;12;5|,77;6;12;5|77;6;12;5|,100|100|,100|100|
3,100|100|,77;6;12;5|77;6;12;5|,77;6;12;5|77;6;12;5|,74;5;15;6|74;5;15;6|,74;5;15;6|74;5;15;6|,100|100|,0;0;0;0|0;0;0;0|,100|100|,74;5;15;6|74;5;15;6|,74;5;15;6|74;5;15;6|,100|100|,100|100|
4,100|100|,74;5;15;6|74;5;15;6|,74;5;15;6|74;5;15;6|,73;4;13;10|73;4;13;10|,73;4;13;10|73;4;13;10|,100|100|,0;0;0;0|0;0;0;0|,100|100|,73;4;13;10|73;4;13;10|,73;4;13;10|73;4;13;10|,100|100|,100|100|
5,100|100|,73;4;13;10|73;4;13;10|,73;4;13;10|73;4;13;10|,71;6;11;12|71;6;11;12|,71;6;11;12|71;6;11;12|,100|100|,0;0;0;0|0;0;0;0|,100|100|,71;6;11;12|71;6;11;12|,71;6;11;12|71;6;11;12|,100|100|,100|100|
6,100|100|,71;6;11;12|71;6;11;12|,71;6;11;12|71;6;11;12|,70;7;9;14|70;7;9;14|,70;7;9;14|70;7;9;14|,100|100|,0;0;0;0|0;0;0;0|,100|100|,70;7;9;14|70;7;9;14|,70;7;9;14|70;7;9;14|,100|100|,100|100|
7,100|100|,70;7;9;14|70;7;9;14|,70;7;9;14|70;7;9;14|,67;7;9;17|67;7;9;17|,67;7;9;17|67;7;9;17|,100|100|,0;0;0;0|0;0;0;0|,100|100|,67;7;9;17|67;7;9;17|,67;7;9;17|67;7;9;17|,100|100|,100|100|
8,100|100|,67;7;9;17|67;7;9;17|,67;7;9;17|67;7;9;17|,63;7;13;17|63;7;13;17|,63;7;13;17|63;7;13;17|,100|100|,0;0;0;0|0;0;0;0|,100|100|,63;7;13;17|63;7;13;17|,63;7;13;17|63;7;13;17|,100|100|,100|100|
9,100|100|,63;7;13;17|63;7;13;17|,63;7;13;17|63;7;13;17|,58;11;10;21|58;11;10;21|,58;11;10;21|58;11;10;21|,100|100|,0;0;0;0|0;0;0;0|,100|100|,58;11;10;21|58;11;10;21|,58;11;10;21|58;11;10;21|,100|100|,100|100|
10,100|100|,58;11;10;21|58;11;10;21|,58;11;10;21|58;11;10;21|,54;10;15;21|54;10;15;21|,54;10;15;21|54;10;15;21|,100|100|,0;0;0;0|0;0;0;0|,100|100|,54;10;15;21|54;10;15;21|,54;10;15;21|54;10;15;21|,100|100|,100|100|
11,100|100|,54;10;15;21|54;10;15;21|,54;10;15;21|54;10;15;21|,51;9;18;22|51;9;18;22|,51;9;18;22|51;9;18;22|,100|100|,0;0;0;0|0;0;0;0|,100|100|,51;9;18;22|51;9;18;22|,51;9;18;22|51;9;18;22|,100|100|,100|100|
12,100|100|,51;9;18;22|51;9;18;22|,51;9;18;22|51;9;18;22|,46;8;19;27|46;8;19;27|,46;8;19;27|46;8;19;27|,100|100|,0;0;0;0|0;0;0;0|,100|100|,46;8;19;27|46;8;19;27|,46;8;19;27|46;8;19;27|,100|100|,100|100|
13,100|100|,46;8;19;27|46;8;19;27|,46;8;19;27|46;8;19;27|,45;4;21;30|45;4;21;30|,45;4;21;30|45;4;21;30|,100|100|,0;0;0;0|0;0;0;0|,100|100|,45;4;21;30|45;4;21;30|,45;4;21;30|45;4;21;30|,100|100|,100|100|
14,100|100|,45;4;21;30|45;4;21;30|,45;4;21;30|45;4;21;30|,37;10;21;32|37;10;21;32|,37;10;21;32|37;10;21;32|,100|100|,0;0;0;0|0;0;0;0|,100|100|,37;10;21;32|37;10;21;32|,37;10;21;32|37;10;21;32|,100|100|,100|100|
