Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,87;13;0|87;13;0|,87;13;0|87;13;0|,82;15;3|82;15;3|,82;15;3|82;15;3|,100|100|,0;0;0|0;0;0|,100|100|,82;15;3|82;15;3|,82;15;3|82;15;3|,100|100|,100|100|
1,100|100|,82;15;3|82;15;3|,82;15;3|82;15;3|,80;14;6|80;14;6|,80;14;6|80;14;6|,100|100|,0;0;0|0;0;0|,100|100|,80;14;6|80;14;6|,80;14;6|80;14;6|,100|100|,100|100|
2,100|100|,80;14;6|80;14;6|,80;14;6|80;14;6|,81;10;9|81;10;9|,81;10;9|81;10;9|,100|100|,0;0;0|0;0;0|,100|100|,81;10;9|81;10;9|,81;10;9|81;10;9|,100|100|,100|100|
3,100|100|,81;10;9|81;10;9|,81;10;9|81;10;9|,80;13;7|80;13;7|,80;13;7|80;13;7|,100|100|,0;0;0|0;0;0|,100|100|,80;13;7|80;13;7|,80;13;7|80;13;7|,100|100|,100|100|
4,100|100|,80;13;7|80;13;7|,80;13;7|80;13;7|,78;16;6|78;16;6|,78;16;6|78;16;6|,100|100|,0;0;0|0;0;0|,100|100|,78;16;6|78;16;6|,78;16;6|78;16;6|,100|100|,100|100|
5,100|100|,78;16;6|78;16;6|,78;16;6|78;16;6|,78;14;8|78;14;8|,78;14;8|78;14;8|,100|100|,0;0;0|0;0;0|,100|100|,78;14;8|78;14;8|,78;14;8|78;14;8|,100|100|,100|100|
6,100|100|,78;14;8|78;14;8|,78;14;8|78;14;8|,73;19;8|73;19;8|,73;19;8|73;19;8|,100|100|,0;0;0|0;0;0|,100|100|,73;19;8|73;19;8|,73;19;8|73;19;8|,100|100|,100|100|
7,100|100|,73;19;8|73;19;8|,73;19;8|73;19;8|,65;24;11|65;24;11|,65;24;11|65;24;11|,100|100|,0;0;0|0;0;0|,100|100|,65;24;11|65;24;11|,65;24;11|65;24;11|,100|100|,100|100|
8,100|100|,65;24;11|65;24;11|,65;24;11|65;24;11|,57;31;12|57;31;12|,57;31;12|57;31;12|,100|100|,0;0;0|0;0;0|,100|100|,57;31;12|57;31;12|,57;31;12|57;31;12|,100|100|,100|100|
9,100|100|,57;31;12|57;31;12|,57;31;12|57;31;12|,52;31;17|52;31;17|,52;31;17|52;31;17|,100|100|,0;0;0|0;0;0|,100|100|,52;31;17|52;31;17|,52;31;17|52;31;17|,100|100|,100|100|
10,100|100|,52;31;17|52;31;17|,52;31;17|52;31;17|,47;32;21|47;32;21|,47;32;21|47;32;21|,100|100|,0;0;0|0;0;0|,100|100|,47;32;21|47;32;21|,47;32;21|47;32;21|,100|100|,100|100|
11,100|100|,47;32;21|47;32;21|,47;32;21|47;32;21|,43;32;25|43;32;25|,43;32;25|43;32;25|,100|100|,0;0;0|0;0;0|,100|100|,43;32;25|43;32;25|,43;32;25|43;32;25|,100|100|,100|100|
12,100|100|,43;32;25|43;32;25|,43;32;25|43;32;25|,39;30;31|39;30;31|,39;30;31|39;30;31|,100|100|,0;0;0|0;0;0|,100|100|,39;30;31|39;30;31|,39;30;31|39;30;31|,100|100|,100|100|
13,100|100|,39;30;31|39;30;31|,39;30;31|39;30;31|,36;30;34|36;30;34|,36;30;34|36;30;34|,100|100|,0;0;0|0;0;0|,100|100|,36;30;34|36;30;34|,36;30;34|36;30;34|,100|100|,100|100|
14,100|100|,36;30;34|36;30;34|,36;30;34|36;30;34|,42;26;32|42;26;32|,42;26;32|42;26;32|,100|100|,0;0;0|0;0;0|,100|100|,42;26;32|42;26;32|,42;26;32|42;26;32|,100|100|,100|100|
15,100|100|,42;26;32|42;26;32|,42;26;32|42;26;32|,45;26;29|45;26;29|,45;26;29|45;26;29|,100|100|,0;0;0|0;0;0|,100|100|,45;26;29|45;26;29|,45;26;29|45;26;29|,100|100|,100|100|
16,100|100|,45;26;29|45;26;29|,45;26;29|45;26;29|,50;24;26|50;24;26|,50;24;26|50;24;26|,100|100|,0;0;0|0;0;0|,100|100|,50;24;26|50;24;26|,50;24;26|50;24;26|,100|100|,100|100|
17,100|100|,50;24;26|50;24;26|,50;24;26|50;24;26|,56;17;27|56;17;27|,56;17;27|56;17;27|,100|100|,0;0;0|0;0;0|,100|100|,56;17;27|56;17;27|,56;17;27|56;17;27|,100|100|,100|100|
18,100|100|,56;17;27|56;17;27|,56;17;27|56;17;27|,58;16;26|58;16;26|,58;16;26|58;16;26|,100|100|,0;0;0|0;0;0|,100|100|,58;16;26|58;16;26|,58;16;26|58;16;26|,100|100|,100|100|
19,100|100|,58;16;26|58;16;26|,58;16;26|58;16;26|,62;13;25|62;13;25|,62;13;25|62;13;25|,100|100|,0;0;0|0;0;0|,100|100|,62;13;25|62;13;25|,62;13;25|62;13;25|,100|100|,100|100|
20,100|100|,62;13;25|62;13;25|,62;13;25|62;13;25|,64;13;23|64;13;23|,64;13;23|64;13;23|,100|100|,0;0;0|0;0;0|,100|100|,64;13;23|64;13;23|,64;13;23|64;13;23|,100|100|,100|100|
21,100|100|,64;13;23|64;13;23|,64;13;23|64;13;23|,68;13;19|68;13;19|,68;13;19|68;13;19|,100|100|,0;0;0|0;0;0|,100|100|,68;13;19|68;13;19|,68;13;19|68;13;19|,100|100|,100|100|
22,100|100|,68;13;19|68;13;19|,68;13;19|68;13;19|,68;14;18|68;14;18|,68;14;18|68;14;18|,100|100|,0;0;0|0;0;0|,100|100|,68;14;18|68;14;18|,68;14;18|68;14;18|,100|100|,100|100|
23,100|100|,68;14;18|68;14;18|,68;14;18|68;14;18|,67;15;18|67;15;18|,67;15;18|67;15;18|,100|100|,0;0;0|0;0;0|,100|100|,67;15;18|67;15;18|,67;15;18|67;15;18|,100|100|,100|100|
24,100|100|,67;15;18|67;15;18|,67;15;18|67;15;18|,65;17;18|65;17;18|,65;17;18|65;17;18|,100|100|,0;0;0|0;0;0|,100|100|,65;17;18|65;17;18|,65;17;18|65;17;18|,100|100|,100|100|
25,100|100|,65;17;18|65;17;18|,65;17;18|65;17;18|,63;19;18|63;19;18|,63;19;18|63;19;18|,100|100|,0;0;0|0;0;0|,100|100|,63;19;18|63;19;18|,63;19;18|63;19;18|,100|100|,100|100|
26,100|100|,63;19;18|63;19;18|,63;19;18|63;19;18|,60;22;18|60;22;18|,60;22;18|60;22;18|,100|100|,0;0;0|0;0;0|,100|100|,60;22;18|60;22;18|,60;22;18|60;22;18|,100|100|,100|100|
27,100|100|,60;22;18|60;22;18|,60;22;18|60;22;18|,59;22;19|59;22;19|,59;22;19|59;22;19|,100|100|,0;0;0|0;0;0|,100|100|,59;22;19|59;22;19|,59;22;19|59;22;19|,100|100|,100|100|
28,100|100|,59;22;19|59;22;19|,59;22;19|59;22;19|,58;25;17|58;25;17|,58;25;17|58;25;17|,100|100|,0;0;0|0;0;0|,100|100|,58;25;17|58;25;17|,58;25;17|58;25;17|,100|100|,100|100|
