Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,82;0;18;0|82;0;18;0|,82;0;18;0|82;0;18;0|,79;3;13;5|79;3;13;5|,79;3;13;5|79;3;13;5|,100|100|,0;0;0;0|0;0;0;0|,100|100|,79;3;13;5|79;3;13;5|,79;3;13;5|79;3;13;5|,100|100|,100|100|
1,100|100|,79;3;13;5|79;3;13;5|,79;3;13;5|79;3;13;5|,77;4;12;7|77;4;12;7|,77;4;12;7|77;4;12;7|,100|100|,0;0;0;0|0;0;0;0|,100|100|,77;4;12;7|77;4;12;7|,77;4;12;7|77;4;12;7|,100|100|,100|100|
2,100|100|,77;4;12;7|77;4;12;7|,77;4;12;7|77;4;12;7|,67;12;14;7|67;12;14;7|,67;12;14;7|67;12;14;7|,100|100|,0;0;0;0|0;0;0;0|,100|100|,67;12;14;7|67;12;14;7|,67;12;14;7|67;12;14;7|,100|100|,100|100|
3,100|100|,67;12;14;7|67;12;14;7|,67;12;14;7|67;12;14;7|,62;11;19;8|62;11;19;8|,62;11;19;8|62;11;19;8|,100|100|,0;0;0;0|0;0;0;0|,100|100|,62;11;19;8|62;11;19;8|,62;11;19;8|62;11;19;8|,100|100|,100|100|
4,100|100|,62;11;19;8|62;11;19;8|,62;11;19;8|62;11;19;8|,60;8;19;13|60;8;19;13|,60;8;19;13|60;8;19;13|,100|100|,0;0;0;0|0;0;0;0|,100|100|,60;8;19;13|60;8;19;13|,60;8;19;13|60;8;19;13|,100|100|,100|100|
5,100|100|,60;8;19;13|60;8;19;13|,60;8;19;13|60;8;19;13|,54;11;20;15|54;11;20;15|,54;11;20;15|54;11;20;15|,100|100|,0;0;0;0|0;0;0;0|,100|100|,54;11;20;15|54;11;20;15|,54;11;20;15|54;11;20;15|,100|100|,100|100|
6,100|100|,54;11;20;15|54;11;20;15|,54;11;20;15|54;11;20;15|,50;7;27;16|50;7;27;16|,50;7;27;16|50;7;27;16|,100|100|,0;0;0;0|0;0;0;0|,100|100|,50;7;27;16|50;7;27;16|,50;7;27;16|50;7;27;16|,100|100|,100|100|
7,100|100|,50;7;27;16|50;7;27;16|,50;7;27;16|50;7;27;16|,42;11;29;18|42;11;29;18|,42;11;29;18|42;11;29;18|,100|100|,0;0;0;0|0;0;0;0|,100|100|,42;11;29;18|42;11;29;18|,42;11;29;18|42;11;29;18|,100|100|,100|100|
8,100|100|,42;11;29;18|42;11;29;18|,42;11;29;18|42;11;29;18|,37;8;28;27|37;8;28;27|,37;8;28;27|37;8;28;27|,100|100|,0;0;0;0|0;0;0;0|,100|100|,37;8;28;27|37;8;28;27|,37;8;28;27|37;8;28;27|,100|100|,100|100|
9,100|100|,37;8;28;27|37;8;28;27|,37;8;28;27|37;8;28;27|,31;11;25;33|31;11;25;33|,31;11;25;33|31;11;25;33|,100|100|,0;0;0;0|0;0;0;0|,100|100|,31;11;25;33|31;11;25;33|,31;11;25;33|31;11;25;33|,100|100|,100|100|
