Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,92;8;0|92;8;0|,0.0|0.0|,92;8;0|92;8;0|,87;12;1|87;12;1|,87;12;1|87;12;1|,100|100|,0;0;0|0;0;0|,100|100|,87;12;1|87;12;1|,87;12;1|87;12;1|,100|100|,100|100|
1,100|100|,87;12;1|87;12;1|,0.0|0.0|,87;12;1|87;12;1|,83;14;3|83;14;3|,83;14;3|83;14;3|,100|100|,0;0;0|0;0;0|,100|100|,83;14;3|83;14;3|,83;14;3|83;14;3|,100|100|,100|100|
2,100|100|,83;14;3|83;14;3|,0.0|0.0|,83;14;3|83;14;3|,79;16;5|79;16;5|,79;16;5|79;16;5|,100|100|,0;0;0|0;0;0|,100|100|,79;16;5|79;16;5|,79;16;5|79;16;5|,100|100|,100|100|
3,100|100|,79;16;5|79;16;5|,0.0|0.0|,79;16;5|79;16;5|,73;18;9|73;18;9|,73;18;9|73;18;9|,100|100|,0;0;0|0;0;0|,100|100|,73;18;9|73;18;9|,73;18;9|73;18;9|,100|100|,100|100|
4,100|100|,73;18;9|73;18;9|,0.0|0.0|,73;18;9|73;18;9|,69;20;11|69;20;11|,69;20;11|69;20;11|,100|100|,0;0;0|0;0;0|,100|100|,69;20;11|69;20;11|,69;20;11|69;20;11|,100|100|,100|100|
5,100|100|,69;20;11|69;20;11|,0.0|0.0|,69;20;11|69;20;11|,64;21;15|64;21;15|,64;21;15|64;21;15|,100|100|,0;0;0|0;0;0|,100|100|,64;21;15|64;21;15|,64;21;15|64;21;15|,100|100|,100|100|
6,100|100|,64;21;15|64;21;15|,0.0|0.0|,64;21;15|64;21;15|,57;24;19|57;24;19|,57;24;19|57;24;19|,100|100|,0;0;0|0;0;0|,100|100|,57;24;19|57;24;19|,57;24;19|57;24;19|,100|100|,100|100|
7,100|100|,57;24;19|57;24;19|,0.0|0.0|,57;24;19|57;24;19|,47;29;24|47;29;24|,47;29;24|47;29;24|,100|100|,0;0;0|0;0;0|,100|100|,47;29;24|47;29;24|,47;29;24|47;29;24|,100|100|,100|100|
8,100|100|,47;29;24|47;29;24|,0.0|0.0|,47;29;24|47;29;24|,41;29;30|41;29;30|,41;29;30|41;29;30|,100|100|,0;0;0|0;0;0|,100|100|,41;29;30|41;29;30|,41;29;30|41;29;30|,100|100|,100|100|
9,100|100|,41;29;30|41;29;30|,0.0|0.0|,41;29;30|41;29;30|,37;24;39|37;24;39|,37;24;39|37;24;39|,100|100|,0;0;0|0;0;0|,100|100|,37;24;39|37;24;39|,37;24;39|37;24;39|,100|100|,100|100|
10,100|100|,37;24;39|37;24;39|,0.0|0.0|,37;24;39|37;24;39|,29;23;48|29;23;48|,29;23;48|29;23;48|,100|100|,0;0;0|0;0;0|,100|100|,29;23;48|29;23;48|,29;23;48|29;23;48|,100|100|,100|100|
