Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,90;10;0|90;10;0|,10.0|10.0|,90;10;0|90;10;0|,81;17;2|81;17;2|,81;17;2|81;17;2|,100|100|,0;0;0|0;0;0|,100|100|,81;17;2|81;17;2|,81;17;2|81;17;2|,100|100|,100|100|
1,100|100|,81;17;2|81;17;2|,10.2|10.2|,81;17;2|81;17;2|,73;25;2|73;25;2|,73;25;2|73;25;2|,100|100|,0;0;0|0;0;0|,100|100|,73;25;2|73;25;2|,73;25;2|73;25;2|,100|100|,100|100|
2,100|100|,73;25;2|73;25;2|,11.17|11.17|,73;25;2|73;25;2|,69;29;2|69;29;2|,69;29;2|69;29;2|,100|100|,0;0;0|0;0;0|,100|100|,69;29;2|69;29;2|,69;29;2|69;29;2|,100|100|,100|100|
3,100|100|,69;29;2|69;29;2|,12.39|12.39|,69;29;2|69;29;2|,62;36;2|62;36;2|,62;36;2|62;36;2|,100|100|,0;0;0|0;0;0|,100|100|,62;36;2|62;36;2|,62;36;2|62;36;2|,100|100|,100|100|
4,100|100|,62;36;2|62;36;2|,14.14|14.14|,62;36;2|62;36;2|,52;44;4|52;44;4|,52;44;4|52;44;4|,100|100|,0;0;0|0;0;0|,100|100|,52;44;4|52;44;4|,52;44;4|52;44;4|,100|100|,100|100|
5,100|100|,52;44;4|52;44;4|,16.42|16.42|,52;44;4|52;44;4|,46;49;5|46;49;5|,46;49;5|46;49;5|,100|100|,0;0;0|0;0;0|,100|100|,46;49;5|46;49;5|,46;49;5|46;49;5|,100|100|,100|100|
6,100|100|,46;49;5|46;49;5|,18.85|18.85|,46;49;5|46;49;5|,43;51;6|43;51;6|,43;51;6|43;51;6|,100|100|,0;0;0|0;0;0|,100|100|,43;51;6|43;51;6|,43;51;6|43;51;6|,100|100|,100|100|
7,100|100|,43;51;6|43;51;6|,21.12|21.12|,43;51;6|43;51;6|,34;59;7|34;59;7|,34;59;7|34;59;7|,100|100|,0;0;0|0;0;0|,100|100|,34;59;7|34;59;7|,34;59;7|34;59;7|,100|100|,100|100|
8,100|100|,34;59;7|34;59;7|,23.86|23.86|,34;59;7|34;59;7|,24;69;7|24;69;7|,24;69;7|24;69;7|,100|100|,0;0;0|0;0;0|,100|100|,24;69;7|24;69;7|,24;69;7|24;69;7|,100|100|,100|100|
9,100|100|,24;69;7|24;69;7|,27.18|27.18|,24;69;7|24;69;7|,16;70;14|16;70;14|,16;70;14|16;70;14|,100|100|,0;0;0|0;0;0|,100|100|,16;70;14|16;70;14|,16;70;14|16;70;14|,100|100|,100|100|
10,100|100|,16;70;14|16;70;14|,30.1|30.1|,16;70;14|16;70;14|,13;69;18|13;69;18|,13;69;18|13;69;18|,100|100|,0;0;0|0;0;0|,100|100|,13;69;18|13;69;18|,13;69;18|13;69;18|,100|100|,100|100|
11,100|100|,13;69;18|13;69;18|,32.49|32.49|,13;69;18|13;69;18|,5;72;23|5;72;23|,5;72;23|5;72;23|,100|100|,0;0;0|0;0;0|,100|100|,5;72;23|5;72;23|,5;72;23|5;72;23|,100|100|,100|100|
12,100|100|,5;72;23|5;72;23|,34.81|34.81|,5;72;23|5;72;23|,3;70;27|3;70;27|,3;70;27|3;70;27|,100|100|,0;0;0|0;0;0|,100|100|,3;70;27|3;70;27|,3;70;27|3;70;27|,100|100|,100|100|
13,100|100|,3;70;27|3;70;27|,36.59|36.59|,3;70;27|3;70;27|,2;67;31|2;67;31|,2;67;31|2;67;31|,100|100|,0;0;0|0;0;0|,100|100|,2;67;31|2;67;31|,2;67;31|2;67;31|,100|100|,100|100|
14,100|100|,2;67;31|2;67;31|,37.8|37.8|,2;67;31|2;67;31|,1;64;35|1;64;35|,1;64;35|1;64;35|,100|100|,0;0;0|0;0;0|,100|100|,1;64;35|1;64;35|,1;64;35|1;64;35|,100|100|,100|100|
15,100|100|,1;64;35|1;64;35|,38.53|38.53|,1;64;35|1;64;35|,1;58;41|1;58;41|,1;58;41|1;58;41|,100|100|,0;0;0|0;0;0|,100|100|,1;58;41|1;58;41|,1;58;41|1;58;41|,100|100|,100|100|
16,100|100|,1;58;41|1;58;41|,38.55|38.55|,1;58;41|1;58;41|,1;56;43|1;56;43|,1;56;43|1;56;43|,100|100|,0;0;0|0;0;0|,100|100|,1;56;43|1;56;43|,1;56;43|1;56;43|,100|100|,100|100|
17,100|100|,1;56;43|1;56;43|,38.37|38.37|,1;56;43|1;56;43|,1;52;47|1;52;47|,1;52;47|1;52;47|,100|100|,0;0;0|0;0;0|,100|100|,1;52;47|1;52;47|,1;52;47|1;52;47|,100|100|,100|100|
18,100|100|,1;52;47|1;52;47|,37.81|37.81|,1;52;47|1;52;47|,1;47;52|1;47;52|,1;47;52|1;47;52|,100|100|,0;0;0|0;0;0|,100|100|,1;47;52|1;47;52|,1;47;52|1;47;52|,100|100|,100|100|
19,100|100|,1;47;52|1;47;52|,36.84|36.84|,1;47;52|1;47;52|,1;45;54|1;45;54|,1;45;54|1;45;54|,100|100|,0;0;0|0;0;0|,100|100|,1;45;54|1;45;54|,1;45;54|1;45;54|,100|100|,100|100|
20,100|100|,1;45;54|1;45;54|,35.82|35.82|,1;45;54|1;45;54|,1;41;58|1;41;58|,1;41;58|1;41;58|,100|100|,0;0;0|0;0;0|,100|100|,1;41;58|1;41;58|,1;41;58|1;41;58|,100|100|,100|100|
21,100|100|,1;41;58|1;41;58|,34.54|34.54|,1;41;58|1;41;58|,1;39;60|1;39;60|,1;39;60|1;39;60|,100|100|,0;0;0|0;0;0|,100|100|,1;39;60|1;39;60|,1;39;60|1;39;60|,100|100|,100|100|
22,100|100|,1;39;60|1;39;60|,33.26|33.26|,1;39;60|1;39;60|,0;38;62|0;38;62|,0;38;62|0;38;62|,100|100|,0;0;0|0;0;0|,100|100|,0;38;62|0;38;62|,0;38;62|0;38;62|,100|100|,100|100|
23,100|100|,0;38;62|0;38;62|,32.07|32.07|,0;38;62|0;38;62|,0;37;63|0;37;63|,0;37;63|0;37;63|,100|100|,0;0;0|0;0;0|,100|100|,0;37;63|0;37;63|,0;37;63|0;37;63|,100|100|,100|100|
24,100|100|,0;37;63|0;37;63|,30.96|30.96|,0;37;63|0;37;63|,0;37;63|0;37;63|,0;37;63|0;37;63|,100|100|,0;0;0|0;0;0|,100|100|,0;37;63|0;37;63|,0;37;63|0;37;63|,100|100|,100|100|
25,100|100|,0;37;63|0;37;63|,30.02|30.02|,0;37;63|0;37;63|,0;36;64|0;36;64|,0;36;64|0;36;64|,100|100|,0;0;0|0;0;0|,100|100|,0;36;64|0;36;64|,0;36;64|0;36;64|,100|100|,100|100|
26,100|100|,0;36;64|0;36;64|,29.11|29.11|,0;36;64|0;36;64|,0;34;66|0;34;66|,0;34;66|0;34;66|,100|100|,0;0;0|0;0;0|,100|100|,0;34;66|0;34;66|,0;34;66|0;34;66|,100|100|,100|100|
27,100|100|,0;34;66|0;34;66|,28.15|28.15|,0;34;66|0;34;66|,0;31;69|0;31;69|,0;31;69|0;31;69|,100|100|,0;0;0|0;0;0|,100|100|,0;31;69|0;31;69|,0;31;69|0;31;69|,100|100|,100|100|
28,100|100|,0;31;69|0;31;69|,27.03|27.03|,0;31;69|0;31;69|,0;27;73|0;27;73|,0;27;73|0;27;73|,100|100|,0;0;0|0;0;0|,100|100|,0;27;73|0;27;73|,0;27;73|0;27;73|,100|100|,100|100|
29,100|100|,0;27;73|0;27;73|,25.67|25.67|,0;27;73|0;27;73|,0;26;74|0;26;74|,0;26;74|0;26;74|,100|100|,0;0;0|0;0;0|,100|100|,0;26;74|0;26;74|,0;26;74|0;26;74|,100|100|,100|100|
30,100|100|,0;26;74|0;26;74|,24.42|24.42|,0;26;74|0;26;74|,0;26;74|0;26;74|,0;26;74|0;26;74|,100|100|,0;0;0|0;0;0|,100|100|,0;26;74|0;26;74|,0;26;74|0;26;74|,100|100|,100|100|
31,100|100|,0;26;74|0;26;74|,23.36|23.36|,0;26;74|0;26;74|,0;25;75|0;25;75|,0;25;75|0;25;75|,100|100|,0;0;0|0;0;0|,100|100|,0;25;75|0;25;75|,0;25;75|0;25;75|,100|100|,100|100|
32,100|100|,0;25;75|0;25;75|,22.35|22.35|,0;25;75|0;25;75|,0;24;76|0;24;76|,0;24;76|0;24;76|,100|100|,0;0;0|0;0;0|,100|100|,0;24;76|0;24;76|,0;24;76|0;24;76|,100|100|,100|100|
33,100|100|,0;24;76|0;24;76|,21.4|21.4|,0;24;76|0;24;76|,0;24;76|0;24;76|,0;24;76|0;24;76|,100|100|,0;0;0|0;0;0|,100|100|,0;24;76|0;24;76|,0;24;76|0;24;76|,100|100|,100|100|
34,100|100|,0;24;76|0;24;76|,20.59|20.59|,0;24;76|0;24;76|,0;22;78|0;22;78|,0;22;78|0;22;78|,100|100|,0;0;0|0;0;0|,100|100|,0;22;78|0;22;78|,0;22;78|0;22;78|,100|100|,100|100|
35,100|100|,0;22;78|0;22;78|,19.7|19.7|,0;22;78|0;22;78|,0;21;79|0;21;79|,0;21;79|0;21;79|,100|100|,0;0;0|0;0;0|,100|100|,0;21;79|0;21;79|,0;21;79|0;21;79|,100|100|,100|100|
