Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,90;0;10;0|90;0;10;0|,90;0;10;0|90;0;10;0|,87;3;8;2|87;3;8;2|,87;3;8;2|87;3;8;2|,100|100|,0;0;0;0|0;0;0;0|,100|100|,87;3;8;2|87;3;8;2|,87;3;8;2|87;3;8;2|,100|100|,100|100|
1,100|100|,87;3;8;2|87;3;8;2|,87;3;8;2|87;3;8;2|,83;5;8;4|83;5;8;4|,83;5;8;4|83;5;8;4|,100|100|,0;0;0;0|0;0;0;0|,100|100|,83;5;8;4|83;5;8;4|,83;5;8;4|83;5;8;4|,100|100|,100|100|
2,100|100|,83;5;8;4|83;5;8;4|,83;5;8;4|83;5;8;4|,78;8;9;5|78;8;9;5|,78;8;9;5|78;8;9;5|,100|100|,0;0;0;0|0;0;0;0|,100|100|,78;8;9;5|78;8;9;5|,78;8;9;5|78;8;9;5|,100|100|,100|100|
3,100|100|,78;8;9;5|78;8;9;5|,78;8;9;5|78;8;9;5|,74;8;12;6|74;8;12;6|,74;8;12;6|74;8;12;6|,100|100|,0;0;0;0|0;0;0;0|,100|100|,74;8;12;6|74;8;12;6|,74;8;12;6|74;8;12;6|,100|100|,100|100|
4,100|100|,74;8;12;6|74;8;12;6|,74;8;12;6|74;8;12;6|,67;10;16;7|67;10;16;7|,67;10;16;7|67;10;16;7|,100|100|,0;0;0;0|0;0;0;0|,100|100|,67;10;16;7|67;10;16;7|,67;10;16;7|67;10;16;7|,100|100|,100|100|
5,100|100|,67;10;16;7|67;10;16;7|,67;10;16;7|67;10;16;7|,62;9;21;8|62;9;21;8|,62;9;21;8|62;9;21;8|,100|100|,0;0;0;0|0;0;0;0|,100|100|,62;9;21;8|62;9;21;8|,62;9;21;8|62;9;21;8|,100|100|,100|100|
6,100|100|,62;9;21;8|62;9;21;8|,62;9;21;8|62;9;21;8|,57;8;21;14|57;8;21;14|,57;8;21;14|57;8;21;14|,100|100|,0;0;0;0|0;0;0;0|,100|100|,57;8;21;14|57;8;21;14|,57;8;21;14|57;8;21;14|,100|100|,100|100|
7,100|100|,57;8;21;14|57;8;21;14|,57;8;21;14|57;8;21;14|,50;9;23;18|50;9;23;18|,50;9;23;18|50;9;23;18|,100|100|,0;0;0;0|0;0;0;0|,100|100|,50;9;23;18|50;9;23;18|,50;9;23;18|50;9;23;18|,100|100|,100|100|
8,100|100|,50;9;23;18|50;9;23;18|,50;9;23;18|50;9;23;18|,43;12;22;23|43;12;22;23|,43;12;22;23|43;12;22;23|,100|100|,0;0;0;0|0;0;0;0|,100|100|,43;12;22;23|43;12;22;23|,43;12;22;23|43;12;22;23|,100|100|,100|100|
9,100|100|,43;12;22;23|43;12;22;23|,43;12;22;23|43;12;22;23|,40;8;22;30|40;8;22;30|,40;8;22;30|40;8;22;30|,100|100|,0;0;0;0|0;0;0;0|,100|100|,40;8;22;30|40;8;22;30|,40;8;22;30|40;8;22;30|,100|100|,100|100|
10,100|100|,40;8;22;30|40;8;22;30|,40;8;22;30|40;8;22;30|,36;7;23;34|36;7;23;34|,36;7;23;34|36;7;23;34|,100|100|,0;0;0;0|0;0;0;0|,100|100|,36;7;23;34|36;7;23;34|,36;7;23;34|36;7;23;34|,100|100|,100|100|
