Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,91;0;9;0|91;0;9;0|,91;0;9;0|91;0;9;0|,85;6;7;2|85;6;7;2|,85;6;7;2|85;6;7;2|,100|100|,0;0;0;0|0;0;0;0|,100|100|,85;6;7;2|85;6;7;2|,85;6;7;2|85;6;7;2|,100|100|,100|100|
1,100|100|,85;6;7;2|85;6;7;2|,85;6;7;2|85;6;7;2|,82;5;9;4|82;5;9;4|,82;5;9;4|82;5;9;4|,100|100|,0;0;0;0|0;0;0;0|,100|100|,82;5;9;4|82;5;9;4|,82;5;9;4|82;5;9;4|,100|100|,100|100|
2,100|100|,82;5;9;4|82;5;9;4|,82;5;9;4|82;5;9;4|,74;9;12;5|74;9;12;5|,74;9;12;5|74;9;12;5|,100|100|,0;0;0;0|0;0;0;0|,100|100|,74;9;12;5|74;9;12;5|,74;9;12;5|74;9;12;5|,100|100|,100|100|
3,100|100|,74;9;12;5|74;9;12;5|,74;9;12;5|74;9;12;5|,68;11;14;7|68;11;14;7|,68;11;14;7|68;11;14;7|,100|100|,0;0;0;0|0;0;0;0|,100|100|,68;11;14;7|68;11;14;7|,68;11;14;7|68;11;14;7|,100|100|,100|100|
4,100|100|,68;11;14;7|68;11;14;7|,68;11;14;7|68;11;14;7|,66;2;22;10|66;2;22;10|,66;2;22;10|66;2;22;10|,100|100|,0;0;0;0|0;0;0;0|,100|100|,66;2;22;10|66;2;22;10|,66;2;22;10|66;2;22;10|,100|100|,100|100|
5,100|100|,66;2;22;10|66;2;22;10|,66;2;22;10|66;2;22;10|,55;13;20;12|55;13;20;12|,55;13;20;12|55;13;20;12|,100|100|,0;0;0;0|0;0;0;0|,100|100|,55;13;20;12|55;13;20;12|,55;13;20;12|55;13;20;12|,100|100|,100|100|
6,100|100|,55;13;20;12|55;13;20;12|,55;13;20;12|55;13;20;12|,47;16;21;16|47;16;21;16|,47;16;21;16|47;16;21;16|,100|100|,0;0;0;0|0;0;0;0|,100|100|,47;16;21;16|47;16;21;16|,47;16;21;16|47;16;21;16|,100|100|,100|100|
7,100|100|,47;16;21;16|47;16;21;16|,47;16;21;16|47;16;21;16|,40;15;27;18|40;15;27;18|,40;15;27;18|40;15;27;18|,100|100|,0;0;0;0|0;0;0;0|,100|100|,40;15;27;18|40;15;27;18|,40;15;27;18|40;15;27;18|,100|100|,100|100|
8,100|100|,40;15;27;18|40;15;27;18|,40;15;27;18|40;15;27;18|,32;14;30;24|32;14;30;24|,32;14;30;24|32;14;30;24|,100|100|,0;0;0;0|0;0;0;0|,100|100|,32;14;30;24|32;14;30;24|,32;14;30;24|32;14;30;24|,100|100|,100|100|
9,100|100|,32;14;30;24|32;14;30;24|,32;14;30;24|32;14;30;24|,27;13;31;29|27;13;31;29|,27;13;31;29|27;13;31;29|,100|100|,0;0;0;0|0;0;0;0|,100|100|,27;13;31;29|27;13;31;29|,27;13;31;29|27;13;31;29|,100|100|,100|100|
